Zeng_cluster,Macosko_cluster,p_value,Macokso_marker_size,Zeng_marker_size
2975,Inh_Pax2_Hoxb5_Otp_2,2.668352727575654e-07,5.0,4.0
3000,Inh_Pax2_Hoxb5_Otp_2,4.44683503322212e-07,5.0,5.0
24718,Inh_Pax2_Hoxb5_Trhr,4.002277374816599e-07,6.0,4.0
4170,Inh_Pax2_Igfbpl1_1,1.3343022265138534e-07,5.0,3.0
2920,Inh_Pax2_Ikzf1_2,8.00606510234552e-08,4.0,3.0
2656,Inh_Pax2_Ikzf1_4,1.6011123267262136e-07,4.0,4.0
3417,Inh_Pax2_Irak3_1,8.00606510234552e-08,3.0,4.0
24711,Inh_Pax2_Irx4_2,8.00606510234552e-08,3.0,4.0
24716,Inh_Pax2_Irx4_2,1.3344280981450513e-08,3.0,2.0
4408,Inh_Pax2_Lpl_2,1.3343022265138534e-07,5.0,3.0
4510,Inh_Pax2_Lpl_3,1.3343022265138534e-07,5.0,3.0
523,Inh_Pax2_Lrp2,4.002277374816599e-07,4.0,6.0
4461,Inh_Pax2_Met_3,1.6011123267262136e-07,4.0,4.0
3057,Inh_Pax2_Mgarp_Tcim,4.003158422803956e-08,3.0,3.0
4093,Inh_Pax2_Morc1,8.00606510234552e-08,4.0,3.0
5022,Inh_Pax2_Morc1,8.00606510234552e-08,4.0,3.0
971,Inh_Pax2_Nkx6-1_2,1.3343022265138534e-07,3.0,5.0
4021,Inh_Pax2_Nkx6-1_Npy2r_1,8.00606510234552e-08,3.0,4.0
24744,Inh_Pax2_Otp_5,1.2447614684668015e-06,5.0,8.0
3734,Inh_Pax2_Otp_5,2.668352727575654e-07,5.0,4.0
4585,Inh_Pax2_Papln_1,1.6011123267262136e-07,4.0,4.0
3510,Inh_Pax2_Postn_2,7.469978074418258e-07,4.0,8.0
1026,Inh_Pax2_Qrfpr,1.6011123267262136e-07,4.0,4.0
4855,Inh_Pax2_Qrfpr,8.00606510234552e-08,4.0,3.0
948,Inh_Pax2_Qrfpr,1.6011123267262136e-07,4.0,4.0
4415,Inh_Pax2_Robo3,1.3343022265138534e-07,5.0,3.0
4423,Inh_Pax2_Robo3,2.668352727575654e-07,5.0,4.0
4424,Inh_Pax2_Robo3,2.668352727575654e-07,5.0,4.0
2568,Inh_Pax2_Rxfp1_2,1.6011123267262136e-07,4.0,4.0
1725,Inh_Pax2_Sgo2b_1,4.448093660483505e-08,5.0,2.0
3537,Inh_Pax2_Slitrk6,2.668352727575654e-07,5.0,4.0
4450,Inh_Pax2_Slitrk6,2.668352727575654e-07,5.0,4.0
4430,Inh_Pax2_Tfap2c_2,4.4480936604835055e-09,2.0,2.0
1985,Inh_Pax2_Tgm6_3,4.003158422803956e-08,3.0,3.0
595,Inh_Pax2_Tgm6_3,8.00606510234552e-08,3.0,4.0
951,Inh_Pax2_Tgm6_3,4.003158422803956e-08,3.0,3.0
4211,Inh_Pax2_Tnfaip8l3,2.668352727575654e-07,4.0,5.0
4436,Inh_Pax2_Tnfaip8l3_1,4.44683503322212e-07,5.0,5.0
4488,Inh_Pax2_Tnfaip8l3_3,1.6011123267262136e-07,4.0,4.0
662,Inh_Pax2_Tnfaip8l3_5,4.002277374816599e-07,6.0,4.0
24742,Inh_Pax2_Trhr,6.669623325249725e-07,6.0,5.0
4272,Inh_Pax2_Trhr,2.0013904039551817e-07,6.0,3.0
4408,Inh_Pax2_Vgll3_1,8.00606510234552e-08,4.0,3.0
4408,Inh_Pax2_Vgll3_12,8.00606510234552e-08,4.0,3.0
24416,Inh_Pax2_Vgll3_13,8.00606510234552e-08,4.0,3.0
899,Inh_Pax2_Vgll3_13,1.6011123267262136e-07,4.0,4.0
4402,Inh_Pax2_Vgll3_15,1.6011123267262136e-07,4.0,4.0
4826,Inh_Pax2_Vgll3_15,2.668352727575654e-07,4.0,5.0
4358,Inh_Pax2_Vgll3_17,8.00606510234552e-08,4.0,3.0
1662,Inh_Pax2_Vgll3_18,2.668352727575654e-07,4.0,5.0
1735,Inh_Pax2_Vgll3_21,4.003158422803956e-08,3.0,3.0
4346,Inh_Pax2_Vgll3_3,1.3343022265138534e-07,5.0,3.0
3173,Inh_Pax3_Calcrl,4.003158422803956e-08,3.0,3.0
3254,Inh_Pax3_Drd1,4.003158422803956e-08,3.0,3.0
3282,Inh_Pax3_Drd1,4.003158422803956e-08,3.0,3.0
3422,Inh_Pax3_Galr1,4.003158422803956e-08,3.0,3.0
3418,Inh_Pax3_Igfbpl1_1,1.6011123267262136e-07,4.0,4.0
3424,Inh_Pax3_Igfbpl1_3,8.00606510234552e-08,4.0,3.0
3423,Inh_Pax3_Moxd1,1.3344280981450513e-08,3.0,2.0
3412,Inh_Pax3_Npy,4.003158422803956e-08,3.0,3.0
3420,Inh_Pax3_Svs5_1,4.4480936604835055e-09,2.0,2.0
3252,Inh_Pax3_Zic1_1,4.003158422803956e-08,3.0,3.0
3274,Inh_Pax3_Zic1_1,4.003158422803956e-08,3.0,3.0
3422,Inh_Pax3_Zic1_1,4.003158422803956e-08,3.0,3.0
2986,Inh_Pax3_Zic1_2,4.003158422803956e-08,3.0,3.0
4014,Inh_Pax3_Zic1_2,8.00606510234552e-08,3.0,4.0
2975,Inh_Pax5_Cckar,2.668352727575654e-07,5.0,4.0
3198,Inh_Pax5_Cdh23,1.3343022265138534e-07,5.0,3.0
3552,Inh_Pax5_Cdh23,4.44683503322212e-07,5.0,5.0
3579,Inh_Pax5_Cdh23,2.668352727575654e-07,5.0,4.0
2941,Inh_Pax5_Erfl_1,2.6688561962901027e-08,4.0,2.0
3304,Inh_Pax5_Erfl_1,2.6688561962901027e-08,4.0,2.0
3728,Inh_Pax5_Erfl_1,2.6688561962901027e-08,4.0,2.0
996,Inh_Pax5_Gdf10_2,1.6011123267262136e-07,4.0,4.0
2941,Inh_Pax5_Irak3,2.6688561962901027e-08,4.0,2.0
3044,Inh_Pax5_Irak3,8.00606510234552e-08,4.0,3.0
874,Inh_Pax5_Irs4_1,1.6011123267262136e-07,4.0,4.0
24747,Inh_Pax5_Irs4_3,8.00606510234552e-08,3.0,4.0
3382,Inh_Pax5_Irs4_4,8.00606510234552e-08,4.0,3.0
3443,Inh_Pax5_Irs4_4,2.668352727575654e-07,4.0,5.0
3044,Inh_Pax5_Lcp1,1.3343022265138534e-07,5.0,3.0
3340,Inh_Pax5_Met,2.668352727575654e-07,5.0,4.0
3341,Inh_Pax5_Met,2.668352727575654e-07,5.0,4.0
1018,Inh_Pax5_Niban1,4.002277374816599e-07,4.0,6.0
1020,Inh_Pax5_Niban1,2.668352727575654e-07,4.0,5.0
1031,Inh_Pax5_Niban1,2.668352727575654e-07,4.0,5.0
1522,Inh_Pax5_Niban1,1.6011123267262136e-07,4.0,4.0
2319,Inh_Pax5_Niban1,2.6688561962901027e-08,4.0,2.0
2980,Inh_Pax5_Olig3_1,4.003158422803956e-08,3.0,3.0
4046,Inh_Pax5_Olig3_1,1.3344280981450513e-08,3.0,2.0
1435,Inh_Pax5_Olig3_2,1.3343022265138534e-07,3.0,5.0
3308,Inh_Pax5_Pgr15l_1,1.3343022265138534e-07,5.0,3.0
3360,Inh_Pax5_Pgr15l_1,1.3343022265138534e-07,5.0,3.0
3399,Inh_Pax5_Pgr15l_1,4.44683503322212e-07,5.0,5.0
1018,Inh_Pax5_Rab38_1,4.002277374816599e-07,4.0,6.0
1031,Inh_Pax5_Rab38_1,2.668352727575654e-07,4.0,5.0
3054,Inh_Pax5_Rab38_1,8.00606510234552e-08,4.0,3.0
3340,Inh_Pax5_Rab38_1,1.6011123267262136e-07,4.0,4.0
3341,Inh_Pax5_Rab38_1,1.6011123267262136e-07,4.0,4.0
3337,Inh_Pax5_Rab38_2,1.6011123267262136e-07,4.0,4.0
3054,Inh_Pax5_Rab38_3,1.3343022265138534e-07,5.0,3.0
3320,Inh_Pax5_Rab38_4,8.00606510234552e-08,3.0,4.0
3140,Inh_Pax5_Slc12a7_2,1.3344280981450513e-08,3.0,2.0
3340,Inh_Pax5_Sox21_2,1.6011123267262136e-07,4.0,4.0
1177,Inh_Pax5_Tmem176b_1,1.3343022265138534e-07,3.0,5.0
4296,Inh_Pax5_Tmem176b_4,8.00606510234552e-08,4.0,3.0
3351,Inh_Pax5_Trh_L3mbtl4,8.00606510234552e-08,4.0,3.0
3393,Inh_Pax5_Trh_L3mbtl4,8.00606510234552e-08,4.0,3.0
3304,Inh_Pax5_Vwa7_1,1.3344280981450513e-08,3.0,2.0
1696,Inh_Pax6_Cdh23,8.00606510234552e-08,4.0,3.0
1631,Inh_Pax6_Eya4_2,2.668352727575654e-07,4.0,5.0
993,Inh_Pax6_Eya4_2,2.668352727575654e-07,4.0,5.0
2344,Inh_Pax6_Gpr39_1,1.3343022265138534e-07,5.0,3.0
1701,Inh_Pax6_Lrrc38,4.44683503322212e-07,5.0,5.0
842,Inh_Pax6_Lrrc38,4.44683503322212e-07,5.0,5.0
1727,Inh_Pax6_Nkx2-2_1,8.00606510234552e-08,4.0,3.0
1720,Inh_Pax6_Pdgfd_1,8.00606510234552e-08,4.0,3.0
1691,Inh_Pax6_Pou6f2_Pdgfd_2,8.00606510234552e-08,4.0,3.0
1715,Inh_Pax6_Pou6f2_Pdgfd_2,2.668352727575654e-07,4.0,5.0
1760,Inh_Pax6_Pou6f2_Pdgfd_2,2.668352727575654e-07,4.0,5.0
34338,Inh_Pax6_Pou6f2_Pdgfd_2,8.00606510234552e-08,4.0,3.0
3509,Inh_Pax7_A730009L09Rik,4.002277374816599e-07,4.0,6.0
3544,Inh_Pax7_A730009L09Rik,1.6011123267262136e-07,4.0,4.0
3598,Inh_Pax7_A730009L09Rik,1.6011123267262136e-07,4.0,4.0
3613,Inh_Pax7_A730009L09Rik,1.6011123267262136e-07,4.0,4.0
2945,Inh_Pax7_Arhgap28_1,1.3343022265138534e-07,5.0,3.0
2968,Inh_Pax7_Arhgap28_1,4.448093660483505e-08,5.0,2.0
3267,Inh_Pax7_Arhgap28_2,1.6011123267262136e-07,4.0,4.0
2943,Inh_Pax7_Arhgap28_3,8.00606510234552e-08,4.0,3.0
3505,Inh_Pax7_Arhgap28_3,1.6011123267262136e-07,4.0,4.0
3524,Inh_Pax7_Bmp5_1,8.00606510234552e-08,3.0,4.0
3575,Inh_Pax7_Bmp5_1,4.003158422803956e-08,3.0,3.0
3567,Inh_Pax7_Bmp5_2,8.00606510234552e-08,3.0,4.0
3502,Inh_Pax7_Catspere1_1,4.44683503322212e-07,5.0,5.0
3538,Inh_Pax7_Catspere1_1,1.3343022265138534e-07,5.0,3.0
3528,Inh_Pax7_Catspere1_2,1.6011123267262136e-07,4.0,4.0
4918,Inh_Pax7_Catspere1_2,8.00606510234552e-08,4.0,3.0
3260,Inh_Pax7_Ecel1_1,1.6011123267262136e-07,4.0,4.0
3271,Inh_Pax7_Ecel1_1,1.6011123267262136e-07,4.0,4.0
3502,Inh_Pax7_Ecel1_1,2.668352727575654e-07,4.0,5.0
3510,Inh_Pax7_Ecel1_1,7.469978074418258e-07,4.0,8.0
3520,Inh_Pax7_Ecel1_1,8.00606510234552e-08,4.0,3.0
3522,Inh_Pax7_Ecel1_1,2.668352727575654e-07,4.0,5.0
3260,Inh_Pax7_Ecel1_2,2.668352727575654e-07,5.0,4.0
3271,Inh_Pax7_Ecel1_2,2.668352727575654e-07,5.0,4.0
3502,Inh_Pax7_Ecel1_2,4.44683503322212e-07,5.0,5.0
3510,Inh_Pax7_Ecel1_2,1.2447614684668015e-06,5.0,8.0
3522,Inh_Pax7_Ecel1_2,4.44683503322212e-07,5.0,5.0
4479,Inh_Pax7_Ecel1_2,2.668352727575654e-07,5.0,4.0
4488,Inh_Pax7_Ecel1_2,2.668352727575654e-07,5.0,4.0
3270,Inh_Pax7_Egflam_1,1.3343022265138534e-07,5.0,3.0
3547,Inh_Pax7_Egflam_1,2.668352727575654e-07,5.0,4.0
3554,Inh_Pax7_Egflam_1,2.668352727575654e-07,5.0,4.0
3598,Inh_Pax7_Egflam_1,2.668352727575654e-07,5.0,4.0
3544,Inh_Pax7_Egflam_7,8.00606510234552e-08,3.0,4.0
3507,Inh_Pax7_Erfl_2,1.3344280981450513e-08,2.0,3.0
3522,Inh_Pax7_Hpse_1,1.3343022265138534e-07,3.0,5.0
3506,Inh_Pax7_Hpse_4,4.003158422803956e-08,3.0,3.0
2168,Inh_Pax7_Ikzf1,4.003158422803956e-08,3.0,3.0
1024,Inh_Pax7_Ngfr_Stc1,8.00606510234552e-08,3.0,4.0
2916,Inh_Pax7_Pappa2_Stc1,1.3343022265138534e-07,5.0,3.0
2924,Inh_Pax7_Pappa2_Stc1,2.668352727575654e-07,5.0,4.0
2946,Inh_Pax7_Pappa2_Stc1,2.668352727575654e-07,5.0,4.0
3260,Inh_Pax7_Pawr,4.002277374816599e-07,6.0,4.0
3271,Inh_Pax7_Pawr,4.002277374816599e-07,6.0,4.0
3502,Inh_Pax7_Pawr,6.669623325249725e-07,6.0,5.0
3509,Inh_Pax7_Pawr,1.000317667226508e-06,6.0,6.0
3510,Inh_Pax7_Pawr,1.8667899491132256e-06,6.0,8.0
3522,Inh_Pax7_Pawr,6.669623325249725e-07,6.0,5.0
3538,Inh_Pax7_Pawr,2.0013904039551817e-07,6.0,3.0
4714,Inh_Pax7_Pawr,2.0013904039551817e-07,6.0,3.0
3510,Inh_Pax7_Prss23,3.7356937936714357e-07,3.0,8.0
332,Inh_Pax7_Qrfpr_1,4.003158422803956e-08,3.0,3.0
2916,Inh_Pax7_Rxfp3_1,8.00606510234552e-08,4.0,3.0
2924,Inh_Pax7_Rxfp3_1,1.6011123267262136e-07,4.0,4.0
2946,Inh_Pax7_Rxfp3_1,1.6011123267262136e-07,4.0,4.0
2924,Inh_Pax7_Rxfp3_3,1.6011123267262136e-07,4.0,4.0
2926,Inh_Pax7_Rxfp3_3,1.6011123267262136e-07,4.0,4.0
3518,Inh_Pax7_Samd3,8.00606510234552e-08,3.0,4.0
3528,Inh_Pax7_Shisal2b,2.668352727575654e-07,5.0,4.0
3538,Inh_Pax7_Shisal2b,1.3343022265138534e-07,5.0,3.0
2923,Inh_Pax7_Slc38a11,5.0343309376260907e-11,6.0,4.0
34182,Inh_Pax7_Slc38a11,6.672140490725257e-08,6.0,2.0
3527,Inh_Pax7_Zic2,4.003158422803956e-08,3.0,3.0
1518,Inh_Pax8_Agtr1a_Tacr3,8.00606510234552e-08,3.0,4.0
24718,Inh_Pax8_Aym1,4.002277374816599e-07,6.0,4.0
4783,Inh_Pax8_Bmp4_2,1.6011123267262136e-07,4.0,4.0
1920,Inh_Pax8_Cntnap3,1.3343022265138534e-07,5.0,3.0
5042,Inh_Pax8_Cntnap3,6.669623325249725e-07,5.0,6.0
1254,Inh_Pax8_Col6a3,1.3343022265138534e-07,3.0,5.0
24727,Inh_Pax8_Kcng3,6.669623325249725e-07,5.0,6.0
34154,Inh_Pax8_Met_Qrfpr,4.448093660483505e-08,5.0,2.0
1163,Inh_Pax8_Nkx6-1_3,8.00606510234552e-08,3.0,4.0
3738,Inh_Pax8_Nkx6-1_3,4.003158422803956e-08,3.0,3.0
4009,Inh_Pax8_Nkx6-1_3,8.00606510234552e-08,3.0,4.0
758,Inh_Pax8_Nkx6-1_3,1.3343022265138534e-07,3.0,5.0
1664,Inh_Pax8_Otp_2,2.668352727575654e-07,5.0,4.0
3138,Inh_Pax8_Otp_2,2.668352727575654e-07,5.0,4.0
4182,Inh_Pax8_Otp_2,4.44683503322212e-07,5.0,5.0
1770,Inh_Pax8_Otp_3,4.003158422803956e-08,3.0,3.0
1166,Inh_Pax8_Pkhd1l1_10,1.6011123267262136e-07,4.0,4.0
4658,Inh_Pax8_Qrfpr_1,1.6011123267262136e-07,4.0,4.0
5143,Inh_Pax8_Qrfpr_1,1.6011123267262136e-07,4.0,4.0
1244,Inh_Pax8_Qrfpr_3,4.003158422803956e-08,3.0,3.0
2792,Inh_Pax8_Qrfpr_3,4.003158422803956e-08,3.0,3.0
2794,Inh_Pax8_Qrfpr_3,4.003158422803956e-08,3.0,3.0
3465,Inh_Pax8_Qrfpr_3,4.003158422803956e-08,3.0,3.0
3417,Inh_Pax8_Rapsn,1.6011123267262136e-07,4.0,4.0
24711,Inh_Pax8_Serpinf1,2.668352727575654e-07,5.0,4.0
24744,Inh_Pax8_Serpinf1,3.523159043616182e-10,5.0,8.0
2922,Inh_Pax8_Sfrp1_1,4.44683503322212e-07,5.0,5.0
3590,Inh_Pax8_Sfrp1_4,2.668352727575654e-07,5.0,4.0
2281,Inh_Pax8_Sfrp1_5,4.003158422803956e-08,3.0,3.0
3283,Inh_Pax8_Sfrp1_5,4.003158422803956e-08,3.0,3.0
34328,Inh_Pax8_Sfrp1_5,4.003158422803956e-08,3.0,3.0
24691,Inh_Pax8_Sfrp1_6,2.668352727575654e-07,5.0,4.0
55,Inh_Pax8_Sfrp1_7,4.448093660483505e-08,5.0,2.0
24709,Inh_Pax8_Sfrp1_9,4.003158422803956e-08,3.0,3.0
1119,Inh_Pax8_Sox6_1,1.3343022265138534e-07,3.0,5.0
758,Inh_Pax8_Sox6_1,1.3343022265138534e-07,3.0,5.0
24713,Inh_Pax8_Sp9,1.3343022265138534e-07,5.0,3.0
34141,Inh_Pax8_Tac2,6.293581559897426e-13,3.0,3.0
5068,Inh_Pax8_Tacr3,1.6011123267262136e-07,4.0,4.0
4778,Inh_Pax8_Tnnt2,2.6688561962901027e-08,4.0,2.0
1284,Inh_Pax8_Vgll3,8.00606510234552e-08,4.0,3.0
1831,Inh_Pde11a_Pgm5_2,1.3343022265138534e-07,5.0,3.0
1835,Inh_Pde11a_Pgm5_3,2.6688561962901027e-08,4.0,2.0
1829,Inh_Pde11a_Pgm5_4,1.3343022265138534e-07,3.0,5.0
1806,Inh_Pde11a_Pgm5_6,8.00606510234552e-08,3.0,4.0
1833,Inh_Pde11a_Pgm5_6,8.00606510234552e-08,3.0,4.0
649,Inh_Pde11a_Pgm5_6,1.3343022265138534e-07,3.0,5.0
3491,Inh_Pou6f2_Cartpt,8.00606510234552e-08,3.0,4.0
3849,Inh_Pou6f2_Cartpt,1.3344280981450513e-08,3.0,2.0
24747,Inh_Pou6f2_Gldn_2,2.668352727575654e-07,5.0,4.0
634,Inh_Pou6f2_Gldn_2,4.44683503322212e-07,5.0,5.0
2479,Inh_Pou6f2_Kcnj5,4.44683503322212e-07,5.0,5.0
2977,Inh_Pou6f2_Pi15_3,1.6011123267262136e-07,4.0,4.0
3982,Inh_Pou6f2_Pi15_3,1.6011123267262136e-07,4.0,4.0
1091,Inh_Ppp1r1b_Drd1_Prima1,4.003158422803956e-08,3.0,3.0
1092,Inh_Ppp1r1b_Drd1_Prima1,4.003158422803956e-08,3.0,3.0
1257,Inh_Ppp1r1b_Drd1_Rbp1_6,8.00606510234552e-08,4.0,3.0
1280,Inh_Ppp1r1b_Drd1_Shisa8_1,2.668352727575654e-07,5.0,4.0
235,Inh_Ppp1r1b_Drd1_Shisa8_1,9.336591803261916e-07,5.0,7.0
1341,Inh_Ppp1r1b_Drd1_Tns3_1,4.448093660483505e-08,5.0,2.0
1434,Inh_Ppp1r1b_Drd1_Tns3_1,1.3343022265138534e-07,5.0,3.0
2513,Inh_Ppp1r1b_Drd1_Tns3_1,2.668352727575654e-07,5.0,4.0
1077,Inh_Ppp1r1b_Drd2_Cyp26b1_1,1.6011123267262136e-07,4.0,4.0
1030,Inh_Ppp1r1b_Drd2_Cyp26b1_2,1.6011123267262136e-07,4.0,4.0
1077,Inh_Ppp1r1b_Drd2_Cyp26b1_2,1.6011123267262136e-07,4.0,4.0
1063,Inh_Ppp1r1b_Drd2_Fst,2.668352727575654e-07,4.0,5.0
1084,Inh_Ppp1r1b_Drd2_Sema5d_1,8.00606510234552e-08,3.0,4.0
1063,Inh_Ppp1r1b_Drd2_Sema5d_2,1.3343022265138534e-07,3.0,5.0
1075,Inh_Ppp1r1b_Drd2_Sema5d_2,8.00606510234552e-08,3.0,4.0
1077,Inh_Ppp1r1b_Drd2_Sphkap_2,5.602835934044848e-07,7.0,4.0
1077,Inh_Ppp1r1b_Drd2_Sphkap_3,2.668352727575654e-07,5.0,4.0
145,Inh_Prox1_Dcn_2,2.668352727575654e-07,4.0,5.0
1400,Inh_Prox1_Dcn_4,8.00606510234552e-08,4.0,3.0
366,Inh_Prox1_Dcn_4,2.668352727575654e-07,4.0,5.0
387,Inh_Sall3_Ndnf_3,1.3343022265138534e-07,5.0,3.0
393,Inh_Sall3_Ndnf_3,2.668352727575654e-07,5.0,4.0
911,Inh_Sall3_Trhr_1,5.0343309376260907e-11,6.0,4.0
1032,Inh_Sidt1_Drd1_Pax6_2,8.00606510234552e-08,3.0,4.0
1034,Inh_Sidt1_Drd1_Pax6_2,2.0013904039551817e-07,3.0,6.0
1029,Inh_Six3_9130008F23Rik,4.44683503322212e-07,5.0,5.0
1031,Inh_Six3_9130008F23Rik,4.44683503322212e-07,5.0,5.0
1274,Inh_Six3_9130008F23Rik,2.668352727575654e-07,5.0,4.0
3417,Inh_Six3_9130008F23Rik,2.668352727575654e-07,5.0,4.0
944,Inh_Six3_9130008F23Rik,6.669623325249725e-07,5.0,6.0
1018,Inh_Six3_Ano1_2,6.669623325249725e-07,5.0,6.0
1031,Inh_Six3_Ano1_2,4.44683503322212e-07,5.0,5.0
1840,Inh_Six3_Bnc2_1,8.00606510234552e-08,4.0,3.0
856,Inh_Six3_Bnc2_1,2.6688561962901027e-08,4.0,2.0
1212,Inh_Six3_Casr,4.003158422803956e-08,3.0,3.0
4557,Inh_Six3_Casr,8.00606510234552e-08,3.0,4.0
1578,Inh_Six3_Cd40,8.00606510234552e-08,3.0,4.0
3199,Inh_Six3_Cela1_2,2.668352727575654e-07,5.0,4.0
1455,Inh_Six3_Chodl_1,6.669623325249725e-07,5.0,6.0
1825,Inh_Six3_Chodl_1,2.668352727575654e-07,5.0,4.0
1522,Inh_Six3_Chodl_2,1.6011123267262136e-07,4.0,4.0
1758,Inh_Six3_Dact1_2,4.002277374816599e-07,4.0,6.0
3307,Inh_Six3_Dpy19l2_1,2.668352727575654e-07,4.0,5.0
3327,Inh_Six3_Dpy19l2_1,1.6011123267262136e-07,4.0,4.0
3340,Inh_Six3_Dpy19l2_4,8.00606510234552e-08,3.0,4.0
3341,Inh_Six3_Dpy19l2_4,8.00606510234552e-08,3.0,4.0
3854,Inh_Six3_Drd3_3,2.6688561962901027e-08,4.0,2.0
4458,Inh_Six3_Drd3_3,1.6011123267262136e-07,4.0,4.0
3329,Inh_Six3_Enpep,4.003158422803956e-08,3.0,3.0
1591,Inh_Six3_Fezf1_1,1.3344280981450513e-08,2.0,3.0
1600,Inh_Six3_Fezf1_1,1.3344280981450513e-08,2.0,3.0
1218,Inh_Six3_Fgf17_2,4.44683503322212e-07,5.0,5.0
1018,Inh_Six3_Foxa2_1,4.002277374816599e-07,4.0,6.0
1031,Inh_Six3_Foxa2_1,2.668352727575654e-07,4.0,5.0
907,Inh_Six3_Foxa2_2,1.6011123267262136e-07,4.0,4.0
1031,Inh_Six3_Foxa2_3,1.3343022265138534e-07,3.0,5.0
1274,Inh_Six3_Foxa2_3,8.00606510234552e-08,3.0,4.0
3417,Inh_Six3_Foxa2_3,8.00606510234552e-08,3.0,4.0
944,Inh_Six3_Foxa2_3,2.0013904039551817e-07,3.0,6.0
3427,Inh_Six3_Frem2,6.672140490725257e-08,2.0,6.0
1788,Inh_Six3_Gchfr_2,1.3343022265138534e-07,3.0,5.0
3338,Inh_Six3_Ikzf1_2,4.003158422803956e-08,3.0,3.0
1844,Inh_Six3_Ikzf1_3,4.003158422803956e-08,3.0,3.0
3130,Inh_Six3_Krt18,1.6011123267262136e-07,4.0,4.0
1840,Inh_Six3_Met_1,4.003158422803956e-08,3.0,3.0
1031,Inh_Six3_Myo3a,2.668352727575654e-07,4.0,5.0
1274,Inh_Six3_Myo3a,1.6011123267262136e-07,4.0,4.0
3417,Inh_Six3_Myo3a,1.6011123267262136e-07,4.0,4.0
944,Inh_Six3_Myo3a,4.002277374816599e-07,4.0,6.0
3537,Inh_Six3_Nkx2-2,1.6011123267262136e-07,4.0,4.0
3342,Inh_Six3_Ofcc1_1,4.003158422803956e-08,3.0,3.0
4495,Inh_Six3_Ofcc1_1,8.00606510234552e-08,3.0,4.0
4802,Inh_Six3_Ofcc1_1,4.003158422803956e-08,3.0,3.0
3320,Inh_Six3_Pamr1_1,1.6011123267262136e-07,4.0,4.0
4861,Inh_Six3_Pamr1_1,1.6011123267262136e-07,4.0,4.0
1578,Inh_Six3_Pamr1_2,1.6011123267262136e-07,4.0,4.0
1793,Inh_Six3_Pamr1_2,1.6011123267262136e-07,4.0,4.0
1602,Inh_Six3_Pgm5,2.668352727575654e-07,4.0,5.0
1796,Inh_Six3_Pnliprp2_2,1.6011123267262136e-07,4.0,4.0
3307,Inh_Six3_Pnliprp2_2,2.668352727575654e-07,4.0,5.0
3130,Inh_Six3_Ptger3_1,1.6011123267262136e-07,4.0,4.0
3148,Inh_Six3_Ptger3_1,1.6011123267262136e-07,4.0,4.0
3150,Inh_Six3_Ptger3_1,1.6011123267262136e-07,4.0,4.0
1701,Inh_Six3_Pvalb_Angpt1,2.668352727575654e-07,4.0,5.0
1788,Inh_Six3_Pvalb_Cplx3_1,4.44683503322212e-07,5.0,5.0
923,Inh_Six3_Pvalb_Cplx3_1,6.669623325249725e-07,5.0,6.0
1733,Inh_Six3_Pvalb_Efemp1_1,5.602835934044848e-07,7.0,4.0
1788,Inh_Six3_Pvalb_Efemp1_1,9.336591803261916e-07,7.0,5.0
1827,Inh_Six3_Pvalb_Efemp1_1,5.602835934044848e-07,7.0,4.0
1901,Inh_Six3_Pvalb_Efemp1_1,5.602835934044848e-07,7.0,4.0
736,Inh_Six3_Pvalb_Npy_1,4.002277374816599e-07,6.0,4.0
1151,Inh_Six3_Pvalb_Npy_2,4.44683503322212e-07,5.0,5.0
1733,Inh_Six3_Pvalb_Pdzrn4,1.6011123267262136e-07,4.0,4.0
1827,Inh_Six3_Pvalb_Pdzrn4,1.6011123267262136e-07,4.0,4.0
1901,Inh_Six3_Pvalb_Pdzrn4,1.6011123267262136e-07,4.0,4.0
1097,Inh_Six3_Pvalb_Rxfp2_2,2.668352727575654e-07,5.0,4.0
1505,Inh_Six3_Pvalb_Rxfp2_2,1.3343022265138534e-07,5.0,3.0
1737,Inh_Six3_Pvalb_Rxfp2_2,2.668352727575654e-07,5.0,4.0
1802,Inh_Six3_Pvalb_Rxfp2_2,1.3343022265138534e-07,5.0,3.0
3552,Inh_Six3_Rab3b,1.3343022265138534e-07,3.0,5.0
1417,Inh_Six3_Six6_1,8.00606510234552e-08,3.0,4.0
1429,Inh_Six3_Six6_1,4.003158422803956e-08,3.0,3.0
1478,Inh_Six3_Six6_2,8.00606510234552e-08,3.0,4.0
3087,Inh_Six3_Six6_2,1.3343022265138534e-07,3.0,5.0
1046,Inh_Six3_Sox21,2.668352727575654e-07,4.0,5.0
3340,Inh_Six3_Sox21,1.6011123267262136e-07,4.0,4.0
3188,Inh_Six3_Sox2_1,8.00606510234552e-08,4.0,3.0
3432,Inh_Six3_Sox2_1,1.6011123267262136e-07,4.0,4.0
3701,Inh_Six3_Sox2_11,1.6011123267262136e-07,4.0,4.0
3608,Inh_Six3_Sox2_12,2.668352727575654e-07,5.0,4.0
1840,Inh_Six3_Sox2_6,8.00606510234552e-08,4.0,3.0
1685,Inh_Six6_Vipr2_9,8.00606510234552e-08,4.0,3.0
3390,Inh_Skor2_Emx1_2,8.00606510234552e-08,3.0,4.0
674,Inh_Sncg_Calcb_6,8.00606510234552e-08,3.0,4.0
5343,Inh_Sncg_Edn3,4.003158422803956e-08,3.0,3.0
