Study_ID|Celltype_1,Study_ID|Celltype_2,best_AUROC,Mean_AUROC,Match_type
Zeng|3595,Macosko|Ex_Iqcj_Ms4a15_2,0.9933412562286902,0.9933412562286902,Reciprocal_top_hit
Zeng|2262,Macosko|Ex_Iqcj_Ms4a15_4,0.934886767325248,0.934886767325248,Reciprocal_top_hit
Zeng|2717,Macosko|Ex_Iqcj_Ms4a15_6,0.9997494739147048,0.9997494739147048,Reciprocal_top_hit
Zeng|1935,Macosko|Ex_Iqcj_Ms4a15_8,0.9217846425453362,0.9217846425453362,Reciprocal_top_hit
Zeng|4061,Macosko|Ex_Irx1_Padi1_1,0.974733017131427,0.974733017131427,Reciprocal_top_hit
Zeng|1690,Macosko|Ex_Irx1_Padi1_3,0.9891240823040248,0.9891240823040248,Reciprocal_top_hit
Zeng|14884,Macosko|Ex_Irx2_Col2a1_3,0.84093487390642,0.84093487390642,Reciprocal_top_hit
Zeng|3524,Macosko|Ex_Irx2_Nppc_1,0.99399667726958,0.99399667726958,Reciprocal_top_hit
Zeng|2524,Macosko|Ex_Irx2_Nppc_3,0.9967169511215586,0.9967169511215586,Reciprocal_top_hit
Zeng|2933,Macosko|Ex_Irx2_Popdc3_1,0.9890752652141892,0.9890752652141892,Reciprocal_top_hit
Zeng|2913,Macosko|Ex_Irx2_Popdc3_2,0.9946158756080848,0.9946158756080848,Reciprocal_top_hit
Zeng|4825,Macosko|Ex_Irx2_Twist1_2,0.9537294257057723,0.9537294257057723,Reciprocal_top_hit
Zeng|2912,Macosko|Ex_Irx2_Twist1_7,0.9966750408801652,0.9966750408801652,Reciprocal_top_hit
Zeng|1478,Macosko|Ex_Lamc3_Fzd9_1,0.9518505234687022,0.9518505234687022,Reciprocal_top_hit
Zeng|4088,Macosko|Ex_Lamc3_Fzd9_2,0.9841262068152083,0.9841262068152083,Reciprocal_top_hit
Zeng|3331,Macosko|Ex_Lhx2_Frk,0.9831337592992732,0.9831337592992732,Reciprocal_top_hit
Zeng|4845,Macosko|Ex_Lhx2_Gng8_2,0.9586478033530396,0.9586478033530396,Reciprocal_top_hit
Zeng|2039,Macosko|Ex_Lhx2_Hgf_1,0.9865234900990788,0.9865234900990788,Reciprocal_top_hit
Zeng|4795,Macosko|Ex_Lhx2_Nek11_7,0.9995959446598228,0.9995959446598228,Reciprocal_top_hit
Zeng|4151,Macosko|Ex_Lhx2_Tlx1_1,0.9534233633906404,0.9534233633906404,Reciprocal_top_hit
Zeng|3473,Macosko|Ex_Lhx2_Tlx1_2,0.9920969829111356,0.9920969829111356,Reciprocal_top_hit
Zeng|2310,Macosko|Ex_Lhx3_Col5a2,0.9871497793461924,0.9871497793461924,Reciprocal_top_hit
Zeng|2499,Macosko|Ex_Lhx3_Il1f9,0.8523662556894233,0.8523662556894233,Reciprocal_top_hit
Zeng|5103,Macosko|Ex_Lhx3_Slc5a7_2,0.8141277960351292,0.8141277960351292,Reciprocal_top_hit
Zeng|3700,Macosko|Ex_Lhx3_Slc5a7_4,0.94870725662073,0.94870725662073,Reciprocal_top_hit
Zeng|3094,Macosko|Ex_Lhx3_Tlcd1_2,0.8831430360481395,0.8831430360481395,Reciprocal_top_hit
Zeng|4176,Macosko|Ex_Lhx9_A1bg_1,0.997614630860131,0.997614630860131,Reciprocal_top_hit
Zeng|24521,Macosko|Ex_Lhx9_Acp7,0.9830347260537956,0.9830347260537956,Reciprocal_top_hit
Zeng|2265,Macosko|Ex_Lhx9_Chrm1_1,0.950598529908852,0.950598529908852,Reciprocal_top_hit
Zeng|5013,Macosko|Ex_Lhx9_Frk_1,0.9890793732976352,0.9890793732976352,Reciprocal_top_hit
Zeng|4134,Macosko|Ex_Lhx9_Hsd17b14_1,0.7202131615155295,0.7202131615155295,Reciprocal_top_hit
Zeng|4542,Macosko|Ex_Lhx9_Mcoln2,0.9835357359839046,0.9835357359839046,Reciprocal_top_hit
Zeng|181,Macosko|Ex_Lhx9_Mstn_Vxn,0.9965671648781912,0.9965671648781912,Reciprocal_top_hit
Zeng|2606,Macosko|Ex_Lhx9_Nps_4,0.9838529908052602,0.9838529908052602,Reciprocal_top_hit
Zeng|2420,Macosko|Ex_Lhx9_Ppp1r1c,0.9616608358009836,0.9616608358009836,Reciprocal_top_hit
Zeng|1011,Macosko|Ex_Lhx9_Ripk4,0.973064057894056,0.973064057894056,Reciprocal_top_hit
Zeng|2655,Macosko|Ex_Lhx9_Slc38a11_2,0.9837092289232854,0.9837092289232854,Reciprocal_top_hit
Zeng|24575,Macosko|Ex_Lhx9_Tslp,0.9614383670061516,0.9614383670061516,Reciprocal_top_hit
Zeng|2908,Macosko|Ex_Lhx9_Tyrp1_1,0.9774404730544496,0.9774404730544496,Reciprocal_top_hit
Zeng|1713,Macosko|Ex_Lhx9_Wdr72,0.9533326797180331,0.9533326797180331,Reciprocal_top_hit
Zeng|24613,Macosko|Ex_Lmx1a_Cbln2_2,0.983031853697792,0.983031853697792,Reciprocal_top_hit
Zeng|2244,Macosko|Ex_Lmx1a_Crhbp_2,0.9984472759903068,0.9984472759903068,Reciprocal_top_hit
Zeng|2580,Macosko|Ex_Lmx1a_Csf2rb2_1,0.7960552838145069,0.7960552838145069,Reciprocal_top_hit
Zeng|2340,Macosko|Ex_Lmx1a_Csf2rb2_3,0.9468026785557616,0.9468026785557616,Reciprocal_top_hit
Zeng|926,Macosko|Ex_Lmx1a_Dkkl1,0.970889142642928,0.970889142642928,Reciprocal_top_hit
Zeng|2571,Macosko|Ex_Lmx1a_H2-Q10_2,0.997913710096171,0.997913710096171,Reciprocal_top_hit
Zeng|2798,Macosko|Ex_Lmx1a_Myf5,0.9966678387867643,0.9966678387867643,Reciprocal_top_hit
Zeng|2188,Macosko|Ex_Lmx1a_Pgr15l_2,0.7484946917169478,0.7484946917169478,Reciprocal_top_hit
Zeng|248,Macosko|Ex_Lmx1a_Samd3,0.9788978968547136,0.9788978968547136,Reciprocal_top_hit
Zeng|4117,Macosko|Ex_Lmx1a_Serpina9,0.976292045961817,0.976292045961817,Reciprocal_top_hit
Zeng|1210,Macosko|Ex_Lmx1a_Smd3,0.9308825853383856,0.9308825853383856,Reciprocal_top_hit
Zeng|4233,Macosko|Ex_Lmx1b_Arsj_2,0.9935456732623686,0.9935456732623686,Reciprocal_top_hit
Zeng|4508,Macosko|Ex_Lmx1b_Cd36_2,0.9216135708003876,0.9216135708003876,Reciprocal_top_hit
Zeng|2786,Macosko|Ex_Lmx1b_Dynap_4,0.8700080808393565,0.8700080808393565,Reciprocal_top_hit
Zeng|4250,Macosko|Ex_Lmx1b_Dynap_5,0.8332955111345837,0.8332955111345837,Reciprocal_top_hit
Zeng|24688,Macosko|Ex_Lmx1b_Dytn,0.8879479355409238,0.8879479355409238,Reciprocal_top_hit
Zeng|2274,Macosko|Ex_Lmx1b_Olfr25,0.7205501379351517,0.7205501379351517,Reciprocal_top_hit
Zeng|14990,Macosko|Ex_Lmx1b_Pi15,0.7406339115605921,0.7406339115605921,Reciprocal_top_hit
Zeng|3269,Macosko|Ex_Lmx1b_Scn5a_2,0.7283124875365343,0.7283124875365343,Reciprocal_top_hit
Zeng|787,Macosko|Ex_Lypd6b_Dipk1c_2,0.976253583410088,0.976253583410088,Reciprocal_top_hit
Zeng|1516,Macosko|Ex_Maff_Atf3_1,0.995988013829952,0.995988013829952,Reciprocal_top_hit
Zeng|5268,Macosko|Ex_Maff_Atf3_3,0.9991130543693816,0.9991130543693816,Reciprocal_top_hit
Zeng|4515,Macosko|Ex_Neurod6_Fam83b,0.975550138605066,0.975550138605066,Reciprocal_top_hit
Zeng|1563,Macosko|Ex_Neurod6_Pou4f3_1,0.9588651522575752,0.9588651522575752,Reciprocal_top_hit
Zeng|4993,Macosko|Ex_Neurod6_Pou4f3_3,0.9653774580015166,0.9653774580015166,Reciprocal_top_hit
Zeng|2826,Macosko|Ex_Nkx2-1_Nppb,0.7517312761217271,0.7517312761217271,Reciprocal_top_hit
Zeng|1882,Macosko|Ex_Nkx2-1_Otp_2,0.9991031646779124,0.9991031646779124,Reciprocal_top_hit
Zeng|547,Macosko|Ex_Nkx2-1_Pmch_1,0.9635798380346832,0.9635798380346832,Reciprocal_top_hit
Zeng|2153,Macosko|Ex_Nkx2-1_Pmch_2,0.9991432171139992,0.9991432171139992,Reciprocal_top_hit
Zeng|2440,Macosko|Ex_Nkx2-4_Calcr_5,0.9965765327719404,0.9965765327719404,Reciprocal_top_hit
Zeng|1028,Macosko|Ex_Nkx2-4_Calcr_7,0.994793406000254,0.994793406000254,Reciprocal_top_hit
Zeng|2318,Macosko|Ex_Nkx2-4_Cd44_1,0.9775403619796724,0.9775403619796724,Reciprocal_top_hit
Zeng|1684,Macosko|Ex_Nkx2-4_Cdkn1c_1,0.8060147791899174,0.8060147791899174,Reciprocal_top_hit
Zeng|1207,Macosko|Ex_Nkx2-4_Grpr_5,0.989441266623092,0.989441266623092,Reciprocal_top_hit
Zeng|2149,Macosko|Ex_Nkx6-1_Atp6v1c2,0.8677687417754358,0.8677687417754358,Reciprocal_top_hit
Zeng|4749,Macosko|Ex_Nkx6-1_Gucy2c_2,0.9944914599316532,0.9944914599316532,Reciprocal_top_hit
Zeng|1606,Macosko|Ex_Nkx6-1_Gucy2c_3,0.995122656262054,0.995122656262054,Reciprocal_top_hit
Zeng|2574,Macosko|Ex_Nkx6-1_Gucy2c_4,0.997186173998284,0.997186173998284,Reciprocal_top_hit
Zeng|2144,Macosko|Ex_Nkx6-1_Nccrp1_1,0.8287688550710485,0.8287688550710485,Reciprocal_top_hit
Zeng|51,Macosko|Ex_Nxph4_Kynu,0.9881712036791344,0.9881712036791344,Reciprocal_top_hit
Zeng|32,Macosko|Ex_Nxph4_Megf6,0.9947738115517056,0.9947738115517056,Reciprocal_top_hit
Zeng|1148,Macosko|Ex_Nxph4_Moxd1_Igfbp4,0.975086932856125,0.975086932856125,Reciprocal_top_hit
Zeng|2079,Macosko|Ex_Nxph4_Nmbr,0.8747196293421355,0.8747196293421355,Reciprocal_top_hit
Zeng|3880,Macosko|Ex_Nxph4_Olfr110_Cplx3,0.9323206200198104,0.9323206200198104,Reciprocal_top_hit
Zeng|4527,Macosko|Ex_Nxph4_Twist1_4,0.7118327156395645,0.7118327156395645,Reciprocal_top_hit
Zeng|100,Macosko|Ex_Onecut2_Hmx3_Trim6_1,0.9536235008367347,0.9536235008367347,Reciprocal_top_hit
Zeng|1554,Macosko|Ex_Onecut3_Mup6,0.8573831289249061,0.8573831289249061,Reciprocal_top_hit
Zeng|4904,Macosko|Ex_Oprk1_Col11a1,0.9641982659167588,0.9641982659167588,Reciprocal_top_hit
Zeng|1014,Macosko|Ex_Pax2_Erfl_4,0.9389987871181992,0.9389987871181992,Reciprocal_top_hit
Zeng|34372,Macosko|Ex_Pax5_Rgs13_1,0.683521751296975,0.683521751296975,Reciprocal_top_hit
Zeng|1569,Macosko|Ex_Pax6_Avpr1a_3,0.9990360606209122,0.9990360606209122,Reciprocal_top_hit
Zeng|1018,Macosko|Ex_Pax6_Pgr15l_1,0.998695453840685,0.998695453840685,Reciprocal_top_hit
Zeng|1250,Macosko|Ex_Pax6_Pgr15l_2,0.9949631443342686,0.9949631443342686,Reciprocal_top_hit
Zeng|2793,Macosko|Ex_Pax8_Rassf10,0.6409699516315259,0.6409699516315259,Reciprocal_top_hit
Zeng|3684,Macosko|Ex_Phox2_4930469K13Rik,0.990411866535354,0.990411866535354,Reciprocal_top_hit
Zeng|2716,Macosko|Ex_Phox2a_Nms,0.9966531280078754,0.9966531280078754,Reciprocal_top_hit
Zeng|2983,Macosko|Ex_Phox2a_Qrfpr,0.970274314565278,0.970274314565278,Reciprocal_top_hit
Zeng|3963,Macosko|Ex_Phox2b_Adora2a,0.9998926521764264,0.9998926521764264,Reciprocal_top_hit
Zeng|4220,Macosko|Ex_Phox2b_Bmp3_3,0.9966294252492116,0.9966294252492116,Reciprocal_top_hit
Zeng|3931,Macosko|Ex_Phox2b_Cd36,0.9721287043472464,0.9721287043472464,Reciprocal_top_hit
Zeng|2621,Macosko|Ex_Phox2b_Clca3a2,0.9996769118457464,0.9996769118457464,Reciprocal_top_hit
Zeng|3951,Macosko|Ex_Phox2b_Dbh_4,0.7555954297631821,0.7555954297631821,Reciprocal_top_hit
Zeng|3907,Macosko|Ex_Phox2b_Ddc,0.980401457862005,0.980401457862005,Reciprocal_top_hit
Zeng|2637,Macosko|Ex_Phox2b_Dkk2_2,0.9994417278287964,0.9994417278287964,Reciprocal_top_hit
Zeng|2181,Macosko|Ex_Phox2b_Dpy19l2,0.9939887947135796,0.9939887947135796,Reciprocal_top_hit
Zeng|3910,Macosko|Ex_Phox2b_Dsc3_1,0.9758828841171826,0.9758828841171826,Reciprocal_top_hit
Zeng|3919,Macosko|Ex_Phox2b_Esm1,0.997859657744909,0.997859657744909,Reciprocal_top_hit
Zeng|4019,Macosko|Ex_Phox2b_Frem2,0.983959531454398,0.983959531454398,Reciprocal_top_hit
Zeng|3793,Macosko|Ex_Phox2b_Ghrh_1,0.9697584422215528,0.9697584422215528,Reciprocal_top_hit
Zeng|3942,Macosko|Ex_Phox2b_Hhip_1,0.9985511706569536,0.9985511706569536,Reciprocal_top_hit
Zeng|822,Macosko|Ex_Phox2b_Igfbpl1_3,0.7719259718104289,0.7719259718104289,Reciprocal_top_hit
Zeng|4316,Macosko|Ex_Phox2b_Igfbpl1_5,0.9965096471983526,0.9965096471983526,Reciprocal_top_hit
Zeng|15032,Macosko|Ex_Phox2b_Npffr2_1,0.9819503073567918,0.9819503073567918,Reciprocal_top_hit
Zeng|3090,Macosko|Ex_Phox2b_Olfr560_1,0.9716868931865555,0.9716868931865555,Reciprocal_top_hit
Zeng|4055,Macosko|Ex_Phox2b_Olig3_6,0.7851548486013816,0.7851548486013816,Reciprocal_top_hit
Zeng|4325,Macosko|Ex_Phox2b_Olig3_7,0.8916472825601451,0.8916472825601451,Reciprocal_top_hit
Zeng|1114,Macosko|Ex_Phox2b_Pdyn_4,0.999843384128079,0.999843384128079,Reciprocal_top_hit
Zeng|3694,Macosko|Ex_Phox2b_Pdyn_6,0.982721436507836,0.982721436507836,Reciprocal_top_hit
Zeng|1629,Macosko|Ex_Phox2b_Sall1,0.9344019185546808,0.9344019185546808,Reciprocal_top_hit
Zeng|4227,Macosko|Ex_Phox2b_Sh2d6,0.9921510127971048,0.9921510127971048,Reciprocal_top_hit
Zeng|34139,Macosko|Ex_Phox2b_Shisa3,0.9931018251147692,0.9931018251147692,Reciprocal_top_hit
Zeng|3521,Macosko|Ex_Phox2b_Slc39a12_2,0.9855669477251088,0.9855669477251088,Reciprocal_top_hit
Zeng|4490,Macosko|Ex_Phox2b_Slc39a12_5,0.9845946548660732,0.9845946548660732,Reciprocal_top_hit
Zeng|4415,Macosko|Ex_Phox2b_Slitrk6,0.9862414820159742,0.9862414820159742,Reciprocal_top_hit
Zeng|3869,Macosko|Ex_Phox2b_Susd5_1,0.9874429728826224,0.9874429728826224,Reciprocal_top_hit
Zeng|1447,Macosko|Ex_Phox2b_Susd5_2,0.9474652539692408,0.9474652539692408,Reciprocal_top_hit
Zeng|3830,Macosko|Ex_Phox2b_Tmem100,0.9991726946952528,0.9991726946952528,Reciprocal_top_hit
Zeng|2273,Macosko|Ex_Pitx2_Lamp3_1,0.7782388452162393,0.7782388452162393,Reciprocal_top_hit
Zeng|3543,Macosko|Ex_Pitx2_Skor2,0.997066837138596,0.997066837138596,Reciprocal_top_hit
Zeng|1634,Macosko|Ex_Pitx2_Zbtb7c_5,0.9948212433332682,0.9948212433332682,Reciprocal_top_hit
Zeng|64,Macosko|Ex_Plcg2_Ret_1,0.9951536867181274,0.9951536867181274,Reciprocal_top_hit
Zeng|502,Macosko|Ex_Plekhg1_Epha1_Cd44_2,0.8968482129669426,0.8968482129669426,Reciprocal_top_hit
Zeng|2900,Macosko|Ex_Plekhg1_Fign_Ppp1r3a_2,0.8715075969338482,0.8715075969338482,Reciprocal_top_hit
Zeng|4821,Macosko|Ex_Plekhg1_Fign_Ppp1r3a_3,0.9508935863541896,0.9508935863541896,Reciprocal_top_hit
Zeng|515,Macosko|Ex_Plekhg1_Fign_Ppp1r3a_4,0.9925205755101988,0.9925205755101988,Reciprocal_top_hit
Zeng|5074,Macosko|Ex_Plekhg1_Fign_Ppp1r3a_5,0.9913367424375708,0.9913367424375708,Reciprocal_top_hit
Zeng|1570,Macosko|Ex_Plekhg1_Fign_Ppp1r3a_6,0.9922099234326376,0.9922099234326376,Reciprocal_top_hit
Zeng|1405,Macosko|Ex_Plekhg1_Fign_Tnc_2,0.8475766255401374,0.8475766255401374,Reciprocal_top_hit
Zeng|5035,Macosko|Ex_Plekhg1_Fign_Tnnt1_1,0.984001293428769,0.984001293428769,Reciprocal_top_hit
Zeng|3860,Macosko|Ex_Plekhg1_Pth2r_Dio2_1,0.9690622007180176,0.9690622007180176,Reciprocal_top_hit
Zeng|5070,Macosko|Ex_Plekhg1_Pth2r_Frem3_2,0.9811228373460934,0.9811228373460934,Reciprocal_top_hit
Zeng|2159,Macosko|Ex_Plekhg1_Pth2r_Frem3_4,0.780032850301767,0.780032850301767,Reciprocal_top_hit
Zeng|5032,Macosko|Ex_Plekhg1_Pth2r_Rxfp1_1,0.99154500653639,0.99154500653639,Reciprocal_top_hit
Zeng|175,Macosko|Ex_Plekhg1_Pth2r_Rxfp1_2,0.9817601634922052,0.9817601634922052,Reciprocal_top_hit
Zeng|4213,Macosko|Ex_Plekhg1_Pth2r_Slc17a8,0.9772879883561342,0.9772879883561342,Reciprocal_top_hit
Zeng|5073,Macosko|Ex_Plekhg1_Tspear_Abhd12b,0.982878785426432,0.982878785426432,Reciprocal_top_hit
Zeng|246,Macosko|Ex_Plekhg1_Tspear_C6_2,0.956417415034066,0.956417415034066,Reciprocal_top_hit
Zeng|5047,Macosko|Ex_Plekhg1_Tspear_C6_3,0.993994201172838,0.993994201172838,Reciprocal_top_hit
Zeng|2495,Macosko|Ex_Pou4f1_Cdh3_Lpar1,0.966251108297142,0.966251108297142,Reciprocal_top_hit
Zeng|4799,Macosko|Ex_Pou4f1_Fads2b_2,0.9986420888016276,0.9986420888016276,Reciprocal_top_hit
Zeng|3603,Macosko|Ex_Pou4f1_Fads2b_3,0.9847007720706524,0.9847007720706524,Reciprocal_top_hit
Zeng|2909,Macosko|Ex_Pou4f1_Gpr151_Col5a3,0.9391808806501876,0.9391808806501876,Reciprocal_top_hit
Zeng|384,Macosko|Ex_Pou4f1_Htr5b_10,0.9982104550995284,0.9982104550995284,Reciprocal_top_hit
Zeng|186,Macosko|Ex_Pou4f1_Htr5b_11,0.9960070556073434,0.9960070556073434,Reciprocal_top_hit
Zeng|193,Macosko|Ex_Pou4f1_Htr5b_13,0.9486623082732578,0.9486623082732578,Reciprocal_top_hit
Zeng|2145,Macosko|Ex_Pou4f1_Htr5b_1,0.9598462109623632,0.9598462109623632,Reciprocal_top_hit
Zeng|559,Macosko|Ex_Pou4f1_Htr5b_5,0.9964354408638189,0.9964354408638189,Reciprocal_top_hit
Zeng|4064,Macosko|Ex_Pou4f1_Htr5b_6,0.992517603442956,0.992517603442956,Reciprocal_top_hit
Zeng|922,Macosko|Ex_Pou4f1_Htr5b_7,0.995676646259686,0.995676646259686,Reciprocal_top_hit
Zeng|3163,Macosko|Ex_Pou4f1_Htr5b_8,0.997151670165447,0.997151670165447,Reciprocal_top_hit
Zeng|3813,Macosko|Ex_Pou4f1_Htr5b_9,0.9981453692460625,0.9981453692460625,Reciprocal_top_hit
Zeng|5012,Macosko|Ex_Pou4f1_Scml2,0.9025074054220482,0.9025074054220482,Reciprocal_top_hit
Zeng|2732,Macosko|Ex_Pou4f1_Tyrp1,0.933285722389245,0.933285722389245,Reciprocal_top_hit
Zeng|4894,Macosko|Ex_Pou4f2_Gdpd4,0.6932413701446247,0.6932413701446247,Reciprocal_top_hit
Zeng|4810,Macosko|Ex_Pou4f2_Hpse2_3,0.9979838474849833,0.9979838474849833,Reciprocal_top_hit
Zeng|3969,Macosko|Ex_Pou4f2_Olfr560_2,0.8435711117257453,0.8435711117257453,Reciprocal_top_hit
Zeng|4672,Macosko|Ex_Pou4f2_St14_1,0.9636979493965612,0.9636979493965612,Reciprocal_top_hit
Zeng|4526,Macosko|Ex_Pou4f3_Wfdc10_1,0.6688051836097475,0.6688051836097475,Reciprocal_top_hit
Zeng|4660,Macosko|Ex_Pou4f3_Xdh,0.7498156935105998,0.7498156935105998,Reciprocal_top_hit
Zeng|4871,Macosko|Ex_Prox1_Bhlhe23_1,0.8012780685968328,0.8012780685968328,Reciprocal_top_hit
Zeng|2404,Macosko|Ex_Prox1_Cmbl,0.9410933145381596,0.9410933145381596,Reciprocal_top_hit
Zeng|467,Macosko|Ex_Rorb_Cbln1_Abca8a,0.994777672096525,0.994777672096525,Reciprocal_top_hit
Zeng|321,Macosko|Ex_Rorb_Hc_Sox6,0.6340571467536117,0.6340571467536117,Reciprocal_top_hit
Zeng|3584,Macosko|Ex_Rorb_Lcp1,0.9860376369144496,0.9860376369144496,Reciprocal_top_hit
Zeng|96,Macosko|Ex_Rorb_Pirt_Fn1,0.966940608947452,0.966940608947452,Reciprocal_top_hit
Zeng|34197,Macosko|Ex_Sall1_Apela,0.7428315023746788,0.7428315023746788,Reciprocal_top_hit
Zeng|3476,Macosko|Ex_Sall1_Pmfbp1_2,0.984262949388234,0.984262949388234,Reciprocal_top_hit
Zeng|2372,Macosko|Ex_Sall1_Pmfbp1_3,0.9977161130883136,0.9977161130883136,Reciprocal_top_hit
Zeng|2759,Macosko|Ex_Samd3_Chrna2,0.9969702796308616,0.9969702796308616,Reciprocal_top_hit
Zeng|943,Macosko|Ex_Samd3_Emx2_1,0.9840902164299428,0.9840902164299428,Reciprocal_top_hit
Zeng|49,Macosko|Ex_Samd3_Emx2_3,0.9951602036416548,0.9951602036416548,Reciprocal_top_hit
Zeng|2034,Macosko|Ex_Samd3_Emx2_5,0.995770981473756,0.995770981473756,Reciprocal_top_hit
Zeng|1726,Macosko|Ex_Samd3_Emx2_7,0.9843497224203204,0.9843497224203204,Reciprocal_top_hit
Zeng|2465,Macosko|Ex_Sim1_Abcc9_3,0.9999294321500344,0.9999294321500344,Reciprocal_top_hit
Zeng|14881,Macosko|Ex_Sim1_Adgb_2,0.8866890366226959,0.8866890366226959,Reciprocal_top_hit
Zeng|2062,Macosko|Ex_Sim1_Bsx_2,0.995031393235372,0.995031393235372,Reciprocal_top_hit
Zeng|1987,Macosko|Ex_Sim1_Dnah8_Oxt,0.895478243250579,0.895478243250579,Reciprocal_top_hit
Zeng|2170,Macosko|Ex_Sim1_Nkx2-2_Asb4_5,0.9984395876952256,0.9984395876952256,Reciprocal_top_hit
Zeng|4024,Macosko|Ex_Sim1_Trh_1,0.9979834544205012,0.9979834544205012,Reciprocal_top_hit
Zeng|1377,Macosko|Ex_Sim1_Trh_3,0.9996942098636548,0.9996942098636548,Reciprocal_top_hit
Zeng|486,Macosko|Ex_Sim1_Trh_7,0.9971564667452342,0.9971564667452342,Reciprocal_top_hit
Zeng|2479,Macosko|Ex_Sim1_Ucn3_2,0.9915580921747555,0.9915580921747555,Reciprocal_top_hit
Zeng|1124,Macosko|Ex_Sim1_Ucn3_3,0.962940858921414,0.962940858921414,Reciprocal_top_hit
Zeng|166,Macosko|Ex_Skor1_Calr4,0.9951820669818316,0.9951820669818316,Reciprocal_top_hit
Zeng|790,Macosko|Ex_Skor1_Emx2_2,0.984268504844986,0.984268504844986,Reciprocal_top_hit
Zeng|110,Macosko|Ex_Skor1_Frem1_1,0.9886325772207832,0.9886325772207832,Reciprocal_top_hit
Zeng|168,Macosko|Ex_Skor1_Frem1_2,0.9915572217261726,0.9915572217261726,Reciprocal_top_hit
Zeng|3867,Macosko|Ex_Skor1_Il31ra_2,0.9940814970124382,0.9940814970124382,Reciprocal_top_hit
Zeng|1160,Macosko|Ex_Skor1_Kdr_3,0.9958681560153172,0.9958681560153172,Reciprocal_top_hit
Zeng|4412,Macosko|Ex_Skor1_Pon2_3,0.9484102421447308,0.9484102421447308,Reciprocal_top_hit
Zeng|2754,Macosko|Ex_Skor1_Samd3_1,0.9760105622548462,0.9760105622548462,Reciprocal_top_hit
Zeng|2752,Macosko|Ex_Slc12a7_Krt19,0.9608108893268902,0.9608108893268902,Reciprocal_top_hit
Zeng|439,Macosko|Ex_Slc12a7_Sp110,0.9793781210163072,0.9793781210163072,Reciprocal_top_hit
Zeng|3288,Macosko|Ex_Slc30a3_Best3_2,0.9915872791788196,0.9915872791788196,Reciprocal_top_hit
Zeng|209,Macosko|Ex_Slc30a3_Best3_4,0.868857571422669,0.868857571422669,Reciprocal_top_hit
Zeng|306,Macosko|Ex_Slc30a3_Cfap58,0.9357109218112172,0.9357109218112172,Reciprocal_top_hit
Zeng|480,Macosko|Ex_Slc30a3_Crlf1_2,0.9661129232268412,0.9661129232268412,Reciprocal_top_hit
Zeng|220,Macosko|Ex_Slc30a3_Ebf1_Scn5a,0.9930596472741894,0.9930596472741894,Reciprocal_top_hit
Zeng|309,Macosko|Ex_Slc30a3_Gsta2_2,0.6950345971173837,0.6950345971173837,Reciprocal_top_hit
Zeng|1008,Macosko|Ex_Slc30a3_Gsta2_3,0.9674609641086316,0.9674609641086316,Reciprocal_top_hit
Zeng|265,Macosko|Ex_Slc30a3_Klhl14_Ndnf,0.9971986685434338,0.9971986685434338,Reciprocal_top_hit
Zeng|5121,Macosko|Ex_Slc30a3_Klhl14,0.9986955110040984,0.9986955110040984,Reciprocal_top_hit
Zeng|1145,Macosko|Ex_Slc30a3_Lrmp_Il1rl2_Slc17a6,0.9932881784576232,0.9932881784576232,Reciprocal_top_hit
Zeng|5081,Macosko|Ex_Slc30a3_Lrmp_Il1rl2,0.9012735928565836,0.9012735928565836,Reciprocal_top_hit
Zeng|255,Macosko|Ex_Slc30a3_Sec14l3,0.9535535475914392,0.9535535475914392,Reciprocal_top_hit
Zeng|4766,Macosko|Ex_Slc30a3_Shisa8_3,0.9833411664075892,0.9833411664075892,Reciprocal_top_hit
Zeng|272,Macosko|Ex_Slc30a3_Ssmem1_1,0.992039522681586,0.992039522681586,Reciprocal_top_hit
Zeng|379,Macosko|Ex_Slc30a3_Ssmem1_2,0.9976017288097696,0.9976017288097696,Reciprocal_top_hit
Zeng|333,Macosko|Ex_Slc30a3_Teddm3_1,0.9150789040785337,0.9150789040785337,Reciprocal_top_hit
Zeng|884,Macosko|Ex_Slc30a3_Teddm3_5,0.9907546471736808,0.9907546471736808,Reciprocal_top_hit
Zeng|14925,Macosko|Ex_Sln_A730046J19Rik,0.8608349276079132,0.8608349276079132,Reciprocal_top_hit
Zeng|4488,Macosko|Ex_Sln_Niban1,0.9960981850553614,0.9960981850553614,Reciprocal_top_hit
Zeng|5156,Macosko|Ex_Sln_Sost_1,0.9979162913407584,0.9979162913407584,Reciprocal_top_hit
Zeng|2751,Macosko|Ex_Sln_Sost_2,0.994356907837363,0.994356907837363,Reciprocal_top_hit
Zeng|3110,Macosko|Ex_Sox14_Sp8_2,0.9278881359279374,0.9278881359279374,Reciprocal_top_hit
Zeng|4650,Macosko|Ex_Sox6_Cartpt_3,0.8723026883985774,0.8723026883985774,Reciprocal_top_hit
Zeng|4908,Macosko|Ex_Sox6_Edn1_1,0.9366142577913692,0.9366142577913692,Reciprocal_top_hit
Zeng|2373,Macosko|Ex_Sox6_Irx6_1,0.6764661152557453,0.6764661152557453,Reciprocal_top_hit
Zeng|4876,Macosko|Ex_Sox6_Ttc29_2,0.9201551846381542,0.9201551846381542,Reciprocal_top_hit
Zeng|1609,Macosko|Ex_Tcf24_Serpina12_2,0.9735883071519416,0.9735883071519416,Reciprocal_top_hit
