Study_ID|Celltype_1,Study_ID|Celltype_2,best_AUROC,Mean_AUROC,Match_type
Zeng|24658,Macosko|Ex_Tcf24_Serpina12_3,0.9565581444415584,0.9565581444415584,Reciprocal_top_hit
Zeng|1007,Macosko|Ex_Tcf7l2_Ccdc80,0.9743529377564152,0.9743529377564152,Reciprocal_top_hit
Zeng|5099,Macosko|Ex_Tcf7l2_Fbln1_Tead4_1,0.8837449957370107,0.8837449957370107,Reciprocal_top_hit
Zeng|2787,Macosko|Ex_Tcf7l2_Lhx2_Ros1_2,0.99493374218085,0.99493374218085,Reciprocal_top_hit
Zeng|913,Macosko|Ex_Tfap2b_Calcr,0.989263773128944,0.989263773128944,Reciprocal_top_hit
Zeng|2778,Macosko|Ex_Tfap2b_Ccdc172_Calcr,0.994244883499339,0.994244883499339,Reciprocal_top_hit
Zeng|4938,Macosko|Ex_Tfap2b_Dnah11,0.9905961268753491,0.9905961268753491,Reciprocal_top_hit
Zeng|3144,Macosko|Ex_Tfap2b_Ramp3_6,0.984826035401459,0.984826035401459,Reciprocal_top_hit
Zeng|4879,Macosko|Ex_Tfap2b_Rxfp2_3,0.978930853247276,0.978930853247276,Reciprocal_top_hit
Zeng|3396,Macosko|Ex_Tfap2b_Saa1,0.988488193053424,0.988488193053424,Reciprocal_top_hit
Zeng|2008,Macosko|Ex_Tfap2b_Sult3a2_2,0.9825031653046804,0.9825031653046804,Reciprocal_top_hit
Zeng|4878,Macosko|Ex_Tfap2b_Sult3a2_3,0.9465504435738124,0.9465504435738124,Reciprocal_top_hit
Zeng|3265,Macosko|Ex_Tfap2b_Trim63,0.991567415154396,0.991567415154396,Reciprocal_top_hit
Zeng|4565,Macosko|Ex_Tfap2d_A730009L09Rik,0.9926366507125148,0.9926366507125148,Reciprocal_top_hit
Zeng|4567,Macosko|Ex_Tfap2d_Atp6ap1l_4,0.9891768893003556,0.9891768893003556,Reciprocal_top_hit
Zeng|5079,Macosko|Ex_Tfap2d_Casq2,0.9712926014186916,0.9712926014186916,Reciprocal_top_hit
Zeng|4579,Macosko|Ex_Tfap2d_Crhr2_2,0.6516178000963515,0.6516178000963515,Reciprocal_top_hit
Zeng|4489,Macosko|Ex_Tfap2d_Crhr2_3,0.9958463071693548,0.9958463071693548,Reciprocal_top_hit
Zeng|2868,Macosko|Ex_Tfap2d_Ctsc,0.9721232611930292,0.9721232611930292,Reciprocal_top_hit
Zeng|4586,Macosko|Ex_Tfap2d_Gask1b_1,0.9836010828140812,0.9836010828140812,Reciprocal_top_hit
Zeng|944,Macosko|Ex_Tfap2d_Gask1b_3,0.9930231455610432,0.9930231455610432,Reciprocal_top_hit
Zeng|3234,Macosko|Ex_Tfap2d_Npnt_6,0.9587793170634308,0.9587793170634308,Reciprocal_top_hit
Zeng|4569,Macosko|Ex_Tfap2d_Npr1_2,0.9962408598975102,0.9962408598975102,Reciprocal_top_hit
Zeng|4995,Macosko|Ex_Tfap2d_Snorc_3,0.7058479480822782,0.7058479480822782,Reciprocal_top_hit
Zeng|201,Macosko|Ex_Vsx2_Cdc42ep5,0.9781487210406752,0.9781487210406752,Reciprocal_top_hit
Zeng|3096,Macosko|Ex_Vsx2_Drd3_2,0.9445221193407144,0.9445221193407144,Reciprocal_top_hit
Zeng|2564,Macosko|Ex_Vsx2_Lhx3_3,0.9941965574102972,0.9941965574102972,Reciprocal_top_hit
Zeng|1123,Macosko|Ex_Vsx2_Nps_2,0.9723965300480608,0.9723965300480608,Reciprocal_top_hit
Zeng|2634,Macosko|Ex_Vsx2_Pgm5_7,0.9914114308458272,0.9914114308458272,Reciprocal_top_hit
Zeng|3083,Macosko|Ex_Vsx2_Pgr15l,0.9292641035540956,0.9292641035540956,Reciprocal_top_hit
Zeng|4625,Macosko|Ex_Vsx2_Tecta_2,0.9438397918801256,0.9438397918801256,Reciprocal_top_hit
Zeng|4078,Macosko|Ex_Vsx2_Tecta_3,0.7309587049146975,0.7309587049146975,Reciprocal_top_hit
Zeng|3033,Macosko|Ex_Vsx2_Tnnt1_3,0.999381654113441,0.999381654113441,Reciprocal_top_hit
Zeng|24574,Macosko|Ex_Vsx2_Txnrd3,0.963657861182291,0.963657861182291,Reciprocal_top_hit
Zeng|3786,Macosko|Ex_Vsx2_Wnt2,0.8774064360145375,0.8774064360145375,Reciprocal_top_hit
Zeng|54,Macosko|Ex_Vwc2l_Gli2,0.8681604606111075,0.8681604606111075,Reciprocal_top_hit
Zeng|4647,Macosko|Ex_Zic1_Mybpc1,0.9878558694465795,0.9878558694465795,Reciprocal_top_hit
Zeng|1223,Macosko|Fibro_Eya2_Ccdc192_3,0.9642906922188323,0.9642906922188323,Reciprocal_top_hit
Zeng|1321,Macosko|Fibro_Eya2_Ccl11,0.9941408191352876,0.9941408191352876,Reciprocal_top_hit
Zeng|4187,Macosko|Fibro_Eya2_Dapl1,0.995745324731814,0.995745324731814,Reciprocal_top_hit
Zeng|1868,Macosko|Fibro_Eya2_Inmt,0.9868353866436717,0.9868353866436717,Reciprocal_top_hit
Zeng|335,Macosko|Fibro_Eya2_Lypd2_2,0.9976864869695928,0.9976864869695928,Reciprocal_top_hit
Zeng|108,Macosko|Fibro_Eya2_Lypd2_3,0.9879953700644604,0.9879953700644604,Reciprocal_top_hit
Zeng|363,Macosko|Fibro_Eya2_Meox2,0.993594127893696,0.993594127893696,Reciprocal_top_hit
Zeng|726,Macosko|Fibro_Eya2_Obp1a,0.9772120786516854,0.9772120786516854,Reciprocal_top_hit
Zeng|3726,Macosko|Fibro_Eya2_Ptgs2,0.9026952057542076,0.9026952057542076,Reciprocal_top_hit
Zeng|5266,Macosko|Fibro_Eya2_Rbp4_1,0.9956376892430262,0.9956376892430262,Reciprocal_top_hit
Zeng|737,Macosko|Fibro_Eya2_Rbp4_2,0.984834515020004,0.984834515020004,Reciprocal_top_hit
Zeng|4150,Macosko|Fibro_Eya2_Rbp4_3,0.938979253463169,0.938979253463169,Reciprocal_top_hit
Zeng|960,Macosko|Fibro_Eya2_Rbp4_4,0.9978433498880316,0.9978433498880316,Reciprocal_top_hit
Zeng|2978,Macosko|Fibro_Eya2_Slc47a1_1,0.9633050408757632,0.9633050408757632,Reciprocal_top_hit
Zeng|4984,Macosko|Fibro_Eya2_Slc47a1_3,0.9937003726257176,0.9937003726257176,Reciprocal_top_hit
Zeng|4310,Macosko|Fibro_Eya2_Slc47a1_4,0.9983626986651538,0.9983626986651538,Reciprocal_top_hit
Zeng|5257,Macosko|Fibro_Eya2_Slc47a1_5,0.9971538440138858,0.9971538440138858,Reciprocal_top_hit
Zeng|760,Macosko|Fibro_Eya2_Srpx2,0.961017872043609,0.961017872043609,Reciprocal_top_hit
Zeng|2418,Macosko|Fibro_Eya2_Syt9_2,0.9950966014118546,0.9950966014118546,Reciprocal_top_hit
Zeng|2502,Macosko|Fibro_Eya2_Unc5c_2,0.9948372410723686,0.9948372410723686,Reciprocal_top_hit
Zeng|3212,Macosko|Fibro_Vdr_Bglap,0.9997541786937044,0.9997541786937044,Reciprocal_top_hit
Zeng|504,Macosko|Fibro_Vdr_Mmp13_1,0.990387452941628,0.990387452941628,Reciprocal_top_hit
Zeng|1368,Macosko|Fibro_Vdr_Mmp13_w,0.9986438039222448,0.9986438039222448,Reciprocal_top_hit
Zeng|940,Macosko|Inh_Clic4_Ano3_2,0.7271078663606365,0.7271078663606365,Reciprocal_top_hit
Zeng|1964,Macosko|Inh_Cobll1_Heg1,0.9506282507193788,0.9506282507193788,Reciprocal_top_hit
Zeng|5033,Macosko|Inh_Dmbx1_Gpx6,0.9946488089673624,0.9946488089673624,Reciprocal_top_hit
Zeng|3583,Macosko|Inh_Dmbx1_Mab21l3_1,0.9969325766500532,0.9969325766500532,Reciprocal_top_hit
Zeng|3693,Macosko|Inh_Dmbx1_Mab21l3_2,0.9776978299479652,0.9776978299479652,Reciprocal_top_hit
Zeng|4464,Macosko|Inh_Dmbx1_Slc34a2_2,0.8131820030348348,0.8131820030348348,Reciprocal_top_hit
Zeng|2060,Macosko|Inh_Dmbx1_Wnt7b_2,0.9988484710833532,0.9988484710833532,Reciprocal_top_hit
Zeng|210,Macosko|Inh_Dmbx1_Wnt7b,0.9836137268877616,0.9836137268877616,Reciprocal_top_hit
Zeng|34233,Macosko|Inh_Dmrt3_Mecom_2,0.8489494299130588,0.8489494299130588,Reciprocal_top_hit
Zeng|34140,Macosko|Inh_Dmrt3_Prdm6_1,0.9978687655981684,0.9978687655981684,Reciprocal_top_hit
Zeng|3998,Macosko|Inh_Ebf2_Cox8b_1,0.9986930119931144,0.9986930119931144,Reciprocal_top_hit
Zeng|2975,Macosko|Inh_Ebf2_Stc1_1,0.958070266183913,0.958070266183913,Reciprocal_top_hit
Zeng|877,Macosko|Inh_Ecel1_Asb4_3,0.9912237268601688,0.9912237268601688,Reciprocal_top_hit
Zeng|2696,Macosko|Inh_Emx2_Foxa2_4,0.974320989223002,0.974320989223002,Reciprocal_top_hit
Zeng|3520,Macosko|Inh_Emx2_Irx4,0.9826707855973852,0.9826707855973852,Reciprocal_top_hit
Zeng|982,Macosko|Inh_Emx2_Pirt_1,0.969610354809535,0.969610354809535,Reciprocal_top_hit
Zeng|4849,Macosko|Inh_Fbxl7_Adad2_3,0.9285401110549688,0.9285401110549688,Reciprocal_top_hit
Zeng|2355,Macosko|Inh_Fbxl7_C7,0.7734160623988682,0.7734160623988682,Reciprocal_top_hit
Zeng|1001,Macosko|Inh_Fbxl7_Cyp26b1_3,0.995075614106098,0.995075614106098,Reciprocal_top_hit
Zeng|4121,Macosko|Inh_Fbxl7_Tnc,0.9139490160535002,0.9139490160535002,Reciprocal_top_hit
Zeng|2703,Macosko|Inh_Foxa2_Upp1_2,0.8688221497304096,0.8688221497304096,Reciprocal_top_hit
Zeng|4391,Macosko|Inh_Foxp2_Pdlim3_2,0.8771613862637446,0.8771613862637446,Reciprocal_top_hit
Zeng|1459,Macosko|Inh_Foxp2_Sox2_1,0.9521816915358672,0.9521816915358672,Reciprocal_top_hit
Zeng|4727,Macosko|Inh_Frm7_4930523C07Rik,0.9891279838614428,0.9891279838614428,Reciprocal_top_hit
Zeng|1998,Macosko|Inh_Frm7_Atp1b4,0.976593521191306,0.976593521191306,Reciprocal_top_hit
Zeng|2930,Macosko|Inh_Frm7_Otop1_1,0.9976706885800002,0.9976706885800002,Reciprocal_top_hit
Zeng|1525,Macosko|Inh_Frm7_Otop1_2,0.9912885667486524,0.9912885667486524,Reciprocal_top_hit
Zeng|286,Macosko|Inh_Frm7_Otop1_3,0.9976351567877656,0.9976351567877656,Reciprocal_top_hit
Zeng|3021,Macosko|Inh_Frmd7_Ano2_1,0.9979225609087972,0.9979225609087972,Reciprocal_top_hit
Zeng|2319,Macosko|Inh_Frmd7_Crhbp_1,0.9962391135494888,0.9962391135494888,Reciprocal_top_hit
Zeng|1174,Macosko|Inh_Frmd7_Crhbp_2,0.9945596707121548,0.9945596707121548,Reciprocal_top_hit
Zeng|1309,Macosko|Inh_Frmd7_Crhbp_4,0.995657887034216,0.995657887034216,Reciprocal_top_hit
Zeng|128,Macosko|Inh_Frmd7_Drd2,0.9992303524314238,0.9992303524314238,Reciprocal_top_hit
Zeng|1349,Macosko|Inh_Frmd7_Emp2_1,0.9985238859508048,0.9985238859508048,Reciprocal_top_hit
Zeng|3380,Macosko|Inh_Frmd7_Ltbp2_2,0.996227935036355,0.996227935036355,Reciprocal_top_hit
Zeng|4023,Macosko|Inh_Frmd7_Mgam,0.933646177072626,0.933646177072626,Reciprocal_top_hit
Zeng|92,Macosko|Inh_Frmd7_Olfr142_10,0.99385421072527,0.99385421072527,Reciprocal_top_hit
Zeng|212,Macosko|Inh_Frmd7_Olfr142_1,0.9319103633025928,0.9319103633025928,Reciprocal_top_hit
Zeng|2803,Macosko|Inh_Frmd7_Olfr142_5,0.9587240048083778,0.9587240048083778,Reciprocal_top_hit
Zeng|1398,Macosko|Inh_Frmd7_Slc17a8,0.9988260176210344,0.9988260176210344,Reciprocal_top_hit
Zeng|4730,Macosko|Inh_Frmd7_Slc26a7_1,0.9392594681998184,0.9392594681998184,Reciprocal_top_hit
Zeng|138,Macosko|Inh_Frmd7_Slc26a7_2,0.9863847971738172,0.9863847971738172,Reciprocal_top_hit
Zeng|2632,Macosko|Inh_Frmd7_Stk33_3,0.6918304031816815,0.6918304031816815,Reciprocal_top_hit
Zeng|1379,Macosko|Inh_Frmd7_Trhr_2,0.8466447692429696,0.8466447692429696,Reciprocal_top_hit
Zeng|5068,Macosko|Inh_Frmd7_Trhr_3,0.9972510957766056,0.9972510957766056,Reciprocal_top_hit
Zeng|1311,Macosko|Inh_Frmd7_Trhr_6,0.6901870183516414,0.6901870183516414,Reciprocal_top_hit
Zeng|4953,Macosko|Inh_Fzd6_Kcnk5,0.985637891724599,0.985637891724599,Reciprocal_top_hit
Zeng|3215,Macosko|Inh_Gata3_Areg_2,0.992939774941068,0.992939774941068,Reciprocal_top_hit
Zeng|8798,Macosko|Inh_Gata3_Cd200r1_1,0.9977160560536588,0.9977160560536588,Reciprocal_top_hit
Zeng|1697,Macosko|Inh_Gata3_Cd200r1_2,0.982814839802206,0.982814839802206,Reciprocal_top_hit
Zeng|5067,Macosko|Inh_Gata3_Cd200r1_3,0.9998874128112966,0.9998874128112966,Reciprocal_top_hit
Zeng|745,Macosko|Inh_Gata3_Crhbp_3,0.9921446364686936,0.9921446364686936,Reciprocal_top_hit
Zeng|1364,Macosko|Inh_Gata3_Cryba2_1,0.9980804482309454,0.9980804482309454,Reciprocal_top_hit
Zeng|8799,Macosko|Inh_Gata3_Crybb1,0.998962350344605,0.998962350344605,Reciprocal_top_hit
Zeng|252,Macosko|Inh_Gata3_Frk_3,0.9697979427608864,0.9697979427608864,Reciprocal_top_hit
Zeng|2198,Macosko|Inh_Gata3_Gm11639_2,0.9670815482850312,0.9670815482850312,Reciprocal_top_hit
Zeng|4361,Macosko|Inh_Gata3_Gsc2_4,0.9353506266693868,0.9353506266693868,Reciprocal_top_hit
Zeng|1111,Macosko|Inh_Gata3_Gxylt2_2,0.987924926531424,0.987924926531424,Reciprocal_top_hit
Zeng|728,Macosko|Inh_Gata3_Il23r,0.9962312619228214,0.9962312619228214,Reciprocal_top_hit
Zeng|935,Macosko|Inh_Gata3_Lrrc38,0.9917106225923566,0.9917106225923566,Reciprocal_top_hit
Zeng|3840,Macosko|Inh_Gata3_Lum,0.994731543277722,0.994731543277722,Reciprocal_top_hit
Zeng|946,Macosko|Inh_Gata3_Mmrn1_1,0.9874387648676816,0.9874387648676816,Reciprocal_top_hit
Zeng|71,Macosko|Inh_Gata3_Mmrn1,0.9945833312355452,0.9945833312355452,Reciprocal_top_hit
Zeng|754,Macosko|Inh_Gata3_Npy2r_3,0.8929707027491985,0.8929707027491985,Reciprocal_top_hit
Zeng|3174,Macosko|Inh_Gata3_Olfr48_2,0.9937805125629992,0.9937805125629992,Reciprocal_top_hit
Zeng|3372,Macosko|Inh_Gata3_Olfr48_5,0.9311320482863746,0.9311320482863746,Reciprocal_top_hit
Zeng|5062,Macosko|Inh_Gata3_Otx1_Pdlim3_2,0.9973326376544251,0.9973326376544251,Reciprocal_top_hit
Zeng|1519,Macosko|Inh_Gata3_Otx1_Pdlim3_3,0.9956331909718916,0.9956331909718916,Reciprocal_top_hit
Zeng|4737,Macosko|Inh_Gata3_Pdlim3_4,0.99824551412052,0.99824551412052,Reciprocal_top_hit
Zeng|3587,Macosko|Inh_Gata3_Ppm1j,0.99892280328448,0.99892280328448,Reciprocal_top_hit
Zeng|3385,Macosko|Inh_Gata3_Rln3_1,0.9853899065739862,0.9853899065739862,Reciprocal_top_hit
Zeng|1392,Macosko|Inh_Gata3_Sall1_1,0.9633628276133664,0.9633628276133664,Reciprocal_top_hit
Zeng|3248,Macosko|Inh_Gata3_Sall1_3,0.933360315500244,0.933360315500244,Reciprocal_top_hit
Zeng|34187,Macosko|Inh_Gata3_Sall1_6,0.9959216223149576,0.9959216223149576,Reciprocal_top_hit
Zeng|4444,Macosko|Inh_Gata3_Sall1_8,0.9972135805642904,0.9972135805642904,Reciprocal_top_hit
Zeng|2119,Macosko|Inh_Gata3_Tcim,0.9039320926082908,0.9039320926082908,Reciprocal_top_hit
Zeng|24717,Macosko|Inh_Gata3_Tnni3_1,0.9954797667536702,0.9954797667536702,Reciprocal_top_hit
Zeng|3347,Macosko|Inh_Gata3_Tnni3_2,0.9667142126210172,0.9667142126210172,Reciprocal_top_hit
Zeng|712,Macosko|Inh_Gata3_Tnni3_4,0.9743467319130128,0.9743467319130128,Reciprocal_top_hit
Zeng|5044,Macosko|Inh_Gata3_Tnnt1_3,0.92845974353363,0.92845974353363,Reciprocal_top_hit
Zeng|3403,Macosko|Inh_Gata3_Trh,0.866559332952956,0.866559332952956,Reciprocal_top_hit
Zeng|3336,Macosko|Inh_Gbx1_Atp8b1_10,0.9498435407258446,0.9498435407258446,Reciprocal_top_hit
Zeng|778,Macosko|Inh_Gbx1_Atp8b1_4,0.9802052958049988,0.9802052958049988,Reciprocal_top_hit
Zeng|1588,Macosko|Inh_Gbx1_Atp8b1_6,0.9866249314288578,0.9866249314288578,Reciprocal_top_hit
Zeng|2721,Macosko|Inh_Gbx1_Atp8b1_8,0.9295298491676922,0.9295298491676922,Reciprocal_top_hit
Zeng|1579,Macosko|Inh_Gbx1_Atp8b1_9,0.9493617338954292,0.9493617338954292,Reciprocal_top_hit
Zeng|817,Macosko|Inh_Gbx1_Htr1a_2,0.9174290210842736,0.9174290210842736,Reciprocal_top_hit
Zeng|4265,Macosko|Inh_Gbx2_Chrna5_4,0.9788320745987472,0.9788320745987472,Reciprocal_top_hit
Zeng|3146,Macosko|Inh_Hoxb5_Tal1_3,0.8651039005569381,0.8651039005569381,Reciprocal_top_hit
Zeng|838,Macosko|Inh_Hoxc4_Abcc9_1,0.990639053746534,0.990639053746534,Reciprocal_top_hit
Zeng|236,Macosko|Inh_Hoxc4_Chrdl2_3,0.9926452119398312,0.9926452119398312,Reciprocal_top_hit
Zeng|1287,Macosko|Inh_Hoxc4_Chrdl2_7,0.709875602587194,0.709875602587194,Reciprocal_top_hit
Zeng|1,Macosko|Inh_Hoxc4_F5_1,0.9700708420072178,0.9700708420072178,Reciprocal_top_hit
Zeng|1047,Macosko|Inh_Hoxc4_F5_2,0.981244069210194,0.981244069210194,Reciprocal_top_hit
Zeng|21,Macosko|Inh_Hoxc4_Fbln2_2,0.99024608453404,0.99024608453404,Reciprocal_top_hit
Zeng|3607,Macosko|Inh_Htr3a_Bmp3_1,0.9915128304209618,0.9915128304209618,Reciprocal_top_hit
Zeng|4102,Macosko|Inh_Htr3a_Bmp3_2,0.99433533169997,0.99433533169997,Reciprocal_top_hit
Zeng|5344,Macosko|Inh_Htr3a_Bmp3_4,0.998019950900006,0.998019950900006,Reciprocal_top_hit
Zeng|1227,Macosko|Inh_Htr3a_Bmp3_5,0.995010575910665,0.995010575910665,Reciprocal_top_hit
Zeng|718,Macosko|Inh_Htr3a_Col5a2,0.9962107248762412,0.9962107248762412,Reciprocal_top_hit
Zeng|1766,Macosko|Inh_Htr3a_Ibsp_1,0.9982301710888564,0.9982301710888564,Reciprocal_top_hit
Zeng|690,Macosko|Inh_Htr3a_Ibsp_2,0.9709115313268462,0.9709115313268462,Reciprocal_top_hit
Zeng|686,Macosko|Inh_Htr3a_Nxph3,0.9988182774443416,0.9988182774443416,Reciprocal_top_hit
Zeng|1344,Macosko|Inh_Htr3a_Pdzph1_2,0.9787565699676344,0.9787565699676344,Reciprocal_top_hit
Zeng|1281,Macosko|Inh_Htr3a_Pdzph1_4,0.9996838815539756,0.9996838815539756,Reciprocal_top_hit
Zeng|720,Macosko|Inh_Htr3a_Prok2,0.9926206885763702,0.9926206885763702,Reciprocal_top_hit
Zeng|5082,Macosko|Inh_Htr3a_Prom1_2,0.988797793159947,0.988797793159947,Reciprocal_top_hit
Zeng|3350,Macosko|Inh_Irx4_Catspere1_1,0.9674429594229372,0.9674429594229372,Reciprocal_top_hit
Zeng|3342,Macosko|Inh_Irx4_Catspere1_3,0.9958627624297652,0.9958627624297652,Reciprocal_top_hit
Zeng|2680,Macosko|Inh_Irx4_Wif1,0.9363551157083266,0.9363551157083266,Reciprocal_top_hit
Zeng|4374,Macosko|Inh_Irx5_Tafa4_4,0.9594465678397278,0.9594465678397278,Reciprocal_top_hit
Zeng|3550,Macosko|Inh_Isl1_Drd1_Folh1_1,0.9962781070973376,0.9962781070973376,Reciprocal_top_hit
Zeng|863,Macosko|Inh_Lamp5_Ndnf_Prom1,0.9828295667338682,0.9828295667338682,Reciprocal_top_hit
Zeng|4091,Macosko|Inh_Lhx1_Egflam_5,0.9305991222152866,0.9305991222152866,Reciprocal_top_hit
Zeng|3418,Macosko|Inh_Lhx1_Pax3_1,0.9938324673177902,0.9938324673177902,Reciprocal_top_hit
Zeng|733,Macosko|Inh_Lhx1_Wnt5a_2,0.9766896090031124,0.9766896090031124,Reciprocal_top_hit
Zeng|82,Macosko|Inh_Lhx6_Car8_4,0.92436069489413,0.92436069489413,Reciprocal_top_hit
Zeng|815,Macosko|Inh_Lhx6_Car8_5,0.9827597585935226,0.9827597585935226,Reciprocal_top_hit
Zeng|2049,Macosko|Inh_Lhx6_Car8_6,0.9803116601356366,0.9803116601356366,Reciprocal_top_hit
Zeng|748,Macosko|Inh_Lhx6_Cox6a2_Nxph2_1,0.9835451634746112,0.9835451634746112,Reciprocal_top_hit
Zeng|3485,Macosko|Inh_Lhx6_Cox6a2_Postn,0.9986798377335212,0.9986798377335212,Reciprocal_top_hit
Zeng|579,Macosko|Inh_Lhx6_Crhbp_1,0.9971668535215874,0.9971668535215874,Reciprocal_top_hit
Zeng|3022,Macosko|Inh_Lhx6_Cxcr4_1,0.9951598904326844,0.9951598904326844,Reciprocal_top_hit
Zeng|1664,Macosko|Inh_Lhx6_Cxcr4_2,0.8938082058026489,0.8938082058026489,Reciprocal_top_hit
Zeng|1425,Macosko|Inh_Lhx6_Cxcr4_3,0.996099345886838,0.996099345886838,Reciprocal_top_hit
Zeng|5129,Macosko|Inh_Lhx6_Cxcr4_5,0.9930295077501602,0.9930295077501602,Reciprocal_top_hit
Zeng|1033,Macosko|Inh_Lhx6_Cxcr4_7,0.8721897430288982,0.8721897430288982,Reciprocal_top_hit
Zeng|1096,Macosko|Inh_Lhx6_Cyp26a1,0.662447385437387,0.662447385437387,Reciprocal_top_hit
Zeng|1242,Macosko|Inh_Lhx6_Esr2_12,0.96612961240899,0.96612961240899,Reciprocal_top_hit
Zeng|514,Macosko|Inh_Lhx6_Esr2_13,0.9997819132013208,0.9997819132013208,Reciprocal_top_hit
Zeng|5052,Macosko|Inh_Lhx6_Esr2_14,0.9949675659540052,0.9949675659540052,Reciprocal_top_hit
Zeng|897,Macosko|Inh_Lhx6_Esr2_15,0.9943723571777852,0.9943723571777852,Reciprocal_top_hit
Zeng|65,Macosko|Inh_Lhx6_Esr2_9,0.9836074304568236,0.9836074304568236,Reciprocal_top_hit
Zeng|757,Macosko|Inh_Lhx6_Gm8113_Pthlh,0.9800416738051512,0.9800416738051512,Reciprocal_top_hit
Zeng|77,Macosko|Inh_Lhx6_Gpr174_2,0.990569539955516,0.990569539955516,Reciprocal_top_hit
Zeng|2707,Macosko|Inh_Lhx6_Iqca_5,0.9545575209782444,0.9545575209782444,Reciprocal_top_hit
Zeng|869,Macosko|Inh_Lhx6_Kcnmb1_1,0.9897336626324322,0.9897336626324322,Reciprocal_top_hit
Zeng|2821,Macosko|Inh_Lhx6_Kcnmb1_2,0.9854512834279208,0.9854512834279208,Reciprocal_top_hit
Zeng|1163,Macosko|Inh_Lhx6_Kcnmb1_3,0.9922764927061156,0.9922764927061156,Reciprocal_top_hit
Zeng|1858,Macosko|Inh_Lhx6_Lamp5_Hcrtr2,0.9858011365134924,0.9858011365134924,Reciprocal_top_hit
Zeng|1898,Macosko|Inh_Lhx6_Myo1h_1,0.9196991840994052,0.9196991840994052,Reciprocal_top_hit
Zeng|795,Macosko|Inh_Lhx6_Nmu_2,0.9955963706912576,0.9955963706912576,Reciprocal_top_hit
Zeng|3176,Macosko|Inh_Lhx6_Pthlh,0.993551884298836,0.993551884298836,Reciprocal_top_hit
Zeng|730,Macosko|Inh_Lhx6_Serpinb1b_2,0.992292960956132,0.992292960956132,Reciprocal_top_hit
Zeng|758,Macosko|Inh_Lhx6_Sfrp1_1,0.99083323476895,0.99083323476895,Reciprocal_top_hit
Zeng|34177,Macosko|Inh_Lhx6_Sfrp1_2,0.998950173686114,0.998950173686114,Reciprocal_top_hit
Zeng|1140,Macosko|Inh_Lhx6_Sfrp1_5,0.9995561766071024,0.9995561766071024,Reciprocal_top_hit
Zeng|523,Macosko|Inh_Lhx6_Spag17,0.9733195499864062,0.9733195499864062,Reciprocal_top_hit
Zeng|526,Macosko|Inh_Lhx6_Sst_A730009L09Rik_Kcnh8,0.9935625402313706,0.9935625402313706,Reciprocal_top_hit
Zeng|4772,Macosko|Inh_Lhx6_Sst_Ccna1_3,0.9883826375648148,0.9883826375648148,Reciprocal_top_hit
Zeng|2833,Macosko|Inh_Lhx6_Sst_Chodl_1,0.999692740610852,0.999692740610852,Reciprocal_top_hit
Zeng|389,Macosko|Inh_Lhx6_Sst_Chodl_2,0.9991124541547316,0.9991124541547316,Reciprocal_top_hit
Zeng|744,Macosko|Inh_Lhx6_Sst_Col6a5_5,0.9713619883416102,0.9713619883416102,Reciprocal_top_hit
Zeng|34226,Macosko|Inh_Lhx6_Sst_Col6a5_7,0.8922599849094625,0.8922599849094625,Reciprocal_top_hit
Zeng|1176,Macosko|Inh_Lhx6_Sst_Crh_Nnmt_1,0.9967457269938572,0.9967457269938572,Reciprocal_top_hit
Zeng|2,Macosko|Inh_Lhx6_Sst_Crh_Nnmt_4,0.9956013059319662,0.9956013059319662,Reciprocal_top_hit
Zeng|545,Macosko|Inh_Lhx6_Sst_Ctsc_2,0.990692814846384,0.990692814846384,Reciprocal_top_hit
Zeng|219,Macosko|Inh_Lhx6_Sst_Ctsc_3,0.982661480570716,0.982661480570716,Reciprocal_top_hit
Zeng|512,Macosko|Inh_Lhx6_Sst_Ffar4,0.9987555795657592,0.9987555795657592,Reciprocal_top_hit
Zeng|542,Macosko|Inh_Lhx6_Sst_Itgad,0.9897081392619748,0.9897081392619748,Reciprocal_top_hit
Zeng|5041,Macosko|Inh_Lhx6_Sst_Th_Ephb1,0.987630179711762,0.987630179711762,Reciprocal_top_hit
Zeng|4018,Macosko|Inh_Lhx6_Vmn1r209_2,0.956368376271101,0.956368376271101,Reciprocal_top_hit
Zeng|4352,Macosko|Inh_Lmo2_Chrna2_2,0.9781322593221492,0.9781322593221492,Reciprocal_top_hit
Zeng|1754,Macosko|Inh_Nkx2-1_Gm8113_3,0.883933361824228,0.883933361824228,Reciprocal_top_hit
Zeng|3217,Macosko|Inh_Nkx2-1_Serpinb2,0.9694906719683964,0.9694906719683964,Reciprocal_top_hit
Zeng|1581,Macosko|Inh_Nkx2-1_Sst_2,0.989285491812326,0.989285491812326,Reciprocal_top_hit
Zeng|3427,Macosko|Inh_Nkx2-2_Dact1,0.9921547911048908,0.9921547911048908,Reciprocal_top_hit
Zeng|1084,Macosko|Inh_Nkx2-2_Gata2_10,0.9712162341169616,0.9712162341169616,Reciprocal_top_hit
Zeng|1641,Macosko|Inh_Nkx2-2_Npy_2,0.9723035867935188,0.9723035867935188,Reciprocal_top_hit
Zeng|3419,Macosko|Inh_Nkx2-2_Tecrl_1,0.9866695681919798,0.9866695681919798,Reciprocal_top_hit
Zeng|34316,Macosko|Inh_Nkx6-1_Cox8b,0.9986467027532336,0.9986467027532336,Reciprocal_top_hit
