,highly_variable,highly_variable_rank,means,variances,variances_norm,highly_variable_nbatches
ENSMUSG00000045259,True,20242.5,0.046068102896569485,0.049695239402333995,0.6539502866578732,2
ENSMUSG00000006411,True,17623.0,0.028250806601254966,0.03448419224572824,0.7300202127847824,2
ENSMUSG00000048865,True,3275.0,0.020392834692185058,0.0460892679964547,1.3365431337385112,2
ENSMUSG00000026641,True,18065.0,0.19591712550791265,0.2357838955832303,0.7258109024014001,2
ENSMUSG00000103711,True,12687.0,0.01416333107383999,0.021198950410437553,0.8530281947931766,2
ENSMUSG00000038235,True,2744.5,0.0851602173279156,0.28290848995079143,1.6818535322681112,2
ENSMUSG00000060244,True,20619.5,0.058814438162463886,0.06368285015499879,0.6457071425920775,2
ENSMUSG00000038209,True,10314.0,0.00019975688356540475,0.00020918415638747465,0.874870539885326,2
ENSMUSG00000004709,True,3899.5,0.0012162922092921978,0.0019802322255313347,1.216307462228749,2
ENSMUSG00000004707,True,10682.5,0.0009742881649253421,0.0011565284338855132,0.8811512327223541,2
ENSMUSG00000038179,True,2189.5,0.0008456532523450133,0.0018905851613349137,1.697986924943867,2
ENSMUSG00000015355,True,6709.5,0.006244769399138868,0.00921940414914592,0.9742602890151699,2
ENSMUSG00000015316,True,14902.0,0.006255656622650726,0.007318263932554759,0.77123685017755,2
ENSMUSG00000038147,True,2249.5,0.037708371990866095,0.13225828829615033,1.8150554123954243,2
ENSMUSG00000073492,True,13703.0,0.0005714608949865756,0.0005917254506202358,0.8153809680034825,2
ENSMUSG00000015314,True,8986.5,0.003784730243002829,0.005027407613006528,0.9047897367071648,2
ENSMUSG00000026556,True,12778.0,0.16357863983549878,0.22787693594840064,0.8304250165187195,2
ENSMUSG00000051251,True,7856.0,0.0024841803908797256,0.0040886087659478204,0.9781658612803226,2
ENSMUSG00000003458,True,16597.5,0.37657616228211355,0.5260171250241045,0.7534676845484876,2
ENSMUSG00000026553,True,19054.5,1.039405950483014,2.3143462704501094,0.703583293921741,2
ENSMUSG00000003464,True,17446.0,0.40586374024410105,0.58144227214703,0.7345227334046893,2
ENSMUSG00000026554,True,19979.0,1.1140900553260298,2.13857220559916,0.6405839211167956,2
ENSMUSG00000013698,True,12260.0,1.7769681259964176,10.32815235010841,0.8618828686958183,2
ENSMUSG00000007122,True,15583.5,0.026352879528611622,0.03237677272251423,0.7533452506424059,2
ENSMUSG00000007107,True,10281.0,0.004852861541024951,0.00611329433741541,0.8765246334331704,2
ENSMUSG00000038034,True,13164.0,0.9740931416172166,2.2415023696355822,0.8404977243000709,2
ENSMUSG00000007097,True,398.5,3.0871774305016455,132.38657124022885,4.832066104205387,2
ENSMUSG00000038026,True,3683.5,0.7106886026863988,2.4226786417031594,1.2604163551671956,2
ENSMUSG00000044708,True,1632.5,0.651860792173317,5.078304631949876,2.511005376453223,2
ENSMUSG00000050229,True,19771.5,0.0863072809963987,0.09711077595306784,0.6801910610054558,2
ENSMUSG00000026548,True,10911.5,0.0026970729462909597,0.003433680530539326,0.868707127708669,2
ENSMUSG00000037995,True,14981.5,0.04829229165641059,0.06421329407589141,0.7763110205544814,2
ENSMUSG00000026547,True,2851.0,0.05146307716485339,0.16197431909482907,1.5472511308537644,2
ENSMUSG00000026546,True,8254.5,0.0493921379098803,0.08035906276326381,0.9278949797280343,2
ENSMUSG00000049598,True,17787.0,0.013270815424639586,0.015558528740279463,0.7292702084409357,2
ENSMUSG00000053318,True,11018.5,0.0024757782944738347,0.003199329848983697,0.8985038832757625,2
ENSMUSG00000070504,True,11780.0,0.00042045983845253736,0.00044915791531348266,0.848506949424645,2
ENSMUSG00000026544,True,16424.0,0.09212460853331111,0.11556446166024795,0.7549783368180542,2
ENSMUSG00000037942,True,6371.0,0.002382171840149051,0.003394926255129309,1.003720581245155,2
ENSMUSG00000026542,True,7580.0,5.680290527926201e-06,5.9169377344294245e-06,0.992729986498466,2
ENSMUSG00000037924,True,9706.5,3.597517334353261e-05,3.668391978757883e-05,0.9027038056447945,2
ENSMUSG00000062527,True,10129.0,2.8756470797626396e-05,2.8992326065944654e-05,0.9027069867120574,2
ENSMUSG00000058981,True,8262.5,9.372479371078233e-05,0.00010128974206429368,0.9275443113402723,2
