Macosko_cluster,gene
Ex_Phox2b_Olig3_3,Bmp6
Inh_Six6_Vipr2_10,Sorcs1
Inh_Isl1_Drd1_Folh1_2,Insyn2b
Ex_Pax6_Otx1_3,Pmfbp1
Ex_Onecut3_Spag16_2,Isl1
Inh_Pax2_Sgo2b_3,Dach2
Inh_Pax5_Rab38_2,Sox1
Inh_Pax8_Slc16a12_2,Stac
Ex_C1ql4_Teddm3_1,Cartpt
Ex_Phox2b_Igfbpl1_5,Cyp26b1
Inh_Ecel1_Cd36_2,Piezo2
Ex_Sim1_Otp_2,Glt8d2
Inh_Sall3_Ndnf_2,Dock5
Inh_Tbx3_Scn11a,Six6
Ex_Phox2b_4930469K13Rik_2,Cartpt
Inh_Otx2_Myo5b_2,Kcnh4
Inh_Pax7_Chrna2,Chrna5
Inh_Pax2_Oprk1,Zfhx4
Ex_Fam163a_Kcne4_1,Skor2
Inh_Six3_Sall3,Pou6f2
Inh_Six3_Lrrc38_1,Sema5a
Ex_Ebf2_Npffr2_2,Sox6
Inh_Dmrt3_Mecom_2,Dmrt3
Ex_Ebf2_Grp_1,Shisa8
Ex_Lmx1b_Dynap_2,Dynap
Inh_Gata3_Arhgap9,Prdm6
Ex_Lhx2_Tlx1_3,Kcng2
Inh_Frmd7_Stk33_1,Ndnf
Ex_Lhx2_Hgf_2,Hoxb5
Inh_Gata3_Tnni3_1,Trim63
Inh_Lhx6_Sst_Layn,Gfra2
Inh_Pax5_Slc38a11_2,Chrna6
Ex_Dmrta2_Prkcq_4,Drd3
Inh_Pax7_Catspere1_1,Maf
Inh_Sox1_Sp9_2,Kit
Inh_Sox2_Bves_3,Dgkk
Ex_C1ql4_Slc38a11_1,Tcf7l2
Inh_Tfap2b_Pthlh,Sox14
Ex_Slc30a3_Gsta2_6,Tmem100
Ex_Lhx9_Hs3st6,Ccbe1
Inh_Otx1_Dytn,Coch
Inh_Pax2_Pkhd1l1_1,Pkhd1l1
Inh_Pax5_Sox21_3,Nfib
Inh_Pax5_Ntrk1,Fgf10
Ex_Evx2_Chat,Cnpy1
Inh_Gata3_Gxylt2_3,Gxylt2
Ex_Phox2b_Clca3a2,Gal
Inh_Pax5_Myof,C1ql1
Inh_Pax7_Bmp3_1,Kcna1
Inh_Pax2_Prdm6_2,Prdm6
Ex_Pax6_Vgll3_2,Sema3e
Ex_Lmx1a_Ube2u_1,Nrp1
Inh_Zeb2_Crym_2,Lst1
Ex_Ebf2_Crhr2_2,Fbn2
Ex_Dmrta2_Csf2rb2_5,Csf2rb2
Inh_Lhx6_Sst_Hpse,Hpse
Ex_Nxph4_Twist1_2,Kcnk13
Inh_Gata3_Hoxd4_Olfr48,Clrn1
Inh_Fbxl7_Hmcn1_1,Tmem132c
Ex_Pou4f1_Alpk1_3,Cox7a1
Inh_Ecel1_Myo1h_1,Calb1
Ex_Rorb_Rxfp2,Etv1
Ex_Phox2b_Six2_1,Oprm1
Ex_Lmx1a_Odad2_2,Angpt1
Inh_Gata3_Msx1_4,Calb2
Inh_Dmbx1_Tacr3,Otof
Inh_Gata3_Sox14_3,Adamts19
Inh_Pax2_Hoxb5_Sycp2l_1,Tarm1
Ependymal_Tmem212_1700012P22Rik_Sntn,Foxp2
Ex_Lmx1b_Meox2,Meox2
Ex_Ebf2_Tnfaip8_2,Krt71
Ex_Hoxc6_Hpse_1,Bmp5
Inh_Ppp1r1b_Drd2_Pax6,Pou6f2
Ex_Hoxb3_Ldlrap1_14,Ly6d
Inh_Pax7_P2ry10b_2,Pax7
Inh_Gata3_Cd200r1,Cd200r1
Ex_Evx2_Krt19,Pitx1
Inh_Pax8_Nkx6-1_4,Sox6
Inh_Lhx6_Sst_Prok2,Sst
Ex_Tfap2b_Ramp3_4,Vmn1r196
Inh_Pax2_Irak3_2,Popdc3
Ex_Ccn2_Nmbr_2,Ccn3
Inh_Gata3_Lrat,Crhbp
Ex_Nxph4_Kynu,Cck
Inh_Hoxc4_Chrdl2_4,Pax2
Inh_Lhx6_Serpinb1b_3,Rab38
Inh_Six3_Dpy19l2_2,Cpne2
Ex_Gbx2_Wif1,Egflam
Ex_Dmrta2_Csf2rb2_3,Cntn4
Inh_Gata3_Antxrl,Kcnh8
Ex_Tfap2b_Bmpr1b_2,Chn2
Inh_Sncg_Edn3,Tac2
Inh_Lhx6_Tspo2,Nkx2-4
Inh_Lhx6_Sst_Crh_Tac2,Tac2
Ex_Sim1_Pgr15l_4,Adgrf5
Ex_Onecut3_Spag16_3,Sntb1
Inh_Pax3_Igfbpl1_2,Glp1r
Ex_Sim1_Bsx_4,Arhgap36
Ex_Sim1_Th_1,Th
Ex_Phox2b_Hhip_2,Synpr
Ex_Pitx2_Zfp366,Spef2
Ex_Ebf2_Atp8b1,Atp8b1
Ex_Sim1_Crh_5,Foxp2
Inh_Lhx1_Acan,Rspo2
Ser_Fev_Wfdc12,Crym
Inh_Gbx1_Htr1a_9,Robo3
Ex_Lmx1b_Vmn1r206_3,Tbc1d7
Ex_Lhx2_Il31ra_2,Rxfp3
Inh_Pax8_Rapsn,Sema3e
Inh_Lhx6_Iqca_1,Agbl1
Ex_Lhx2_Hgf_1,Mylk
Fibro_Eya2_Rbp4_1,Gata6
Inh_Pax2_Trhr,Tmem132c
Inh_Pax2_Vgll3_20,Cntnap3
Inh_Vip_Crh_1,Col11a1
Inh_Hoxa5_Galr1_1,Tox
Ex_Sall1_Pmfbp1_3,Krt26
Inh_Emx2_Qrfprl,Sox21
Inh_Six3_Ush2a,Six3
Ex_Lmx1a_Dnaaf6b_2,Btbd16
Ex_C1ql4_Myo18b_1,Pou4f2
Ex_Phox2b_Olig3_2,Gmnc
Inh_Six3_6430628N08Rik,Tmem215
Inh_Pax2_Vgll3_21,Piezo2
Ex_Vsx2_Pitx2,Dlk1
Inh_Fbxl7_Klf4,Pou6f2
Ex_Ccn3_Fezf2_Cd36,Pou6f2
Inh_Gata3_Nptx2_2,Npffr2
Inh_Gata3_Sox14_1,Sox14
Inh_Fbxl7_Adad2_2,Nts
Inh_Frm7_Kcns3,Chrna2
Inh_Htr3a_Bmp3_3,C1ql1
Inh_Sox8_Calcrl_6,Arhgap22
Inh_Pax2_Ctsc,Cdh3
Ex_Lhx2_Gng8_2,Kcnk13
Inh_Pax2_Ppp1r1c_1,Hhip
Inh_Dmbx1_Slitrk6_2,Tmc1
Inh_Pax2_Tmem215_1,Cdh3
Ex_Plekhg1_Fign_Tnc_1,Adamts19
Ex_Slc30a3_Cfap58_Trhr,Cfap58
Ex_Neurod6_Pou4f3_1,Glp1r
Inh_Nkx2-2_Gata2_3,Shisal2b
Inh_Six3_Enpep,Gal
Ex_Lhx9_Ripk4,Nkx6-3
Ex_Plekhg1_Nox4_Anxa13_2,Kcnj5
Inh_Fbxl7_Cyp26b1,Npsr1
Inh_Pax5_Slc38a11_1,Stc1
Inh_Onecut3_Fbxo40,Stpg2
Ex_Dmrta2_Col6a6_2,Gpc3
Ex_C1ql4_Cpne7_1,Tcf7l2
Ex_Phox2b_Bmp3_3,Qrfprl
Inh_Pax8_Sfrp1_6,Sox6
Inh_Foxd3_Ifit3,Foxd3
Ex_Ebf2_Sec1_4,C1ql1
Inh_Dmbx1_Tnnt1_2,Prima1
Inh_Hoxb5_Sytl5_3,Dscaml1
Inh_Six3_Bmp3_Ano1_1,Emx2
Ex_Ebf2_Cox8b_1,Tnfrsf12a
Ex_Sim1_Aox3_2,Col6a1
Inh_Pde11a_Pgm5_4,Grp
Inh_Onecut3_Wnt16,Six3
Inh_Pax2_Adam34,Cdh23
Ex_Prox1_Ltbp1,Sostdc1
Ex_Pitx2_Odad2_3,Rxfp1
Inh_Lhx6_Iqca_4,Etv1
Inh_Lhx6_Esr2_12,Cyp19a1
Inh_Six3_Aox3_Sox2,Pvalb
Inh_Pax8_Sp9_6,Hydin
Ex_Pou4f1_Plscr5_1,Kcnmb2
Ex_Sulf1_Drd2,Islr2
Inh_Six3_Met_1,Six3
Inh_Pax6_Pdgfd_4,Piezo2
Inh_Irx4_Catspere1_5,Chst9
Inh_Pax2_Erfl_8,Megf11
CholEx_Onecut2_Crabp1_1,Megf11
Inh_Onecut3_Arsj,Pappa
Ex_Nkx6-1_Gucy2c_2,Myc
Inh_Pax7_A730009L09Rik,Pax7
Ex_Ebf2_Fer1l6_3,Ccdc172
Inh_Ecel1_Foxd1_2,Drd2
Ex_Samd3_Emx2_5,Tacr1
Ex_Tlx1_Ednra,Tlx1
Inh_Gata3_Pdlim3_5,Calca
Inh_Sncg_Sln_Plch2_2,Drd1
Inh_Ppp1r1b_Drd1_Tns3_2,Tac2
Ex_Defb1_Wif1,Wif1
Ex_Hmx2_Gli3,Hoxb6
Ex_Lhx9_Atp8b1_1,Grp
Inh_Six3_Foxa2_3,Six3
Ex_Lhx9_Lrrk1,Ror2
Ex_Hoxb3_Ldlrap1_7,Megf11
Inh_Ppp1r1b_Drd1_Shisa8_2,Moxd1
Ex_Ebf2_Catspere1_2,Foxp2
Ex_Lmx1b_Pou4f1_Arsj_2,Hoga1
Inh_Gata3_Mmrn1_1,Myo5b
Inh_Pax8_Sfrp1_1,Pmfbp1
Inh_Pax2_Vgll3_17,Cdh23
Inh_Nkx2-2_Tspo2_2,Fosl1
Ex_Tfap2b_Rxfp2_5,Foxb1
Ex_Slc30a3_Shisa8_7,Rnf152
Inh_Pax2_Hoxb5_Rubcnl_1,Nos1
Ex_Nkx2-1_Pmch_2,Pmch
Inh_Pax5_Serpina12,Ikzf1
Ex_Ebf2_Fzd9_2,Prkcd
Ex_Ebf2_Ddit4l_2,Ccdc172
Ex_Pax5_Cdkn1c,Pitx1
Ex_Phox2a_Npy4r_1,Fam83b
Ex_Nkx6-1_Nccrp1_2,Gucy2c
Inh_Foxb1_Tacr3_2,Fgf10
Ex_Ebf2_Tac2_3,Gmnc
Inh_Pax5_Sox1,Stk32a
Inh_Ppp1r1b_Drd2_Sphkap_3,Cntn4
Inh_Sall3_Cytip_3,Sgcz
Ex_Lmx1b_Ccdc170,Cdca7
Inh_Nkx2-1_Gm8113_3,Lhx8
Ex_Tfap2d_Atp6ap1l_3,Spp1
Inh_Pax2_Hoxb5_Sh2d4a,Cadps2
Inh_Pax8_Nkx6-1_2,Cntnap3
CholEx_Onecut2_Crabp1_3,Tac1
Ex_Ebf2_Apela_2,Rxfp3
Ex_Sox6_Sult3a2_1,Sult3a2
Inh_Pax8_Apbb1ip,Trhr
Ex_Phox2b_Six2_4,Phox2b
Inh_Htr3a_Ibsp_2,Ibsp
Inh_Sall3_Ndnf_1,Rasd1
Inh_Onecut1_Mctp2,Prrxl1
Inh_Pax2_Tnnt2,Nr4a2
Ex_Plekhg1_Pth2r_Frem3_4,Endou
Ex_Phox2b_Igfbpl1_1,Trpc4
Inh_Fbxl7_Ankrd1,Otp
Ex_Pitx2_Wdr95,Sst
Inh_Gata3_Dkk1_2,Gab1
Ex_Onecut3_Erfl_1,Skor2
Ex_Dmrta2_Prkcq_3,Neurod1
Ex_Tfap2b_Chrdl1,Igfbp6
Ex_Ebf2_Sec1_1,Fbn2
Inh_Pax3_Vmn1r207_9,Gpc5
Inh_Pax2_Erfl_3,Erfl
Inh_Frmd7_Trim55_1,Adamts19
Ex_Sim1_Trh_6,Zic5
Inh_Gata3_Gxylt2_2,Gli3
Ex_Hgf_Tacr3,Reln
Ex_Lmx1b_Aldh1a2_3,Phldb2
Ex_Neurod6_Bfsp2,Ptk2b
Inh_Pax2_Twist2,Rai14
Inh_Pax2_Glp1r_6,Sdk2
Inh_Pax2_Vmn1r209,Ano1
Ex_Phox2b_Slc39a12_3,Hs3st2
Inh_Pax2_Lama4_2,C1qtnf7
Chol_Tbx20_Fst_1,Drd2
Ex_Plekhg1_Col27a1_C1ql2_3,Abhd12b
Ex_Onecut2_Galnt14,Vip
Inh_Vip_Drd2,Egfr
Ex_Samd3_Egflam,Htr2a
Inh_Pax8_Qrfpr_3,Shisal2b
Inh_Pax3_Moxd1,Igfbp6
Inh_Lhx1_Dach2_4,Rspo2
Ex_Samd3_Emx2_3,Lamp3
Ex_Lmx1b_Tnnt2,Shisa8
Ex_C1ql4_Art4,Egfr
Ex_Ebf2_Upp1_1,Tll2
Ex_Ebf2_Sp5_5,Igfbpl1
Inh_Lhx1_Dach2_1,Mecom
Inh_Gbx1_Atp8b1_9,Apcdd1
Inh_Sox8_Calcrl_10,Fgf10
Ex_Tfap2b_Piezo2_3,Cartpt
Ex_Lmx1b_Tmem215,Tpbg
Inh_Pax7_Gna14_1,Col12a1
Fibro_Eya2_Unc5c_2,Srgn
Fibro_Eya2_Rbp4_4,Prdm6
Inh_Ppp1r1b_Drd1_Pde1a,Prkch
Inh_Hoxa5_Galr1_3,Slc6a5
Inh_Sncg_Slc17a8,Yjefn3
Inh_Irx4_Catspere1_4,Atf7ip2
Ex_Ccn2_Nmbr_4,Lcp1
Ex_C1ql4_Foxd3_1,Sst
Ex_Tfap2d_Hspg2,Coch
Ex_Sall1_Lrrc38_2,Gli3
Ex_Ebf2_6430628N08Rik_1,Gmnc
Ex_Plekhg1_Pth2r_Slc17a8,Synpr
Ex_Hmx3_Twist2_2,Aldh1a2
Ex_Vsx2_Tspo2_2,Vsx2
Ex_Pax6_Qrfprl_1,Syt6
Inh_Pde11a_Pgm5_6,Rai14
Ex_Pitx2_Sall3,Sall3
Ex_Ebf2_Ltbp1_3,Pgm5
Inh_Fbxl7_Tshr,Hhip
Inh_Lhx6_Mc3r_2,Lhx8
Inh_Tfap2b_Col5a2_1,Chst9
Ex_Foxb1_Plekhg6,Cd36
Inh_Irx5_Shisal2b_3,Gda
Ex_Ebf2_Iigp1_2,Rgs6
Ex_Vsx2_Ctxn3_1,Pvalb
Ex_Lhx2_Tlx1_5,Tfap2a
Ex_Phox2b_Tmem100,Tmem100
Ex_Neurod6_Fn1_2,St6galnac5
Ex_Tfap2d_Casq2,Grp
Ex_Ebf2_4930469K13Rik_3,4930469K13Rik
Inh_Lhx8_Pde11a_9,Cdh8
Inh_Pax2_Pgr15l,Bmpr1b
Ex_Nkx6-1_Gucy2c_3,Plekha2
Ex_Slc30a3_P2rx6,Npnt
Inh_Lhx1_Pax3_3,Sntg2
Ex_Dcn_Grik3,Angpt1
Inh_Tfap2b_Shisal2b_1,Otx2
Inh_Esr2_Tac2_2,Esr2
Inh_Gata3_Crhbp_2,Btf3
Inh_Gata3_Tll2_4,Acot3
Ex_Dmrta2_Lhx1_4,Grik3
Inh_Pax8_Pkhd1l1_1,Dcc
Ex_Phox2b_Adamtsl1_Col6a2,Adamtsl3
Ex_Vsx2_Lhx3_1,Zfp536
Inh_Ppp1r1b_Drd1_Pkib,Sh3rf2
Ex_Phox2b_Nr1h4_3,Tac1
Inh_Gbx1_Htr1a_5,Pappa
Ex_Fezf2_Fn1_Mctp2,Col23a1
Ex_Sim1_Cd34_2,Vcan
Inh_Gata3_Tecrl_1,Galr1
Ex_Ebf2_Rxfp1,Gmnc
Ex_Lhx9_Kif19a_2,Crhr2
Ex_Eya2_Sapcd1,Ltbp1
Inh_Pax2_Olfr920_6,Sall3
Inh_Tfap2b_Ntrk1,Col8a1
Ex_Dmrta2_Lcp1_2,Ror2
Inh_Lhx1_Mc4r,Npas1
Ex_Crym_Odad2_Fos,Odad2
Ex_Lhx9_C1ql4,C1ql4
Inh_Pax2_Cyyr1_2,Mamdc2
Inh_Frmd7_Olfr142_1,Tafa2
Ex_Pou4f1_Htr5b_13,Etv1
Inh_Gata3_Pmfbp1_2,Tmc1
Inh_Pax8_Agtr1a_Tacr3,Skor2
Ex_Tfap2b_Clec12a,Bfsp2
Ex_Lmx1b_Deup1_5,Pthlh
Ex_Tfap2d_Ctsc,Ctsc
CholEx_Lmx1b_Abcc2,Abcc2
Inh_Lhx6_Sst_Crhbp,Sec14l5
Inh_Pax5_Irs4_3,Gpr101
Inh_Ecel1_Col6a4_1,Zfp804b
Ex_Lmx1b_Vmn1r196,A730009L09Rik
Inh_Six3_Sox2_12,Atp5e
Inh_Otx1_Acacb_2,Otx2
Inh_Lhx1_Emx2_1,Abca4
Inh_Sp8_Spp1_2,Prkcd
Ex_Lhx3_Tlcd1_1,Tacr3
Inh_Lhx8_Pde11a_1,Gli3
Ex_Skor1_Samd3_1,Ccbe1
Ex_Phox2b_Ghrh_2,Vip
Ex_Onecut3_Pirt_1,Six3
Ex_Pitx1_Moxd1,Pitx1
Inh_Nkx2-2_Sox14_2,Gm45692
Inh_Lhx6_Cxcr4_3,Rdh12
Ex_Lmx1a_Csf2rb2_1,Csf2rb2
Inh_Otx2_Ntrk1_2,Tnnt1
Inh_Gata3_Olfr48_6,Lhfpl2
Ex_Vsx2_Erfl,Pcdh20
Ex_Pou4f2_Sult3a2_3,Sox6
Inh_Otx2_Ntrk1_1,Tnnt1
Inh_Gata3_Wnt16_1,Wnt16
Inh_Pax2_Vgll3_13,Rab38
Ex_Lmx1b_Adam33_2,Tacr3
Ex_Plekhg1_Nox4_Ltbp1,Angpt1
Ex_Ebf3_Adam33_3,Bnc2
Inh_Gata3_Gdpd2_1,Arhgap31
Inh_Six3_Fgf16,Wars2
Ex_Irx3_Ccdc192_6,Tmsb4x
Ex_Vsx2_Lhx3_3,Mctp2
Ex_Tfap2b_Gsta2_1,Tekt1
Inh_Zeb2_Clec10a,Nfib
Inh_Lhx8_Arhgef38_6,Adgrf5
Ex_Tfap2b_Ramp3_2,Angpt1
Ex_C1ql4_Tnnt2,Tafa1
Ex_Sim1_Aox3_1,Sntb1
Ex_Nxph4_Crh,Pmfbp1
Inh_Pax8_Vmn1r196,Hgf
Ex_Slc30a3_Ssmem1_2,Plpp4
Ex_Sim1_Ndnf_1,Tacr3
Inh_Foxp2_Pdlim3_1,Crybg3
Ex_Tfap2d_Mab21l2_1,Otof
Ex_Tcf7l2_Fbln1_Tead4_1,Glis3
Ex_Lhx9_Runx1,Runx1
Inh_Six3_Pnliprp2_3,Emx2
Inh_Gata3_Sall1_3,Ngfr
Inh_Lmo2_Chrna2_2,Cyyr1
Inh_Pax8_Ptgfr,Smoc2
Inh_Pax2_Sycp2l_1,Hoxb4
DopEx_Calb1_Ngf,Aldh1a1
Ex_Nkx6-1_Pax8_2,Vsx2
Ex_Pou4f1_Htr5b_2,Cdk6
Ex_Tlr4_Foxd2,Sall1
Inh_Htr3a_Prok2,Enpp3
Ex_Dmrta2_Agtr1b_3,Casr
Inh_Vip_Glp1r_Egfr,Nr2e1
Ex_Phox2b_Ddit4l,Ntn1
Ex_Hoxb5_Nostrin,Zic4
Ex_Dsp_Atf3_2,Robo3
Inh_Pax5_Irak3,Otp
Ex_Rorb_Scn5a,Scn5a
Inh_Hoxb5_Qrfpr_3,Tac1
Inh_Six3_Svs5,Mob3b
Inh_Pax2_Lpl_1,Mamdc2
Inh_Esr2_Pgm5,Six3
Inh_Ppp1r1b_Drd2_Cyp26b1_1,Adora2a
Inh_Pax5_Irs4_4,Npb
Ex_Pax6_Avpr1a_1,Npsr1
Inh_Six3_Pamr1_1,Six3
Inh_Gata3_Gm11639_2,Esrrb
Inh_Lhx6_Esr2_10,Frmpd3
Ex_Tcf7l2_Nox4_Slc17a8,Styk1
Ex_Ebf2_Fbln1,Wdhd1
Ex_C1ql4_Islr2_1,Megf11
Ex_Vsx2_Wnt2,Vsx2
Ex_Sox6_Plscr5_1,Tox
Ex_Ebf2_Ghrh_1,Galnt18
Ex_Emx2_Foxa2_1,Lhx1
Ex_Nkx6-1_Foxd3_1,Tafa4
Inh_Otx1_Maf_2,Grm8
Ex_Tfap2b_Sult3a2_3,Ptprk
Inh_Pax5_Vwa7_2,Sox14
Inh_Six3_Gchfr_1,Ccdc192
Ex_Lmx1a_Olfm4_3,Vmn1r213
Ex_Ebf2_Pla2g5_11,Tnfaip8l3
Inh_Pax5_Pdpn,Myof
Chol_Tbx20_Gm7694_1,Sox8
Inh_Sall3_Bmper_2,Smoc2
Ex_C1ql4_Crispld2_1,Tnfaip8
Ex_Plekhg1_Col27a1_Egflam_1,Trpm6
Ex_Nkx2-4_Cdkn1c_2,Sfrp2
Ex_Nkx2-4_Fezf2,Vipr2
Ex_Dmrta2_Gm7271,Sema3e
Ex_Hmx2_Vip_1,Lhfpl2
Inh_Lhx8_Pde11a_12,Cdh23
Ex_Phox2b_Tlx1_2,Zic4
Inh_Gata3_Aldh1a2,Otx1
Inh_Foxp2_Drd3_1,Drd3
Ex_Fezf2_Slc9a4,Fbxl7
Ex_Dmrta2_Col6a6,Tgfbr1
Ex_Phox2b_Shisa3,Hoxb6
Ex_Phox2b_Dbh_1,Frmd7
Ex_Foxb1_Arhgef38_1,Tradd
Inh_Tfap2b_Erfl_1,Prkd1
Inh_Vip_Sncg_Slit1,Pcdh8
Inh_Ppp1r1b_Drd2_Stard8_4,Adora2a
Ependymal_Tmem212_Ttr,Eno4
Inh_Hoxc4_Chrdl2_6,Ebf1
Inh_Etv3l_Sulf1_1,Col12a1
Inh_Lhx1_Emx2_3,Rspo2
Ex_Plekhg1_Fign_Ppp1r3a_6,Alpk2
Inh_Pax5_Pgr15l_2,Gli3
Inh_Ecel1_Cd36_1,Isl1
Inh_Htr3a_Tcim_2,Arhgap6
Ex_Dmrta2_Col5a2_1,Pitx2
Inh_Lhx6_Th_Crh,Lhx8
Inh_Pax5_Cdh23_Ikzf1,Ikzf1
Inh_Pax6_Pou6f2_Pdgfd_2,Ndnf
Inh_Sox6_Postn_3,Pax7
Inh_Lhx1_Vsir_4,Foxd1
Inh_Lhx6_Esr2_11,Kcnk13
Inh_Six3_Nkx2-2,Otx2
Ex_Vsx2_Pgr15l,Kcnj5
Inh_Six3_Ano1_1,Otx2
Ex_Lmx1a_Tinag,Tinag
Ex_Pax5_Npbwr1,Kcng2
Ex_Tfap2b_Ghrh_1,Ghrh
Inh_Gata3_Sall1_9,Gxylt2
Ex_Phox2b_Cyp39a1_Mdfic2_4,Vip
Inh_Pax2_Mboat1_1,Sntb1
Ex_Hoxc6_Epsti1_1,Ttc6
Ex_Hoxb5_Epsti1_1,Gna14
Ex_Ebf2_Mafa_1,Bmp6
Inh_Nkx2-2_Gm16223_2,Trhr
Ex_Lhx9_Slc6a2_2,Ccbe1
Inh_Pax2_Erfl_7,Esrrb
Inh_Six6_Vipr2_8,Nxph1
Ex_Lmx1a_Pirt,Htr1d
Inh_Pax2_Nkx6-1_Bmp4,Etv1
Inh_Sp8_Spp1_4,Igf1
Ex_Fezf2_Rgs16,Etv1
Ex_Tfap2d_Emid1_1,Syt17
Inh_Frmd7_Esr2_3,Prss23
Ex_Pou4f1_Plscr5_3,Ndst3
NG_Draxin_10,Top2a
Inh_Pax5_Pgr15l_1,Cdh23
Inh_Six3_Cd40,Six3
DopEx_Calb1_Trpv1,Slc6a3
Inh_Lmo2_Chrna2_1,Ptchd4
Inh_Lhx1_Egln3,Adam12
Inh_Pax2_Glipr2,Adamtsl5
Ex_Pax6_Slc5a7_2,Zic2
Inh_Foxd3_Bnc2_1,Onecut1
Inh_Pax2_A730046J19Rik_1,Erfl
Ex_Lmx1b_Wif1,Rprml
Inh_Pax2_Fst_1,Cyp26b1
Ex_Lhx4_Plcz1,Agbl1
Inh_Exd1_Arhgap9_2,Sall3
Ex_Slc12a7_Odad1_1,Tenm3
Inh_Hoxa5_Bfsp2_2,Pax2
Inh_Pax6_Pou6f2_Pdgfd_5,Pim1
Inh_Gata3_Nkx2-2_1,Gchfr
Ex_Pou4f3_Defb1_1,Dlk1
Ex_Irx2_Nppc_3,Calb1
Ex_Ebf2_Prokr1_3,Fstl4
Inh_Pax2_Chrdl2_3,Calca
Inh_Fbxl7_Stpg2_3,Tfap2a
Inh_Pax2_Dnase1l3,Prrxl1
Ex_Onecut3_Tnfaip8l3,Skor2
Ex_Foxb1_Ctxn3_1,Kcnh1
Inh_Fbxl7_Cyp26b1_1,Ppfibp2
Inh_Lhx8_Arhgef38_4,Cacna2d3
Inh_Otx2_Prdm16_2,Ano1
Inh_Lhx6_Sst_Crh_Nnmt_2,Cd200r2
Ex_Vsx2_Pgm5_1,Adam34
Ex_Fezf2_Kl_1,Hpse2
Inh_Hmx2_Gldn_1,Chrna3
Chol_Isl2_Il22ra1_1,Shisa9
Inh_Lhx6_Gpr174_2,Nkx2-1
Inh_Nkx2-2_Npy_1,Npy
Ex_Lhx9_Slc26a7_1,Cd36
Inh_Pax2_Slitrk6,Ano1
Inh_Pax7_Vmn1r207_4,Gulo
Ependymal_Tmem212_1700012P22Rik,Cd36
Inh_Gata3_Nts,Pnoc
Ex_Fbxl7_Kcnj5,Sst
Inh_Pax2_Crh_2,Pdgfd
Inh_Pax2_Erfl_14,Onecut3
Inh_Lhx8_Pde11a_8,Lhx8
Inh_Otx2_Pcp2,Tnni3
Ex_Fibcd1_Psrc1_3,Cd36
Ex_Nkx6-1_Shisal2b,C1ql1
Inh_Gata3_Pou6f2_Olfr48_1,Sema3c
Ex_Tfap2d_Atp6ap1l_4,Tmem132b
Inh_Lhx6_Cox6a2_Rxfp3,Shisa8
Ex_Neurod6_Dnah11_6,Drd2
Ex_Lmx1b_Dynap_6,Dynap
Inh_Otx1_Pmfbp1_2,Tgfbr2
Ex_Ebf2_Upp1_3,Agtr1a
Ex_Lmx1b_Olfr78,Gmnc
Ex_Pou4f2_Sult3a1,Rpl39
Inh_Otx2_Bmp4_1,A2m
Inh_Pax2_Npr3,Coch
Ex_Lmx1a_Abca8a_1,Ttc6
Ex_Dmbx1_Plet1_2,Angpt1
Inh_Pax5_Slc12a7_1,Hhip
Inh_Otx2_Gm45194,Adamts12
Ex_Sall1_Fgf7_2,Ptprk
Inh_Pax2_Bmp4,Slc7a15
Ex_Lhx9_Igfbpl1_1,Pax5
Inh_Sox14_Scgn,Sox14
Ex_Slc12a7_Odad1_2,Olfr25
Ex_Slc30a3_Lrmp_Il1rl2,St6galnac5
Ex_Trabd2b_Slc30a3_Mybpc1,Rorb
Inh_Pax5_Erfl_4,Erfl
Ex_Vsx2_Pgm5_8,Pgm5
Ex_Hoxc6_Ednrb,Hhip
Inh_Dmrt3_Prdm6_2,Dmrt3
Ex_Vsx2_Nkx6-3_3,Vsx2
Inh_Pax7_Ikzf1,Pax7
Fibro_Eya2_Syt9_2,Sim1
Inh_Hoxb5_Qrfpr_2,Gda
Ex_Dmrta2_Lsp1,Fgfr4
Ex_Fezf2_9130008F23Rik,Pdlim1
Ex_Lmx1a_Npffr2_3,Cftr
Ex_Hoxc6_Grp,Sntg2
Inh_Lhx6_Nkx2-4_3,Maob
Inh_Lhx6_Tnfsf8,Slc5a7
Ex_Dmrta2_Agtr1b_2,Sult1a1
Ex_Vsx2_Sox1,Npy
Inh_Lhx6_Npy_4,Sox6
Inh_Onecut3_Gpr174,Tacr3
Ex_Rorb_Fibcd1_Syt6_Lrmp,Arhgap25
Inh_Foxd3_Pappa2_3,Mdfic2
Inh_Frm7_Otop1_2,Dgkb
Ex_Lmx1b_Deup1_2,Dsc3
Ex_Rorb_Acp7,Fstl5
Inh_Pax8_Tac2,Tac2
Inh_Tfap2a_Aldh1a3,Afap1l2
Inh_Lhx8_Th_1,Sfmbt2
Inh_Ebf2_Stc1_3,Itga8
Inh_Lhx8_Ccdc68_3,Ccdc68
Inh_Lhx6_Iqca_2,Osbpl3
Ex_Sall1_Olfr658,Prkd1
Ex_Pax2_Vcan,Vcan
Inh_Pax5_Tmem176b_3,Fgf17
Ex_Lmx1a_Itih5_1,Irx5
Fibro_Eya2_Lypd2_1,Lypd2
Ex_Sim1_A730009L09Rik,Man1a
Inh_Sncg_Calcb_7,Nr1h4
Inh_Lhx6_Sst_Ctsc_8,Cort
Ex_Tfap2d_Pirt_3,Defb1
Inh_Foxp2_Mab21l3,Tal1
Inh_Pax6_Pou6f2_Pdgfd_3,Isl1
