Zeng_cl,gene
2155,Vgll2
1912,Hcrt
1912,Avpr1a
1943,Isl1
1946,C1ql3
1946,Vgll2
2087,Isl1
2089,Fezf1
2089,Esr2
2089,Cbln2
2099,Fezf1
2099,Dscaml1
2099,Drd2
2100,Isl1
2100,Vxn
1942,Gm45194
1942,Fezf1
1942,Hs3st2
2090,Fezf1
2090,Sox14
2090,Vxn
2090,Pth2r
2091,Fezf1
2091,Scube2
2091,Lancl3
2092,Esr1
2092,Fezf1
2092,Sox14
2092,Mc4r
2088,Esr2
2088,Nkx2-4
2093,Nkx2-4
2094,Satb2
2094,Dnah12
2094,Bmp3
1967,Asb4
1967,Nkx2-1
2071,Slc17a8
2071,Tacr1
2072,Fign
2072,Kdr
2086,Calcr
2086,Nxph1
2080,Nkx2-2
2098,Npy2r
2098,Prdm12
2075,Megf11
2075,Dnah12
2075,Arhgap36
2079,Cobll1
2081,Trhr
2084,Npffr1
2084,Tll2
2078,Fosb
2082,Kcnh8
2082,Sox14
2082,Fezf1
2082,Adamts2
2083,Satb2
2083,Nmu
2073,Slc17a8
2073,Grik3
2077,Fezf1
2077,Igf1
2074,Slc5a7
2119,A730046J19Rik
2119,Kcna1
2134,Myzap
2153,Gpr101
2153,Pmch
2152,Cartpt
2162,Slc17a6
2162,Zic1
2114,Slc5a7
2114,Calcr
2114,Sim1
2476,Ghrh
2476,Galnt15
2497,Saa1
2499,Ptgfr
2496,Sim2
2490,Thbs1
2491,Sim2
2493,Sim2
2504,Sim2
2494,Agtr1a
2494,Ghrh
2502,Slc6a13
2500,Cxcl14
2500,Sim2
2501,Sim2
2501,Pappa2
2498,Cnga3
2498,Krt17
2498,Trh
2507,Fezf1
2507,Bnc2
2508,Npffr1
2508,Fezf1
2508,Arhgap29
2518,Ebf2
2518,Sim2
2520,Fezf1
2520,Bmp3
2520,Dlk1
2526,Fezf1
2526,Tmem26
2526,Calca
2509,Otp
2509,Ptgfr
2512,Fezf1
2512,Otp
2512,Npsr1
2513,Six3
2513,Qrfpr
2513,Trh
2513,Igfbpl1
2514,Il16
2530,Bhlhe22
2530,Trh
2530,Syt6
2515,Otp
2515,Npsr1
2522,Fezf1
2522,Frem3
2517,Nms
2517,Drd3
2517,Pgr15l
2521,Cckar
2521,Sulf1
2521,Dlk1
2525,Nms
2495,Fezf1
2495,Tll1
2495,Otp
2495,Sema3d
2510,Cckar
2510,Fezf1
2510,Nrn1l
2510,Myo3b
2511,Otp
2511,Qrfprl
2519,Fezf1
2519,Igfbpl1
2524,Kcnh8
2528,Fezf1
2528,Zic1
2523,Slc17a7
2523,Sim2
2527,Mob3b
2527,Sim2
2531,Fezf1
2531,Trh
2468,Radx
2468,Dlk1
2469,Ebf3
2469,Sim1
2469,Tll2
2469,Gbx1
2470,Npsr1
2470,Qrfprl
2471,Crh
2471,Nr4a2
2474,Aox3
2474,P2ry1
2529,Brs3
2529,Cartpt
2529,Trh
2116,Brs3
2116,Arhgap28
2117,Grpr
2117,Arhgap28
2118,Tcf24
2118,Chst9
2472,C1ql2
2472,Abcc9
2473,Npas1
2473,Ghrh
2426,Fbln1
2426,Ppp1r17
2426,Trh
2459,Fign
2459,Rufy4
2459,Crh
2459,Dlk1
2460,Rufy4
2460,Crh
2460,Gabrq
2461,Rufy4
2461,Neurod2
2461,Dlk1
2465,Oxt
2466,Avp
2467,Oxt
2467,Pdzph1
2462,Ccdc192
2463,Otp
2464,Syt10
2464,Hhip
2516,Ucn3
2516,Slitrk6
2475,Mc4r
2475,Ucn3
2139,Bsx
2139,Tacr3
2139,Hmcn1
2140,Pik3c2g
2140,Bsx
2141,Adcyap1
2141,Slc17a6
2141,Bsx
2141,Gpr101
2142,Bsx
2142,Ptgfr
2143,Sncg
2143,Bsx
2143,Nr2f2
2143,Gda
2427,C1ql3
2427,Bsx
2427,Mctp2
2454,Gpr50
2454,Bsx
2454,Otp
24617,Sim1
24617,Abtb2
24617,Otp
2437,Bsx
2437,Uncx
2437,Nkx2-4
2437,Htr1b
2442,Npas1
2442,Gpr101
2442,Bsx
2442,Adamts19
2446,Bsx
2446,Smoc2
2446,Tacr3
2436,Tnnt2
2436,Bsx
2436,Vmn1r206
2443,Npas1
2443,Bsx
2443,Cgnl1
2444,Npas1
2444,Tll2
2444,Bsx
2432,Npas1
2432,Bsx
2432,Penk
2432,Tac2
2435,Bsx
2435,Trh
2438,Npr3
2438,Bsx
2445,Lypd6b
2445,Fign
2445,Ebf3
2445,Bsx
2445,Npas1
2449,Tnnt2
2449,Kank1
2449,Bsx
2449,Calcr
2429,Gm21798
2429,Bsx
2429,Trh
2429,Pdyn
2430,Zeb2
2430,Bsx
2430,Popdc3
2430,Adamts19
2431,Spag17
2431,Bsx
2431,Ntng1
2433,Grpr
2433,Otp
2434,Spag17
2434,Bsx
2434,Prlr
2440,Grpr
2440,Calcr
2440,Spag17
2440,Galr1
2448,Sim2
2448,Col27a1
2450,Brs3
2450,Tnnt2
2450,Gal
2450,Bsx
2451,Pde5a
2451,Htr1d
2451,Bsx
2452,Brs3
2452,Sim2
2458,Ccbe1
2458,Bsx
2458,Kcns3
2456,Npw
2457,Trpa1
2457,Otp
2328,Grp
2328,Otp
2328,Dlk1
2327,Sim1
2327,Chodl
2447,Sim1
2447,Grp
2447,Hmcn1
2329,Slc18a3
2329,Galr1
2329,Nkx2-4
2329,Otp
2330,Mymk
2330,Otp
2428,Col13a1
2428,Trh
2428,Calca
2439,Grpr
2439,Col13a1
2439,Pvalb
2441,Col13a1
2441,St18
2441,Pvalb
2455,Ucma
2455,Bsx
2455,Cdh12
2219,C1ql2
2219,Pth2r
2219,Foxa1
2220,Col14a1
2220,Itih5
2220,Lmx1a
2220,Clic5
2229,Rxfp1
2229,Ngfr
2231,Foxa1
2231,Arhgef26
2231,Bnc2
2232,Ngfr
2232,Avpr1a
2233,Barhl1
2233,Col14a1
2233,Rxfp1
2233,Bnc2
2234,Kcnj5
2234,Tnfrsf8
2216,Chodl
2216,Barhl2
2216,Grik3
2227,Steap3
2227,Chrdl1
2228,Npy2r
2228,Foxp2
2228,Ptk2b
2236,Maf
2236,Slc22a3
2237,Sox6
2238,Scube2
2238,Rspo3
2217,Hs3st2
2217,Chrdl1
2217,Prokr2
2217,Ttc6
2217,Tacr3
2218,Defb1
2218,Foxa1
2221,Shisa3
2221,Pitx2
2222,Pitx2
2222,Wnt7b
2223,Pitx2
2223,Onecut3
2235,Tnfrsf11b
2235,Dsg1a
2239,Abca9
2239,Esm1
2239,Irs4
2239,Lmx1a
2240,Esm1
2240,Mtnr1a
2240,Slc35d3
2241,Gm45194
2241,Crhr2
2241,Lmx1a
2241,Esm1
2242,Pitx2
2242,Crh
2242,Prokr2
2243,Il1rapl2
2243,Cdh6
2243,Irx6
2243,Col14a1
2224,Pitx2
2224,Rgs16
2224,Crh
2225,Arhgap28
2225,Nts
2225,Man1a
2226,Ccn3
2226,Hcrtr2
2230,Lypd6b
2230,Pitx2
2230,Cdh23
2230,Prkd1
2230,Drd2
2197,Pitx2
2197,Fgf10
2197,Npsr1
2197,Avpr1a
2245,Lef1
2244,Pirt
2244,Pitx2
2244,Crhbp
2187,1700028P14Rik
2187,Cd36
2187,Barhl2
2188,Ube2u
2189,Ccn3
2189,Cd36
2189,Gucy2c
2193,Barhl1
2193,Ube2u
2193,Irs4
2193,C1ql1
2195,Irx6
2195,Cntnap3
2195,Dnah12
2195,Npsr1
2184,Ngfr
2184,Irx6
2185,Ngfr
2185,Irx6
2185,Ctxn3
2186,Bdkrb2
2186,Rrad
2196,Shisal2b
2196,Lrat
2183,Tll1
2183,Foxa1
2183,Tagln2
2183,Cd36
2190,Abcc9
2191,Sema3e
2191,Slc6a3
2191,Irx6
2192,Gucy2c
2192,Cytip
2194,Reln
2194,Cd36
2194,Gucy2c
2331,Nppa
2331,Nkx2-4
2331,Ndnf
2346,Nkx2-4
2346,Ndnf
2333,Krt26
2333,Cngb3
2335,Nppa
2335,Ebf2
2335,Pax7
2363,Crb1
2363,Col24a1
2363,Nkx2-4
2366,Nkx2-4
2366,Pax7
2358,Adamts5
2358,Hmcn2
2358,Pax7
2203,Ramp3
2203,Fgf10
2203,Lmx1a
2204,Grp
2204,Irx6
2204,Nmb
2207,Qrfpr
2207,Fgf10
2208,Foxa1
2208,Pitx2
2208,Qrfpr
2208,Fgf10
2200,Pitx2
2200,Dmrta2
2200,Irx5
2209,Pitx2
2209,Onecut3
2212,Col6a6
2198,Irx3
2198,Pmfbp1
2210,Ednra
2210,Gucy2c
2210,Gna14
2214,Nxph4
2214,Grp
2202,Pitx2
2202,Adam34
2205,Chodl
2205,Pitx2
2205,Mc4r
2215,Barhl1
2215,Arhgef38
2215,Irx6
2199,Drd2
2206,Irx6
2206,Dmrta2
2201,Ube2u
2201,Gucy2c
2211,Tacr1
2211,Fras1
2135,Foxb1
2135,Cyyr1
2135,Cfap77
2136,Foxb1
2136,Pitx2
2136,Kl
2138,Foxb1
2138,Barhl2
2138,Robo3
2168,Nkx2-4
2168,Pax7
2168,Nr4a2
2169,Foxb1
2169,Pax7
2144,Nkx6-1
24615,Sim1
24615,Foxb1
24615,Dlk1
2124,Moxd1
2124,Foxb1
2124,Bmpr1b
2126,Arhgef26
2166,Foxb1
2166,Rspo2
2166,Scn5a
2167,Col5a2
2120,Foxb1
2120,Irs4
2121,Foxb1
2121,Npsr1
2122,Foxb1
2122,Nostrin
2125,Qrfprl
2125,Actn2
2125,Foxb1
2125,Trpc7
2125,Baiap3
2131,Hmcn2
2131,Foxb1
2131,Bche
2128,Foxb1
2129,Sim1
2129,Foxb1
2129,Glis3
2127,C1ql2
2127,Foxb1
2127,Mamdc2
2133,C1ql2
2133,Foxb1
2133,Itga8
2826,E2f7
2123,Pitx2
2123,Samsn1
2132,Ebf3
2132,Foxb1
2132,Cdkn1c
2316,Foxb1
2316,Tac2
2316,Pdyn
2317,Foxb1
2317,Rspo2
2318,Cd44
2318,Foxb1
2318,Slc17a6
2318,Fezf2
2319,Kcnh8
2319,Cpa6
2325,Arhgap28
2325,Foxb1
2325,H2-Q2
2325,Emx2
2321,Pde11a
2321,Gal
2321,Dkk2
2322,Foxb1
2322,Ctxn3
2322,Pla2g5
2323,Krt73
2323,Chrdl1
2320,Epha6
2320,Foxb1
2320,Mctp2
2320,Fezf2
2324,Mettl11b
2324,Snx31
2326,Klhl14
2326,Foxb1
2326,Stc2
2314,A730009L09Rik
2315,Col6a3
2315,Npsr1
2130,Etv1
2130,Chrdl1
2334,Slc5a7
2334,H2-Q2
2334,Pitx2
2334,Chodl
2339,Csf2rb2
2339,Nox4
2340,Barhl1
2340,Csf2rb2
2347,Barhl1
2347,Lyzl4
2347,Dmrta2
2337,Csf2rb2
2337,Nkx2-4
2337,Chrnb3
2341,Col6a6
2341,A730046J19Rik
2365,Hs3st2
2365,Nkx2-4
2365,Lmx1a
2541,Pax7
2381,Chrna6
2360,Myh7
2360,Pitx2
2360,Neurod2
2360,Ndnf
2361,Pi15
2361,Pitx2
2361,St18
2361,Rbm20
2373,Irx6
2376,Slc17a8
2376,Npffr2
2376,Irx6
2379,Dmrta2
2380,Dmrta2
2368,Barhl1
2368,Chat
2377,Tll2
2338,Sox6
2338,Prph
2359,Csf2rb2
2359,Slc32a1
2359,Tafa4
2369,Npbwr1
2370,Adgrg2
2370,Irx6
2375,Col6a6
2375,Barhl2
2367,Slc26a7
2367,Irx6
2367,Tacr3
2378,Slc26a7
2378,Crhr2
2378,Irx6
2371,Gm45194
2371,Irx6
2372,Pitx2
2820,Lepr
2820,Foxb1
2828,Chodl
2828,Foxb1
2828,Postn
2829,Chrm3
2829,Angptl1
2829,Foxb1
2829,Galr1
2830,Angptl1
2830,Foxb1
2830,Plch1
2830,Arpp21
2821,Moxd1
2827,Eya4
2827,Foxb1
2827,Postn
2822,Foxb1
2822,Gm19410
2822,Angpt1
2823,Foxb1
2823,Scn4b
2825,Foxb1
2825,Ddc
2833,Foxb1
2833,Lhfpl1
2833,Nos1
2833,Npy
2834,Prrxl1
2834,Foxb1
2834,Lhfpl1
2831,Nxph4
2831,Ttn
2831,Adamtsl1
2831,Drd3
2832,Mamdc2
2832,Foxb1
2832,Tac2
2892,Gm5741
2893,Lhfpl1
2893,Htr4
2893,Gm5741
2893,Chrna3
2894,Gm5741
2896,Ccbe1
2896,Rasgrf1
2896,Gm5741
2890,Mybpc1
2890,Gm5741
2886,Adcyap1
2886,Syt15
2886,Gpr151
2886,Rxfp2
2887,Onecut1
2887,Ddc
2887,Cytip
2888,Gm5741
2888,6430628N08Rik
2889,Gm5741
2878,Rprm
2878,Gm5741
2878,Lamc3
2879,Oprm1
2879,Syt15
2879,Gm5741
2879,Sox2
2880,Syt15
2880,Fgf10
2880,Gm5741
2880,Lamc3
2884,Syt15
2884,Gm5741
2881,Rxfp2
2881,Calb1
2881,Gpr151
2882,Syt15
2882,Wif1
2882,Dgkk
2891,Gm5741
2891,Sox2
2895,Chrnb4
2895,Gm5741
2897,Trhr
2897,Ebf3
2897,Gm5741
2910,Glra2
2910,Gpr151
2885,Gm5741
2909,Gpr151
2909,Cytip
2898,Gng8
2898,Htr1b
2898,Megf11
2911,Col2a1
2911,Gpr151
2900,Myzap
2900,Rgs16
2901,Trhr
2901,Adcyap1
2901,Col2a1
2903,Col2a1
2903,Galr1
2908,Mab21l2
2908,Prokr2
2908,Pmfbp1
2899,Pou4f1
2899,Lbhd2
2899,Slc6a3
2904,Robo3
2904,Wif1
2904,Gpr151
2905,Tafa3
2905,Syt15
2905,Pmfbp1
2907,Robo3
2907,Pmfbp1
2907,Gpr151
2906,Syt15
2906,Epsti1
2912,Sox6
2912,Ptprq
2912,Twist1
2913,Ptprq
2913,Onecut3
2913,Avil
2902,Gpr151
2902,Twist1
5020,C1ql2
5021,Gulo
5021,Abhd12b
5022,Trpm6
5022,Npsr1
5022,Htr1b
5023,Kcnh8
5023,Trpm6
5023,Col27a1
5023,Npsr1
4788,Edaradd
4788,Bcl11b
4788,Gng8
4788,Sox5
4788,Npy2r
5083,Hcrtr1
5087,Galr1
5087,Npbwr1
5087,Snx31
5086,Snx31
5090,Pcp4l1
5090,Calb2
5090,Cyyr1
5092,Vwa5b1
5085,Snx31
5079,Slc17a6
5079,Gda
5093,Calcb
5084,Ntng1
5084,Serpinb1b
5084,Gng8
5084,Gda
5084,Npsr1
5078,Stk32a
5078,Shox2
5078,Snx31
5077,Sp9
5077,Nr2f2
5077,Snx31
5089,Slc17a8
5089,Chrdl1
5089,Tmem163
5089,Shox2
5089,Snx31
5089,Cbln4
5081,Slc30a3
5082,Onecut2
5082,Prokr2
5082,Ntng1
5082,Gda
5036,Lrrtm4
5036,Alpk2
5038,Pth2r
5038,Ltbp1
5039,Cnr1
5039,Alk
5039,Adamts19
5039,Shox2
5100,Clic5
5100,Trpm6
5100,Ntng1
5100,Scn4b
5095,Tafa4
5095,Prokr2
5095,Slc38a11
5095,Col25a1
5097,Snx31
5098,St14
5098,Wif1
5091,Npy2r
5091,Plcg2
5099,Kcnj5
5099,Gbx2
5102,Smoc2
5102,Ntf3
5037,Prrxl1
5037,Tmem26
5037,Adgrg6
5101,Prokr2
5101,Trpc6
5101,Pou6f2
5101,Trpm6
5101,C1ql3
5101,Frem3
5104,Prrxl1
5104,Prokr2
5104,Frmpd3
5096,Slc17a8
5096,Col12a1
5096,Npsr1
5096,Col25a1
5103,St14
5103,Serpinb7
5066,Ppp1r3a
5066,Adgrf5
5066,Mkx
5066,Tnnt1
5066,Stum
5067,Ttn
5067,Ntng1
5076,Dab1
5076,Tnnt1
5076,Pik3c2g
5076,Scn4b
5073,Tnnt1
5073,Kcne4
5073,Pth2r
5073,Tafa4
5033,Sema3e
5033,Tnnt1
5033,Calb2
5074,Mctp2
5074,Fndc1
5074,Abhd12b
5028,Bmpr1b
5028,Kcnj5
5068,Adamts19
5068,Calb2
5068,Slc22a3
5069,Sp9
5069,Nxph1
5070,Kcnc2
5070,Crybg1
5070,Cox6a2
5070,Bace2
5075,Pik3c2g
5075,Fgf10
5075,Ephb1
5056,Hs3st4
5056,Tnc
5062,Tll1
5062,Cck
5062,Nxph1
5062,Pnoc
5063,Chrm1
5063,Prlr
5060,Grin2c
5060,Necab1
5060,Adgrf5
5060,Tnc
5071,Sema3e
5071,Zfp385c
5071,Stum
5071,Abhd12b
5072,Tnc
5072,Kcnc2
5072,Mkx
5072,Necab1
5072,Adgrg6
5035,Klhl14
5035,Tnnt1
5035,Sox3
5035,Ntng1
5029,Syt17
5029,Nts
5034,Lef1
5034,Hmcn1
5088,C1ql3
5088,Fbln1
5088,Gda
5088,Adgrg6
5030,Baiap3
5030,Nts
5030,Endou
5031,Pth2r
5031,Drd5
5031,Drd3
5032,Mctp2
5032,Endou
5032,Drd3
5032,Ntng1
5032,Adgrf5
5057,Cox6a2
5057,Syt10
5057,Sntg2
5057,Fras1
5057,Rxfp1
5045,Endou
5045,Drd3
5045,Ntng1
5045,Abhd12b
5045,Sox5
5045,Bcl11a
5045,Pth2r
5041,Kcnc2
5041,Prrxl1
5042,Klhl14
5042,Col25a1
5042,Cntnap3
5042,Trpm6
5042,Calca
5042,Sox5
5043,Qrfpr
5043,Gdnf
5043,Trpm6
5043,Ntng1
5044,Chrdl1
5050,Lamb1
5050,Snx20
5050,Ntng1
5059,Calca
5061,Ramp3
5061,Necab1
5061,Sox3
5061,Gpr88
5048,Slc17a8
5048,Col25a1
5048,Sox5
5048,Col18a1
5048,Lhx9
5049,Cnr1
5049,Calb2
5049,Lrrc10b
5049,Snx31
5065,Ppp1r3a
5065,Cwh43
5065,Ntng1
5065,Tafa4
5019,Spp1
5019,Endou
5019,Jam2
5040,Syt2
5040,Spp1
5040,Trpm6
5040,Npsr1
5051,Ppp1r3a
5058,Abhd12b
5058,Fgf10
5058,Bace2
5058,Cbln2
5046,Slc17a8
5046,Snx31
5046,Casq2
5046,Ntng1
5046,Col24a1
5047,Ntng1
5047,Abhd12b
5122,Hmcn1
5123,Lypd6
5123,Gpc3
5128,Cox6a2
5128,Adgrd1
5124,Gm45194
5124,Gbx2
5124,Hmcn1
5124,Lpl
5124,Zfp804b
5052,Qrfpr
5052,Prlr
5052,Glra3
5053,Cbln1
5053,Cntnap3
5053,Vwa5b1
5053,Prdm8
5055,Zfp536
5055,Hs3st3a1
5055,Prlr
5054,Tnnt1
5054,Prkcd
5054,Npnt
5054,Nox4
5125,Calb2
5125,Nox4
5129,Adgrd1
5129,Kcnmb2
5126,Gm45194
5126,Lpl
5126,Lama1
5126,Gbx2
5127,Nox4
5127,Gbx2
5127,Vwa5b1
5116,Slc17a8
5116,Ctxn3
5116,Cntnap3
5116,Tcf7l2
5116,Slc35d3
5025,Nts
5025,Serpinb1b
5026,Tspear
5026,Otof
5026,Calb2
5026,Endou
5027,Slc17a8
5027,Rxfp2
5141,Grp
5148,Npffr1
5148,Defb1
5148,Slc1a3
5024,Cartpt
5024,Gbx2
5024,Hmcn1
5105,Fzd5
5105,Ccdc192
5105,Calca
5117,Nxph4
5117,Clec18a
5117,Wif1
5117,Fzd5
5118,Hpse2
5118,Fxyd6
5119,Gli3
5119,Wif1
5119,Ccdc192
5119,Pdyn
5120,Ctxn3
5120,Syndig1l
5120,Wif1
5120,Cntnap3
5121,Ndst4
5106,Cpne5
5106,Wif1
5106,Nkain2
5106,Ctxn3
5106,Tnc
5111,Npy2r
5111,Aldh1a2
5111,Ccdc192
5111,Igf1
5113,Aldh1a2
5113,Ppp1r17
5113,Ecel1
5114,Foxp2
5114,Cdh9
5114,Fzd5
5107,Sycp2l
5107,Abhd12b
5108,Fbln1
5108,Sycp2l
5109,Kcnc4
5109,Sycp2l
5109,Hpse2
5115,Sycp2l
5115,Qrfprl
5110,Fzd5
5110,Epha1
5110,Nxph1
5112,Adgrd1
5112,Megf11
4701,Barhl1
4701,Col24a1
4835,Them7
4835,Vsx2
4841,Htr3a
4841,Barhl2
4842,Barhl1
4842,Megf11
2305,Barhl1
2305,C1ql3
2305,Vgll3
2305,Pax6
2306,Pappa2
2307,Barhl1
2307,Sema3e
2307,Pappa2
2307,Igfbpl1
2302,Barhl1
2302,Nts
2304,Barhl1
2304,Grp
2304,Itga4
2309,Tfap2d
2309,Onecut3
2310,Pmfbp1
2310,Shox2
2311,Srpx2
2311,Mab21l2
2301,Grp
2301,Gpr88
2301,Cfap77
2303,Barhl1
2303,Tmc1
2303,Dlk1
2303,Arhgap36
2308,Barhl1
2308,Slc5a7
2308,Grp
2308,Col24a1
4834,Barhl1
4834,Nkx2-2
4834,Dach2
2179,Barhl1
2179,Calcr
2179,Pax5
2179,Pappa2
24557,Pax5
24564,Grp
24564,Avpr1a
24564,Eomes
24613,Trpc7
24613,Eomes
24561,Mybpc1
24561,Pax5
24563,Papln
2312,Cdh1
2312,Greb1
2297,Cngb3
2297,Frem3
2297,Gabrq
24413,Prdm6
24413,Pax6
3410,Pou6f2
3410,Chat
2157,Sim1
2157,Vcan
2157,Ttc6
2158,Islr2
2158,Ndnf
2175,Pou4f1
2175,Gda
2213,Pitx2
2213,Lancl3
2213,Dmrta2
2147,C1ql4
2147,Grxcr2
2150,Grxcr2
2150,Nmu
2148,Tshr
2148,Pitx2
2148,Dgkk
2163,Robo3
2163,Pitx2
2149,Nkx6-1
2149,Atp6v1c2
2149,Gabrq
2161,Sim1
2161,Nkx6-1
2161,Trpc6
2161,C1ql1
3772,Pitx2
2154,Piezo2
2154,Sim1
2170,Sim1
2345,Csf2rb2
2345,Pitx2
2345,Scn11a
2351,Tnnt2
2351,Calca
2352,Trhr
2352,Csf2rb2
2352,Igf1
2355,Tmem72
2382,Adamts19
2382,Mab21l2
2344,Cpa6
2344,Prox1
2344,Angpt1
2349,Cfap58
2349,Dmrta2
2356,Pik3c2g
2356,Cngb3
2348,Sim1
2348,Pappa2
2350,Sim1
2350,Neurod2
2354,9130008F23Rik
2354,Hs3st3b1
2353,Col6a6
2353,Bmp6
2357,Aox3
2357,Chrnb3
2362,Pitx2
2362,Cplx3
2362,Dmrta2
4811,Scml2
4811,Qrfprl
4817,Barhl1
4817,Col23a1
4818,Cntnap3
4818,Pou4f2
4821,Lepr
4821,Mybpc1
4821,Shox2
4816,Barhl1
4816,Kitl
4816,Cntnap3
4816,Nts
4825,Cfap58
4825,Cubn
4825,Shox2
4827,Esrrb
4827,Igf1
4831,Mybpc1
4831,Shox2
4831,Agtr2
4832,Vit
4832,Otx2
4832,Itga8
4832,Ngb
4815,Barhl1
4815,Dlk1
4815,Hmcn1
4820,Dkk2
4820,St18
4820,Lhx9
4822,Sox6
4822,Mybpc1
4822,Dgkk
4823,Pirt
4823,Mybpc1
4824,Adamts19
4824,Zic1
4828,Nr1h4
4828,Mybpc1
4828,Penk
4829,Sncg
4829,Mybpc1
4829,Cplx3
4830,Adgrf5
4863,Sema3e
4863,Pou4f3
4863,Sncg
4863,Prox1
4867,Stac
4867,Pou4f3
4867,Glp1r
4868,Dlk1
4868,Pou4f3
4868,Lrrtm4
4868,Bhlhe22
4868,Itga8
4532,Onecut1
4532,Pou4f3
4859,Pou4f3
4859,Kcnj5
4859,Spink13
4869,Pou4f3
4869,St18
4869,Kcnh7
4869,En1
4849,Bhlhe23
4849,Spink13
4849,Ptgfr
4865,Pou4f3
4865,St18
4865,Galr1
4870,Pou4f3
4870,Glp1r
4871,Bhlhe23
4814,Pou4f3
4864,Pou4f3
4864,Gli3
4864,Pappa
4864,Prox1
4866,Pou4f3
4866,Tac2
4866,Bhlhe23
4700,C1ql4
4700,Bhlhe23
4706,Rxfp1
4706,C1ql4
4706,Bnc2
4706,Shox2
4962,Hpgd
4962,Otx1
4963,Ngfr
4963,Sncg
4963,Otx1
4973,Sfrp2
4973,Tmem114
4974,Kcnh8
4974,Hs3st2
4974,Otx2
4975,Nfib
4975,Evx2
4975,Tfap2d
4976,Gpr141
4976,Lepr
4976,Shisal2b
4958,C1ql2
4958,Pitx1
4958,Arhgap36
4959,Pitx1
4959,Serpinb1b
4968,Sox6
4968,Dgkk
4969,Pitx1
4970,Ebf3
4970,Pitx1
4970,Tfap2d
4978,Pmfbp1
4978,Pitx1
4979,Pitx1
4956,Evx2
4956,Col5a2
4956,Mia
4956,Galr1
4960,Evx2
4960,Pvalb
4960,Lhx9
4960,Galr1
4961,Evx2
4961,Calcr
4961,Galr1
4967,Evx2
4967,Prokr2
4967,Neurod2
4967,Drd2
24408,Zar1
24408,Prkcq
4982,Gpr141
4982,Nts
4982,Qrfprl
4965,Ebf2
4965,Egflam
4972,Otx2
4972,Prokr2
4972,Npy1r
4984,Cngb3
4984,Bnc2
4984,Col12a1
4971,Cnga3
4971,Drd2
4957,Nr5a2
4957,Sorcs3
4977,Npas1
4977,Nr5a2
4977,Pax5
4985,Tac1
4985,Art4
4723,C1ql2
4723,Edaradd
4723,Sema3d
4724,C1ql2
4724,Tacr3
4724,Edaradd
4725,Tnfrsf11b
4725,Neurod2
4725,Bhlhe23
4722,C1ql2
4722,Bhlhe23
4722,Prlr
4740,Pirt
4740,Lama1
4740,Tfap2d
4740,Glp1r
4726,Cpne4
4726,Sema3d
4726,Tenm2
4726,C1ql2
4726,Esrrb
4734,Pirt
4734,Tmem26
4734,Defb1
4734,Bhlhe23
4715,Bcl11a
4715,C1ql4
4716,Prph
4716,Hcrtr2
4716,Ccdc192
4716,Tafa4
4720,Ebf1
4720,C1ql4
4720,Ctxn3
4720,Nwd2
4721,Svep1
4721,Ccdc192
4721,Tfap2d
4721,Tenm2
4717,Ccbe1
4717,Prph
4717,Ccdc192
4718,Sst
4718,C1ql4
4718,Ctxn3
4719,Ccn3
4719,Cck
4719,Smoc2
4719,C1ql4
5411,C1ql4
5411,Mab21l2
5411,Adgrd1
5411,Tfap2d
5409,Bhlhe23
5409,Prlr
5409,Nr4a2
4746,Satb2
4747,Krt73
4747,Csta2
4747,Eya2
4741,Krt73
4741,Ebf2
4741,Dcc
4741,Krt2
4741,Col18a1
4744,Eya2
4751,Pou4f1
4751,Chst9
4751,C1ql4
4751,Egflam
4750,Calcr
4750,C1ql4
4750,Cxcl14
4750,Steap3
4752,C1ql4
4752,Frem3
4752,Shox2
4753,C1ql2
4753,Emid1
4753,Gpr88
4753,Dlk1
4757,Krt73
4757,Arhgap36
4757,Kcng1
4758,Krt73
4758,Cxcl14
4759,C1ql2
4759,Krt73
4743,Zfp804b
4743,Irx2
4760,Shox2
4833,Neurod2
4833,Bves
4833,Cdh12
4754,Krt73
4755,Krt73
4755,Serpina3g
4755,Krt2
4756,Tafa3
4756,Cartpt
4756,C1ql2
4695,Grp
4695,Dkk2
4695,C1ql4
4742,C1ql4
4742,Cnpy1
4742,Pou4f2
4745,Trhr
4745,Krt73
4745,Lhx9
4745,Eya2
4748,Kitl
4748,C1ql4
4748,Shox2
4748,Ano1
4749,Kcnh8
4749,C1ql4
4749,Pou4f2
4749,Adamts19
4696,C1ql4
4696,Pou4f2
4707,C1ql2
4707,Serpina3g
4697,C1ql2
4697,Serpina3g
4697,Sntb1
4697,Shox2
4712,Gng8
4712,Gal
4712,H2-Q2
24680,C1ql2
24680,Serpina3g
24680,Nptx2
4693,Th
4693,Olfr48
4698,Dsg2
4698,Col8a1
4698,Art4
4710,C1ql4
4710,Atp8b1
4710,Shox2
24566,C1ql4
24573,C1ql4
24573,Scube2
24573,Tcf7l2
24573,Serpinb1b
24574,Galr1
24574,Hsd17b2
24574,Shox2
4513,Ptprq
4513,C1ql4
4513,Calca
24575,Scube2
24575,Greb1
24576,Adamtsl1
24576,Bnc2
24576,Tfap2d
24576,Tpm2
15026,Npffr1
15026,Irx3
15026,Ebf2
15026,C1ql4
24578,C1ql4
24578,Ebf2
24578,Tfap2d
24578,Calca
4711,Smoc2
4711,Cubn
