gene_id,mean_exp_single_cell,mean_exp_single_nuc
ENSMUSG00000079550,0.5664483954784127,0.2505085100139789
ENSMUSG00000026024,2.3568658940616256,2.6292878453237143
ENSMUSG00000026023,0.10169962791775003,0.09574025306390765
ENSMUSG00000041075,0.14451862469260254,0.05538481171243206
ENSMUSG00000047361,0.36070357162214434,0.3246815243357777
ENSMUSG00000026021,7.223105508853245,6.137355932942073
ENSMUSG00000026020,3.945734473780682,3.2061090871876994
ENSMUSG00000067336,6.815358800744702,5.611967463557059
ENSMUSG00000041040,5.467428395177849,4.341102215496477
ENSMUSG00000026018,4.190757009997593,3.3402365792754014
ENSMUSG00000026019,3.607791463399801,3.099473467668981
ENSMUSG00000026017,2.79381831769526,2.586465866082197
ENSMUSG00000073664,5.638066444611125,5.757943946312825
ENSMUSG00000049439,1.2459200470972416,1.1550959907001606
ENSMUSG00000026782,6.777078072854742,5.806977694563859
ENSMUSG00000026014,6.015982105801055,5.589081907150224
ENSMUSG00000026012,0.013851820381507349,0.00788319653631129
ENSMUSG00000026011,0.054236939680263184,0.03504029379031209
ENSMUSG00000026009,0.007277795107288167,0.00356967914259425
ENSMUSG00000052062,2.1471609992359415,2.3538940305187834
ENSMUSG00000025969,4.694405295240254,3.5418837111074395
ENSMUSG00000040865,4.370196445826687,4.365982926600312
ENSMUSG00000025968,4.389975291064145,4.847489271742192
ENSMUSG00000025967,7.1336847765989875,4.373639972667726
ENSMUSG00000046856,0.36911511892075183,0.2777276167284213
ENSMUSG00000027520,5.324062757148624,3.8428534060072503
ENSMUSG00000025964,6.399327555742958,6.886298812875468
ENSMUSG00000115378,0.020111318755757883,0.020098725603205643
ENSMUSG00000069085,0.05119612242876097,0.05318063512430389
ENSMUSG00000025963,0.1373062586988783,0.15450778130379567
ENSMUSG00000025962,1.2451337742451327,1.5730414627899272
ENSMUSG00000025961,0.09567381643372919,0.3225443425929159
ENSMUSG00000025959,5.829314679920634,4.146288584797043
ENSMUSG00000025958,4.477889363882343,3.717109462860439
ENSMUSG00000025956,1.059173975200416,0.9364375730224935
ENSMUSG00000070871,1.4948305000727997,1.1498813203721845
ENSMUSG00000045005,0.15112851757176968,0.019832187674640532
ENSMUSG00000051344,4.8468649142767655,4.209831023054323
ENSMUSG00000025955,0.011980680636261863,0.009218282052991444
ENSMUSG00000070870,6.376193187810099e-4,5.607743803447935e-4
ENSMUSG00000067299,3.891633011594125e-4,3.403106513556085e-4
ENSMUSG00000025952,8.504633079782916e-4,0.0023962551021427707
ENSMUSG00000073658,4.3986025754657557e-4,0.0011033765864252448
ENSMUSG00000044429,0.05309293377863586,0.016111655921357902
ENSMUSG00000044816,0.9694185231197673,0.6437897569149039
ENSMUSG00000025950,2.176384192793802,1.2077739485005794
ENSMUSG00000025949,3.700615649004477,3.0746624749460496
ENSMUSG00000025946,0.3138665327663791,0.22301788309140427
ENSMUSG00000025945,5.1813427460532364e-5,1.4334990985037e-4
ENSMUSG00000015222,8.982746964662809,9.138145184920754
ENSMUSG00000055567,8.38198577311139,7.852226002778704
ENSMUSG00000026005,2.2377902421713407,1.8680741911119796
ENSMUSG00000026004,3.4585669972405233,5.61600379769122
ENSMUSG00000026003,0.3892700960227415,0.7829152485412678
ENSMUSG00000061816,0.09054200529622612,0.08811923719765768
ENSMUSG00000026000,4.350362949259885,3.94159280915276
ENSMUSG00000025991,0.030739842832165028,0.012562765037660245
ENSMUSG00000062209,5.879654058051324,5.785971091196185
ENSMUSG00000025997,2.0285851914182547,1.7524052973503954
ENSMUSG00000053153,0.4542687076684938,0.4209918238785359
ENSMUSG00000045648,3.534475023837556,3.7895136976231782
ENSMUSG00000026196,0.25542328770022915,0.24573474269778464
ENSMUSG00000050296,0.037810977458556445,0.059998560860106694
ENSMUSG00000026192,1.7399495082770913,1.300211086787837
ENSMUSG00000026193,0.15398030056277093,0.1310627096581062
ENSMUSG00000039395,1.0247625322565155,1.2952527388215973
ENSMUSG00000026189,0.616587398349069,0.9137012532878496
ENSMUSG00000026188,2.7490564781673745,3.175351916425855
ENSMUSG00000026187,2.626313177166723,2.4835155045250215
ENSMUSG00000039372,3.548557529758016,3.1596965911371564
ENSMUSG00000039354,1.928431471964937,1.6514602738001827
ENSMUSG00000039342,0.11126374838468235,0.038584889408343856
ENSMUSG00000046330,9.46667018757706,4.33089691064124
