Study_ID|Celltype_1,Study_ID|Celltype_2,cell_count_celltype_1,cell_count_celltype_2
Zeng|4614,Macosko|Ex_Ebf2_Atp8b1,472,331
Zeng|4099,Macosko|Inh_Pax2_Morc1,160,202
Zeng|740,Macosko|Inh_Lhx6_Cyp26a1,54,83
Macosko|Ex_Ccn3_Fezf2_Dcn_1,Zeng|439,170,466
Zeng|2457,Macosko|Ex_Nkx2-4_Calcr_7,43,22
Zeng|4124,Macosko|Inh_Fbxl7_Stpg2_1,99,401
Zeng|2409,Macosko|DopEx_Calb1_Mc3r,71,19
Macosko|Ex_Lhx9_Adgrg2_2,Zeng|4788,63,297
Zeng|3149,Macosko|Inh_Foxa2_Ano1,38,155
Macosko|Inh_Fbxl7_Npy2r,Zeng|34236,121,45
Zeng|4587,Macosko|Ex_Tfap2d_Atp6ap1l_6,123,599
Zeng|640,Macosko|Inh_Vip_Sncg_Yjefn3,587,303
Zeng|2849,Macosko|SerEx_Fev_9130008F23Rik,66,237
Zeng|4044,Macosko|Ex_Fbxl7_Defa24,93,43
Zeng|757,Macosko|Inh_Lhx6_Lama4,220,58
Zeng|2455,Macosko|Ex_Nkx2-4_Calcr_10,319,145
Zeng|3086,Macosko|Ex_Nkx6-1_Vsx2_2,72,65
Macosko|Inh_Pax2_Cdh3_3,Zeng|4449,317,72
Zeng|427,Macosko|Ex_Crym_Plagl1_2,145,2921
Zeng|2608,Macosko|Ex_Lhx9_Calcr,90,40
Zeng|2716,Macosko|Ex_Skor1_Emx2_2,190,17
Zeng|1222,Macosko|Inh_Lhx6_Kcnmb1_1,59,512
Zeng|4445,Macosko|Inh_Pax2_Tnfaip8l3_2,64,46
Zeng|4731,Macosko|Ex_Tfap2d_Sema3d_4,185,41
Macosko|Inh_Sncg_Calcb_7,Zeng|674,19,94
Zeng|549,Macosko|Inh_Lhx6_Arhgap28_1,218,165
Zeng|2964,Macosko|Inh_Ebf2_Chrna5_2,155,70
Zeng|861,Macosko|Inh_Clic4_Ano3_1,54,5089
Zeng|1306,Macosko|Inh_Frmd7_Tpbg,919,5032
Macosko|Ex_Ccn3_Fezf2_Ptprc_3,Zeng|473,75,503
Macosko|Ex_Hmx3_Gda,Zeng|4038,27,79
Zeng|499,Macosko|Inh_Lhx6_Sst_Myh13,3523,1927
Macosko|Ex_Phox2b_Olig3_2,Zeng|4314,26,142
Zeng|4306,Macosko|Ex_Phox2b_Plscr4,82,58
Zeng|2441,Macosko|Ex_Nkx2-4_Calcr_9,328,145
Zeng|263,Macosko|Ex_Slc30a3_Syndig1l,2043,7244
Zeng|3380,Macosko|Inh_Pax8_Sp9_3,135,233
Macosko|Ex_Sim1_Th_1,Zeng|24658,48,29
Macosko|Inh_Pax7_Egflam_2,Zeng|3544,318,66
Zeng|4857,Macosko|Ex_Lhx9_Kif19a_3,42,111
Zeng|959,Macosko|Inh_Sp8_Mc4r,389,334
Zeng|4686,Macosko|Ex_Pou4f1_Trim21,161,74
Zeng|880,Macosko|Inh_Ecel1_Pon3,194,29
Zeng|3708,Macosko|Inh_Bhlhe22_Chrna2,23,155
Zeng|2508,Macosko|Ex_Fezf1_Bnc2_3,122,347
Macosko|Inh_Gata3_Frk_1,Zeng|8789,206,22
Zeng|877,Macosko|Inh_Ecel1_Asb4_1,627,53
Zeng|3691,Macosko|Ex_Lhx9_Slc6a2_1,56,154
Zeng|419,Macosko|Ex_Crym_Cldn22,119,12243
Zeng|2862,Macosko|Ex_Lmx1b_Hmx2_3,36,78
Zeng|3272,Macosko|Inh_Nkx2-2_Gata2_6,64,28
Zeng|3995,Macosko|Inh_Fbxl7_9130008F23Rik,57,76
Zeng|2959,Macosko|Inh_Irx5_Erfl_1,73,233
Zeng|4419,Macosko|Inh_Pax2_Agtr1b_1,77,173
Zeng|4976,Macosko|Ex_Evx2_Ngfr,33,24
Zeng|3852,Macosko|Inh_Pax7_Vmn1r207_6,26,180
Macosko|Inh_Dmbx1_Mab21l3_2,Zeng|3737,51,45
Zeng|2709,Macosko|Ex_Skor1_Samd3_2,111,22
Zeng|831,Macosko|Inh_Lhx6_Gpr174_2,133,850
Zeng|2226,Macosko|Ex_Pitx2_Odad2_1,320,1557
Zeng|3764,Macosko|Ex_Evx2_Gulo,41,97
Macosko|Fibro_Eya2_Slc47a1_5,Zeng|5256,489,613
Zeng|3350,Macosko|Inh_Pax5_Pdpn,116,79
Zeng|329,Macosko|Ex_Crym_Chrna5,4105,22428
Zeng|35,Macosko|Ex_Nxph4_Lman1l_Chrm2,1236,36
Zeng|20,Macosko|Ex_Ccn2_Nmbr_1,529,937
Zeng|3590,Macosko|Inh_Otx2_Scgn,113,833
Zeng|4046,Macosko|Ex_Foxd3_Olig3_2,95,50
Macosko|Chol_Irx4_Matn1_4,Zeng|2662,103,107
Macosko|Inh_Pax2_Smpdl3b_1,Zeng|4467,3613,146
Macosko|Ex_Tfap2b_Sult3a2_4,Zeng|4948,23,258
Zeng|4951,Macosko|Ex_Tfap2b_Plce1_1,851,263
Macosko|Ex_Sim1_Th_2,Zeng|24658,92,29
Zeng|3929,Macosko|Ex_Phox2b_Avpr1a,45,72
Zeng|775,Macosko|Inh_Lhx6_Sfrp1_4,73,99
Zeng|4975,Macosko|Ex_Evx2_Adamts19,180,22
Macosko|Inh_Fbxl7_Col6a1_1,Zeng|4122,42,200
Macosko|Inh_Sox6_Chrna5_1,Zeng|2996,173,84
Zeng|644,Macosko|Inh_Htr3a_Grpr_3,286,82
Zeng|4826,Macosko|Ex_Pou4f2_Plac9a,220,186
Zeng|4509,Macosko|Ex_Tfap2b_Cldn3_2,160,45
Macosko|Ex_Fezf2_Cdc25c_1,Zeng|336,232,738
Zeng|864,Macosko|Inh_Sall3_Cytip_2,87,162
Macosko|Inh_Pax8_Pkhd1l1_1,Zeng|4029,109,13
Zeng|3450,Macosko|Inh_Pax5_Sox21_3,56,34
Macosko|Ex_Hoxb3_Ldlrap1_16,Zeng|4049,182,61
Macosko|Inh_Fbxl7_Cyp26b1_5,Zeng|3983,93,51
Macosko|Inh_Lhx6_Sst_Col6a5_7,Zeng|537,64,132
Zeng|33,Macosko|Ex_Nxph4_Olfr110_Cplx3,730,271
Zeng|1011,Macosko|Inh_Sox8_Calcrl_2,44,112
Macosko|Ex_Nxph4_Ror1,Zeng|35,876,1236
Zeng|4724,Macosko|Ex_Tfap2d_Edaradd,867,1773
Macosko|Inh_Pou6f2_Gldn_3,Zeng|3842,36,88
Zeng|34,Macosko|Ex_Nxph4_Ror1,1107,876
Macosko|Ex_Tfap2d_Gask1b_1,Zeng|4588,346,1952
Zeng|2943,Macosko|Inh_Pax7_Arhgap28_3,26,114
Zeng|2119,Macosko|Ex_Nkx2-1_Pmch_2,108,234
Macosko|Inh_Frmd7_Esr2_2,Zeng|1288,24,678
Zeng|2497,Macosko|Ex_Sim1_Cd34_3,63,48
Zeng|705,Macosko|Inh_Lamp5_Ndnf_Fmo1_1,5178,373
Zeng|3786,Macosko|Ex_Lhx3_Slc5a7_1,23,34
Macosko|Ex_Fezf2_Slfn2,Zeng|339,276,206
Macosko|Inh_Ppp1r1b_Drd1_Otogl_1,Zeng|1262,418,3132
Zeng|1264,Macosko|Inh_Ppp1r1b_Drd1_Tacr1_1,2301,580
Zeng|2707,Macosko|Ex_Skor1_Kdr_4,96,43
Zeng|2771,Macosko|Ex_Lmx1b_Cd36_3,39,58
Macosko|Chol_Tbx20_Ucn,Zeng|8954,57,27
Macosko|Ex_Irx2_Tpbg,Zeng|2899,71,85
Zeng|1013,Macosko|Inh_Sox8_Cyp26b1,88,551
Zeng|2860,Macosko|SerEx_Gata3_Fev_1,75,83
Macosko|Ex_Tfap2d_Kcnk15,Zeng|4592,1430,37
Zeng|4581,Macosko|Ex_Tfap2d_Crhr2_3,79,201
Zeng|4472,Macosko|Ex_Tfap2b_Gabre,61,48
Zeng|5082,Macosko|Ex_Tcf7l2_Fbln1_Slc38a11_1,480,561
Zeng|704,Macosko|Inh_Lamp5_Tnnt1_1,18391,1372
Macosko|Ex_Foxd3_Dennd1c,Zeng|4048,116,55
Zeng|3096,Macosko|Ex_Vsx2_Drd3_2,174,87
Zeng|4498,Macosko|Ex_Ebf2_Nr5a2_1,108,173
Zeng|24665,Macosko|Ex_Evx2_Prdm6_2,24,48
Zeng|3692,Macosko|Ex_Lhx9_Slc6a2_3,124,64
Macosko|Inh_Fbxl7_Hmcn1_1,Zeng|4106,114,31
Zeng|1572,Macosko|Inh_Lhx8_Arhgef38_4,143,158
Zeng|5259,Macosko|Fibro_Eya2_Aox3,111,43244
Macosko|Ex_Skor1_Daam2_Cnga3,Zeng|2718,318,48
Macosko|Ex_Lmx1b_Deup1_2,Zeng|3819,17,101
Macosko|Inh_Pax2_Vgll3_7,Zeng|4467,43,146
Zeng|24533,Macosko|Ex_Lhx9_Cd44,14,20
Zeng|4228,Macosko|Ex_Lmx1b_Unc5cl_2,67,66
Macosko|Inh_Gata3_Sall1_3,Zeng|3248,270,15
Zeng|1223,Macosko|Inh_Lhx6_Esr2_6,105,291
Zeng|3303,Macosko|Inh_Pax5_Rab38_4,108,121
Macosko|Inh_Gata3_Cd200r1_3,Zeng|8789,45,22
Macosko|Inh_Irx5_Tafa4_2,Zeng|2951,123,61
Zeng|708,Macosko|Inh_Lamp5_Ndnf_Tac2,1035,417
Zeng|335,Macosko|Ex_Fezf2_Rab38_Vwc2l,331,841
Zeng|34357,Macosko|Inh_Pax2_Prok1,22,31
Zeng|3570,Macosko|Inh_Dmbx1_Tnnt1_1,129,1725
Macosko|Ex_Hoxb3_Ldlrap1_14,Zeng|4218,50,3002
Zeng|3082,Macosko|Ex_Nkx6-1_Sox14,78,113
Zeng|4860,Macosko|Ex_Dach2_Arhgap36_2,42,61
Macosko|Inh_Lhx6_Sst_Ccna1_1,Zeng|543,119,190
Zeng|80,Macosko|Ex_Fezf2_Slc17a8_Rxfp2,6263,4453
Macosko|SerEx_Fev_A2m,Zeng|2850,109,107
Zeng|302,Macosko|Ex_Slc30a3_Cfap58,1027,690
Zeng|4548,Macosko|Ex_Hpgd_Ednra,45,55
Macosko|Inh_Lhx6_Crhbp_2,Zeng|579,312,493
Zeng|3784,Macosko|Inh_Pax2_Sp8,73,68
Zeng|2914,Macosko|Inh_Pax7_Erfl_1,41,76
Zeng|785,Macosko|Inh_Lhx6_Ntrk1,31,55
Zeng|554,Macosko|Inh_Lhx6_Sst_Crh_Pdzrn3,1516,754
Macosko|Ex_Iqcj_Ms4a15_5,Zeng|2694,32,198
Zeng|24527,Macosko|Ex_C1ql4_Calcr_4,31,90
Macosko|Inh_Hoxc4_Tfap2b,Zeng|4364,1217,321
Macosko|Inh_Sox6_Cdkn1c,Zeng|8201,69,15
Zeng|2631,Macosko|Ex_Irx4_Slc17a8,24,149
Zeng|470,Macosko|Ex_Ccn3_Slc30a3_Fanci,727,249
Macosko|Inh_Gata3_Qrfpr_3,Zeng|34314,26,98
Macosko|Ex_Crym_Rgs5,Zeng|435,48,101
Zeng|2704,Macosko|Ex_Skor1_Emx2_1,75,42
Macosko|Inh_Nkx2-2_Npy_2,Zeng|3406,22,28
Macosko|Chol_Tbx20_Gm7694_2,Zeng|8954,38,27
Zeng|893,Macosko|Inh_Ecel1_Asb4_2,65,121
Macosko|Inh_Lamp5_Tnnt1_2,Zeng|704,1223,18391
Macosko|Ex_Pax6_Otx1_1,Zeng|2311,92,48
Zeng|3672,Macosko|CholEx_Hmx2_Hmx3,162,48
Macosko|Chol_Isl2_Gata6_1,Zeng|8957,254,121
Zeng|4947,Macosko|Ex_Tfap2b_Megf11,318,1142
Macosko|Ex_Phox2b_Nr1h4_3,Zeng|3876,73,55
Zeng|4051,Macosko|Inh_Fbxl7_Pkhd1l1,61,99
Zeng|457,Macosko|Ex_Slc30a3_Vgll3,602,2355
Macosko|Chol_Tbx3_Ptgr1,Zeng|3879,23,26
Zeng|3227,Macosko|Inh_Sox1_Chrna5,175,398
Macosko|Ex_Ccn2_Nmbr_2,Zeng|23,279,708
Zeng|3664,Macosko|Ex_Hoxb5_Klc3,55,27
Macosko|SerEx_Nkx6-1_Trh_4,Zeng|3871,102,29
Zeng|357,Macosko|Ex_Fibcd1_Tacr3_1,418,1313
Macosko|Inh_Ecel1_Asb4_3,Zeng|877,92,627
Macosko|NG_Myoz1_7,Zeng|1321,100,1070
Macosko|Ex_Dmrta2_Tll2_2,Zeng|2355,30,43
Macosko|Ex_Lmx1b_Olfr78,Zeng|4228,80,67
Macosko|Inh_Hoxc4_Ttc6_4,Zeng|4355,63,145
Zeng|4426,Macosko|Inh_Pax2_Rxfp1_1,42,66
Zeng|964,Macosko|Inh_Clic4_Ano3_2,208,165
Zeng|1523,Macosko|Inh_Esr2_Avp_2,176,196
Zeng|3600,Macosko|Inh_Otx2_Gabrr2_1,92,4310
Zeng|3326,Macosko|Inh_Nkx2-2_Clic5,39,27
Macosko|Ex_Sox6_Sult3a2_1,Zeng|4872,417,242
Zeng|2660,Macosko|Ex_C1ql4_Crispld2_2,83,343
Zeng|4909,Macosko|Ex_Pou4f2_Sult3a2_11,123,43
Zeng|922,Macosko|Inh_Clic4_Ano3_4,343,76
Zeng|4134,Macosko|Ex_Lhx9_Hsd17b14_2,59,54
Macosko|Inh_Six3_Pvalb_Colq,Zeng|1796,1016,538
Zeng|3053,Macosko|Ex_Vsx2_Lhx4_1,117,251
Zeng|24424,Macosko|Ex_Evx1_Papln,28,82
Macosko|Inh_Gata3_Gsc2_2,Zeng|3136,57,58
Zeng|743,Macosko|Inh_Lhx6_Moxd1_3,76,32
Macosko|Ex_C1ql4_Drd1_5,Zeng|2664,43,112
Macosko|Inh_Frmd7_Tacr3,Zeng|1284,54,148
Zeng|4753,Macosko|Ex_C1ql4_Trhr_7,83,61
Zeng|119,Macosko|Ex_Sulf1_Agtr1b_Fos,304,48
Zeng|2823,Macosko|Ex_Sall3_Cd44_2,547,1926
Macosko|Ex_Irx4_Tafa3,Zeng|2661,50,75
Macosko|Inh_Ppp1r1b_Drd1_Rbp1_1,Zeng|1264,216,2301
Macosko|Chol_Tbx20_A4galt_2,Zeng|8957,304,121
Zeng|703,Macosko|Inh_Lamp5_Ndnf_Prom1,10946,2012
Zeng|34312,Macosko|Inh_Tfap2b_Aym1_1,44,36
Zeng|825,Macosko|Inh_Lhx6_Cav1_1,106,345
Macosko|Inh_Pax2_Agtr1b_3,Zeng|4442,99,39
Zeng|2418,Macosko|Ex_Dmrta2_Agtr1b_3,99,66
Zeng|4307,Macosko|Ex_Phox2b_Six2_1,77,115
Zeng|863,Macosko|Inh_Sall3_Chrne,54,222
Zeng|1784,Macosko|Inh_Six3_Pvalb_Cplx3_1,453,34
Macosko|Ex_C1ql4_Calcr_2,Zeng|24535,69,42
Zeng|2907,Macosko|Ex_Pou4f1_Fads2b_1,173,55
Macosko|Inh_Onecut3_Klk9,Zeng|8201,35,15
Macosko|Inh_Nkx2-2_Ush2a,Zeng|3326,84,39
Zeng|771,Macosko|Inh_Lhx6_Spag17,35,137
Zeng|1272,Macosko|Inh_Ppp1r1b_Drd1_Adamtsl5,340,1205
Zeng|4488,Macosko|Ex_Tfap2b_Layn,236,72
Macosko|Inh_Lhx6_Sst_Layn,Zeng|543,191,190
Zeng|4216,Macosko|Ex_Irx1_Padi1_3,644,138
Zeng|3360,Macosko|Inh_Pax5_Krt25_2,145,23
Zeng|4821,Macosko|Ex_Ebf2_Slc5a7,381,167
Macosko|CholEx_Hmx3_Grpr,Zeng|3646,101,22
Zeng|892,Macosko|Inh_Sall3_Cytip_3,198,89
Macosko|Ex_Hoxb3_Ldlrap1_11,Zeng|4218,377,3002
Zeng|2925,Macosko|Inh_Pax7_Vmn1r207_1,171,115
Zeng|2411,Macosko|DopEx_Sox6_Aldh1a1,154,5308
Zeng|362,Macosko|Ex_Fezf2_Dlk1_A730049H05Rik,127,69
Zeng|3460,Macosko|Inh_Sox2_Ikzf1_8,54,166
Macosko|Inh_Pax5_Tmem176b_4,Zeng|3442,101,383
Macosko|Inh_Tfap2b_Il7_1,Zeng|3736,150,27
Macosko|Inh_Onecut1_Met_4,Zeng|3784,332,73
Macosko|Ser_Nkx6-1_Trh,Zeng|3870,722,16
Zeng|3689,Macosko|CholEx_Lhx9_Crabp1,116,62
Zeng|4939,Macosko|Ex_Tfap2b_Bmpr1b_2,54,157
Zeng|3483,Macosko|Inh_Nkx2-2_Itgb6,178,16
Macosko|Inh_Lhx6_Vmn1r209_2,Zeng|827,108,84
Zeng|3332,Macosko|Inh_Six3_Met_3,24,37
Macosko|Ex_Crym_Mndal_3,Zeng|414,203,276
Macosko|Ex_Lmx1b_Tnnt2,Zeng|3819,280,101
Zeng|15032,Macosko|Ex_Lmx1b_Tex47_3,15,60
Zeng|2000,Macosko|Inh_Tbx3_Scn11a,189,143
Macosko|Inh_Ebf2_Stc1_3,Zeng|2992,116,51
Zeng|953,Macosko|Inh_Sp8_Mc4r,166,334
Macosko|Inh_Gata3_Sox14_2,Zeng|3188,137,13
Zeng|2490,Macosko|Ex_Sim1_Adgb_2,260,120
Zeng|3589,Macosko|Inh_Otx2_Scgn,227,833
Zeng|3361,Macosko|Inh_Pax5_Calcr,80,18
Zeng|3133,Macosko|Inh_Onecut3_Colq_3,34,50
Zeng|4572,Macosko|Ex_Nxph4_Hpgd,70,80
Macosko|Inh_Pax2_Erfl_6,Zeng|2939,36,46
Zeng|3443,Macosko|Inh_Pax5_Tmem176b_3,37,71
Zeng|3690,Macosko|Ex_Lhx9_Slc6a2_1,97,154
Zeng|2769,Macosko|Ex_Lmx1b_Drd1_2,37,32
Zeng|1268,Macosko|Inh_Ppp1r1b_Drd1_Tacr1_2,1341,128
Zeng|2489,Macosko|Ex_Sim1_Cd34_5,250,429
Zeng|3678,Macosko|Ex_Pou4f1_Crabp1_2,28,18
Macosko|Inh_Lhx6_Sst_Ccna1_2,Zeng|543,49,190
Zeng|2415,Macosko|DopEx_Sox6_Aldh1a1,42,5308
Zeng|3756,Macosko|Ex_Evx1_Nptx2,22,53
Zeng|4742,Macosko|Ex_C1ql4_Trhr_2,102,108
Macosko|Inh_Dmrt3_Tarm1_4,Zeng|8175,36,25
Zeng|4773,Macosko|Ex_Lhx2_Pth2_2,190,284
Zeng|2834,Macosko|Ex_Sall3_Cd44_1,487,2581
Zeng|2369,Macosko|Ex_Lmx1a_Csf2rb2_2,289,203
Zeng|5015,Macosko|Ex_Hpgd_Cd24a_2,307,34
Macosko|Ex_Lhx9_Nps_4,Zeng|2619,66,34
Zeng|5051,Macosko|Ex_Plekhg1_Fign_Ppp1r3a_3,325,97
Zeng|2429,Macosko|Ex_Nkx2-4_Grpr_5,86,82
Macosko|Ex_Skor1_Kdr_2,Zeng|2719,57,79
Macosko|Inh_Pax2_Cd44_2,Zeng|4452,141,26
Macosko|Ex_Phox2b_Gda_1,Zeng|3684,34,116
Zeng|29,Macosko|Ex_Nxph4_Kynu,460,299
Zeng|4363,Macosko|Inh_Hoxc4_Tfap2b,122,1217
Zeng|3782,Macosko|Ex_Lhx3_Tspo2_3,96,41
Macosko|Ex_Ebf2_Pla2g5_4,Zeng|4346,70,40
Macosko|Inh_Pax8_Sp9_7,Zeng|3379,114,33
Zeng|739,Macosko|Inh_Lhx6_Moxd1_4,360,93
Macosko|Inh_Pax5_Slc12a7_3,Zeng|3140,52,41
Zeng|2645,Macosko|Ex_C1ql4_Crispld2_1,281,741
Zeng|298,Macosko|Ex_Sim1_C1ql1,1408,773
Zeng|4953,Macosko|Ex_Tfap2b_Megf11,78,1142
Zeng|2682,Macosko|Ex_Skor1_Hpgd_1,136,70
Zeng|982,Macosko|Inh_Pax6_Fbln2_1,89,109
Zeng|4003,Macosko|Inh_Hoxa5_Galr1_3,82,70
Macosko|Inh_Frmd7_Stk33_2,Zeng|1299,92,996
Macosko|Ex_C1ql4_Teddm3_1,Zeng|4756,90,60
Zeng|721,Macosko|Inh_Sp8_Abcb5_Krt73,48,107
Zeng|2149,Macosko|Ex_Nkx6-1_Atp6v1c2,99,44
Zeng|1259,Macosko|Inh_Ppp1r1b_Drd1_Tacr1_4,112,137
Zeng|4465,Macosko|Inh_Pax2_Lpl_1,48,167
Macosko|Inh_Otx1_Cd36_2,Zeng|3156,52,72
Zeng|34336,Macosko|Inh_Pax2_Dmrt3_1,36,31
Zeng|17,Macosko|Ex_Nxph4_Megf6,361,2152
Zeng|4934,Macosko|Ex_Tfap2b_Ppp1r1c_1,213,353
Zeng|5361,Macosko|Inh_Tbx3_Atf7ip2,37,601
Macosko|Ex_Lmx1b_Wdr95,Zeng|2797,55,64
Zeng|350,Macosko|Ex_Fibcd1_Psrc1_2,376,295
Zeng|3931,Macosko|Ex_Phox2b_Avpr1a,74,72
Macosko|Inh_Pax2_Hrob_5,Zeng|4198,58,120
Macosko|Inh_Six3_Cela1_4,Zeng|3330,89,100
Macosko|Inh_Fbxl7_Fst,Zeng|4012,97,70
Macosko|Ex_Hoxb3_Ldlrap1_4,Zeng|4218,1025,3002
Macosko|Ex_Gata3_Drd3,Zeng|3881,67,29
Zeng|4129,Macosko|Inh_Fbxl7_Stpg2_2,34,99
Zeng|2354,Macosko|Ex_Dmrta2_Crhbp_4,32,59
Macosko|Inh_Foxl3_Qrfpr,Zeng|34197,31,27
Zeng|333,Macosko|Ex_Fezf2_Rab38_Met,258,605
Zeng|1469,Macosko|Inh_Six6_Vipr2_10,62,324
Zeng|817,Macosko|Inh_Gbx1_Htr1a_2,236,217
Zeng|495,Macosko|Inh_Lhx6_Sst_Crhr2_Fillip1,1638,787
Macosko|Ex_Sox6_Ttc29_3,Zeng|4876,46,63
Zeng|450,Macosko|Ex_Ccn3_Fezf2_Mndal,373,184
Zeng|1179,Macosko|Inh_Sox6_Btc,665,1850
Zeng|3032,Macosko|Ex_Lhx4_Gpr101_2,58,95
Zeng|3988,Macosko|Ex_Ebf2_Sytl3,21,54
Zeng|3519,Macosko|Inh_Emx2_Il20ra_2,320,316
Zeng|3132,Macosko|Inh_Otx1_Sox14,190,573
Macosko|Inh_Lhx6_Nmu_2,Zeng|795,85,227
Zeng|1533,Macosko|Inh_Dlx1_Dock5_1,297,187
Macosko|Ex_Fezf2_Gpr101_1,Zeng|365,275,401
Zeng|711,Macosko|Inh_Lamp5_Ndnf_Tgfbi,1144,807
Zeng|2308,Macosko|Ex_Pax6_Slc5a7_1,72,61
Zeng|1218,Macosko|Inh_Lhx6_Npy_2,272,267
Zeng|4580,Macosko|Ex_Tfap2d_Crhr2_2,65,193
Macosko|Ex_Fev_9130008F23Rik,Zeng|2849,176,66
Zeng|5090,Macosko|Ex_Tcf7l2_Fbln1_Mtnr1a,3719,3279
Zeng|904,Macosko|Inh_Sp8_Shisa8,61,73
Macosko|Ex_Tfap2b_Ramp3_2,Zeng|4662,190,203
Macosko|Ex_Ccn3_Fezf2_Cd36,Zeng|450,37,373
Zeng|1340,Macosko|NG_Draxin_3,42,349
Zeng|1191,Macosko|Inh_Ppp1r1b_Drd1_Pkib,1035,109
Zeng|4362,Macosko|Inh_Hoxc4_Tfap2b,381,1217
Zeng|3433,Macosko|Inh_Lhx1_Crhbp,186,25
Macosko|NG_Myoz1_8,Zeng|1299,41,996
Macosko|Inh_Sp8_Abcb5_Runx1t1,Zeng|713,18,2085
Zeng|2474,Macosko|Ex_Sim1_Aox3_2,155,35
Macosko|Inh_Frmd7_Iigp1,Zeng|1351,2530,126
Macosko|Inh_Sox6_Postn_3,Zeng|2994,29,47
Zeng|2816,Macosko|Ex_Lmx1b_Itih5_2,54,24
Macosko|Ex_Irx1_Padi1_5,Zeng|4216,347,644
Zeng|2723,Macosko|Ex_Skor1_Slc17a8_2,124,53
Zeng|664,Macosko|Inh_Sncg_Calcb_5,1106,29
Zeng|4193,Macosko|Inh_Gata3_Dkk1_1,79,242
Zeng|3386,Macosko|Inh_Nkx2-2_Glp1r_Trh_2,68,51
Zeng|784,Macosko|Inh_Lhx6_Ccdc172_2,83,56
Zeng|3840,Macosko|Inh_Etv3l_Erfl_2,33,117
Zeng|1243,Macosko|Inh_Lhx6_Esr2_12,40,81
Zeng|3763,Macosko|Ex_Evx2_Gulo,50,97
Zeng|3059,Macosko|Ex_Vsx2_Igfbp4_1,120,38
Macosko|Ex_Nkx2-4_Calcr_2,Zeng|2440,50,407
Macosko|Ex_Phox2b_4930469K13Rik_1,Zeng|4332,89,64
Zeng|2476,Macosko|Ex_Sim1_Ghrh,101,182
Zeng|4798,Macosko|Ex_Lhx2_Nek11_9,63,60
Macosko|Inh_Otx1_Nrtn_3,Zeng|3429,69,140
Zeng|2760,Macosko|Ex_Lhx2_Il31ra_1,88,51
Zeng|4116,Macosko|Inh_Fbxl7_Frem1_2,55,142
Zeng|2830,Macosko|Ex_Sall3_Cd44_2,2277,1926
Zeng|3000,Macosko|Inh_Ebf2_Stc1_1,256,80
Macosko|Inh_Gata3_Dkk1_2,Zeng|4193,158,79
Zeng|3912,Macosko|Ex_Phox2b_Npffr2_2,85,141
Macosko|NG_Myoz1_3,Zeng|1386,45,1131
Zeng|2655,Macosko|Ex_C1ql4_Drd1_6,111,37
Zeng|1790,Macosko|Inh_Six3_Pvalb_Colq,234,1016
Zeng|4599,Macosko|Ex_Ebf2_Spef2_1,143,47
Zeng|891,Macosko|Inh_Nkx2-1_Asb,256,412
Zeng|1092,Macosko|Inh_Ppp1r1b_Drd1_Prima1,12912,16778
Zeng|2747,Macosko|Ex_Samd3_Emx2_1,166,50
Zeng|1317,Macosko|Inh_Frmd7_Col12a1,384,1301
Zeng|750,Macosko|Inh_Gbx1_Htr1a_10,905,72
Zeng|2706,Macosko|Ex_Skor1_Il31ra_2,48,76
Macosko|Ex_Tfap2b_Ramp3_7,Zeng|4661,58,52
Macosko|Inh_Lamp5_Ndnf_Adam12,Zeng|703,1263,10946
Macosko|NorEx_Phox2b_Mtnr1a,Zeng|3781,65,22
Zeng|16,Macosko|Ex_Ccn2_Prph,687,376
Macosko|Ex_Pou4f2_St14_2,Zeng|4672,24,188
Zeng|4680,Macosko|Ex_Pou4f2_St14_1,49,87
Zeng|511,Macosko|Inh_Lhx6_Sst_Etv1_Ldb2,1332,146
Macosko|Ex_Hoxc6_Epsti1_2,Zeng|3817,68,43
Macosko|Ex_Ebf2_Spef2_3,Zeng|4492,65,179
Macosko|Chol_Irx4_Matn1_2,Zeng|2661,70,75
Zeng|1799,Macosko|Inh_Six3_Pvalb_Cplx3_2,93,36
Zeng|2595,Macosko|Ex_Lhx9_Atp8b1_3,49,39
Zeng|612,Macosko|Inh_Lhx6_Cox6a2_Nxph2_1,55,255
Zeng|498,Macosko|Inh_Lhx6_Sst_Myh13,4421,1927
Macosko|Ex_Nkx2-4_Mettl11b_1,Zeng|2324,178,73
Zeng|82,Macosko|Ex_Fezf2_Slc17a8_Rxfp2,2810,4453
Zeng|4593,Macosko|Ex_Tfap2d_Casq2,216,1037
Zeng|458,Macosko|Ex_Slc30a3_Vgll3,417,2355
Zeng|3464,Macosko|Inh_Sox2_Ikzf1_7,137,423
Zeng|3039,Macosko|Ex_Vsx2_Lhx4_1,598,251
Zeng|2659,Macosko|Ex_C1ql4_Crispld2_2,105,343
Zeng|2799,Macosko|Ex_Lmx1b_Arsj_2,177,32
Macosko|Ex_Lhx9_Tyrp1_4,Zeng|8803,125,80
Zeng|4378,Macosko|Inh_Zeb2_Crym_2,164,16
Macosko|Inh_Ppp1r1b_Drd1_Shisa8_1,Zeng|1263,32,590
Zeng|40,Macosko|Ex_Fezf2_Tmem255b_2,201,109
Zeng|1066,Macosko|Inh_Sox8_Calcrl_10,82,67
Macosko|Ex_Lmx1b_Tll2_2,Zeng|2860,55,75
Zeng|2158,Macosko|Ex_Emx2_Foxa2_3,13,65
