Study_ID|Celltype_1,Study_ID|Celltype_2,cell_count_celltype_1,cell_count_celltype_2
Zeng|3247,Macosko|Ex_Otx2_Sapcd1,307,72
Macosko|Ex_Vsx2_Adgrl4_1,Zeng|15068,49,20
Zeng|24617,Macosko|Ex_Sim1_Th_2,18,92
Zeng|2216,Macosko|Ex_Pitx2_Odad2_2,51,97
Zeng|2213,Macosko|Ex_Dmrta2_Fn1_2,81,77
Zeng|2138,Macosko|Ex_Nkx2-4_Spp1_3,128,364
Zeng|1576,Macosko|Inh_Lhx8_Pde11a_12,36,103
Zeng|3516,Macosko|Inh_Emx2_Il20ra_1,270,1006
Macosko|Inh_Lhx1_Tspo2,Zeng|3169,173,56
Macosko|Inh_Skor2_Emx1_2,Zeng|3387,24,50
Macosko|Inh_Frmd7_Olfr142_8,Zeng|1319,379,4229
Zeng|4698,Macosko|Ex_C1ql4_Art4,57,58
Zeng|3213,Macosko|Inh_Gata3_Pdlim3_4,22,22
Zeng|4703,Macosko|Ex_C1ql4_Gucy2c,158,37
Macosko|Inh_Nkx2-2_Mc4r_1,Zeng|3355,38,88
Zeng|4977,Macosko|Ex_Evx2_Jaml,82,23
Macosko|Ex_Irx2_Galr1_2,Zeng|2898,24,1162
Macosko|Inh_Onecut3_Esr2_1,Zeng|24746,19,18
Zeng|4765,Macosko|Ex_Defb1_Mab21l2,40,44
Zeng|4297,Macosko|Ex_Phox2b_Npb,95,43
Zeng|3534,Macosko|Inh_Tfap2b_Dcn_2,93,113
Macosko|Inh_Pax8_Qrfpr_3,Zeng|24747,57,18
Zeng|2027,Macosko|Inh_Meox2_Sox14,69,82
Macosko|Ex_Irx3_Ccdc192_1,Zeng|4098,259,128
Macosko|Inh_Pax2_Serpina3g,Zeng|34181,25,16
Zeng|1121,Macosko|Inh_Lhx6_Esr2_16,158,103
Zeng|2537,Macosko|Ex_Lhx9_Nps,210,21
Zeng|3116,Macosko|Inh_Foxp2_Nccrp1,31,63
Macosko|Inh_Pax7_Catspere1_2,Zeng|3531,81,98
Macosko|Ex_Foxp2_Esp24,Zeng|2172,36,18
Zeng|2300,Macosko|Ex_Lhx5_Bmp3,17,24
Zeng|791,Macosko|Inh_Lhx6_Ccdc172_1,132,62
Zeng|1444,Macosko|Ex_Otx2_Sapcd1,197,72
Zeng|2448,Macosko|Ex_Nkx2-4_Cdkn1c_2,180,44
Macosko|Inh_Pax6_Pou6f2_Pdgfd_4,Zeng|1691,106,169
Zeng|2230,Macosko|Ex_Lmx1a_Odad2_2,135,109
Macosko|Ex_Onecut3_Acp7,Zeng|15074,55,67
Macosko|Ex_Ebf2_Gpsm3_2,Zeng|4843,46,39
Macosko|Ex_Lhx9_Prdm8_1,Zeng|4733,75,81
Zeng|444,Macosko|Ex_Ccn3_Fezf2_Ptprc_1,458,46
Zeng|2290,Macosko|Ex_C1ql4_Ebf2,39,61
Zeng|2535,Macosko|Ex_Lhx9_Nps_2,167,16
Macosko|Ex_Pax6_Avpr1a_5,Zeng|24561,31,103
Macosko|Ex_Lmx1a_Cbln2_1,Zeng|2777,59,26
Zeng|4831,Macosko|Ex_Ebf2_Fgfr4,81,75
Zeng|2238,Macosko|Ex_Lmx1a_H2-Q10_1,96,61
Zeng|1883,Macosko|Inh_Otx2_Prdm16_7,77,55
Macosko|Inh_Gata3_Tll2_2,Zeng|3197,53,52
Zeng|379,Macosko|Ex_Fezf2_Fn1_Reln,1539,470
Macosko|Ex_Tfap2d_Sema3d_1,Zeng|4840,235,341
Macosko|Ex_Eya2_Sapcd1,Zeng|4697,55,198
Zeng|4557,Macosko|Ex_Nxph4_Zar1l_2,314,51
Macosko|Ex_C1ql2_Steap3_1,Zeng|5408,37,101
Zeng|1176,Macosko|Inh_Lhx6_Esr2_13,650,46
Zeng|4967,Macosko|Ex_Pitx2_Lamp3_3,64,42
Zeng|5105,Macosko|Ex_Tcf7l2_Nox4_Slc17a8,211,98
Zeng|1639,Macosko|Inh_Six3_Six6_1,240,17
Zeng|3510,Macosko|Inh_Emx2_Rxfp2,502,5540
Zeng|404,Macosko|Ex_Fezf2_Klhl1,1221,26445
Zeng|2175,Macosko|Ex_Emx2_Foxa2_2,198,79
Macosko|Ex_Ebf2_Gzmk_1,Zeng|2373,66,107
Macosko|Inh_Nkx2-2_Sox14_3,Zeng|3182,149,22
Zeng|1456,Macosko|Ex_Sim1_Trh_6,202,60
Zeng|4827,Macosko|Ex_Fbxl7_Tmem72_2,48,80
Macosko|Ex_Pax6_Mtnr1a,Zeng|2303,60,218
Zeng|4133,Macosko|Ex_Ebf2_Tnfaip8_4,13,193
Zeng|5136,Macosko|Ex_Gbx2_C6,156,18
Macosko|Ex_Lmx1a_Pgr15l_2,Zeng|2188,80,120
Zeng|102,Macosko|Ex_Rorb_Ovol2,2460,62
Macosko|Ex_Lmx1a_Bdnf_2,Zeng|2795,41,71
Zeng|24414,Macosko|Inh_Onecut3_Piezo2_3,42,20
Zeng|4964,Macosko|Ex_Defb1_Cnga3,47,25
Macosko|Inh_Ecel1_Foxd1_3,Zeng|3755,45,31
Zeng|24610,Macosko|Inh_Pax5_Serpina12,38,16
Zeng|2453,Macosko|Ex_Sim1_Otp_1,30,96
Macosko|Inh_Lhx8_Ccdc68_3,Zeng|1566,74,62
Zeng|3911,Macosko|Ex_Phox2b_Npb,57,43
Macosko|Ex_Foxp2_C130074G19Rik_2,Zeng|200,90,78
Macosko|Ex_Rorb_Fibcd1_Syt6_Lrmp,Zeng|353,24,461
Zeng|4787,Macosko|Ex_Lhx9_Npsr1_1,118,892
Zeng|1806,Macosko|Ex_Sim1_Ppp1r1c_2,266,41
Zeng|280,Macosko|Ex_Abi3bp_Tfap2d,1208,1126
Zeng|2656,Macosko|Chol_Irx4_Crispld2,259,40
Zeng|5208,Macosko|OPC_Cspg5,1342,156853
Zeng|3202,Macosko|Inh_Gata3_Tnnt1_2,53,29
Zeng|4556,Macosko|Ex_Hpgd_Pik3c2g_1,73,80
Macosko|Inh_Otx1_Pax3,Zeng|3416,89,90
Macosko|Ex_Dmrta2_Csf2rb2_2,Zeng|2351,137,60
Macosko|Ex_Rorb_Cobll1,Zeng|55,54,1761
Zeng|3765,Macosko|Ex_Evx1_Papln,32,82
Macosko|Inh_Six3_Foxa2_1,Zeng|3178,55,183
Zeng|5026,Macosko|Ex_Plekhg1_Pth2r_Frem3_4,815,818
Macosko|Inh_Lhx1_Smoc2_2,Zeng|3170,47,177
Macosko|Inh_Gata3_Wnt16_2,Zeng|3166,78,10
Zeng|3511,Macosko|Inh_Emx2_Rxfp2,383,5540
Macosko|Ex_Pitx2_Skor2,Zeng|24617,35,18
Zeng|1026,Macosko|Inh_Sox8_Cyp26b1,32,551
Zeng|1585,Macosko|Inh_Lhx6_Esr2_5,68,88
Macosko|Ex_Lmx1a_Qrfprl_1,Zeng|2787,102,64
Macosko|Inh_Lhx8_Ccdc68_2,Zeng|1568,51,126
Macosko|Ex_Phox2b_Vip_2,Zeng|15078,43,54
Macosko|Inh_Gata3_Tnni3_3,Zeng|8796,51,38
Zeng|24575,Macosko|Ex_C1ql4_Pappa,50,17
Macosko|Ex_Phox2b_Mdfic2_3,Zeng|3805,72,20
Zeng|14956,Macosko|Astro_Agt_Sntg1,108101,233564
Zeng|4938,Macosko|Ex_Tfap2b_Heg1,173,28
Zeng|3933,Macosko|Ex_Phox2b_Vip_3,69,85
Macosko|Ex_Vsx2_Hmga2_1,Zeng|3108,65,24
Zeng|3526,Macosko|Inh_Tfap2b_Gata3_4,215,27
Zeng|4957,Macosko|Ex_C1ql4_Ebf2,67,61
Zeng|1811,Macosko|Inh_Sox8_Calcrl_10,689,67
Zeng|1215,Macosko|Inh_Lhx6_Moxd1_1,1314,84
Macosko|Ex_Cyp26b1_Slc30a3_Dkkl1_1,Zeng|478,306,1110
Macosko|Ex_Sall1_Mtnr1a,Zeng|24532,198,17
Zeng|3250,Macosko|Inh_Emx2_Pirt_3,172,48
Zeng|2197,Macosko|Ex_Lmx1a_Jhy,268,60
Zeng|2685,Macosko|Ex_Skor1_Samd3_4,20,442
Zeng|1689,Macosko|Inh_Pax2_Ikzf1_1,177,84
Zeng|3907,Macosko|Ex_Phox2b_Kcnj2_1,55,52
Macosko|Inh_Gata3_Nkx2-2_1,Zeng|3239,268,13
Zeng|2043,Macosko|Inh_Otx2_Prdm16_7,143,55
Zeng|1551,Macosko|Inh_Lhx8_Lypd6,91,333
Macosko|Inh_Nkx2-2_Dact1,Zeng|3401,59,125
Zeng|136,Macosko|Ex_Slc30a3_Tnfaip6_Fos,1654,741
Zeng|127,Macosko|Ex_Sulf1_Drd2,990,803
Zeng|4785,Macosko|Ex_Lhx9_Npsr1_1,103,892
Macosko|Ex_Tfap2d_Npnt_2,Zeng|5411,303,50
Macosko|Ex_Pitx2_Dnah8,Zeng|2361,55,116
Macosko|Inh_Frmd7_Olfr142_3,Zeng|1328,27,2342
Macosko|Inh_Gata3_Mbl2_3,Zeng|24725,58,9
Zeng|1964,Macosko|Inh_Six6_Th,138,111
Macosko|Inh_Dlk1_Galr1,Zeng|3243,172,61
Zeng|1563,Macosko|Inh_Lhx8_Pde11a_1,53,873
Zeng|4858,Macosko|Ex_Lhx9_Prdm8_2,192,163
Zeng|1031,Macosko|Inh_Sox8_Calcrl_4,111,27
Macosko|Ex_Vsx2_Tac2,Zeng|3642,59,74
Macosko|Inh_Nkx2-2_Vip,Zeng|3393,70,53
Macosko|Ex_C1ql4_Slc25a21,Zeng|4621,37,75
Macosko|Ex_Zfp831_Gzmk_1,Zeng|2360,63,129
Zeng|3522,Macosko|Inh_Emx2_Rxfp2,178,5540
Zeng|2532,Macosko|Ex_Lhx9_Nps,343,21
Macosko|Pit_Pou1f1_Epcam,Zeng|1426,4115,371
Zeng|1142,Macosko|Inh_Lamp5_Ndnf_Tac2_Htr2c,67,156
Zeng|2131,Macosko|Ex_Sim1_Foxb1,40,357
Zeng|72,Macosko|Ex_Foxp2_Col5a1,31772,12655
Zeng|4066,Macosko|Ex_Lhx3_Tlcd1_2,17,69
Zeng|311,Macosko|Ex_Foxp2_Dsc3,2996,7150
Zeng|4922,Macosko|Ex_Tfap2b_Rxfp2_4,114,129
Zeng|1649,Macosko|Inh_Ecel1_Foxd1_3,98,45
Zeng|5206,Macosko|OPC_Cspg5,210,156853
Macosko|Inh_Nkx2-2_Efhb_1,Zeng|1652,26,16
Zeng|2705,Macosko|Ex_Skor1_Hpgd_2,276,101
Macosko|Ex_Sim1_Otp_4,Zeng|2429,156,86
Zeng|3159,Macosko|Inh_Nkx2-2_Cd40_1,209,55
Macosko|Ex_Defb1_Gsta2,Zeng|4708,61,191
Macosko|Ex_Ebf2_Tfap2d_Postn,Zeng|5409,89,65
Macosko|Inh_Lhx1_Egflam_4,Zeng|4098,79,128
Macosko|Fibro_Vdr_Mmp13_w,Zeng|5264,24,113
Zeng|4956,Macosko|Ex_Pitx2_Pdpn,66,66
Zeng|1045,Macosko|Inh_Sox8_Cyp26b1,40,551
Zeng|166,Macosko|Ex_Rorb_Naaa11_Aldh1l1,4282,9199
Macosko|Inh_Pax8_Nkx6-1_4,Zeng|34139,71,13
Zeng|70,Macosko|Ex_Foxp2_Col12a1_Ddo,4935,4915
Zeng|2003,Macosko|CholInh_Ecel1_Ghrh_2,663,95
Zeng|1116,Macosko|Inh_Lhx6_Esr2_4,146,51
Zeng|2450,Macosko|Ex_Nkx2-4_Cdkn1c_2,261,44
Zeng|24467,Macosko|Ex_Irx2_Proser2,90,23
Zeng|2205,Macosko|Ex_Lmx1a_Irx3_2,118,67
Zeng|3426,Macosko|Inh_Otx1_Cd22,284,31
Macosko|Ex_Lmx1a_Irx3_4,Zeng|2215,101,47
Zeng|3458,Macosko|Inh_Pax5_Sox21_3,230,34
Zeng|1686,Macosko|Inh_Lhx1_Lrrc38_2,134,605
Zeng|3251,Macosko|Inh_Nkx2-2_Vwa7,18,90
Zeng|1844,Macosko|Inh_Otx2_Prdm16_7,98,55
Macosko|Ex_Tfap2b_Piezo2_2,Zeng|4939,62,54
Zeng|4428,Macosko|Inh_Onecut3_Catspere1_1,58,23
Zeng|1113,Macosko|Inh_Lhx6_Esr2_12,68,81
Zeng|2607,Macosko|Ex_Lhx9_Nps_5,166,47
Macosko|Ex_Phox2b_Nts_2,Zeng|3901,53,46
Macosko|Inh_Gata3_Pdlim3_1,Zeng|3365,86,47
Zeng|1826,Macosko|Inh_Sox8_Calcrl_4,81,27
Zeng|1459,Macosko|Inh_Six3_Serpinb1b_Sox3,182,23
Macosko|Ex_Emx2_Foxa2_1,Zeng|2175,458,198
Zeng|5063,Macosko|Ex_Plekhg1_Fign_Tnnt1_1,499,46936
Zeng|198,Macosko|Ex_Rorb_Naaa11_Aldh1l1,12059,9199
Zeng|2335,Macosko|Ex_Nkx2-4_Cdkn1c_1,189,31
Zeng|15059,Macosko|Ex_Shox2_Prdm6,22,23
Zeng|3245,Macosko|Inh_Hoxb5_Tal1,42,46
Zeng|1030,Macosko|Inh_Sox8_Calcrl_4,67,27
Zeng|1298,Macosko|Inh_Usp43_Arhgap6,227,205
Macosko|Inh_Dlx1_Foxd1_1,Zeng|2952,58,36
Zeng|3515,Macosko|Inh_Emx2_Il20ra_1,336,1006
Zeng|4538,Macosko|Chol_Tbx20_S100a11_6,16,97
Macosko|Ex_C1ql4_Nts,Zeng|4698,38,57
Zeng|401,Macosko|Ex_Fezf2_Lipm,805,319
Zeng|3286,Macosko|Inh_Six3_Ofcc1_1,85,81
Zeng|1805,Macosko|Inh_Esr2_Tac2_1,62,89
Macosko|Ex_Dmrta2_Lhx1_6,Zeng|2214,53,15
Macosko|Ex_Tfap2d_Mgst2_2,Zeng|4666,149,120
Zeng|1027,Macosko|Inh_Sox8_Calcrl_4,954,27
Zeng|1846,Macosko|Inh_Pde11a_Pgm5_4,99,111
Zeng|3514,Macosko|Inh_Emx2_Rxfp2,451,5540
Macosko|Ex_Sox5_Ptpn14,Zeng|8215,36,48
Zeng|2791,Macosko|Ex_Phox2_4930469K13Rik,34,23
Macosko|Ex_Cyp26b1_Slc30a3_Ptprc_2,Zeng|467,290,1093
Macosko|Inh_Lhx1_Sox14,Zeng|3365,297,47
Zeng|987,Macosko|Inh_Pax6_Eya4_3,31,46
Macosko|Ex_Neurod6_Dnah11_1,Zeng|4850,256,377
Macosko|Inh_Lhx6_Nkx2-4_2,Zeng|1676,43,161
Zeng|984,Macosko|Inh_Sp8_Grhl3,841,55
Macosko|Inh_Lhx8_Oprk1,Zeng|1569,53,28
Zeng|4565,Macosko|Ex_Tfap2d_P2ry1,51,1697
Macosko|Pit_Six1_Pomc_2,Zeng|1426,148,371
Zeng|3513,Macosko|Inh_Emx2_Rxfp2,156,5540
Zeng|2170,Macosko|Inh_Gata2_Arid3c_2,44,28
Macosko|Ex_Tlr4_Foxd2,Zeng|3776,61,70
Macosko|Ex_Pitx2_Cd40,Zeng|24617,115,18
Zeng|1970,Macosko|Inh_Tbx3_Crabp1,758,26
Macosko|Inh_Nkx2-2_Mafb_3,Zeng|1653,112,270
Zeng|1165,Macosko|Inh_Lhx6_Npy_3,209,166
Macosko|Ex_Dmrta2_Fam83b_2,Zeng|2616,54,34
Zeng|3508,Macosko|Inh_Emx2_Rxfp2,1406,5540
Macosko|Inh_Foxd3_Slc16a12_1,Zeng|3721,113,80
Macosko|Inh_Lhx8_Ccdc68_1,Zeng|1568,102,126
Zeng|141,Macosko|Ex_Slc30a3_Sulf1_Aprk1,6153,9814
Macosko|Ex_Tfap2d_Npffr1_1,Zeng|4557,100,314
Macosko|Ex_Sim1_Kynu,Zeng|2158,41,13
Zeng|807,Macosko|Inh_Lhx6_Nmu_1,140,3500
Zeng|4223,Macosko|Ex_Sim1_Dlk1_1,101,67
Zeng|15026,Macosko|Ex_C1ql4_Mdfic2_1,61,54
Zeng|3075,Macosko|Inh_Foxb1_Tacr3_1,99,39
Zeng|3160,Macosko|Inh_Tfap2b_Gata3_5,91,26
Zeng|2294,Macosko|Ex_Tfap2b_Klk12,48,67
Macosko|Ex_Lhx9_Hsd17b14_3,Zeng|8163,42,39
Zeng|1451,Macosko|Inh_Otx2_Prdm16_5,177,397
Zeng|1651,Macosko|Inh_Six6_Grp,81,50
Zeng|3074,Macosko|Ex_Pax8_Rassf10,50,118
Zeng|1863,Macosko|Inh_Pax5_Pgr15l_2,80,57
Zeng|2129,Macosko|Ex_Sall3_Cd44_1,119,2581
Macosko|Ex_Vsx2_Nkx6-3_4,Zeng|24411,71,51
Macosko|Ex_Irtx_Ednra,Zeng|2908,28,83
Macosko|Ex_Sim1_Adam33_3,Zeng|4292,60,67
Zeng|202,Macosko|Ex_Fezf2_Rgs16,12487,15020
Zeng|2701,Macosko|Ex_Skor1_Il31ra_2,194,76
Zeng|3161,Macosko|Inh_Lhx1_Corin,98,124
Zeng|1856,Macosko|Inh_Lhx1_Dlk1_5,274,47
Zeng|2016,Macosko|Inh_Meox2_Csta2,196,77
Zeng|2144,Macosko|Ex_Onecut3_Pax7,38,23
Zeng|1885,Macosko|Ex_Slc12a7_Odad1_1,533,112
Macosko|Ex_Vsx2_Htr3a,Zeng|3051,60,101
Macosko|Ex_Vsx2_Nkx6-3_5,Zeng|24411,31,51
Zeng|2105,Macosko|Inh_Lhx6_Gpr179,869,124
Zeng|1656,Macosko|Inh_Lhx1_Nkx2-4_1,61,80
Zeng|3255,Macosko|Inh_Tfap2b_Ntrk1,61,127
Zeng|1759,Macosko|Inh_Dlx1_Six3,218,27
Zeng|1160,Macosko|Inh_Lhx6_Esr2_12,173,81
Macosko|Ex_C1ql4_Svep1,Zeng|4098,28,128
Macosko|Inh_Six3_Bnc2_1,Zeng|1514,29,129
Zeng|3481,Macosko|Inh_Nkx2-2_Mc4r_3,209,22
Zeng|1034,Macosko|Inh_Sox8_Calcrl_4,210,27
Macosko|Ex_Ebf2_C1ql2_6,Zeng|4870,65,75
Zeng|279,Macosko|Ex_Rorb_Cth,4741,39
Macosko|Ex_Pitx1_Kntc1,Zeng|4978,42,50
Macosko|Ex_Lmx1a_Agtr1b,Zeng|4776,37,10
Zeng|2445,Macosko|Ex_Sim1_Otp_4,114,156
Macosko|Ex_Vsx2_Galr1,Zeng|3078,45,73
Zeng|14858,Macosko|Astro_Fabp7_Hs3st3a1_3,250,1548
Zeng|5141,Macosko|Ex_Etv1_Gbx2,48,7334
Zeng|3552,Macosko|Inh_Tfap2b_Cdh23_3,125,1021
Macosko|Inh_Lhx1_Dlk1_6,Zeng|2955,47,107
Zeng|2154,Macosko|Inh_Gata3_Olfr48_3,97,22
Zeng|5143,Macosko|Ex_Gbx2_C6,184,18
Zeng|4971,Macosko|Ex_Pitx2_Lamp3_3,63,42
Zeng|4550,Macosko|Ex_Nxph4_Twist1_4,155,42
Zeng|1621,Macosko|Inh_Six6_Vipr2_11,230,94
Zeng|1808,Macosko|Inh_Sox8_Calcrl_4,142,27
Macosko|Ex_Dmrta2_Arhgap36_3,Zeng|2211,100,250
Zeng|4984,Macosko|Ex_Evx2_Clec9a,84,25
Zeng|1955,Macosko|Inh_Tbx3_Fli1_2,239,20
Zeng|65,Macosko|Ex_Fezf2_Cpa6,32875,28712
Zeng|1547,Macosko|Inh_Dlx1_Satb2_1,106,3615
Zeng|980,Macosko|Inh_Pax6_Gpr39_3,66,129
Zeng|2967,Macosko|Inh_Ebf2_Stc1_1,58,80
Zeng|1743,Macosko|Inh_Lhx6_Tspo2,66,28
Zeng|4576,Macosko|Ex_Tfap2d_Crhr2_1,135,1686
Zeng|4929,Macosko|Ex_Tfap2b_Rxfp2_2,987,223
Macosko|Inh_Pou6f2_Mamdc2,Zeng|2951,18,61
Macosko|Ex_Defb1_Ldoc1_1,Zeng|4870,58,75
Zeng|1526,Macosko|Inh_Six3_Aldh3b2_2,109,26
Zeng|787,Macosko|Inh_Lhx6_Ccdc172_1,190,62
Macosko|Inh_Lhx1_Mc4r,Zeng|3426,273,284
Macosko|Ex_Trabd2b_Slc30a3_Pdzrn3,Zeng|461,191,1394
Zeng|3507,Macosko|Inh_Pax8_Sp9_2,180,238
Zeng|2054,Macosko|CholInh_Ecel1_Ghrh_2,227,95
Zeng|1941,Macosko|Ex_Sim1_Adgb_2,170,120
Zeng|5146,Macosko|Ex_Etv1_Gbx2,380,7334
Macosko|Ex_Sim1_Nkx2-2_Asb4_2,Zeng|2117,43,229
Zeng|1842,Macosko|Inh_Foxp4_Bnc2,148,555
Zeng|2248,Macosko|Ex_C1ql4_Olfr48,55,78
Zeng|782,Macosko|Inh_Lhx6_C1ql1,79,42
Zeng|5133,Macosko|Ex_Plekhg1_Nox4_Anxa13_1,54,80
Macosko|Ex_Tfap2b_Dnah11,Zeng|4806,44,187
Zeng|24613,Macosko|Ex_Pax6_Avpr1a_4,147,45
Macosko|Ex_Phox2b_Serpinb7_2,Zeng|3913,18,58
Zeng|1851,Macosko|CholInh_Ecel1_Ghrh_2,71,95
Zeng|4767,Macosko|Ex_Lhx2_Gng8_2,50,74
Zeng|1925,Macosko|Ex_Otx2_Dynlrb2,101,57
Zeng|4069,Macosko|Ex_Lhx4_Vsx2_2,60,35
Zeng|809,Macosko|CholInh_Ecel1_Nid1,38,56
Macosko|Ex_Lmx1b_Tlx1_2,Zeng|3800,37,46
Macosko|Ex_Dmrta2_Dsc3,Zeng|2362,87,106
Zeng|406,Macosko|Ex_Fezf2_Klhl1,2140,26445
Macosko|Ex_Lhx9_Met,Zeng|4857,644,42
Zeng|276,Macosko|Ex_Slc30a3_Ssmem1_2,761,68
Zeng|1118,Macosko|Inh_Lhx6_Cyp26a1,432,83
Macosko|Ex_Sim1_Lmcd1,Zeng|2502,32,198
Macosko|Inh_Six3_Aldh3b2_1,Zeng|1592,29,401
Zeng|383,Macosko|Ex_Fezf2_Klhl1,1710,26445
Macosko|Ex_Dmrta2_Frem1,Zeng|2212,210,56
Macosko|Ex_Irx3_Ccdc192_6,Zeng|4498,199,108
Zeng|1985,Macosko|Inh_Tbx3_Fli1_2,337,20
Macosko|Ex_Neurod6_Creb3l1,Zeng|485,162,422
Zeng|1418,Macosko|Inh_Otx2_Prdm16_5,97,397
Zeng|4296,Macosko|Ex_Nxph4_Dnah11,43,36
Macosko|Ex_Pitx2_Hmcn2,Zeng|2334,51,78
Zeng|1513,Macosko|Inh_Six6_Vipr2_10,70,324
Macosko|Ex_Lmx1a_Lepr,Zeng|2193,120,148
Macosko|Inh_Lhx8_Chodl,Zeng|1568,73,126
Macosko|Ex_Sim1_Dlk1_2,Zeng|24428,39,14
Zeng|293,Macosko|Ex_Slc30a3_Klhl14_Ndnf,1402,21
Macosko|Ex_Slc30a3_Lrmp_Il1rl2_Slc17a6,Zeng|272,20,3333
Zeng|5034,Macosko|Ex_Plekhg1_Tspear_C6_4,770,617
Zeng|2241,Macosko|Ex_Lmx1a_Itih5_2,223,66
Zeng|1815,Macosko|Inh_Pde11a_Atp2c2_1,107,193
Macosko|Inh_Lhx1_Nmbr_1,Zeng|2952,69,36
Macosko|Ex_Tfap2d_Pirt_5,Zeng|4839,126,385
Macosko|Ex_Irx2_Prokr2_Sox13,Zeng|2901,45,183
Macosko|Inh_Foxp2_Bmp3_3,Zeng|4444,292,13
Macosko|Ex_Dmbx1_Pnmt,Zeng|3934,66,53
Zeng|2968,Macosko|Inh_Pax7_Stc1_2,51,19
Zeng|3908,Macosko|Ex_Phox2b_Ddit4l_3,28,23
Zeng|389,Macosko|Ex_Fezf2_Fn1_Reln,1437,470
Zeng|1589,Macosko|Inh_Lhx8_Arhgef38_8,129,129
Macosko|Ex_Trabd2b_Slc30a3_Bfsp2,Zeng|464,131,104
Zeng|1915,Macosko|Inh_Dlx1_Dock5_1,112,187
Macosko|Ex_Rorb_Esr2_1,Zeng|102,225,2460
Zeng|224,Macosko|Ex_Slc30a3_Ssmem1_2,2740,68
Zeng|222,Macosko|Ex_Slc30a3_Best3_4,1155,31
Zeng|69,Macosko|Ex_Foxp2_Col5a1,30942,12655
Macosko|Inh_Tfap2b_Igfbp6,Zeng|3531,217,98
Macosko|Inh_Gata3_Pmfbp1_1,Zeng|9280,82,24
Macosko|Inh_Pax7_Aoah,Zeng|2936,67,92
Zeng|1963,Macosko|CholInh_Ecel1_Ghrh_2,123,95
Macosko|Ex_Fezf2_Urah_Shisa9_1,Zeng|75,322,8418
Zeng|2312,Macosko|Ex_Vsx2_Glyat_2,27,32
Zeng|2296,Macosko|Ex_Samd3_Brs3,81,48
Zeng|1837,Macosko|Inh_Foxp4_Bnc2,60,555
Macosko|Ex_Dmrta2_Lhx1_3,Zeng|2175,1319,198
Macosko|Ex_Dmrta2_Irx3,Zeng|2214,49,15
Macosko|Ex_Lmx1a_Pgr15l_1,Zeng|2197,113,268
Zeng|1823,Macosko|Inh_Ecel1_Chodl,58,57
Macosko|Inh_Lhx1_Nmbr_2,Zeng|2959,65,73
Macosko|Ex_Lmx1a_Olfm4_2,Zeng|8172,125,59
Zeng|3277,Macosko|Inh_Emx2_Pirt_2,49,24
Zeng|1546,Macosko|Inh_Dlx1_Satb2_1,135,3615
Zeng|2526,Macosko|Ex_Fezf1_Bnc2_2,134,205
Zeng|1574,Macosko|Inh_Onecut3_Catspere1_1,36,23
Macosko|Ex_Rorb_Cyp26b1,Zeng|165,428,512
Macosko|Ex_Plekhg1_Fign_Tnc_1,Zeng|5070,211,598
Zeng|2202,Macosko|Ex_Lmx1a_Irx3_2,63,67
Zeng|1871,Macosko|Inh_Pde11a_Pgm5_4,95,111
Macosko|Ex_Tfap2b_Piezo2_1,Zeng|2603,104,30
Macosko|Inh_Six3_Dact1_2,Zeng|3180,53,182
Zeng|5056,Macosko|Ex_Plekhg1_Pth2r_Frem3_2,728,97
Zeng|2345,Macosko|Ex_Dmrta2_Csf2rb2_2,178,137
Zeng|2487,Macosko|Ex_Sim1_Cd34_5,49,429
Zeng|1594,Macosko|Inh_Dlx1_Dnah5_2,174,131
Zeng|103,Macosko|Ex_Sulf1_Drd2,4215,803
Zeng|3058,Macosko|Inh_Pax5_Serpina12,32,16
Macosko|Ex_Ebf2_Prox1_Pou4f3,Zeng|4870,1147,75
Zeng|1681,Macosko|Inh_Nkx2-2_Gal,116,37
Zeng|125,Macosko|Ex_Sulf1_Drd2,441,803
Macosko|Inh_Tfap2b_Gata3_1,Zeng|3555,135,66
Zeng|1931,Macosko|Ex_Slc12a7_Sp110,86,468
Zeng|2472,Macosko|Ex_Sim1_Abcc9_1,113,85
Zeng|2315,Macosko|Ex_Nkx2-4_Ppp1r17_2,76,354
Zeng|1647,Macosko|Inh_Lhx1_Dlk1_5,83,47
Macosko|Ex_Dmrta2_Lhx1_1,Zeng|2212,98,56
Zeng|5130,Macosko|Ex_Lhx2_Pth2_1,181,376
Macosko|Ex_Pou4f1_Vill,Zeng|5004,47,57
Zeng|3026,Macosko|Ex_Vsx2_Ghrh_2,20,79
Zeng|214,Macosko|Ex_Slc30a3_Cfap58_Trhr,431,1041
Zeng|988,Macosko|Inh_Klhl14_Gpr101,14,71
Zeng|1446,Macosko|Inh_Otx2_Prdm16_7,66,55
Macosko|Ex_Rorb_Col8a1_Scn7a,Zeng|176,4591,4727
Macosko|Ex_C1ql2_Glp1r,Zeng|4870,712,75
Macosko|Ex_Ebf2_Myzap,Zeng|4282,120,51
Zeng|2677,Macosko|Ex_Lhx9_6430628N08Rik,83,33
Macosko|Ex_Onecut3_Htr5b,Zeng|4513,60,46
Zeng|1580,Macosko|Inh_Dlx1_Col18a1,173,80
Zeng|1174,Macosko|Inh_Lhx6_Esr2_13,151,46
Macosko|Inh_Lhx1_Egflam_7,Zeng|3170,175,177
Zeng|3076,Macosko|Inh_Foxb1_Tacr3_1,87,39
