Macosko_merged_name,x.Mac,y.Mac,z.Mac,x.Zeng,y.Zeng,z.Zeng,distance,source
Zeng|1005__Macosko|Inh_Sox8_Cyp26b1,4.4806090816258966,6.851517768298687,7.190123456790124,5.527506075073105,6.826204552391703,7.217486338797815,1.0475604045114175,2009_pairs
Zeng|1007__Macosko|Inh_Sox8_Sh3d21_2,4.152551468011537,6.52199932181193,7.515384615384616,5.646455991713183,6.490231381925043,7.347752808988765,1.5036157589146355,2009_pairs
Zeng|1015__Macosko|Inh_Sox8_Calcrl_2,3.6606620603783555,7.024129703714803,7.28,6.001661084482987,7.1399942632905935,7.245614035087719,2.3441167679122725,2009_pairs
Zeng|102__Macosko|Ex_Rorb_Ovol2,5.436971960707083,5.176884455222749,10.81,5.537026875527254,5.252630732408552,10.46979865771812,0.36260920807057967,2009_pairs
Zeng|1048__Macosko|Inh_Sidt1_Drd1_Pax6_2,5.7288754651363005,7.727627330903076,7.493333333333333,5.764444800500157,7.623618512828617,7.593333333333334,0.1486035391754596,2009_pairs
Zeng|1055__Macosko|Inh_Ppp1r1b_Drd2_Cyp26b1_2,5.582595914705036,6.394851250251419,6.85483870967742,5.645040371848587,6.3633445962427055,7.728235294117647,0.8761926575740251,2009_pairs
Zeng|1057__Macosko|Inh_Ppp1r1b_Drd2_Pde1a_Myo3b,5.693844896265225,6.7926994911683725,8.851057827926658,5.640409889633167,6.80244634521536,9.006015037593984,0.16420121170522822,2009_pairs
Zeng|1063__Macosko|Inh_Ppp1r1b_Drd2_Pax6,4.907700080720345,6.7850893384438535,7.739130434782609,5.2294777857099275,6.7098006989652985,8.343718592964825,0.6890109662966606,2009_pairs
Zeng|1065__Macosko|Inh_Ppp1r1b_Drd2_Fos,5.245482413081387,6.927350848450407,8.537647058823529,5.0589429235084244,5.877303598922655,6.846817691477886,1.999074825235265,2009_pairs
Zeng|1066__Macosko|Inh_Sox8_Calcrl_10,5.223189340171225,6.622793897977254,7.453658536585366,5.527449487298571,6.454497788558897,7.660869565217392,0.4047644104439667,2009_pairs
Zeng|1074__Macosko|Inh_Ppp1r1b_Drd2_Sema5d_2,5.435053425767137,6.747481852477653,9.185271317829457,5.471387697012912,6.799509423707533,9.725175808720113,0.5436211058438959,2009_pairs
