AUROC,fntype
0.936799722365095,conserved_one
0.974940009425975,conserved_both
0.98009483283122,diverged
0.946133705841191,diverged
0.941201337164514,conserved_one
0.952153163797508,conserved_one
0.956623214204432,conserved_one
0.961260891543932,conserved_one
0.925500955495518,diverged
0.901814125412618,conserved_one
0.916459073016394,diverged
0.946704173758016,diverged
0.935273057524199,conserved_both
0.954852215582155,conserved_both
0.908907454032325,conserved_both
0.944144849937034,conserved_one
0.907704411606151,conserved_one
0.937694593238887,diverged
0.942196597789724,conserved_one
0.922712099886878,diverged
0.977867037390922,conserved_both
0.991232498924741,conserved_both
0.992684839176589,conserved_both
0.991983834054603,conserved_both
0.986411087814472,conserved_both
0.981599216562384,conserved_both
0.976748427049921,conserved_both
0.989645879165587,diverged
0.972797875549199,conserved_both
0.979064258714879,diverged
0.981417537632326,diverged
0.987807081566968,conserved_both
0.981630239590757,diverged
0.974929035161518,diverged
0.978609911704362,diverged
0.96102724844277,conserved_one
0.981341988652106,conserved_one
0.961016865551222,conserved_one
0.988769794639748,conserved_one
0.940817883145294,conserved_one
0.953414764574642,conserved_both
0.995484390831268,conserved_both
0.979552543224686,conserved_both
0.986531198311768,conserved_one
0.956080995603909,conserved_both
0.860372961936606,conserved_one
0.901311173115462,conserved_both
0.989881551299966,conserved_one
0.999187068843854,conserved_both
0.993386266196891,conserved_one
0.9694177956481,conserved_one
0.980863996451881,diverged
0.959707728193161,diverged
0.988418667910917,conserved_one
0.973151524879388,conserved_one
0.975874802919285,conserved_one
0.960467446898735,conserved_one
0.923856399728104,diverged
0.996163742367207,conserved_one
0.93805333628656,conserved_one
0.964875001542574,conserved_one
0.991824141773389,diverged
0.976327473263053,conserved_both
0.966929765246588,diverged
0.974468676987223,conserved_one
0.979817540554373,conserved_one
0.996839985638659,diverged
0.993453814808687,conserved_both
0.991090869965404,conserved_both
0.985570572591951,diverged
0.990304492753378,conserved_one
0.996062445216957,conserved_one
0.99507375240155,diverged
0.992193851334626,conserved_one
0.992829304561718,conserved_both
0.993061730296801,conserved_one
0.993062138745902,diverged
0.987762707935429,conserved_one
0.996528190150121,diverged
0.982965314140985,conserved_both
0.992457093637301,conserved_one
0.992454501979091,conserved_both
0.988122935088064,conserved_one
0.991502941937294,conserved_both
0.985873667764925,conserved_both
0.980275166553162,conserved_both
0.986531448800114,diverged
0.993150361589523,conserved_one
0.988079348377207,diverged
0.985757154890197,conserved_one
0.993238887149489,conserved_both
0.993786029331225,conserved_both
0.987960840793969,diverged
0.98520319583093,conserved_one
0.974977424458875,diverged
0.99205994520436,conserved_one
0.999016581689327,diverged
0.981856511223746,conserved_one
0.985189190397423,diverged
0.988924671950375,conserved_one
0.990055005188171,conserved_one
0.98299913661055,conserved_one
0.993724529854755,conserved_one
0.981986182199154,diverged
0.972031606188518,conserved_one
0.985084442470376,conserved_one
0.984408556059071,conserved_one
0.995040743977147,conserved_one
0.974326050050379,conserved_one
0.993843504122054,conserved_both
0.986873093583702,conserved_one
0.902117434403487,diverged
0.973927797661701,conserved_both
0.987304159780496,diverged
0.930046690221552,diverged
0.931028734959523,conserved_one
0.932047326588816,diverged
0.949011566932421,conserved_one
0.953304499534815,conserved_one
0.93641305869642,conserved_one
0.94134851972139,conserved_one
0.925838976632206,diverged
0.940205212617323,diverged
0.941316188601383,conserved_both
0.961837389067926,conserved_both
0.926626861579128,conserved_one
0.929146291064787,conserved_one
0.925703078877603,conserved_one
0.926370811464168,conserved_one
0.921197849751072,conserved_one
0.906847491338181,diverged
0.969074155443762,conserved_both
0.990261187270689,conserved_both
0.993195241484702,conserved_both
0.989835047360131,conserved_both
0.97736572047878,diverged
0.98995132283481,conserved_both
0.990446992095299,conserved_both
0.987319817240807,diverged
0.994628298982026,conserved_both
0.988878704930534,diverged
0.988376473292591,diverged
0.982072227038858,conserved_one
0.978166173990296,conserved_one
0.979450406236791,diverged
0.980519008951754,diverged
0.99152927314532,conserved_one
0.992014813666674,conserved_one
0.993742342126988,conserved_one
0.990754844147135,conserved_one
0.974544377848717,conserved_one
0.966132446351265,conserved_both
0.996001692326725,conserved_both
0.974746601159828,conserved_one
0.939438285499421,conserved_one
0.922105640178718,conserved_one
0.975926406533989,conserved_both
0.975810071091201,conserved_both
0.999611152436207,conserved_both
0.994433311396125,conserved_one
0.964138300581652,conserved_one
0.951821886120314,diverged
0.963746404754632,diverged
0.993504528904509,diverged
0.977295744008011,conserved_one
0.960574284436798,conserved_one
0.964752032217985,conserved_one
0.958888331136888,conserved_both
0.996491696287617,conserved_one
0.94449378892931,conserved_one
0.947980300502192,conserved_one
0.989322815609765,diverged
0.982370392180481,conserved_both
0.96324261483781,diverged
0.983782567739895,conserved_one
0.983015834853377,conserved_one
0.997201910475408,conserved_both
0.995265744107422,conserved_both
0.985686201932747,conserved_one
0.982423291277587,diverged
0.979879743012235,diverged
0.994633166577381,conserved_one
0.992023956024398,diverged
0.993904208998549,conserved_both
0.994405094453012,conserved_both
0.9830953440146,diverged
0.987325487959132,conserved_one
0.965268461991593,diverged
0.996331812231586,diverged
0.984542271478208,diverged
0.98739794650523,conserved_both
0.987035972347379,conserved_one
0.986721835175215,conserved_both
0.987779364642193,conserved_one
0.978271585696338,conserved_both
0.985576165837351,conserved_both
0.985129923616356,conserved_both
0.987194792528399,diverged
0.992933753111028,conserved_one
0.988133168931176,diverged
0.984971372463836,conserved_one
0.9898723063528,conserved_one
