target_cluster,source,auroc,type,source_label,Comparison
Ex_Zic1_St14,Macosko,0.9160546074287592,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Dbh_3,Macosko,0.942042237979874,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax5_Irak3,Macosko,0.9658119955484172,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Vsx2_Tnnt1_2,Macosko,0.8358880292947124,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Olig3_6,Macosko,0.9691358034695676,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Foxp2_Pdlim3_3,Macosko,0.9531440911651538,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Dab2_Tmem100_1,Macosko,0.890682879291244,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Frmd7_Crhbp_1,Macosko,0.9928795319650696,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Slc6a2,Macosko,0.9807376091376088,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax7_Pawr,Macosko,0.9821396068248024,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Foxb1_Arhgef38_1,Macosko,0.9438484507513644,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Dmrta2_Lhx1_5,Macosko,0.9286556351067652,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Lhx6_Sst_Chodl_2,Macosko,0.9645281113973084,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Pitx2_Lamp3_1,Macosko,0.8230354562425136,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Vsx2_Cdc42ep5,Macosko,0.9643108115191086,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Vsx2_Pgm5_3,Macosko,0.9189124334144104,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax8_Sp9_8,Macosko,0.9897891125737388,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Six3_Pvalb_Efemp1_2,Macosko,0.9114769270785804,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax5_Rab38_1,Macosko,0.9828037064841284,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Gdpd2,Macosko,0.9597140303094316,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Dmrta2_Lrrc31_Th,Macosko,0.9604009112829136,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Astro_Emid1_Gdf10,Macosko,0.8982529884567884,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Fezf2_Dlk1_Grik1,Macosko,0.976905239995146,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Hoxc4_Chrdl2_1,Macosko,0.971290313683311,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Fezf2_Kit_Sostdc1,Macosko,0.9242598310746634,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax7_Erfl_2,Macosko,0.9109685741663446,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Smpdl3b_1,Macosko,0.8901751185707792,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Hoxc4_Hpse,Macosko,0.9737129410771692,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Six3_Serpinb1b_Sox3,Macosko,0.8001189762625472,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Ccdc192_1,Macosko,0.8994096185828088,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax5_Oxtr,Macosko,0.9321662321482996,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Lhx6_Cxcr4_6,Macosko,0.952604498972535,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Six3_Ptger3_2,Macosko,0.9561917737137212,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Nkx2-2_Oxtr_2,Macosko,0.8530746413761463,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Pitx2_Frem3_2,Macosko,0.9447093276603216,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lmx1b_Tex47_2,Macosko,0.91969554998627,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Fibro_Eya2_Lypd2_1,Macosko,0.6549303657102092,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Onecut3_Catspere1_2,Macosko,0.9212898402155952,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Ebf2_Mafa_1,Macosko,0.9584042915410966,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Six3_Aldh3b2_2,Macosko,0.9461129478199568,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Samd3_Npsr1_1,Macosko,0.992300933728124,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Onecut1_Met_2,Macosko,0.9228056352477304,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
NorEx_Phox2b_Mtnr1a,Macosko,0.9326133208042732,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Fezf2_Cnksr3_Areg,Macosko,0.8343226888530265,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Vsx2_Glyat_1,Macosko,0.9006574472634574,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
NG_Myoz1_1,Macosko,0.9256554918431338,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax8_Otp_2,Macosko,0.8824903080415913,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
SerEx_Gata3_Fev_1,Macosko,0.955469297908536,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Adora2a,Macosko,0.999931218285818,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Qrfpr_2,Macosko,0.9421611001771468,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Nkx6-1_Sox14,Macosko,0.8785204955002672,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Pou4f2_Sult3a2_7,Macosko,0.921502587860417,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Areg,Macosko,0.909422998665736,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Sox14_2,Macosko,0.8958641509131966,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Dmrta2_Arhgap36_3,Macosko,0.9655478301849976,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Smoc2_Kntc1_1,Macosko,0.8666611048838513,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Tfap2a_Sla,Macosko,0.8995892566981111,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Lhx6_Gm8113_2,Macosko,0.9561545946131552,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Lhx6_Kcnmb1_3,Macosko,0.9588148657296186,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Dmbx1_Tacr3,Macosko,0.915053215689966,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Lhx6_Myo1h_2,Macosko,0.9297620479731272,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Npy2r_3,Macosko,0.9842265135370946,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Defb1_Ldoc1_2,Macosko,0.9571852426323868,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Vmn1r209,Macosko,0.9610339822184164,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lmx1b_Upp1,Macosko,0.905899824242134,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Onecut2_Hmx3_Trim6_3,Macosko,0.97312845693496,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Lhx8_Arhgef38_2,Macosko,0.9386226789142004,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax5_Rab38_4,Macosko,0.8541551040431018,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Rln3_3,Macosko,0.8507355443140572,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Ebf2_Fzd9_1,Macosko,0.8841985947042329,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Pou4f1_Vill,Macosko,0.8684533430399722,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Dmrta2_Chodl_1,Macosko,0.8462372979961084,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Nkx2-2_1,Macosko,0.7739108140147218,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Tfap2d_Npnt_5,Macosko,0.871992281099987,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Nkx6-1_Atp6v1c2,Macosko,0.9710552758993998,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Onecut3_Mup6,Macosko,0.8522914520119139,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Neurod6_Dnah11_7,Macosko,0.9825729223726548,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Ghrh_2,Macosko,0.9548161178039996,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lhx2_Hgf_2,Macosko,0.9256927089659778,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax5_Asb4_2,Macosko,0.9517604316760996,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Pou4f1_Htr5b_5,Macosko,0.9558952872121024,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Ecel1_Foxd1_3,Macosko,0.7606198008186458,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Otx1_Cd36_1,Macosko,0.8964880674498096,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Hoxb5_Rubcnl_1,Macosko,0.7934729041444416,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Tfap2b_Slco1c1,Macosko,0.8879519494814067,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Dmrta2_Csf2rb2_1,Macosko,0.9748391546026924,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Ikzf1_2,Macosko,0.8969045627554758,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Pitx2_Fibcd1,Macosko,0.8604904002662958,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gbx1_Htr1a_8,Macosko,0.9582110762445452,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Nkx2-4_Calcr_6,Macosko,0.9132348089610108,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Vsx2_C1ql4,Macosko,0.9577572034222268,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Irx4_Catspere1_5,Macosko,0.9574102881877904,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Pou4f2_Sult3a1,Macosko,0.9386383005691044,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Tfap2d_Bnip5_1,Macosko,0.9385832513970942,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Sox14_Sp8_3,Macosko,0.9481560316515982,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Olig3_7,Macosko,0.9265460646887304,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax8_Oxtr_3,Macosko,0.9255416737522044,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Dmbx1_Art4,Macosko,0.8697846293201541,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_C1ql2_Glp1r,Macosko,0.9298848986953576,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Sox6_Cartpt_2,Macosko,0.753793906527362,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Pitx1_C1ql4,Macosko,0.9099035363062804,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
NorEx_Phox2b_Pmnt_3,Macosko,0.8784824038018099,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Ppp1r1b_Drd1_Pde1a,Macosko,0.9384194575042972,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lhx9_F2rl2,Macosko,0.9775293955706188,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Gata3_Cwh43,Macosko,0.91649535232323,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Lhx1_Pax3_2,Macosko,0.9661834475066678,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lhx9_Frk_2,Macosko,0.8470853867053375,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Tfap2b_Adam33,Macosko,0.9593577561026584,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Tfap2b_Tspo2_1,Macosko,0.9242037407793816,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Afp,Macosko,0.9399758923001988,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Pitx2_Acp7,Macosko,0.9766623234112224,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Prkd1_Nptx2_2,Macosko,0.908022151071798,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Slc39a12_4,Macosko,0.9782498821929576,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Six3_Drd3_1,Macosko,0.8920587064870751,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lmx1b_Drd1_2,Macosko,0.8609597700523499,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Frm7_Otop1_3,Macosko,0.9862754828950032,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Trabd2b_Slc30a3_Ednra_2,Macosko,0.8112362927422669,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
CholInh_Pax8_Tnnt2,Macosko,0.9635389179271928,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax8_Dpp4,Macosko,0.9738907876596616,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lmx1a_Npffr2_1,Macosko,0.9655323298621636,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Dmbx1_Ccdc3_1,Macosko,0.8890741760819107,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Ppp1r1b_Drd1_Tns3_2,Macosko,0.944384166454968,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lhx4_Gpr101_1,Macosko,0.9809629886281176,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Erfl_3,Macosko,0.8691737894874813,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Twist2,Macosko,0.9573820556791616,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Sim1_Bfsp2_1,Macosko,0.9794342450719666,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
NorEx_Phox2b_Gfral_1,Macosko,0.9889320033159016,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Tfap2b_Tspo2_2,Macosko,0.9597556716121696,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Fbxl7_Pkhd1l1,Macosko,0.9114880120682676,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
CholEx_Hoxc4_Olfr681,Macosko,0.8692113982409159,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Hoxb8_Aldh1a2_1,Macosko,0.9316585490094956,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Olfr560,Macosko,0.9184765182233188,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Nkx2-2_Robo3_1,Macosko,0.9463350614471608,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ser_Fev_Samd9l,Macosko,0.9798704755959884,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Hoxb5_Hmcn2,Macosko,0.9201392111158332,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Npffr2_1,Macosko,0.9734543262285448,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Onecut3_Catspere1_3,Macosko,0.9280075451866004,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Skor1_Frem1_1,Macosko,0.9673830362392116,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Nkx6-1_2,Macosko,0.9619289407683708,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Dmrta2_Col5a2_1,Macosko,0.956697283006274,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Skor2_Emx1_3,Macosko,0.93147661350037525,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Sim1_Spc25,Macosko,0.8739223059032571,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Pax2_Mafb_2,Macosko,0.95444386354981,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Irx2_Galr1_1,Macosko,0.9608557895389505,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Lhx6_Esr2_14,Macosko,0.9985703929427876,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Tfap2b_Ghrh_1,Macosko,0.9660869163574576,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Mdfic2_1,Macosko,0.9256851459482582,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Ebf2_Ghrh_2,Macosko,0.959793015167353,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Sall1_C1ql1_2,Macosko,0.9236710387649956,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Lhx6_Gm8113_1,Macosko,0.912550432538113,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Otx2_Myo5b_2,Macosko,0.8207582594782268,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Lhx8_Ccdc68_3,Macosko,0.8232933675435211,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Neurod6_Dnah11_1,Macosko,0.902678787891788,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Gxylt2_2,Macosko,0.9233656082062068,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lhx9_Hs3st6,Macosko,0.8941261818654548,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Rln3_4,Macosko,0.9358928858623904,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Nkx2-2_Gata2_4,Macosko,0.9000563279118252,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Evx1_Clec9a_3,Macosko,0.8755221817633504,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Ebf2_6430628N08Rik_1,Macosko,0.9677711514554728,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_C1ql4_Calca,Macosko,0.991014761742584,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Hoxc4_Ttc6_4,Macosko,0.8700791961831258,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax5_Slc12a7_3,Macosko,0.8954855543597,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Ebf2_Fer1l6_3,Macosko,0.9513762731724196,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
CholEx_Lmx1b_Abcc2,Macosko,0.9539994017730884,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Frem2,Macosko,0.974119552136995,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Tfap2d_Emid1_3,Macosko,0.9160052651449192,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Zbbx_Nts_1,Macosko,0.9922958220631316,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Hmx2_Gli3,Macosko,0.9654173814783452,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
DopEx_Calb1_Ggta1,Macosko,0.9538055908219916,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Ebf2_Arhgap36,Macosko,0.9712735606638168,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gbx1_Htr1a_3,Macosko,0.8796979796863623,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Gbx2_C6,Macosko,0.8958517466891003,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Six3_Six6_1,Macosko,0.7758477109185535,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Foxb1_Ctxn3_2,Macosko,0.9438041490502732,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Zic1_Mybpc1,Macosko,0.9909397763925922,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Six3_Foxa2_1,Macosko,0.9703749290604424,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Ebf2_Nek11_2,Macosko,0.9556725030054604,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Tfap2b_Sult3a2_1,Macosko,0.7713171693782479,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Nxph4_Olfr110_Cplx3,Macosko,0.7784137327205551,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Sim1_Nkx2-2_Asb4_2,Macosko,0.9493054575222696,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Htr3a_Bmp3_4,Macosko,0.9740270231486168,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
NorEx_Phox2b_Ppara_1,Macosko,0.9121436598811592,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Tnc_2,Macosko,0.9006577384443674,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lmx1b_Krt9_1,Macosko,0.8813063729967034,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Sim1_Aox3_2,Macosko,0.8873663094995801,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Tcf7l2_Fbln1_Slc38a11_1,Macosko,0.8795005603833187,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Ebf2_Nek11_1,Macosko,0.962784621324344,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2a_Nms,Macosko,0.9866389510073932,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Lum,Macosko,0.921289910887863,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Vsx2_Csta2,Macosko,0.9715709676009244,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Slc30a3_Crlf1_1,Macosko,0.8599584564497025,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Hoxb3_Ldlrap1_18,Macosko,0.9774237953541816,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Dcn_Grik3,Macosko,0.8704169840046888,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Il23r,Macosko,0.950515483211328,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Lamp5_Ndnf_Tgfbi,Macosko,0.9456857591817888,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Lhx8_Pde11a_9,Macosko,0.906948267646674,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Nkx2-2_Npy_2,Macosko,0.8826706196908277,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax8_Qrfpr_1,Macosko,0.8937799983784666,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
SerInh_Fev_Fbxw28,Macosko,0.8563620577972375,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Vsx2_Nps_2,Macosko,0.8655374801831115,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Vsx2_Prdm6_1,Macosko,0.9038750485193542,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Ebf2_Bmp7_1,Macosko,0.8905735041336803,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Chol_Irx4_Crispld2,Macosko,0.91944544973108,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Postn_1,Macosko,0.8039456099354133,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Otx1_Maf_2,Macosko,0.942476941199214,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Fezf2_Cdc25c_3,Macosko,0.9794058432679514,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Sox6_Ttc29_2,Macosko,0.963673481487433,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lhx2_Emid1,Macosko,0.9592200681125592,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lhx4_Plcz1,Macosko,0.99392796613461,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Slc5a7,Macosko,0.9367979571276872,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Morc1,Macosko,0.922812614308559,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Tfap2d_Ccdc121,Macosko,0.8336698632070102,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Nkx2-2_Gata2_2,Macosko,0.9162177453794336,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Hoxb5_Tal1_4,Macosko,0.8052655176901471,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Lhx2_Thbs2,Macosko,0.9178682105797292,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Tlx1_Kntc1,Macosko,0.9250429545066088,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Ecel1_Col6a4_1,Macosko,0.9030562316843532,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pou6f2_Gldn_2,Macosko,0.8995049683347707,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Nkx2-2_Mc4r_1,Macosko,0.9816266563497138,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Hoxb5_Prdm16_5,Macosko,0.9471908762443094,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Astro_Fabp7_Siah3,Macosko,0.8886125772290934,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Pax5_Gng8,Macosko,0.8625968936842351,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Phox2b_Slc39a12_5,Macosko,0.9345250855638318,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Ebf2_Crhr2_1,Macosko,0.9247292578080608,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Vgll3_5,Macosko,0.9263148092451798,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Foxp2_Olfm4_1,Macosko,0.9128346295334118,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Gata3_Frmd7_1,Macosko,0.9305093960950912,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Vgll3_3,Macosko,0.929574075012934,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Ebf2_C1ql2_2,Macosko,0.9869251727978128,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Ex_Slc30a3_Efemp1_Endou,Macosko,0.8439057711645745,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
Inh_Pax2_Sgo2b_3,Macosko,0.9847279328004422,self_1_vs_all_AUROC,Nuclei,Target cluster vs all
