target,reference,auroc,auroc_one_v_all,reference_study,target_study,log_inverse,inverse,is_ref_recip,is_ref_recip_string
Zeng|4361,Macosko|Inh_Foxp2_Pdlim3_3,0.9952941176470588,0.9982870300566056,Macosko,Zeng,2.766250257310301,0.0017129699433944268,FALSE,Nonreciprocal
Zeng|34153,Macosko|Inh_Foxp2_Qrfprl_1,0.8223684210526315,0.9981193820027452,Macosko,Zeng,2.725699412069321,0.0018806179972548076,FALSE,Nonreciprocal
Zeng|34154,Macosko|Inh_Foxp2_Qrfprl_2,0.6227477477477477,0.9951495713986992,Macosko,Zeng,2.3142198838811034,0.004850428601300805,FALSE,Nonreciprocal
Zeng|4188,Macosko|Inh_Foxp2_Sox2_1,0.9669784520407384,0.9979415567561334,Macosko,Zeng,2.686461103024209,0.0020584432438666145,TRUE,Reciprocal
Zeng|3201,Macosko|Inh_Foxp2_Sox2_2,0.969073039186588,0.9999582150650674,Macosko,Zeng,4.378980269778966,4.1784934932564965e-5,TRUE,Reciprocal
Zeng|3207,Macosko|Inh_Foxp2_Sox2_3,0.40132294309532446,0.9997618719687504,Macosko,Zeng,3.6231894785957204,2.381280312495626e-4,TRUE,Reciprocal
Zeng|2961,Macosko|Inh_Foxp2_Sox2_4,0.6073776758409787,0.9996494103241385,Macosko,Zeng,3.4552008771252205,3.5058967586154566e-4,TRUE,Reciprocal
Zeng|3978,Macosko|Inh_Foxp2_Ssc5d_1,0.6002436863092601,0.999875899583343,Macosko,Zeng,3.906226760390607,1.2410041665700255e-4,TRUE,Reciprocal
Zeng|3979,Macosko|Inh_Foxp2_Ssc5d_2,0.7854452813469207,0.9995586919660864,Macosko,Zeng,3.3552581662473564,4.413080339136233e-4,TRUE,Reciprocal
Zeng|3974,Macosko|Inh_Foxp2_Tmem233_1,0.8888888888888891,0.9998396159896656,Macosko,Zeng,3.7948389313741773,1.603840103343579e-4,TRUE,Reciprocal
Zeng|3977,Macosko|Inh_Foxp2_Tmem233_2,0.32836030964109775,0.9996192520615284,Macosko,Zeng,3.4193624394372546,3.8074793847164834e-4,FALSE,Nonreciprocal
Zeng|3977,Macosko|Inh_Foxp2_Tmem233_3,0.8215341308937368,0.9999830107510186,Macosko,Zeng,4.769825818920053,1.698924898141385e-5,TRUE,Reciprocal
Zeng|1840,Macosko|Inh_Foxp4_Bnc2,0.27490421455938696,0.993413643372164,Macosko,Zeng,2.18135475748259,0.006586356627836021,TRUE,Reciprocal
Zeng|1284,Macosko|Inh_Frm7_4930523C07Rik,0.28378378378378377,0.999759304634792,Macosko,Zeng,3.618532272350542,2.4069536520798795e-4,FALSE,Nonreciprocal
