cell.type,study_id,n,cumulative_cell_fraction,cumulative_cluster_fraction,Dataset
Macosko|Ex_Gabra6_Gabrd,Macosko,552018,0.12525094751974908,1.9880715705765408e-4,Nuclei
Macosko|Oligo_Opalin_Synpr,Macosko,498062,0.23825946793680297,3.9761431411530816e-4,Nuclei
Zeng|5231,Zeng,264669,0.06546390579612642,1.8789928598271326e-4,Cells
Macosko|Oligo_Opalin_Enpp6_1,Macosko,250175,0.29502329773176117,5.964214711729623e-4,Nuclei
Macosko|Astro_Agt_Sntg1,Macosko,233564,0.3480181499041589,7.952286282306163e-4,Nuclei
Macosko|Astro_Ephb1_Fzd2,Macosko,182978,0.38953521615067377,9.940357852882703e-4,Nuclei
Macosko|Ex_Slc30a3_Otof,Macosko,171393,0.42842368654158924,0.0011928429423459245,Nuclei
Macosko|OPC_Cspg5,Macosko,156853,0.4640130819441218,0.0013916500994035786,Nuclei
Zeng|14939,Zeng,131046,0.09787715781642038,3.757985719654265e-4,Cells
Macosko|Micro_Selplg_Siglech,Macosko,129820,0.49346878448826675,0.0015904572564612327,Nuclei
Zeng|5230,Zeng,120642,0.12771705792960433,5.636978579481398e-4,Cells
Zeng|5203,Zeng,117304,0.1567313286054629,7.51597143930853e-4,Cells
Zeng|5158,Zeng,115909,0.18540055642180414,9.394964299135663e-4,Cells
Zeng|14956,Zeng,108101,0.21213853359505475,0.0011273957158962795,Cells
Zeng|232,Zeng,100893,0.2370936656561899,0.0013152950018789928,Cells
Zeng|5283,Zeng,86232,0.25842250856794596,0.001503194287861706,Cells
Macosko|Oligo_Opalin_Enpp6_2,Macosko,84682,0.51268283319296,0.0017892644135188867,Nuclei
Zeng|188,Zeng,72787,0.2764258308730994,0.0016910935738444193,Cells
Macosko|Ex_Rorb_Adam33,Macosko,48748,0.5237435833672165,0.0019880715705765406,Nuclei
Zeng|5254,Zeng,48562,0.28843727986512907,0.0018789928598271326,Cells
Macosko|Ex_Plekhg1_Fign_Tnnt1_1,Macosko,46936,0.5343931970986292,0.002186878727634195,Nuclei
Zeng|184,Zeng,43927,0.29930229613037523,0.002066892145809846,Cells
Macosko|Fibro_Eya2_Aox3,Macosko,43244,0.5442051089829228,0.002385685884691849,Nuclei
Zeng|1405,Zeng,42250,0.30975251893654576,0.002254791431792559,Cells
Macosko|Oligo_Klk6_1,Macosko,39353,0.5531341666182621,0.002584493041749503,Nuclei
Zeng|174,Zeng,38128,0.3191831957449166,0.0024426907177752723,Cells
Zeng|196,Zeng,37698,0.32850751525608857,0.0026305900037579856,Cells
Macosko|Ex_Rorb_Tnnc1,Macosko,34389,0.5609369100691217,0.002783300198807157,Nuclei
Macosko|Inh_Lhx6_Pvalb_Tac1,Macosko,33414,0.5685184294406366,0.002982107355864811,Nuclei
Macosko|Endo_Flt1_Rgs5_Slc19a3_1,Macosko,33307,0.5760756708875465,0.0031809145129224653,Nuclei
Zeng|65,Zeng,32875,0.33663890164077154,0.002818489289740699,Cells
Macosko|Inh_Frmd7_Sema3c,Macosko,32518,0.5834538910025557,0.003379721669980119,Nuclei
Zeng|72,Zeng,31772,0.34449746919101176,0.003006388575723412,Cells
Macosko|Ex_Slc30a3_Trhr,Macosko,31736,0.5906546780611059,0.0035785288270377734,Nuclei
Macosko|Ex_Rorb_Rxfp2,Macosko,31161,0.5977249996369656,0.0037773359840954273,Nuclei
Zeng|4167,Zeng,31095,0.35218858583380164,0.0031942878617061254,Cells
Zeng|69,Zeng,30942,0.3598418590661928,0.0033821871476888386,Cells
Zeng|64,Zeng,30379,0.36735587844201895,0.003570086433671552,Cells
Zeng|5255,Zeng,30159,0.3748154824564875,0.003757985719654265,Cells
Macosko|Ex_Fezf2_Cpa6,Macosko,28712,0.6042396517048095,0.003976143141153081,Nuclei
Zeng|140,Zeng,28459,0.381854604133193,0.003945885005636978,Cells
Macosko|Inh_Ppp1r1b_Drd1_Pde1a,Macosko,27571,0.610495414875697,0.004174950298210736,Nuclei
Macosko|Ex_Fezf2_Klhl1,Macosko,26445,0.6164956925970028,0.00437375745526839,Nuclei
Zeng|59,Zeng,25460,0.3881519454975741,0.004133784291619692,Cells
Zeng|5243,Zeng,24403,0.3941878457848872,0.004321683577602405,Cells
Zeng|185,Zeng,23945,0.40011046318355586,0.004509582863585118,Cells
Macosko|Ex_Slc30a3_Col6a1,Macosko,23036,0.6217224801783225,0.0045725646123260435,Nuclei
Macosko|Ex_Crym_Chrna5,Macosko,22428,0.6268113146927277,0.004771371769383698,Nuclei
Macosko|Ex_Dsp_Gsg1l,Macosko,22319,0.6318754174895446,0.004970178926441352,Nuclei
Macosko|Astro_Emid1_Gdf10,Macosko,22158,0.6369029899512082,0.005168986083499006,Nuclei
Macosko|Inh_Frmd7_Lamp5,Macosko,21328,0.6417422383248141,0.00536779324055666,Nuclei
Macosko|Astro_Emid1_Cd38,Macosko,21137,0.6465381494685176,0.005566600397614314,Nuclei
Zeng|1403,Zeng,20503,0.4051817275195302,0.004697482149567831,Cells
Zeng|14965,Zeng,20018,0.4101330307179662,0.004885381435550545,Cells
Zeng|314,Zeng,19864,0.4150462431634519,0.005073280721533258,Cells
Zeng|192,Zeng,19360,0.4198347949629184,0.005261180007515971,Cells
Macosko|Endo_Flt1_Kcnj8,Macosko,19271,0.650910671758829,0.005765407554671968,Nuclei
Macosko|Ex_Dsp_Moxd1_1,Macosko,18537,0.6551166520242797,0.005964214711729622,Nuclei
Zeng|704,Zeng,18391,0.42438367182986,0.0054490792934986845,Cells
Macosko|Inh_Ppp1r1b_Drd1_Prima1,Macosko,16778,0.6589235213609433,0.006163021868787276,Nuclei
Macosko|Fibro_Eya2_Slc47a1_1,Macosko,16166,0.6625915300447258,0.006361829025844931,Nuclei
Macosko|Ex_Fezf2_Rgs16,Macosko,15020,0.6659995153490939,0.0065606361829025845,Nuclei
Zeng|5150,Zeng,14544,0.42798102190069887,0.005636978579481398,Cells
Macosko|Inh_Tfap2a_Sla,Macosko,14482,0.6692854303409619,0.006759443339960238,Nuclei
Zeng|44,Zeng,13773,0.4313876708642347,0.005824877865464111,Cells
Macosko|Ex_Slc30a3_Shisa8_4,Macosko,13610,0.6723734915921236,0.006958250497017893,Nuclei
Zeng|171,Zeng,13424,0.4347079972772532,0.006012777151446824,Cells
Zeng|186,Zeng,13356,0.4380115043967612,0.0062006764374295375,Cells
Zeng|235,Zeng,13162,0.44126702706125387,0.006388575723412251,Cells
Zeng|4170,Zeng,13098,0.44450671980244255,0.006576475009394964,Cells
Zeng|233,Zeng,13074,0.4477404763223922,0.006764374295377677,Cells
Macosko|Inh_Ppp1r1b_Drd2_Prima1,Macosko,12952,0.675312254951789,0.007157057654075547,Nuclei
Zeng|1092,Zeng,12912,0.45093416334897857,0.0069522735813603905,Cells
Macosko|Ex_Foxp2_Col5a1,Macosko,12655,0.6781836300534386,0.007355864811133201,Nuclei
Macosko|Inh_Vip_Grpr,Macosko,12648,0.6810534168796468,0.0075546719681908545,Nuclei
Zeng|190,Zeng,12563,0.4540415278250477,0.007140172867343104,Cells
Zeng|202,Zeng,12487,0.45713009426719325,0.007328072153325817,Cells
Macosko|Ex_Lypd6b_Dipk1c_1,Macosko,12449,0.6838780513040195,0.007753479125248509,Nuclei
Zeng|1334,Zeng,12411,0.46019986267541535,0.00751597143930853,Cells
Macosko|Ex_Slc30a3_P2rx6,Macosko,12387,0.6866886181459108,0.007952286282306162,Nuclei
Macosko|Ex_Crym_Cldn22,Macosko,12243,0.6894665118930065,0.008151093439363818,Nuclei
Zeng|130,Zeng,12216,0.4632213992860705,0.0077038707252912435,Cells
Zeng|1404,Zeng,12197,0.4662382363882447,0.007891770011273957,Cells
Zeng|198,Zeng,12059,0.46922094021829464,0.00807966929725667,Cells
Zeng|328,Zeng,12018,0.4721935030037279,0.008267568583239383,Cells
Zeng|1088,Zeng,11991,0.4751593875402674,0.008455467869222097,Cells
Zeng|189,Zeng,11991,0.4781252720768068,0.00864336715520481,Cells
Zeng|281,Zeng,11884,0.4810646909603223,0.008831266441187523,Cells
Macosko|Ex_Crlf1_Ntn5_1,Macosko,11255,0.6920202319063662,0.008349900596421472,Nuclei
Macosko|Inh_Lhx6_Sst_Hpse,Macosko,10993,0.6945145050389173,0.008548707753479125,Nuclei
Zeng|703,Zeng,10946,0.48377210253041325,0.009019165727170236,Cells
Zeng|312,Zeng,10619,0.4863986330861227,0.00920706501315295,Cells
Zeng|78,Zeng,10402,0.4889714903081295,0.009394964299135663,Cells
Zeng|1076,Zeng,10343,0.49152975431959034,0.009582863585118376,Cells
Zeng|14962,Zeng,10325,0.49408356616512195,0.00977076287110109,Cells
Zeng|99,Zeng,10126,0.4965881568428801,0.009958662157083803,Cells
Zeng|137,Zeng,9845,0.49902324426363154,0.010146561443066516,Cells
Macosko|Ex_Slc30a3_Sulf1_Aprk1,Macosko,9814,0.6967412672078299,0.00874751491053678,Nuclei
Zeng|187,Zeng,9768,0.5014392863079078,0.01033446072904923,Cells
Zeng|600,Zeng,9691,0.503836282975709,0.010522360015031942,Cells
Zeng|5249,Zeng,9689,0.5062327849584068,0.010710259301014656,Cells
Zeng|120,Zeng,9681,0.5086273082006918,0.010898158586997369,Cells
Zeng|138,Zeng,9559,0.5109916556516784,0.011086057872980082,Cells
Zeng|1194,Zeng,9429,0.5133238485709537,0.011273957158962795,Cells
Zeng|143,Zeng,9334,0.5156325439478245,0.011461856444945509,Cells
Zeng|5252,Zeng,9290,0.517930356252424,0.011649755730928222,Cells
Macosko|Ex_Rorb_Naaa11_Aldh1l1,Macosko,9199,0.6988284880343866,0.008946322067594433,Nuclei
Macosko|Ex_Oprk1_Col11a1,Macosko,9111,0.7008957419696794,0.009145129224652087,Nuclei
Zeng|1189,Zeng,9096,0.5201801841020081,0.011837655016910935,Cells
Macosko|Ex_Rorb_Dnah14,Macosko,9086,0.7029573234926813,0.00934393638170974,Nuclei
Macosko|Ex_Tfap2d_Mgmt,Macosko,9082,0.7050179974297165,0.009542743538767396,Nuclei
Zeng|66,Zeng,8833,0.5223649608605146,0.012025554302893648,Cells
Macosko|Fibro_Eya2_Srpx2,Macosko,8690,0.7069897279420306,0.00974155069582505,Nuclei
Macosko|Ex_Fezf2_Cknsr3,Macosko,8661,0.7089548784560874,0.009940357852882704,Nuclei
Macosko|Macro_Mrc1_Ms4a4a,Macosko,8551,0.7108950703560641,0.010139165009940358,Nuclei
Zeng|75,Zeng,8418,0.5244470904600967,0.012213453588876362,Cells
Zeng|5076,Zeng,8341,0.5265101746832037,0.012401352874859075,Cells
Zeng|236,Zeng,8214,0.5285418464022542,0.012589252160841788,Cells
Macosko|Inh_Sp8_Ctsc_4,Macosko,8154,0.7127451843488615,0.010337972166998012,Nuclei
Zeng|1333,Zeng,8143,0.5305559568001393,0.012777151446824501,Cells
Zeng|76,Zeng,8077,0.5325537425896172,0.012965050732807215,Cells
Zeng|1335,Zeng,8074,0.5345507863514402,0.013152950018789928,Cells
Macosko|OlfactoryEnsheathing_Alx4_Prss56,Macosko,8056,0.7145730624854786,0.010536779324055666,Nuclei
Zeng|299,Zeng,7924,0.5365107287305193,0.013340849304772641,Cells
Zeng|2564,Zeng,7871,0.5384575619543623,0.013528748590755355,Cells
Zeng|230,Zeng,7845,0.5403979642718632,0.013716647876738068,Cells
Zeng|601,Zeng,7777,0.5423215472958534,0.013904547162720781,Cells
Zeng|197,Zeng,7765,0.5442421622092241,0.014092446448703494,Cells
Macosko|Ex_Plekhg1_Col27a1_Egflam_1,Macosko,7752,0.7163319640886385,0.01073558648111332,Nuclei
Zeng|14945,Zeng,7734,0.5461551095034944,0.014280345734686208,Cells
Zeng|169,Zeng,7595,0.5480336761830888,0.01446824502066892,Cells
Zeng|14947,Zeng,7503,0.5498894873479337,0.014656144306651634,Cells
Macosko|Ex_Etv1_Gbx2,Macosko,7334,0.7179960229582946,0.010934393638170975,Nuclei
Macosko|Ex_Fezf2_C1ql2,Macosko,7286,0.7196491907963523,0.011133200795228629,Nuclei
Macosko|Ex_Slc30a3_Syndig1l,Macosko,7244,0.7212928289817612,0.011332007952286283,Nuclei
Macosko|Ex_Foxp2_Dsc3,Macosko,7150,0.7229151388969564,0.011530815109343936,Nuclei
Zeng|5211,Zeng,7130,0.5516530397410224,0.014844043592634347,Cells
Zeng|31,Zeng,7046,0.5533958153597746,0.01503194287861706,Cells
Macosko|Ex_Plekhg1_Tspear_C6_1,Macosko,6863,0.724472329519052,0.01172962226640159,Nuclei
Zeng|181,Zeng,6838,0.5550871437277887,0.015219842164599774,Cells
Macosko|Ex_Crym_Plagl1_1,Macosko,6836,0.7260233939358736,0.011928429423459244,Nuclei
Macosko|Inh_Isl1_Drd1_Folh1_1,Macosko,6815,0.7275696935263708,0.012127236580516898,Nuclei
Zeng|240,Zeng,6785,0.5567653629405666,0.015407741450582487,Cells
Macosko|Ex_Fezf2_Il22,Macosko,6631,0.7290742441624071,0.012326043737574552,Nuclei
Zeng|5234,Zeng,6615,0.5584015339195681,0.0155956407365652,Cells
Macosko|Astro_Fabp7_Hs3st3a1_1,Macosko,6503,0.7305497520475139,0.012524850894632207,Nuclei
Zeng|630,Zeng,6490,0.5600067870796166,0.015783540022547914,Cells
Zeng|626,Zeng,6446,0.5616011571673936,0.01597143930853063,Cells
Macosko|Ex_Rorb_Col8a1,Macosko,6399,0.7320016626974907,0.012723658051689861,Nuclei
Macosko|Ex_Foxp2_Spsb1,Macosko,6362,0.733445178177277,0.012922465208747515,Nuclei
Macosko|CholEx_Irx2_Gm5741,Macosko,6338,0.7348832481412639,0.013121272365805169,Nuclei
Zeng|5033,Zeng,6319,0.563164114751114,0.01615933859451334,Cells
Zeng|205,Zeng,6302,0.564722867511457,0.016347237880496055,Cells
Macosko|Ex_Hoxb3_Ldlrap1_7,Macosko,6298,0.7363122422455854,0.013320079522862823,Nuclei
Zeng|80,Zeng,6263,0.5662719739122863,0.016535137166478767,Cells
Zeng|261,Zeng,6261,0.5678205856280126,0.01672303645246148,Cells
Zeng|251,Zeng,6244,0.5693649925203612,0.016910935738444193,Cells
Zeng|1327,Zeng,6223,0.5709042052191257,0.017098835024426908,Cells
Macosko|Ex_Rorb_Col8a1_Cntnap4,Macosko,6218,0.7377230846305762,0.013518886679920477,Nuclei
Macosko|Ex_Slc30a3_Sec14l3,Macosko,6170,0.7391230359839684,0.01371769383697813,Nuclei
Zeng|141,Zeng,6153,0.5724261039392764,0.01728673431040962,Cells
Macosko|Ex_Gabra6_Optc,Macosko,6065,0.7404991632057388,0.013916500994035786,Nuclei
Zeng|201,Zeng,6055,0.5739237630893679,0.017474633596392335,Cells
Zeng|234,Zeng,6043,0.5754184541288397,0.017662532882375046,Cells
Zeng|5212,Zeng,5971,0.5768953365045947,0.01785043216835776,Cells
Zeng|274,Zeng,5895,0.578353420846426,0.018038331454340473,Cells
Macosko|Ex_Nmbr_Cobll1,Macosko,5893,0.741836264230948,0.01411530815109344,Nuclei
Zeng|606,Zeng,5882,0.5798082897350862,0.018226230740323188,Cells
Zeng|139,Zeng,5662,0.5812087432623889,0.0184141300263059,Cells
Macosko|Ex_Rorb_Naa11_Gsg1l,Macosko,5661,0.7431207252700975,0.014314115308151094,Nuclei
Macosko|Inh_Nrk_Kctd16,Macosko,5571,0.744384765625,0.014512922465208748,Nuclei
Macosko|Inh_Emx2_Rxfp2,Macosko,5540,0.7456417721886617,0.014711729622266401,Nuclei
Macosko|Ex_Tcf7l2_Fbln1_St14,Macosko,5514,0.7468928794435409,0.014910536779324055,Nuclei
Zeng|5232,Zeng,5449,0.5825565128261954,0.018602029312288614,Cells
Zeng|53,Zeng,5449,0.5839042823900018,0.018789928598271326,Cells
Zeng|77,Zeng,5394,0.5852384481134689,0.01897782788425404,Cells
Zeng|135,Zeng,5366,0.5865656882454905,0.019165727170236752,Cells
Zeng|177,Zeng,5324,0.5878825399903438,0.019353626456219467,Cells
Macosko|DopEx_Sox6_Aldh1a1,Macosko,5308,0.7480972460211431,0.015109343936381709,Nuclei
Zeng|191,Zeng,5274,0.5891870246076157,0.01954152574220218,Cells
Zeng|257,Zeng,5204,0.590474195246274,0.019729425028184894,Cells
Macosko|Ex_Slc30a3_Shisa8_1,Macosko,5201,0.7492773346741404,0.015308151093439365,Nuclei
Zeng|5261,Zeng,5194,0.591758892459416,0.019917324314167605,Cells
Zeng|705,Zeng,5178,0.5930396321917321,0.02010522360015032,Cells
Zeng|1407,Zeng,5166,0.5943174038134286,0.020293122886133032,Cells
Zeng|255,Zeng,5159,0.5955934440372637,0.020481022172115747,Cells
Macosko|Ex_Hoxb3_Ldlrap1_1,Macosko,5135,0.7504424481586895,0.015506958250497018,Nuclei
Macosko|Astro_Fabp7_Hs3st3a1_2,Macosko,5112,0.7516023430239313,0.01570576540755467,Nuclei
Macosko|Inh_Clic4_Ano3_1,Macosko,5089,0.7527570192698653,0.015904572564612324,Nuclei
Macosko|Inh_Frmd7_Tpbg,Macosko,5032,0.753898762415776,0.01610337972166998,Nuclei
Macosko|Ex_Dsp_Moxd1_3,Macosko,5029,0.7550398248722119,0.016302186878727636,Nuclei
Zeng|413,Zeng,5013,0.5968333722485615,0.02066892145809846,Cells
Macosko|Ex_Slc30a3_Shisa8_3,Macosko,5010,0.7561765762953067,0.01650099403578529,Nuclei
Zeng|5073,Zeng,4961,0.5980604386471747,0.020856820744081173,Cells
Zeng|5067,Zeng,4943,0.5992830528798588,0.021044720030063885,Cells
Macosko|Inh_Pax6_Lrrc38,Macosko,4940,0.757297444963987,0.016699801192842943,Nuclei
Macosko|Inh_Tfap2a_Cdh1,Macosko,4938,0.758417859839684,0.016898608349900597,Nuclei
Zeng|1825,Zeng,4936,0.6005039357146814,0.0212326193160466,Cells
Zeng|70,Zeng,4935,0.6017245712069526,0.02142051860202931,Cells
Macosko|Ex_Cplx3_Samd9l,Macosko,4935,0.7595375940259061,0.01709741550695825,Nuclei
Macosko|Ex_Iqcj_Ms4a15_1,Macosko,4933,0.760656874419145,0.017296222664015905,Nuclei
Macosko|Ex_Foxp2_Col12a1_Ddo,Macosko,4915,0.7617720706755344,0.01749502982107356,Nuclei
Macosko|Ex_Plekhg1_Fign_C6,Macosko,4846,0.7628716110740009,0.017693836978131212,Nuclei
Zeng|218,Zeng,4821,0.6029170096483383,0.021608417888012026,Cells
Zeng|132,Zeng,4813,0.604107469349311,0.021796317173994738,Cells
Macosko|Ex_Crym_Krt2,Macosko,4776,0.763955268718053,0.017892644135188866,Nuclei
Zeng|279,Zeng,4741,0.6052801203865668,0.021984216459977453,Cells
Zeng|176,Zeng,4727,0.6064493086280996,0.022172115745960164,Cells
Zeng|1318,Zeng,4720,0.6076167654717712,0.02236001503194288,Cells
Macosko|Inh_Lhx1_Dlk1_1,Macosko,4706,0.7650230436076905,0.01809145129224652,Nuclei
Zeng|175,Zeng,4700,0.6087792754644104,0.02254791431792559,Cells
Macosko|Ex_Iqcj_Ms4a15_8,Macosko,4681,0.7660851460850372,0.018290258449304174,Nuclei
Zeng|1331,Zeng,4599,0.6099168038593353,0.022735813603908306,Cells
Macosko|Ex_Rorb_Col8a1_Scn7a,Macosko,4591,0.7671268278781366,0.018489065606361828,Nuclei
Zeng|73,Zeng,4562,0.6110451805798501,0.022923712889891017,Cells
Zeng|182,Zeng,4526,0.6121646529685064,0.023111612175873732,Cells
Zeng|109,Zeng,4519,0.6132823939593013,0.023299511461856444,Cells
Macosko|Inh_Frmd7_Atp2b4,Macosko,4510,0.7681501310554135,0.01868787276341948,Nuclei
Zeng|5244,Zeng,4502,0.6143959301267186,0.02348741074783916,Cells
Macosko|Ex_Ebf2_Mafa_1,Macosko,4502,0.7691716190607575,0.018886679920477135,Nuclei
Zeng|729,Zeng,4464,0.615500067277174,0.02367531003382187,Cells
Macosko|Ex_Sln_Niban1,Macosko,4458,0.7701831236204694,0.019085487077534793,Nuclei
Macosko|Ex_Fezf2_Slc17a8_Rxfp2,Macosko,4453,0.771193493697723,0.019284294234592447,Nuclei
Zeng|498,Zeng,4421,0.6165935686979097,0.023863209319804585,Cells
Macosko|Ex_Rorb_Endou_1,Macosko,4418,0.7721959223977695,0.0194831013916501,Nuclei
Zeng|134,Zeng,4384,0.6176779184442351,0.024051108605787297,Cells
Macosko|Ex_Fezf2_Myzap,Macosko,4383,0.7731904097206087,0.019681908548707754,Nuclei
Zeng|81,Zeng,4369,0.6187585580522862,0.024239007891770012,Cells
Macosko|Ex_Irx2_Kcng4_Slc43a3,Macosko,4363,0.7741803591136153,0.019880715705765408,Nuclei
Macosko|Ex_Trabd2b_Slc30a3_Col13a1,Macosko,4331,0.7751630478188895,0.020079522862823062,Nuclei
Macosko|Inh_Otx2_Gabrr2_1,Macosko,4310,0.7761409716978392,0.020278330019880716,Nuclei
Macosko|Ex_Crym_Nuak2,Macosko,4290,0.7771143576469564,0.02047713717693837,Nuclei
Zeng|166,Zeng,4282,0.6198176788583459,0.024426907177752723,Cells
Macosko|Ex_Lmx1b_Vmn1r196,Macosko,4279,0.7780852477346655,0.020675944333996023,Nuclei
Zeng|1305,Zeng,4266,0.6208728421835796,0.02461480646373544,Cells
Zeng|128,Zeng,4262,0.6219270161386068,0.02480270574971815,Cells
Zeng|1276,Zeng,4242,0.6229762432426015,0.024990605035700865,Cells
Zeng|1319,Zeng,4229,0.624022254893425,0.025178504321683576,Cells
Zeng|103,Zeng,4215,0.6250648037485258,0.02536640360766629,Cells
Macosko|Inh_Frmd7_Fos,Macosko,4188,0.7790354902416357,0.020874751491053677,Nuclei
Zeng|271,Zeng,4171,0.6260964695313551,0.025554302893649003,Cells
Zeng|5050,Zeng,4168,0.6271273932865296,0.025742202179631718,Cells
Zeng|714,Zeng,4139,0.6281511441077068,0.02593010146561443,Cells
Zeng|231,Zeng,4118,0.6291697007353,0.026118000751597144,Cells
Macosko|Pit_Pou1f1_Epcam,Macosko,4115,0.7799691693047165,0.02107355864811133,Nuclei
Zeng|329,Zeng,4105,0.6301850419097219,0.026305900037579856,Cells
Zeng|1277,Zeng,4074,0.6311927154650435,0.02649379932356257,Cells
Zeng|5153,Zeng,4062,0.6321974209097457,0.026681698609545283,Cells
Macosko|Inh_Lhx6_Cyp19a1,Macosko,4058,0.7808899152677742,0.021272365805168985,Nuclei
Zeng|5233,Zeng,4007,0.6331885225141084,0.026869597895527998,Cells
Zeng|105,Zeng,3980,0.6341729458695773,0.02705749718151071,Cells
Macosko|Ex_Plekhg1_Epha1_Smoc2_2,Macosko,3980,0.7817929633044842,0.02147117296222664,Nuclei
Zeng|617,Zeng,3949,0.6351497016059457,0.027245396467493424,Cells
Macosko|Ex_Plekhg1_Fign_Ppp1r3a_1,Macosko,3943,0.7826876161710037,0.021669980119284293,Nuclei
Macosko|Inh_Frmd7_Hgf_1,Macosko,3942,0.7835820421410316,0.02186878727634195,Nuclei
Macosko|Ex_Trabd2b_Slc30a3_Trh_1,Macosko,3902,0.7844673922513941,0.022067594433399604,Nuclei
Zeng|5023,Zeng,3865,0.6361056805679777,0.027433295753476136,Cells
Macosko|Inh_Plpp4_Cartpt,Macosko,3857,0.7853425320196329,0.022266401590457258,Nuclei
Macosko|Inh_Pax6_Adra2a,Macosko,3851,0.7862163104089219,0.02246520874751491,Nuclei
Zeng|521,Zeng,3849,0.6370577020491835,0.02762119503945885,Cells
Zeng|1086,Zeng,3824,0.6380035399665989,0.027809094325441562,Cells
Zeng|638,Zeng,3824,0.6389493778840142,0.027996993611424277,Cells
Macosko|Ex_Lef1_Gpr101,Macosko,3793,0.7870769288016961,0.022664015904572565,Nuclei
Zeng|46,Zeng,3784,0.6398853220993644,0.02818489289740699,Cells
Zeng|2833,Zeng,3764,0.6408163194636822,0.028372792183389704,Cells
Macosko|Ex_Plekhg1_Epha1_Slc17a8_1,Macosko,3741,0.7879257485769052,0.02286282306163022,Nuclei
Zeng|5090,Zeng,3719,0.6417361864131769,0.028560691469372415,Cells
Zeng|228,Zeng,3682,0.6426469016882613,0.02874859075535513,Cells
Zeng|5022,Zeng,3666,0.6435536594825199,0.02893649004133784,Cells
Zeng|262,Zeng,3662,0.6444594279065718,0.029124389327320557,Cells
Macosko|Ex_Fezf2_Dlk1_Tafa1,Macosko,3644,0.7887525593924256,0.023061630218687873,Nuclei
Zeng|163,Zeng,3624,0.645355797313662,0.029312288613303268,Cells
Zeng|632,Zeng,3618,0.6462506826654425,0.029500187899285983,Cells
Macosko|Inh_Dlx1_Satb2_1,Macosko,3615,0.7895727902096886,0.023260437375745527,Nuclei
Macosko|Inh_Pax2_Smpdl3b_1,Macosko,3613,0.7903925672339684,0.02345924453280318,Nuclei
Zeng|273,Zeng,3586,0.6471376530555709,0.029688087185268695,Cells
Zeng|313,Zeng,3533,0.6480115142904632,0.02987598647125141,Cells
Zeng|499,Zeng,3523,0.6488829020998393,0.03006388575723412,Cells
Zeng|2173,Zeng,3514,0.6497520638262507,0.030251785043216836,Cells
Macosko|Inh_Lhx6_Nmu_1,Macosko,3500,0.7911867049546933,0.023658051689860835,Nuclei
Zeng|1261,Zeng,3493,0.6506160313590781,0.030439684329199548,Cells
Macosko|Ex_Sln_Sost_1,Macosko,3487,0.791977893021027,0.02385685884691849,Nuclei
Zeng|199,Zeng,3484,0.6514777728089407,0.030627583615182263,Cells
Macosko|Ex_Foxb1_Vipr2,Macosko,3466,0.7927643162610363,0.024055666003976142,Nuclei
Zeng|1347,Zeng,3464,0.652334567407771,0.030815482901164974,Cells
Zeng|310,Zeng,3455,0.6531891359236365,0.03100338218714769,Cells
Macosko|Astro_Ephb1_Gfap,Macosko,3431,0.7935427981238383,0.024254473161033796,Nuclei
Macosko|Ex_Plekhg1_Col27a1_Npsr1_1,Macosko,3431,0.7943212799866404,0.02445328031809145,Nuclei
Zeng|98,Zeng,3404,0.6540310899693691,0.0311912814731304,Cells
Macosko|Inh_Six3_Pvalb_Npy_1,Macosko,3402,0.7950931818511849,0.024652087475149104,Nuclei
Zeng|111,Zeng,3375,0.6548658710811046,0.03137918075911311,Cells
Zeng|599,Zeng,3366,0.6556984261098755,0.03156708004509583,Cells
Macosko|Ex_Plekhg1_Fign_Tnnt1_2,Macosko,3365,0.795856688545539,0.02485089463220676,Nuclei
Macosko|Ex_Rorb_Endou_2,Macosko,3336,0.7966136152416357,0.025049701789264415,Nuclei
Zeng|272,Zeng,3333,0.6565228188344427,0.03175497933107854,Cells
Zeng|154,Zeng,3332,0.6573469642164583,0.03194287861706126,Cells
Zeng|14873,Zeng,3321,0.6581683888304061,0.032130777903043965,Cells
Zeng|4563,Zeng,3298,0.6589841245656665,0.03231867718902668,Cells
Macosko|Ex_Tcf7l2_Fbln1_Mtnr1a,Macosko,3279,0.7973576088377091,0.02524850894632207,Nuclei
Macosko|Inh_Lhx6_Gpr174_1,Macosko,3245,0.7980938879530669,0.025447316103379723,Nuclei
Zeng|129,Zeng,3222,0.6597810622670033,0.032506576475009395,Cells
Macosko|Inh_Lhx6_Sst_Edaradd,Macosko,3216,0.7988235870701673,0.025646123260437376,Nuclei
Zeng|110,Zeng,3204,0.6605735478024108,0.03269447576099211,Cells
Zeng|5072,Zeng,3192,0.661363065227199,0.03288237504697482,Cells
Zeng|142,Zeng,3176,0.662148625171161,0.03307027433295753,Cells
Zeng|614,Zeng,3161,0.6629304749768488,0.03325817361894025,Cells
Zeng|270,Zeng,3153,0.6637103460421234,0.03344607290492296,Cells
Zeng|1262,Zeng,3132,0.664485022913814,0.03363397219090567,Cells
Zeng|1336,Zeng,3129,0.6652589577578497,0.033821871476888386,Cells
Zeng|5039,Zeng,3128,0.6660326452593337,0.0340097707628711,Cells
Macosko|Inh_Sidt1_Drd1_Pax6_1,Macosko,3126,0.7995328655030205,0.02584493041749503,Nuclei
Zeng|1302,Zeng,3106,0.666800891224682,0.034197670048853816,Cells
