Study_ID|Celltype_1,Study_ID|Celltype_2
Macosko|Inh_Sox6_Postn_2,Zeng|2997
Macosko|Inh_Sox8_Calcrl_10,Zeng|1066
Macosko|Inh_Sp8_Ctsc_2,Zeng|918
Macosko|Inh_Sp8_Fbxw13,Zeng|972
Macosko|Inh_Sp8_Mc4r,Zeng|957
Macosko|Inh_Sp8_Spp1_1,Zeng|949
Macosko|Inh_Tbx3_Atf7ip2,Zeng|5360
Macosko|Inh_Tfap2a_Cdh1,Zeng|4170
Macosko|Inh_Tfap2a_Nxf7,Zeng|4153
Macosko|Inh_Tfap2a_Pthlh_3,Zeng|4166
Macosko|Inh_Tfap2a_Sla,Zeng|4167
Macosko|Inh_Tfap2b_Aym1_1,Zeng|34312
Macosko|Inh_Tfap2b_Gabrq_1,Zeng|34321
Macosko|Inh_Tfap2b_Ntrk1,Zeng|3271
Macosko|Inh_Tfap2b_Tnc,Zeng|3261
Macosko|Inh_Tfap2b_Tspo2,Zeng|3553
Macosko|Inh_Tmem200a_Esr2,Zeng|1288
Macosko|Inh_Vcan_Htr3a,Zeng|1344
Macosko|Inh_Vip_Crh_1,Zeng|649
Macosko|Inh_Vip_Slc17a8,Zeng|650
Macosko|Inh_Vip_Trim55_1,Zeng|1374
Macosko|Inh_Vwc2l_Colq,Zeng|1289
Macosko|Inh_Vwc2l_Otogl1_2,Zeng|1281
Macosko|Inh_Vwc2l_Otogl1_3,Zeng|1285
Macosko|Lymphocyte_Itgal_Il1rl1,Zeng|5272
Macosko|Micro_Selplg_Siglech,Zeng|5283
Macosko|NG_Draxin_2,Zeng|1408
Macosko|NG_Draxin_5,Zeng|1371
Macosko|Ng_Lhx1_Gcgr,Zeng|2766
Macosko|NorEx_Phox2b_Gfral_2,Zeng|3966
Macosko|NorEx_Phox2b_Pmnt_1,Zeng|3934
Macosko|NorEx_Phox2b_Ppara_1,Zeng|3971
Macosko|NorEx_Phox2b_Ppara_2,Zeng|3967
Macosko|Oligo_Klk6_1,Zeng|5232
Macosko|Ser_Fev_Siglec15,Zeng|2836
