region_remap,ClusterNm,cell_count_Macosko
ACA,Inh_Ppp1r1b_Drd1_Rbp1_6,0
ACA,Inh_Ppp1r1b_Drd1_Shisa8_1,0
ACA,Inh_Ppp1r1b_Drd1_Shisa8_2,0
ACA,Inh_Ppp1r1b_Drd1_Shisa8_3,0
ACA,Inh_Ppp1r1b_Drd1_Tacr1_1,0
ACA,Inh_Ppp1r1b_Drd1_Tacr1_2,0
ACA,Inh_Ppp1r1b_Drd1_Tacr1_3,0
ACA,Inh_Ppp1r1b_Drd1_Tacr1_4,0
ACA,Inh_Ppp1r1b_Drd1_Tns3_1,0
ACA,Inh_Ppp1r1b_Drd1_Tns3_2,0
ACA,Inh_Ppp1r1b_Drd1_Zp3r_1,0
ACA,Inh_Ppp1r1b_Drd1_Zp3r_2,0
ACA,Inh_Ppp1r1b_Drd1_Zp3r_3,0
ACA,Inh_Ppp1r1b_Drd1_Zp3r_4,0
ACA,Inh_Ppp1r1b_Drd2_Atf3,0
ACA,Inh_Ppp1r1b_Drd2_Calcr_1,0
ACA,Inh_Ppp1r1b_Drd2_Cyp26b1_1,0
ACA,Inh_Ppp1r1b_Drd2_Cyp26b1_2,0
ACA,Inh_Ppp1r1b_Drd2_Ddit4l_1,0
ACA,Inh_Ppp1r1b_Drd2_Ddit4l_2,0
ACA,Inh_Ppp1r1b_Drd2_Ddit4l_3,0
ACA,Inh_Ppp1r1b_Drd2_Fos,0
ACA,Inh_Ppp1r1b_Drd2_Fst,0
ACA,Inh_Ppp1r1b_Drd2_Gpr6,0
ACA,Inh_Ppp1r1b_Drd2_Gpr150,0
ACA,Inh_Ppp1r1b_Drd2_Htr2a_1,0
ACA,Inh_Ppp1r1b_Drd2_Htr2a_2,0
ACA,Inh_Ppp1r1b_Drd2_Pax6,0
ACA,Inh_Ppp1r1b_Drd2_Pde1a_1,0
ACA,Inh_Ppp1r1b_Drd2_Pde1a_2,0
ACA,Inh_Ppp1r1b_Drd2_Pde1a_Myo3b,0
ACA,Inh_Ppp1r1b_Drd2_Prima1,0
ACA,Inh_Ppp1r1b_Drd2_Sema5d_1,0
ACA,Inh_Ppp1r1b_Drd2_Sema5d_2,0
ACA,Inh_Ppp1r1b_Drd2_Sphkap_1,0
ACA,Inh_Ppp1r1b_Drd2_Sphkap_2,0
ACA,Inh_Ppp1r1b_Drd2_Sphkap_3,0
ACA,Inh_Ppp1r1b_Drd2_Stard8_1,0
ACA,Inh_Ppp1r1b_Drd2_Stard8_2,0
ACA,Inh_Ppp1r1b_Drd2_Stard8_3,0
ACA,Inh_Ppp1r1b_Drd2_Stard8_4,0
ACA,Inh_Ppp1r1b_Drd2_Wwtr1,0
ACA,Inh_Prox1_Dcn_1,0
ACA,Inh_Prox1_Dcn_2,0
ACA,Inh_Prox1_Dcn_3,0
ACA,Inh_Prox1_Dcn_4,0
ACA,Inh_Prox1_Draxin,0
ACA,Inh_Sall3_Bmper_1,0
ACA,Inh_Sall3_Bmper_2,0
ACA,Inh_Sall3_Chrne,0
ACA,Inh_Sall3_Cytip_1,0
ACA,Inh_Sall3_Cytip_2,0
ACA,Inh_Sall3_Cytip_3,0
ACA,Inh_Sall3_Ecrg4,0
ACA,Inh_Sall3_Ndnf_1,1
ACA,Inh_Sall3_Ndnf_2,0
ACA,Inh_Sall3_Ndnf_3,0
ACA,Inh_Sall3_Ndnf_4,0
ACA,Inh_Sall3_Ndnf_5,0
ACA,Inh_Sall3_Prss23,0
ACA,Inh_Sall3_Sp8,0
ACA,Inh_Sall3_Trhr_1,0
ACA,Inh_Sall3_Trhr_2,0
ACA,Inh_Sall3_Trhr_4,0
ACA,Inh_Sall3_Trhr_5,0
ACA,Inh_Sel1l3_Zfp385c_1,0
ACA,Inh_Sel1l3_Zfp385c_2,1
ACA,Inh_Sel1l3_Zfp385c_3,0
ACA,Inh_Sidt1_Drd1_Npffr2_1,0
ACA,Inh_Sidt1_Drd1_Npffr2_2,2
ACA,Inh_Sidt1_Drd1_Pax6_1,0
ACA,Inh_Sidt1_Drd1_Pax6_2,0
ACA,Inh_Six3_6430628N08Rik,0
ACA,Inh_Six3_9130008F23Rik,0
ACA,Inh_Six3_Agtr2,0
ACA,Inh_Six3_Aldh3b2_1,0
ACA,Inh_Six3_Aldh3b2_2,0
ACA,Inh_Six3_Ano1_1,0
ACA,Inh_Six3_Ano1_2,0
ACA,Inh_Six3_Ano1_3,0
ACA,Inh_Six3_Anxa2,0
ACA,Inh_Six3_Aox3_Sox2,0
ACA,Inh_Six3_Arid3c,0
ACA,Inh_Six3_Bmp3_Ano1_1,0
ACA,Inh_Six3_Bmp3_Ano1_2,0
ACA,Inh_Six3_Bmp3_Ano1_3,0
ACA,Inh_Six3_Bnc2_1,0
ACA,Inh_Six3_Bnc2_2,0
ACA,Inh_Six3_Casr,0
ACA,Inh_Six3_Ccdc68_1,0
ACA,Inh_Six3_Ccdc68_2,0
ACA,Inh_Six3_Cd40,0
ACA,Inh_Six3_Cdc42ep5,0
ACA,Inh_Six3_Cdh3,0
ACA,Inh_Six3_Cela1_1,0
ACA,Inh_Six3_Cela1_2,0
ACA,Inh_Six3_Cela1_3,0
ACA,Inh_Six3_Cela1_4,0
ACA,Inh_Six3_Chodl_1,0
ACA,Inh_Six3_Chodl_2,0
ACA,Inh_Six3_Colq_1,0
ACA,Inh_Six3_Colq_2,0
ACA,Inh_Six3_Colq_3,0
ACA,Inh_Six3_Dact1_1,0
ACA,Inh_Six3_Dact1_2,0
ACA,Inh_Six3_Dio2,0
ACA,Inh_Six3_Dpp4_Pgm5,0
ACA,Inh_Six3_Dpy19l2_1,0
ACA,Inh_Six3_Dpy19l2_2,0
ACA,Inh_Six3_Dpy19l2_3,0
ACA,Inh_Six3_Dpy19l2_4,0
ACA,Inh_Six3_Dpy19l2_5,0
ACA,Inh_Six3_Drd3_1,0
ACA,Inh_Six3_Drd3_2,0
ACA,Inh_Six3_Drd3_3,0
ACA,Inh_Six3_Enpep,0
ACA,Inh_Six3_Fap,0
ACA,Inh_Six3_Fezf1_1,0
ACA,Inh_Six3_Fgf15,0
ACA,Inh_Six3_Fgf16,0
ACA,Inh_Six3_Fgf17_1,0
ACA,Inh_Six3_Fgf17_2,0
ACA,Inh_Six3_Foxa2_1,0
ACA,Inh_Six3_Foxa2_2,0
ACA,Inh_Six3_Foxa2_3,0
ACA,Inh_Six3_Foxa2_4,0
ACA,Inh_Six3_Frem2,0
ACA,Inh_Six3_Gchfr_1,0
ACA,Inh_Six3_Gchfr_2,0
ACA,Inh_Six3_Gchfr_3,0
ACA,Inh_Six3_Hmga2,0
ACA,Inh_Six3_Ikzf1_1,0
ACA,Inh_Six3_Ikzf1_2,0
ACA,Inh_Six3_Ikzf1_3,0
ACA,Inh_Six3_Irs4_1,0
ACA,Inh_Six3_Krt18,0
ACA,Inh_Six3_Lrrc38_1,0
ACA,Inh_Six3_Lrrc38_2,0
ACA,Inh_Six3_Met_1,0
ACA,Inh_Six3_Met_2,0
ACA,Inh_Six3_Met_3,0
ACA,Inh_Six3_Met_4,0
ACA,Inh_Six3_Myo3a,0
ACA,Inh_Six3_Myo5b,0
ACA,Inh_Six3_Myocd,0
ACA,Inh_Six3_Nkx2-2,0
ACA,Inh_Six3_Nkx2-2_Galnt15,0
ACA,Inh_Six3_Nkx2-2_Sox2,0
ACA,Inh_Six3_Nkx2-2_Yap1,0
ACA,Inh_Six3_Ofcc1_1,0
ACA,Inh_Six3_Ofcc1_2,0
ACA,Inh_Six3_Pamr1_1,0
ACA,Inh_Six3_Pamr1_2,0
ACA,Inh_Six3_Pgm5,0
ACA,Inh_Six3_Piezo2,0
ACA,Inh_Six3_Pla2g5_Sox3,0
ACA,Inh_Six3_Pnliprp2_1,0
ACA,Inh_Six3_Pnliprp2_2,0
ACA,Inh_Six3_Pnliprp2_3,0
ACA,Inh_Six3_Pnliprp2_4,0
ACA,Inh_Six3_Ptger3_1,0
ACA,Inh_Six3_Ptger3_2,0
ACA,Inh_Six3_Pvalb_Adamts14,0
ACA,Inh_Six3_Pvalb_Angpt1,0
ACA,Inh_Six3_Pvalb_Colq,0
ACA,Inh_Six3_Pvalb_Cplx3_1,0
ACA,Inh_Six3_Pvalb_Cplx3_2,0
ACA,Inh_Six3_Pvalb_Efemp1_1,0
ACA,Inh_Six3_Pvalb_Efemp1_2,0
ACA,Inh_Six3_Pvalb_Itga6,0
ACA,Inh_Six3_Pvalb_Npy_1,0
ACA,Inh_Six3_Pvalb_Npy_2,0
ACA,Inh_Six3_Pvalb_Npy_3,0
ACA,Inh_Six3_Pvalb_Pdzrn4,0
ACA,Inh_Six3_Pvalb_Rxfp2_1,0
ACA,Inh_Six3_Pvalb_Rxfp2_2,0
ACA,Inh_Six3_Pvalb_Rxfp2_3,0
ACA,Inh_Six3_Pvalb_Trpm8,0
ACA,Inh_Six3_Rab3b,0
ACA,Inh_Six3_Sall3,0
ACA,Inh_Six3_Serpinb1b_Sox3,0
ACA,Inh_Six3_Six6_1,0
ACA,Inh_Six3_Six6_2,0
ACA,Inh_Six3_Smad6_1,0
ACA,Inh_Six3_Smad6_2,0
ACA,Inh_Six3_Sox2_1,0
ACA,Inh_Six3_Sox2_2,0
ACA,Inh_Six3_Sox2_3,0
ACA,Inh_Six3_Sox2_4,0
ACA,Inh_Six3_Sox2_5,0
ACA,Inh_Six3_Sox2_6,0
ACA,Inh_Six3_Sox2_7,0
ACA,Inh_Six3_Sox2_8,0
ACA,Inh_Six3_Sox2_9,0
ACA,Inh_Six3_Sox2_10,0
ACA,Inh_Six3_Sox2_11,0
ACA,Inh_Six3_Sox2_12,0
ACA,Inh_Six3_Sox21,0
ACA,Inh_Six3_Stard13,0
ACA,Inh_Six3_Svs5,0
ACA,Inh_Six3_Tmem45b,0
ACA,Inh_Six3_Tmem215_1,0
ACA,Inh_Six3_Tmem215_2,0
ACA,Inh_Six3_Tpbg,0
ACA,Inh_Six3_Tpbgl,0
ACA,Inh_Six3_Ush2a,0
ACA,Inh_Six3_Vmn1r209,0
ACA,Inh_Six3_Wdr72_1,0
ACA,Inh_Six3_Wdr72_2,0
ACA,Inh_Six6_Grp,0
ACA,Inh_Six6_Th,0
ACA,Inh_Six6_Vipr2_1,0
ACA,Inh_Six6_Vipr2_2,0
ACA,Inh_Six6_Vipr2_3,0
ACA,Inh_Six6_Vipr2_4,0
ACA,Inh_Six6_Vipr2_5,0
ACA,Inh_Six6_Vipr2_6,0
ACA,Inh_Six6_Vipr2_7,0
ACA,Inh_Six6_Vipr2_8,0
ACA,Inh_Six6_Vipr2_9,0
ACA,Inh_Six6_Vipr2_10,0
ACA,Inh_Six6_Vipr2_11,0
ACA,Inh_Skor2_Emx1_1,0
ACA,Inh_Skor2_Emx1_2,0
ACA,Inh_Skor2_Emx1_3,0
ACA,Inh_Skor2_Emx1_4,0
ACA,Inh_Skor2_Lancl3,0
ACA,Inh_Sncg_Abcb5,49
ACA,Inh_Sncg_Calcb_1,0
ACA,Inh_Sncg_Calcb_2,0
ACA,Inh_Sncg_Calcb_3,3
ACA,Inh_Sncg_Calcb_5,3
ACA,Inh_Sncg_Calcb_6,0
ACA,Inh_Sncg_Calcb_7,0
ACA,Inh_Sncg_Edn3,0
ACA,Inh_Sncg_Np2yr_Fos_1,18
ACA,Inh_Sncg_Np2yr_Fos_2,2
ACA,Inh_Sncg_Np2yr_Whrn_1,38
ACA,Inh_Sncg_Np2yr_Whrn_2,0
ACA,Inh_Sncg_Pvalb,0
ACA,Inh_Sncg_Ror1,22
ACA,Inh_Sncg_Slc17a8,2
ACA,Inh_Sncg_Sln_Npy,35
ACA,Inh_Sncg_Sln_Plch2_1,0
ACA,Inh_Sncg_Sln_Plch2_2,0
ACA,Inh_Sox1_Cd40,0
ACA,Inh_Sox1_Chrna5,0
ACA,Inh_Sox1_Igfbp2_1,0
ACA,Inh_Sox1_Igfbp2_2,0
ACA,Inh_Sox1_Mrgpra2b,0
ACA,Inh_Sox1_Pou3f1,0
ACA,Inh_Sox1_Sostdc1,0
ACA,Inh_Sox1_Sp9_1,0
ACA,Inh_Sox1_Sp9_2,0
ACA,Inh_Sox1_Sp9_3,0
ACA,Inh_Sox1_Sp9_4,0
ACA,Inh_Sox1_Sp9_5,0
ACA,Inh_Sox1_Sp9_6,0
ACA,Inh_Sox2_Bves_1,0
ACA,Inh_Sox2_Bves_2,0
ACA,Inh_Sox2_Bves_3,0
ACA,Inh_Sox2_Ikzf1_1,0
ACA,Inh_Sox2_Ikzf1_2,0
ACA,Inh_Sox2_Ikzf1_3,0
ACA,Inh_Sox2_Ikzf1_4,0
ACA,Inh_Sox2_Ikzf1_5,0
ACA,Inh_Sox2_Ikzf1_6,0
ACA,Inh_Sox2_Ikzf1_7,0
ACA,Inh_Sox2_Ikzf1_8,0
ACA,Inh_Sox6_Btc,0
ACA,Inh_Sox6_Cdkn1c,0
ACA,Inh_Sox6_Chrna2,0
ACA,Inh_Sox6_Chrna5_1,0
ACA,Inh_Sox6_Chrna5_2,0
ACA,Inh_Sox6_Postn_1,0
ACA,Inh_Sox6_Postn_2,0
ACA,Inh_Sox6_Postn_3,0
ACA,Inh_Sox8_Calcrl_1,0
ACA,Inh_Sox8_Calcrl_2,0
ACA,Inh_Sox8_Calcrl_3,0
ACA,Inh_Sox8_Calcrl_4,0
ACA,Inh_Sox8_Calcrl_5,0
ACA,Inh_Sox8_Calcrl_6,0
ACA,Inh_Sox8_Calcrl_7,0
ACA,Inh_Sox8_Calcrl_8,0
ACA,Inh_Sox8_Calcrl_9,0
ACA,Inh_Sox8_Calcrl_10,0
ACA,Inh_Sox8_Calcrl_11,0
ACA,Inh_Sox8_Cyp26b1,0
ACA,Inh_Sox8_Sh3d21_1,0
ACA,Inh_Sox8_Sh3d21_2,0
ACA,Inh_Sox14_Plac9a,0
ACA,Inh_Sox14_Scgn,0
ACA,Inh_Sox14_Skor1,0
ACA,Inh_Sp8_Abcb5,2
ACA,Inh_Sp8_Abcb5_Krt73,1
ACA,Inh_Sp8_Abcb5_Runx1t1,0
ACA,Inh_Sp8_Ctsc_1,0
ACA,Inh_Sp8_Ctsc_2,1
ACA,Inh_Sp8_Ctsc_3,0
ACA,Inh_Sp8_Ctsc_4,6
ACA,Inh_Sp8_Draxin,17
ACA,Inh_Sp8_Egfr,0
ACA,Inh_Sp8_Fbxw13,0
ACA,Inh_Sp8_Grhl3,0
ACA,Inh_Sp8_Mc4r,0
ACA,Inh_Sp8_Shisa8,0
ACA,Inh_Sp8_Sox6_1,0
ACA,Inh_Sp8_Sox6_2,0
ACA,Inh_Sp8_Sox6_3,0
ACA,Inh_Sp8_Spp1_1,0
ACA,Inh_Sp8_Spp1_2,0
ACA,Inh_Sp8_Spp1_3,0
ACA,Inh_Sp8_Spp1_4,0
ACA,Inh_Sp8_Spp1_5,0
ACA,Inh_Sp8_Tgfbi,4
ACA,Inh_Sp8_Vip_1,0
ACA,Inh_Sp8_Vip_2,0
ACA,Inh_Tbx3_Atf7ip2,0
ACA,Inh_Tbx3_Bsx,0
ACA,Inh_Tbx3_Crabp1,0
ACA,Inh_Tbx3_Fli1_1,0
ACA,Inh_Tbx3_Fli1_2,0
ACA,Inh_Tbx3_Scn11a,0
ACA,Inh_Tbx3_Serpina3n_1,0
ACA,Inh_Tbx3_Serpina3n_2,0
ACA,Inh_Tbx3_Sox14,0
ACA,Inh_Tcf7l2_Clec2d,0
ACA,Inh_Tcf7l2_Ctxn3_1,0
ACA,Inh_Tcf7l2_Ctxn3_2,0
ACA,Inh_Tcf7l2_Hpse2,0
ACA,Inh_Tfap2a_Aldh1a3,0
ACA,Inh_Tfap2a_Cdh1,0
ACA,Inh_Tfap2a_Chrdl2_1,0
ACA,Inh_Tfap2a_Chrdl2_2,0
ACA,Inh_Tfap2a_Frem2,0
ACA,Inh_Tfap2a_Nxf7,0
ACA,Inh_Tfap2a_Prkcd,0
ACA,Inh_Tfap2a_Pthlh_1,0
ACA,Inh_Tfap2a_Pthlh_2,0
ACA,Inh_Tfap2a_Pthlh_3,0
ACA,Inh_Tfap2a_Pthlh_4,0
ACA,Inh_Tfap2a_Scrg1_1,0
ACA,Inh_Tfap2a_Scrg1_2,0
ACA,Inh_Tfap2a_Sla,0
ACA,Inh_Tfap2a_Slc6a12,0
ACA,Inh_Tfap2b_Acsm2,0
ACA,Inh_Tfap2b_Adam33,0
ACA,Inh_Tfap2b_Adamtsl2,0
ACA,Inh_Tfap2b_Agtr1a_1,0
ACA,Inh_Tfap2b_Agtr1a_2,0
ACA,Inh_Tfap2b_Aym1_1,0
ACA,Inh_Tfap2b_Aym1_2,0
ACA,Inh_Tfap2b_Cdh23_1,0
ACA,Inh_Tfap2b_Cdh23_2,0
ACA,Inh_Tfap2b_Cdh23_3,0
ACA,Inh_Tfap2b_Col5a2_1,0
ACA,Inh_Tfap2b_Col5a2_2,0
ACA,Inh_Tfap2b_Cyp26b1_1,0
ACA,Inh_Tfap2b_Cyp26b1_2,0
ACA,Inh_Tfap2b_Cyp39a1,0
ACA,Inh_Tfap2b_Dcn_1,0
ACA,Inh_Tfap2b_Dcn_2,0
ACA,Inh_Tfap2b_Dcn_3,0
ACA,Inh_Tfap2b_Erfl_1,0
ACA,Inh_Tfap2b_Erfl_2,0
ACA,Inh_Tfap2b_Erfl_3,0
ACA,Inh_Tfap2b_Gabrq_1,0
ACA,Inh_Tfap2b_Gabrq_2,0
ACA,Inh_Tfap2b_Gabrq_3,0
ACA,Inh_Tfap2b_Gata3_1,0
ACA,Inh_Tfap2b_Gata3_2,0
ACA,Inh_Tfap2b_Gata3_3,0
ACA,Inh_Tfap2b_Gata3_4,0
ACA,Inh_Tfap2b_Gata3_5,0
ACA,Inh_Tfap2b_Igfbp6,0
ACA,Inh_Tfap2b_Ikzf1,0
ACA,Inh_Tfap2b_Il7_1,0
ACA,Inh_Tfap2b_Il7_2,0
ACA,Inh_Tfap2b_Kcnmb1_1,0
ACA,Inh_Tfap2b_Kcnmb1_2,0
ACA,Inh_Tfap2b_Met,0
ACA,Inh_Tfap2b_Ntrk1,0
ACA,Inh_Tfap2b_Optc,0
ACA,Inh_Tfap2b_Papln,0
ACA,Inh_Tfap2b_Postn_1,0
ACA,Inh_Tfap2b_Postn_2,0
ACA,Inh_Tfap2b_Pthlh,0
ACA,Inh_Tfap2b_Rxfp2,0
ACA,Inh_Tfap2b_Saa1_1,0
ACA,Inh_Tfap2b_Shisal2b_1,0
ACA,Inh_Tfap2b_Shisal2b_2,0
ACA,Inh_Tfap2b_Slc22a7,0
ACA,Inh_Tfap2b_Tll2_1,0
ACA,Inh_Tfap2b_Tll2_2,0
ACA,Inh_Tfap2b_Tll2_3,0
ACA,Inh_Tfap2b_Tll2_4,0
ACA,Inh_Tfap2b_Tnc,0
ACA,Inh_Tfap2b_Tspo2,0
ACA,Inh_Tfap2b_Tspo2_1,0
ACA,Inh_Tfap2b_Tspo2_2,0
ACA,Inh_Tfap2b_Tspo2_3,0
ACA,Inh_Tfap2b_Vip_1,0
ACA,Inh_Tfap2b_Vip_2,0
ACA,Inh_Tfap2b_Zic4_Rxfp2,0
ACA,Inh_Tmem200a_Esr2,0
ACA,Inh_Usp43_Arhgap6,0
ACA,Inh_Usp43_Pvalb,0
ACA,Inh_Vcan_Cd1d1,0
ACA,Inh_Vcan_Htr3a,0
ACA,Inh_Vcan_St8sia2_1,5
ACA,Inh_Vcan_St8sia2_2,2
ACA,Inh_Vcan_St8sia2_3,0
ACA,Inh_Vcan_St8sia2_4,0
ACA,Inh_Vcan_St8sia2_5,0
ACA,Inh_Vcan_St8sia2_6,0
ACA,Inh_Vip_Crh_1,49
ACA,Inh_Vip_Crh_2,11
ACA,Inh_Vip_Crh_Sema5b,0
ACA,Inh_Vip_Drd2,15
ACA,Inh_Vip_Glp1r_Egfr,7
ACA,Inh_Vip_Glp1r_Kcnh5,60
ACA,Inh_Vip_Grpr,1051
ACA,Inh_Vip_Slc17a8,0
ACA,Inh_Vip_Sncg_Slit1,6
ACA,Inh_Vip_Sncg_Tac2,33
ACA,Inh_Vip_Sncg_Yjefn3,40
ACA,Inh_Vip_Trim55_1,0
ACA,Inh_Vip_Trim55_2,0
ACA,Inh_Vip_Trim55_3,0
ACA,Inh_Vip_Trim55_4,0
ACA,Inh_Vip_Trim55_5,0
ACA,Inh_Vip_Trim55_6,0
ACA,Inh_Vip_Trim55_7,0
ACA,Inh_Vwc2l_Colq,0
ACA,Inh_Vwc2l_Otogl1_1,0
ACA,Inh_Vwc2l_Otogl1_2,0
ACA,Inh_Vwc2l_Otogl1_3,0
ACA,Inh_Zeb2_Clec10a,0
ACA,Inh_Zeb2_Crym_1,0
ACA,Inh_Zeb2_Crym_2,0
ACA,Inh_Zfp57_Lypd1,0
ACA,Lymphocyte_Itgal_Cd3e,15
ACA,Lymphocyte_Itgal_Il1rl1,3
ACA,Lymphocyte_Itgal_Ly6c2,1
ACA,Lymphocyte_Itgal_Spn,3
ACA,Lymphocyte_Pou2af1_Fcrl5,0
ACA,Lymphocyte_Pou2af1_Il7r,0
ACA,Lymphocyte_Pou2af1_Ms4a4c,0
ACA,Lymphocyte_Pou2af1_Spib,1
ACA,Macro_Mrc1_Cd209a,29
ACA,Macro_Mrc1_H2-Aa,25
ACA,Macro_Mrc1_Ms4a4a,210
ACA,Micro_Selplg_Siglech,5306
ACA,Myeloid_Sell_Cd300c,1
ACA,NG_Draxin_1,0
ACA,NG_Draxin_2,0
ACA,NG_Draxin_3,0
ACA,NG_Draxin_4,0
ACA,NG_Draxin_5,0
ACA,NG_Draxin_6,0
ACA,NG_Draxin_7,0
ACA,NG_Draxin_8,0
ACA,NG_Draxin_9,14
ACA,NG_Draxin_10,0
ACA,NG_Draxin_11,0
ACA,NG_Draxin_12,13
ACA,NG_Myoz1_1,0
ACA,NG_Myoz1_2,0
ACA,NG_Myoz1_3,0
ACA,NG_Myoz1_5,0
ACA,NG_Myoz1_6,0
ACA,NG_Myoz1_7,0
ACA,NG_Myoz1_8,0
ACA,Ng_Lhx1_Gcgr,0
ACA,Ng_Lhx1_Mab21l3_1,3
ACA,Ng_Lhx1_Mab21l3_2,16
ACA,Ng_Lhx1_Trp73,0
ACA,NorEx_Phox2b_Gch1,0
ACA,NorEx_Phox2b_Gfral_1,0
ACA,NorEx_Phox2b_Gfral_2,0
ACA,NorEx_Phox2b_Gfral_3,0
ACA,NorEx_Phox2b_Gfral_4,0
ACA,NorEx_Phox2b_Mtnr1a,0
ACA,NorEx_Phox2b_Myom3,0
ACA,NorEx_Phox2b_Ndufa4l2_1,0
ACA,NorEx_Phox2b_Ndufa4l2_2,0
ACA,NorEx_Phox2b_Pmnt_1,0
ACA,NorEx_Phox2b_Pmnt_2,0
ACA,NorEx_Phox2b_Pmnt_3,0
ACA,NorEx_Phox2b_Ppara_1,0
ACA,NorEx_Phox2b_Ppara_2,0
ACA,NorEx_Phox2b_Prlh,0
ACA,NorEx_Phox2b_Rrad,0
ACA,NorEx_Phox2b_Tmem45a2_1,0
ACA,NorEx_Phox2b_Tmem45a2_2,0
ACA,Nor_Phox2b_Pla2g4d_1,0
ACA,Nor_Phox2b_Pla2g4d_2,0
ACA,Nor_Phox2b_Prlh,0
ACA,OPC_Cspg5,4466
ACA,OlfactoryEnsheathing_Alx4_Bhmt_1,0
ACA,OlfactoryEnsheathing_Alx4_Bhmt_2,0
ACA,OlfactoryEnsheathing_Alx4_Dhh,0
ACA,OlfactoryEnsheathing_Alx4_Gprc5c,0
ACA,OlfactoryEnsheathing_Alx4_Olfr1271_1,0
ACA,OlfactoryEnsheathing_Alx4_Olfr1271_2,0
ACA,OlfactoryEnsheathing_Alx4_Olfr1271_3,0
ACA,OlfactoryEnsheathing_Alx4_Olfr1271_4,0
ACA,OlfactoryEnsheathing_Alx4_Prss56,0
ACA,Oligo_Klk6_1,14
ACA,Oligo_Klk6_2,0
ACA,Oligo_Opalin_Enpp6_1,3475
ACA,Oligo_Opalin_Enpp6_2,434
ACA,Oligo_Opalin_Synpr,7314
ACA,Pit_Pou1f1_Epcam,0
ACA,Pit_Six1_Gnrhr,0
ACA,Pit_Six1_Hmgcs2_1,0
ACA,Pit_Six1_Hmgcs2_2,0
ACA,Pit_Six1_Pomc_1,0
ACA,Pit_Six1_Pomc_2,0
ACA,Pit_Six1_Pomc_3,0
ACA,Pit_Six1_Pomc_4,0
ACA,Pit_Six1_Tshb,0
ACA,SerEx_Fev_9130008F23Rik,0
ACA,SerEx_Fev_A2m,0
ACA,SerEx_Fev_Crhr2_1,0
ACA,SerEx_Fev_Crhr2_2,0
ACA,SerEx_Fev_Crhr2_3,0
ACA,SerEx_Fev_Crhr2_4,0
ACA,SerEx_Fev_Cwh43,0
ACA,SerEx_Fev_Tecrl,0
ACA,SerEx_Gata3_Fev_1,0
ACA,SerEx_Nkx6-1_Trh_1,0
ACA,SerEx_Nkx6-1_Trh_2,0
ACA,SerEx_Nkx6-1_Trh_3,0
ACA,SerEx_Nkx6-1_Trh_4,0
ACA,SerInh_Fev_Fbxw28,0
ACA,SerInh_Fev_Itgb6_1,0
ACA,SerInh_Fev_Itgb6_2,0
ACA,SerInh_Fev_Nkx2-2,0
ACA,Ser_Fev_Chodl,0
ACA,Ser_Fev_Oas1e,0
ACA,Ser_Fev_Pth2r,0
ACA,Ser_Fev_Samd9l,0
ACA,Ser_Fev_Siglec15,0
ACA,Ser_Fev_Wfdc12,0
ACA,Ser_Nkx6-1_Trh,0
ACA,Tanycyte_Rax_Ccdc170,0
ACA,Tanycyte_Rax_Fndc3c1_1,0
ACA,Tanycyte_Rax_Fndc3c1_2,0
AUD,Astro_Agt_Sntg1,0
AUD,Astro_Emid1_Cd38,0
AUD,Astro_Emid1_Gdf10,0
AUD,Astro_Ephb1_Fzd2,11979
AUD,Astro_Ephb1_Gfap,99
AUD,Astro_Fabp7_Hs3st3a1_1,0
AUD,Astro_Fabp7_Hs3st3a1_2,0
AUD,Astro_Fabp7_Hs3st3a1_3,0
AUD,Astro_Fabp7_Hs3st3a1_4,0
AUD,Astro_Fabp7_Hs3st3a1_5,0
AUD,Astro_Fabp7_Siah3,2
AUD,Astro_Fabp7_Wt1,0
AUD,CholEx_Evx2_Erfl,0
AUD,CholEx_Fbxl7_Defa24,0
AUD,CholEx_Foxb1_Ctxn3,0
AUD,CholEx_Hmx2_A2m,0
AUD,CholEx_Hmx2_Hmx3,0
AUD,CholEx_Hmx2_Pthlh,0
AUD,CholEx_Hmx3_Agtr1b,0
AUD,CholEx_Hmx3_Grpr,0
AUD,CholEx_Hmx3_Wnt10a,0
AUD,CholEx_Hoxb5_Prdm16_1,0
AUD,CholEx_Hoxb5_Prdm16_2,0
AUD,CholEx_Hoxc4_Olfr681,0
AUD,CholEx_Irx2_Gm5741,0
AUD,CholEx_Irx2_Slc43a3_1,0
AUD,CholEx_Irx2_Slc43a3_2,0
AUD,CholEx_Irx2_Slc43a3_3,0
AUD,CholEx_Irx2_Slc43a3_4,0
AUD,CholEx_Irx4_Matn1,0
AUD,CholEx_Lhx9_Crabp1,0
AUD,CholEx_Lhx9_Evx2_Crabp1,0
AUD,CholEx_Lhx9_Lacc1,0
AUD,CholEx_Lmx1a_Tfcp2l1,0
AUD,CholEx_Lmx1b_Abcc2,0
AUD,CholEx_Nkx2-4_Hmcn1_1,0
AUD,CholEx_Nkx2-4_Hmcn1_2,0
AUD,CholEx_Onecut1_Ppp1r1c,0
AUD,CholEx_Onecut2_Crabp1_1,0
AUD,CholEx_Onecut2_Crabp1_2,0
AUD,CholEx_Onecut2_Crabp1_3,0
AUD,CholEx_Onecut2_Tnfrsf15,0
AUD,CholEx_Pax2_Bmp4,0
AUD,CholEx_Pax2_Crabp1_1,0
