cell_type,dendro_order,cell_type_short,study,study_type
Macosko|Ex_Tfap2d_St14,5284,Ex_Tfap2d_St14,Macosko,Nuclei
Macosko|Ex_Tfap2d_Mgst2_1,5285,Ex_Tfap2d_Mgst2_1,Macosko,Nuclei
Macosko|Ex_Tfap2d_Mgst2_2,5286,Ex_Tfap2d_Mgst2_2,Macosko,Nuclei
Macosko|Ex_Tfap2d_Pirt_4,5287,Ex_Tfap2d_Pirt_4,Macosko,Nuclei
Macosko|Ex_Tfap2d_Pirt_1,5288,Ex_Tfap2d_Pirt_1,Macosko,Nuclei
Macosko|Ex_Tfap2d_Pirt_3,5289,Ex_Tfap2d_Pirt_3,Macosko,Nuclei
Zeng|4734,5290,4734,Zeng,Cells
Macosko|Ex_Onecut3_Htr5b,5291,Ex_Onecut3_Htr5b,Macosko,Nuclei
Zeng|15026,5292,15026,Zeng,Cells
Macosko|Inh_Lhx1_Vsir_2,5293,Inh_Lhx1_Vsir_2,Macosko,Nuclei
Macosko|Inh_Lhx1_Vsir_3,5294,Inh_Lhx1_Vsir_3,Macosko,Nuclei
Macosko|Inh_Lhx1_Vsir_5,5295,Inh_Lhx1_Vsir_5,Macosko,Nuclei
Macosko|Inh_Lhx1_Vsir_1,5296,Inh_Lhx1_Vsir_1,Macosko,Nuclei
Macosko|Inh_Lhx1_Vsir_4,5297,Inh_Lhx1_Vsir_4,Macosko,Nuclei
Macosko|Ex_Sim1_Maf,5298,Ex_Sim1_Maf,Macosko,Nuclei
Macosko|Ex_Onecut3_Apela,5299,Ex_Onecut3_Apela,Macosko,Nuclei
Macosko|Ex_Tfap2d_Npnt_6,5300,Ex_Tfap2d_Npnt_6,Macosko,Nuclei
Macosko|Ex_Tfap2d_Npnt_2,5301,Ex_Tfap2d_Npnt_2,Macosko,Nuclei
Macosko|Ex_Tfap2d_Npnt_3,5302,Ex_Tfap2d_Npnt_3,Macosko,Nuclei
Macosko|Ex_Ebf2_C1ql2_5,5303,Ex_Ebf2_C1ql2_5,Macosko,Nuclei
Macosko|Ex_Tfap2d_Npnt_5,5304,Ex_Tfap2d_Npnt_5,Macosko,Nuclei
Macosko|Ex_Tfap2d_Lama1,5305,Ex_Tfap2d_Lama1,Macosko,Nuclei
Macosko|Ex_Tfap2d_Npnt_1,5306,Ex_Tfap2d_Npnt_1,Macosko,Nuclei
Macosko|Ex_Tfap2d_Npnt_4,5307,Ex_Tfap2d_Npnt_4,Macosko,Nuclei
Macosko|Ex_C1ql4_Smoc2,5308,Ex_C1ql4_Smoc2,Macosko,Nuclei
Zeng|5411,5309,5411,Zeng,Cells
Macosko|Ex_C1ql4_Tnfrsf11b_1,5310,Ex_C1ql4_Tnfrsf11b_1,Macosko,Nuclei
Zeng|4718,5311,4718,Zeng,Cells
Macosko|Ex_C1ql4_Tnfrsf11b_2,5312,Ex_C1ql4_Tnfrsf11b_2,Macosko,Nuclei
Macosko|Ex_C1ql4_Tnfrsf11b_3,5313,Ex_C1ql4_Tnfrsf11b_3,Macosko,Nuclei
Macosko|Ex_Tfap2d_Pirt_2,5314,Ex_Tfap2d_Pirt_2,Macosko,Nuclei
Macosko|Ex_Ebf2_C1ql2_4,5315,Ex_Ebf2_C1ql2_4,Macosko,Nuclei
Macosko|Ex_Ebf2_C1ql2_6,5316,Ex_Ebf2_C1ql2_6,Macosko,Nuclei
Macosko|Inh_Lhx1_Kcnmb1,5317,Inh_Lhx1_Kcnmb1,Macosko,Nuclei
Macosko|Inh_Lhx1_Hcrtr1,5318,Inh_Lhx1_Hcrtr1,Macosko,Nuclei
Macosko|Inh_Lhx1_Nmbr_1,5319,Inh_Lhx1_Nmbr_1,Macosko,Nuclei
Macosko|Inh_Lhx1_Nmbr_2,5320,Inh_Lhx1_Nmbr_2,Macosko,Nuclei
Macosko|Inh_Lhx1_Ikzf1,5321,Inh_Lhx1_Ikzf1,Macosko,Nuclei
Macosko|Inh_Lhx1_Otx2_2,5322,Inh_Lhx1_Otx2_2,Macosko,Nuclei
Macosko|Inh_Otx1_Pmfbp1_2,5323,Inh_Otx1_Pmfbp1_2,Macosko,Nuclei
Macosko|Inh_Otx1_Fmo1,5324,Inh_Otx1_Fmo1,Macosko,Nuclei
Macosko|Inh_Otx1_Acacb_3,5325,Inh_Otx1_Acacb_3,Macosko,Nuclei
Macosko|Inh_Otx1_Acacb_4,5326,Inh_Otx1_Acacb_4,Macosko,Nuclei
Macosko|Inh_Otx1_Maf_1,5327,Inh_Otx1_Maf_1,Macosko,Nuclei
Macosko|Inh_Otx1_Maf_2,5328,Inh_Otx1_Maf_2,Macosko,Nuclei
Macosko|Inh_Otx1_Acacb_1,5329,Inh_Otx1_Acacb_1,Macosko,Nuclei
Macosko|Inh_Otx1_Acacb_2,5330,Inh_Otx1_Acacb_2,Macosko,Nuclei
Macosko|Inh_Otx1_Pmfbp1_1,5331,Inh_Otx1_Pmfbp1_1,Macosko,Nuclei
Macosko|Inh_Lhx1_Sox14,5332,Inh_Lhx1_Sox14,Macosko,Nuclei
Macosko|Inh_Otx1_Igsf9,5333,Inh_Otx1_Igsf9,Macosko,Nuclei
Macosko|Inh_Otx1_Pax3,5334,Inh_Otx1_Pax3,Macosko,Nuclei
Macosko|Inh_Lhx1_Mecom_Otx1_2,5335,Inh_Lhx1_Mecom_Otx1_2,Macosko,Nuclei
Macosko|Inh_Lhx1_Adamts5,5336,Inh_Lhx1_Adamts5,Macosko,Nuclei
Macosko|Inh_Lhx1_Smoc2_1,5337,Inh_Lhx1_Smoc2_1,Macosko,Nuclei
Macosko|Inh_Lhx1_Egflam_7,5338,Inh_Lhx1_Egflam_7,Macosko,Nuclei
Macosko|Inh_Lhx1_Smoc2_2,5339,Inh_Lhx1_Smoc2_2,Macosko,Nuclei
Macosko|Inh_Lhx1_Pax3_3,5340,Inh_Lhx1_Pax3_3,Macosko,Nuclei
Macosko|Inh_Lhx1_Pax3_1,5341,Inh_Lhx1_Pax3_1,Macosko,Nuclei
Macosko|Inh_Lhx1_Pax3_2,5342,Inh_Lhx1_Pax3_2,Macosko,Nuclei
Macosko|Inh_Lhx1_Emx2_2,5343,Inh_Lhx1_Emx2_2,Macosko,Nuclei
Macosko|Inh_Lhx1_Slco1a6,5344,Inh_Lhx1_Slco1a6,Macosko,Nuclei
Macosko|Inh_Lhx1_Emx2_1,5345,Inh_Lhx1_Emx2_1,Macosko,Nuclei
Zeng|3417,5346,3417,Zeng,Cells
Macosko|Inh_Lhx1_Adgrg2,5347,Inh_Lhx1_Adgrg2,Macosko,Nuclei
Macosko|Inh_Lhx1_Emx2_3,5348,Inh_Lhx1_Emx2_3,Macosko,Nuclei
Macosko|Inh_Lhx1_Edn1,5349,Inh_Lhx1_Edn1,Macosko,Nuclei
Macosko|Inh_Lhx1_Acan,5350,Inh_Lhx1_Acan,Macosko,Nuclei
Macosko|Inh_Lhx1_Colq,5351,Inh_Lhx1_Colq,Macosko,Nuclei
Macosko|Inh_Lhx1_Mecom_Otx1_1,5352,Inh_Lhx1_Mecom_Otx1_1,Macosko,Nuclei
Macosko|Ex_Tlr4_Foxd2,5353,Ex_Tlr4_Foxd2,Macosko,Nuclei
Macosko|Ex_Nkx6-1_Nccrp1_2,5354,Ex_Nkx6-1_Nccrp1_2,Macosko,Nuclei
Macosko|Ex_Nkx6-1_Nccrp1_1,5355,Ex_Nkx6-1_Nccrp1_1,Macosko,Nuclei
Zeng|2182,5356,2182,Zeng,Cells
Macosko|Ex_Nkx6-1_Gucy2c_2,5357,Ex_Nkx6-1_Gucy2c_2,Macosko,Nuclei
Macosko|Ex_Nkx6-1_Gucy2c_4,5358,Ex_Nkx6-1_Gucy2c_4,Macosko,Nuclei
Macosko|Ex_Nkx6-1_Gucy2c_3,5359,Ex_Nkx6-1_Gucy2c_3,Macosko,Nuclei
Zeng|3775,5360,3775,Zeng,Cells
Macosko|Ex_Foxd2_C1ql4,5361,Ex_Foxd2_C1ql4,Macosko,Nuclei
Macosko|Ex_Nkx6-1_Gucy2c_1,5362,Ex_Nkx6-1_Gucy2c_1,Macosko,Nuclei
Zeng|3776,5363,3776,Zeng,Cells
Macosko|Ex_Dmrta2_Agtr1b_1,5364,Ex_Dmrta2_Agtr1b_1,Macosko,Nuclei
Macosko|Ex_Dmrta2_Slc26a7,5365,Ex_Dmrta2_Slc26a7,Macosko,Nuclei
Macosko|Ex_Dmrta2_Npy2r,5366,Ex_Dmrta2_Npy2r,Macosko,Nuclei
Macosko|Ex_Dmrta2_Col6a6,5367,Ex_Dmrta2_Col6a6,Macosko,Nuclei
Macosko|Ex_Dmrta2_Lrrc31_Th,5368,Ex_Dmrta2_Lrrc31_Th,Macosko,Nuclei
Macosko|Ex_Dmrta2_Itga4,5369,Ex_Dmrta2_Itga4,Macosko,Nuclei
Zeng|2382,5370,2382,Zeng,Cells
Macosko|Ex_Dmrta2_Adgrv1,5371,Ex_Dmrta2_Adgrv1,Macosko,Nuclei
Macosko|Ex_Dmrta2_Tll2_2,5372,Ex_Dmrta2_Tll2_2,Macosko,Nuclei
Macosko|Ex_Dmrta2_Tll2_1,5373,Ex_Dmrta2_Tll2_1,Macosko,Nuclei
Macosko|Ex_Dmrta2_Tmem72,5374,Ex_Dmrta2_Tmem72,Macosko,Nuclei
Zeng|2355,5375,2355,Zeng,Cells
Macosko|Ex_Dmrta2_Ntn1_Csf2rb2,5376,Ex_Dmrta2_Ntn1_Csf2rb2,Macosko,Nuclei
Macosko|Ex_Dmrta2_Lrrc31_9130008F23Rik,5377,Ex_Dmrta2_Lrrc31_9130008F23Rik,Macosko,Nuclei
Zeng|2351,5378,2351,Zeng,Cells
Macosko|Ex_Pou4f1_Alpk1_2,5379,Ex_Pou4f1_Alpk1_2,Macosko,Nuclei
Macosko|Ex_Pou4f1_Alpk1_3,5380,Ex_Pou4f1_Alpk1_3,Macosko,Nuclei
Macosko|Ex_Dmrta2_Lcp1_3,5381,Ex_Dmrta2_Lcp1_3,Macosko,Nuclei
Macosko|Ex_Dmrta2_Lcp1_1,5382,Ex_Dmrta2_Lcp1_1,Macosko,Nuclei
Macosko|Ex_Dmrta2_Lcp1_2,5383,Ex_Dmrta2_Lcp1_2,Macosko,Nuclei
Zeng|2157,5384,2157,Zeng,Cells
Macosko|Ex_Dmrta2_Crhbp_4,5385,Ex_Dmrta2_Crhbp_4,Macosko,Nuclei
Zeng|2354,5386,2354,Zeng,Cells
Macosko|Ex_Dmrta2_Crhbp_3,5387,Ex_Dmrta2_Crhbp_3,Macosko,Nuclei
Macosko|Ex_Dmrta2_Crhbp_1,5388,Ex_Dmrta2_Crhbp_1,Macosko,Nuclei
Macosko|Ex_Dmrta2_Crhbp_2,5389,Ex_Dmrta2_Crhbp_2,Macosko,Nuclei
Macosko|Ex_Dmrta2_Lhx1_4,5390,Ex_Dmrta2_Lhx1_4,Macosko,Nuclei
Macosko|Ex_Dmrta2_Lhx1_5,5391,Ex_Dmrta2_Lhx1_5,Macosko,Nuclei
Macosko|Ex_Dmrta2_Lhx1_6,5392,Ex_Dmrta2_Lhx1_6,Macosko,Nuclei
Zeng|2224,5393,2224,Zeng,Cells
Zeng|2225,5394,2225,Zeng,Cells
Macosko|Ex_Pitx2_Odad2_1,5395,Ex_Pitx2_Odad2_1,Macosko,Nuclei
Zeng|2226,5396,2226,Zeng,Cells
Macosko|Ex_Lmx1a_Bdnf_3,5397,Ex_Lmx1a_Bdnf_3,Macosko,Nuclei
Zeng|2244,5398,2244,Zeng,Cells
Macosko|Inh_Six3_Enpep,5399,Inh_Six3_Enpep,Macosko,Nuclei
Zeng|3329,5400,3329,Zeng,Cells
Macosko|Inh_Pax7_Tshr,5401,Inh_Pax7_Tshr,Macosko,Nuclei
Zeng|3581,5402,3581,Zeng,Cells
Zeng|3582,5403,3582,Zeng,Cells
Macosko|Inh_Six3_Sox2_5,5404,Inh_Six3_Sox2_5,Macosko,Nuclei
Macosko|Inh_Six3_Sox2_7,5405,Inh_Six3_Sox2_7,Macosko,Nuclei
Macosko|Inh_Six3_Sox2_9,5406,Inh_Six3_Sox2_9,Macosko,Nuclei
Macosko|Inh_Six3_Sox2_8,5407,Inh_Six3_Sox2_8,Macosko,Nuclei
Zeng|3322,5408,3322,Zeng,Cells
Macosko|Inh_Six3_Sox2_4,5409,Inh_Six3_Sox2_4,Macosko,Nuclei
Macosko|Inh_Six3_Sox2_10,5410,Inh_Six3_Sox2_10,Macosko,Nuclei
Macosko|Inh_Six3_Sox2_11,5411,Inh_Six3_Sox2_11,Macosko,Nuclei
Macosko|Inh_Six3_Stard13,5412,Inh_Six3_Stard13,Macosko,Nuclei
Macosko|Inh_Six3_Lrrc38_1,5413,Inh_Six3_Lrrc38_1,Macosko,Nuclei
Macosko|Inh_Six3_Sox2_6,5414,Inh_Six3_Sox2_6,Macosko,Nuclei
Macosko|Inh_Six3_Lrrc38_2,5415,Inh_Six3_Lrrc38_2,Macosko,Nuclei
Macosko|Inh_Six3_Cela1_1,5416,Inh_Six3_Cela1_1,Macosko,Nuclei
Macosko|Inh_Six3_Cela1_2,5417,Inh_Six3_Cela1_2,Macosko,Nuclei
Macosko|Inh_Six3_Cela1_3,5418,Inh_Six3_Cela1_3,Macosko,Nuclei
Zeng|3330,5419,3330,Zeng,Cells
Macosko|Inh_Six3_Smad6_1,5420,Inh_Six3_Smad6_1,Macosko,Nuclei
Macosko|Inh_Six3_Smad6_2,5421,Inh_Six3_Smad6_2,Macosko,Nuclei
Macosko|Inh_Six3_Cela1_4,5422,Inh_Six3_Cela1_4,Macosko,Nuclei
Macosko|Inh_Six3_Dio2,5423,Inh_Six3_Dio2,Macosko,Nuclei
Macosko|Inh_Six3_Sox2_3,5424,Inh_Six3_Sox2_3,Macosko,Nuclei
Macosko|Inh_Six3_Sox2_2,5425,Inh_Six3_Sox2_2,Macosko,Nuclei
Zeng|3328,5426,3328,Zeng,Cells
Macosko|Inh_Six3_Hmga2,5427,Inh_Six3_Hmga2,Macosko,Nuclei
Macosko|Inh_Six3_Sox2_12,5428,Inh_Six3_Sox2_12,Macosko,Nuclei
Macosko|Inh_Six3_Anxa2,5429,Inh_Six3_Anxa2,Macosko,Nuclei
Zeng|3317,5430,3317,Zeng,Cells
Macosko|Inh_Six3_Pla2g5_Sox3,5431,Inh_Six3_Pla2g5_Sox3,Macosko,Nuclei
Macosko|Inh_Six3_Tpbgl,5432,Inh_Six3_Tpbgl,Macosko,Nuclei
Macosko|Inh_Six3_Cdh3,5433,Inh_Six3_Cdh3,Macosko,Nuclei
Macosko|Inh_Six3_Sox2_1,5434,Inh_Six3_Sox2_1,Macosko,Nuclei
Zeng|3315,5435,3315,Zeng,Cells
Zeng|3336,5436,3336,Zeng,Cells
Macosko|Inh_Six3_Dpy19l2_1,5437,Inh_Six3_Dpy19l2_1,Macosko,Nuclei
Macosko|Inh_Six3_Dpy19l2_5,5438,Inh_Six3_Dpy19l2_5,Macosko,Nuclei
Zeng|3307,5439,3307,Zeng,Cells
Zeng|1758,5440,1758,Zeng,Cells
Zeng|1770,5441,1770,Zeng,Cells
Macosko|Inh_Dlx1_Six3,5442,Inh_Dlx1_Six3,Macosko,Nuclei
Zeng|1759,5443,1759,Zeng,Cells
Zeng|1669,5444,1669,Zeng,Cells
Macosko|Inh_Pax6_Nkx2-2_1,5445,Inh_Pax6_Nkx2-2_1,Macosko,Nuclei
Macosko|Inh_Pax6_Nkx2-2_2,5446,Inh_Pax6_Nkx2-2_2,Macosko,Nuclei
Macosko|Inh_Pax6_Cdh23,5447,Inh_Pax6_Cdh23,Macosko,Nuclei
Macosko|Inh_Dlx1_Foxd1_1,5448,Inh_Dlx1_Foxd1_1,Macosko,Nuclei
Macosko|Inh_Dlx1_Foxd1_2,5449,Inh_Dlx1_Foxd1_2,Macosko,Nuclei
Macosko|Inh_Ecel1_Foxd1_3,5450,Inh_Ecel1_Foxd1_3,Macosko,Nuclei
Macosko|Inh_Pax6_Foxd1_1,5451,Inh_Pax6_Foxd1_1,Macosko,Nuclei
Macosko|Inh_Ecel1_Foxd1_1,5452,Inh_Ecel1_Foxd1_1,Macosko,Nuclei
Macosko|Inh_Ecel1_Foxd1_2,5453,Inh_Ecel1_Foxd1_2,Macosko,Nuclei
Zeng|1645,5454,1645,Zeng,Cells
Zeng|1619,5455,1619,Zeng,Cells
Zeng|1643,5456,1643,Zeng,Cells
Macosko|Inh_Lhx1_Erfl_3,5457,Inh_Lhx1_Erfl_3,Macosko,Nuclei
Zeng|1706,5458,1706,Zeng,Cells
Zeng|1720,5459,1720,Zeng,Cells
Zeng|1705,5460,1705,Zeng,Cells
Macosko|Inh_Lhx1_Erfl_1,5461,Inh_Lhx1_Erfl_1,Macosko,Nuclei
Zeng|1719,5462,1719,Zeng,Cells
Zeng|1660,5463,1660,Zeng,Cells
Zeng|1711,5464,1711,Zeng,Cells
Zeng|1762,5465,1762,Zeng,Cells
Zeng|1694,5466,1694,Zeng,Cells
Zeng|1704,5467,1704,Zeng,Cells
Zeng|1648,5468,1648,Zeng,Cells
Zeng|1666,5469,1666,Zeng,Cells
Zeng|1707,5470,1707,Zeng,Cells
Zeng|1712,5471,1712,Zeng,Cells
Zeng|1803,5472,1803,Zeng,Cells
Macosko|Inh_Pax6_Lrrc38,5473,Inh_Pax6_Lrrc38,Macosko,Nuclei
Zeng|1716,5474,1716,Zeng,Cells
Macosko|Inh_Pax7_Ngfr_Stc1,5475,Inh_Pax7_Ngfr_Stc1,Macosko,Nuclei
Zeng|1693,5476,1693,Zeng,Cells
Zeng|1710,5477,1710,Zeng,Cells
Zeng|1701,5478,1701,Zeng,Cells
Zeng|1718,5479,1718,Zeng,Cells
Zeng|1689,5480,1689,Zeng,Cells
Zeng|1695,5481,1695,Zeng,Cells
Zeng|1709,5482,1709,Zeng,Cells
Zeng|1688,5483,1688,Zeng,Cells
Zeng|1714,5484,1714,Zeng,Cells
Zeng|1658,5485,1658,Zeng,Cells
Zeng|1686,5486,1686,Zeng,Cells
Zeng|1713,5487,1713,Zeng,Cells
Zeng|1697,5488,1697,Zeng,Cells
Macosko|Inh_Lhx1_Erfl_2,5489,Inh_Lhx1_Erfl_2,Macosko,Nuclei
Zeng|1699,5490,1699,Zeng,Cells
Zeng|1717,5491,1717,Zeng,Cells
Zeng|1700,5492,1700,Zeng,Cells
Zeng|1703,5493,1703,Zeng,Cells
Macosko|Inh_Tfap2b_Tspo2_3,5494,Inh_Tfap2b_Tspo2_3,Macosko,Nuclei
Zeng|3521,5495,3521,Zeng,Cells
Macosko|Inh_Tfap2b_Tspo2_1,5496,Inh_Tfap2b_Tspo2_1,Macosko,Nuclei
Zeng|3527,5497,3527,Zeng,Cells
Macosko|Inh_Tfap2b_Tspo2_2,5498,Inh_Tfap2b_Tspo2_2,Macosko,Nuclei
Zeng|3523,5499,3523,Zeng,Cells
Zeng|3500,5500,3500,Zeng,Cells
Zeng|3502,5501,3502,Zeng,Cells
Zeng|3504,5502,3504,Zeng,Cells
Zeng|3503,5503,3503,Zeng,Cells
Macosko|Inh_Emx2_Irx4,5504,Inh_Emx2_Irx4,Macosko,Nuclei
Zeng|3506,5505,3506,Zeng,Cells
Macosko|Inh_Emx2_Il20ra_1,5506,Inh_Emx2_Il20ra_1,Macosko,Nuclei
Zeng|3501,5507,3501,Zeng,Cells
Zeng|3505,5508,3505,Zeng,Cells
Macosko|Inh_Emx2_Il20ra_2,5509,Inh_Emx2_Il20ra_2,Macosko,Nuclei
Zeng|3519,5510,3519,Zeng,Cells
Macosko|Inh_Tfap2b_Igfbp6,5511,Inh_Tfap2b_Igfbp6,Macosko,Nuclei
Macosko|Inh_Tfap2b_Tll2_2,5512,Inh_Tfap2b_Tll2_2,Macosko,Nuclei
Zeng|3509,5513,3509,Zeng,Cells
Macosko|Inh_Pax7_Pawr,5514,Inh_Pax7_Pawr,Macosko,Nuclei
Macosko|Inh_Pax7_Rspo2,5515,Inh_Pax7_Rspo2,Macosko,Nuclei
Macosko|Inh_Pax7_Shisal2b,5516,Inh_Pax7_Shisal2b,Macosko,Nuclei
Macosko|Inh_Pax7_Catspere1_2,5517,Inh_Pax7_Catspere1_2,Macosko,Nuclei
Macosko|Inh_Pax7_Catspere1_1,5518,Inh_Pax7_Catspere1_1,Macosko,Nuclei
Macosko|Inh_Pax7_Zan,5519,Inh_Pax7_Zan,Macosko,Nuclei
Zeng|3517,5520,3517,Zeng,Cells
Macosko|Inh_Pax7_Samd3,5521,Inh_Pax7_Samd3,Macosko,Nuclei
Zeng|3518,5522,3518,Zeng,Cells
Macosko|Inh_Tfap2b_Cdh23_2,5523,Inh_Tfap2b_Cdh23_2,Macosko,Nuclei
Zeng|3530,5524,3530,Zeng,Cells
Zeng|3529,5525,3529,Zeng,Cells
Zeng|3536,5526,3536,Zeng,Cells
Zeng|3542,5527,3542,Zeng,Cells
Zeng|3531,5528,3531,Zeng,Cells
Zeng|3532,5529,3532,Zeng,Cells
Macosko|Inh_Tfap2b_Cdh23_1,5530,Inh_Tfap2b_Cdh23_1,Macosko,Nuclei
Zeng|3528,5531,3528,Zeng,Cells
Macosko|Inh_Tfap2b_Tll2_3,5532,Inh_Tfap2b_Tll2_3,Macosko,Nuclei
Zeng|3538,5533,3538,Zeng,Cells
Macosko|Inh_Tfap2b_Zic4_Rxfp2,5534,Inh_Tfap2b_Zic4_Rxfp2,Macosko,Nuclei
Zeng|3533,5535,3533,Zeng,Cells
Zeng|3514,5536,3514,Zeng,Cells
Zeng|3515,5537,3515,Zeng,Cells
Zeng|3510,5538,3510,Zeng,Cells
Zeng|3512,5539,3512,Zeng,Cells
Zeng|3516,5540,3516,Zeng,Cells
Zeng|3525,5541,3525,Zeng,Cells
Macosko|Inh_Emx2_Rxfp2,5542,Inh_Emx2_Rxfp2,Macosko,Nuclei
Zeng|3511,5543,3511,Zeng,Cells
Zeng|3513,5544,3513,Zeng,Cells
Zeng|3508,5545,3508,Zeng,Cells
Zeng|3520,5546,3520,Zeng,Cells
Zeng|3522,5547,3522,Zeng,Cells
Zeng|3507,5548,3507,Zeng,Cells
Zeng|3524,5549,3524,Zeng,Cells
Macosko|Inh_Tfap2b_Gata3_4,5550,Inh_Tfap2b_Gata3_4,Macosko,Nuclei
Zeng|3526,5551,3526,Zeng,Cells
Macosko|Inh_Tfap2b_Optc,5552,Inh_Tfap2b_Optc,Macosko,Nuclei
Zeng|3543,5553,3543,Zeng,Cells
Macosko|Inh_Tfap2b_Pthlh,5554,Inh_Tfap2b_Pthlh,Macosko,Nuclei
Zeng|3537,5555,3537,Zeng,Cells
Macosko|Inh_Skor2_Emx1_2,5556,Inh_Skor2_Emx1_2,Macosko,Nuclei
Macosko|Inh_Skor2_Emx1_3,5557,Inh_Skor2_Emx1_3,Macosko,Nuclei
Zeng|3396,5558,3396,Zeng,Cells
Macosko|Inh_Nkx2-2_Gata2_1,5559,Inh_Nkx2-2_Gata2_1,Macosko,Nuclei
Zeng|3387,5560,3387,Zeng,Cells
Zeng|3541,5561,3541,Zeng,Cells
Macosko|Inh_Nkx2-2_Gata2_7,5562,Inh_Nkx2-2_Gata2_7,Macosko,Nuclei
Zeng|3397,5563,3397,Zeng,Cells
Macosko|Inh_Nkx2-2_Gata2_8,5564,Inh_Nkx2-2_Gata2_8,Macosko,Nuclei
Zeng|3398,5565,3398,Zeng,Cells
Macosko|Inh_Nkx2-2_Gata2_5,5566,Inh_Nkx2-2_Gata2_5,Macosko,Nuclei
Zeng|3342,5567,3342,Zeng,Cells
Zeng|3395,5568,3395,Zeng,Cells
Zeng|3402,5569,3402,Zeng,Cells
Zeng|3255,5570,3255,Zeng,Cells
Zeng|3269,5571,3269,Zeng,Cells
Zeng|3422,5572,3422,Zeng,Cells
Zeng|3540,5573,3540,Zeng,Cells
Macosko|Inh_Tfap2b_Tll2_1,5574,Inh_Tfap2b_Tll2_1,Macosko,Nuclei
Macosko|Inh_Tfap2b_Tll2_4,5575,Inh_Tfap2b_Tll2_4,Macosko,Nuclei
Zeng|3539,5576,3539,Zeng,Cells
Macosko|Inh_Tfap2b_Dcn_2,5577,Inh_Tfap2b_Dcn_2,Macosko,Nuclei
Zeng|3534,5578,3534,Zeng,Cells
Macosko|Inh_Gata3_Wnt16_2,5579,Inh_Gata3_Wnt16_2,Macosko,Nuclei
Macosko|Inh_Gata3_Tnmd,5580,Inh_Gata3_Tnmd,Macosko,Nuclei
Macosko|Inh_Gata3_Ucn3,5581,Inh_Gata3_Ucn3,Macosko,Nuclei
Zeng|3166,5582,3166,Zeng,Cells
Macosko|Inh_Gata3_Mmrn1_1,5583,Inh_Gata3_Mmrn1_1,Macosko,Nuclei
Macosko|Inh_Gata3_Mmrn1_2,5584,Inh_Gata3_Mmrn1_2,Macosko,Nuclei
Zeng|3168,5585,3168,Zeng,Cells
Macosko|Inh_Pax8_Qrfpr_3,5586,Inh_Pax8_Qrfpr_3,Macosko,Nuclei
Macosko|Inh_Gata3_Crhbp_4,5587,Inh_Gata3_Crhbp_4,Macosko,Nuclei
Macosko|Inh_Gata3_Crhbp_2,5588,Inh_Gata3_Crhbp_2,Macosko,Nuclei
Macosko|Inh_Gata3_Crhbp_3,5589,Inh_Gata3_Crhbp_3,Macosko,Nuclei
Macosko|Inh_Gata3_Pdlim3_1,5590,Inh_Gata3_Pdlim3_1,Macosko,Nuclei
Macosko|Inh_Gata3_Pdlim3_2,5591,Inh_Gata3_Pdlim3_2,Macosko,Nuclei
Zeng|3467,5592,3467,Zeng,Cells
Macosko|Inh_Nkx2-2_Sox14_2,5593,Inh_Nkx2-2_Sox14_2,Macosko,Nuclei
Macosko|Inh_Nkx2-2_Sox14_1,5594,Inh_Nkx2-2_Sox14_1,Macosko,Nuclei
Macosko|Inh_Nkx2-2_Sox14_3,5595,Inh_Nkx2-2_Sox14_3,Macosko,Nuclei
Macosko|Inh_Nkx2-2_Antxr2,5596,Inh_Nkx2-2_Antxr2,Macosko,Nuclei
Macosko|Inh_Nkx2-2_Lcp1,5597,Inh_Nkx2-2_Lcp1,Macosko,Nuclei
Macosko|Inh_Nkx2-2_Svep1,5598,Inh_Nkx2-2_Svep1,Macosko,Nuclei
Macosko|Inh_Lhx1_Pnoc,5599,Inh_Lhx1_Pnoc,Macosko,Nuclei
Zeng|3161,5600,3161,Zeng,Cells
Zeng|3159,5601,3159,Zeng,Cells
Zeng|3160,5602,3160,Zeng,Cells
Zeng|1650,5603,1650,Zeng,Cells
Zeng|1671,5604,1671,Zeng,Cells
Zeng|1649,5605,1649,Zeng,Cells
Zeng|1663,5606,1663,Zeng,Cells
Zeng|1664,5607,1664,Zeng,Cells
Macosko|Inh_Lhx1_Dlk1_1,5608,Inh_Lhx1_Dlk1_1,Macosko,Nuclei
Zeng|1665,5609,1665,Zeng,Cells
Zeng|1668,5610,1668,Zeng,Cells
Zeng|1647,5611,1647,Zeng,Cells
Zeng|1662,5612,1662,Zeng,Cells
Zeng|1574,5613,1574,Zeng,Cells
Macosko|Inh_Lhx1_Dlk1_4,5614,Inh_Lhx1_Dlk1_4,Macosko,Nuclei
Zeng|1670,5615,1670,Zeng,Cells
Macosko|Inh_Lhx1_Dlk1_6,5616,Inh_Lhx1_Dlk1_6,Macosko,Nuclei
Macosko|Inh_Lhx1_Dlk1_5,5617,Inh_Lhx1_Dlk1_5,Macosko,Nuclei
Macosko|Inh_Lhx1_Dlk1_7,5618,Inh_Lhx1_Dlk1_7,Macosko,Nuclei
Macosko|Inh_Six3_Drd3_2,5619,Inh_Six3_Drd3_2,Macosko,Nuclei
Zeng|3331,5620,3331,Zeng,Cells
Macosko|Inh_Six3_Tmem215_1,5621,Inh_Six3_Tmem215_1,Macosko,Nuclei
Macosko|Inh_Six3_Tmem215_2,5622,Inh_Six3_Tmem215_2,Macosko,Nuclei
