cell_type,dendro_order,cell_type_short,study,study_type
Zeng|5242,1,5242,Zeng,Cells
Zeng|5240,2,5240,Zeng,Cells
Macosko|OlfactoryEnsheathing_Alx4_Prss56,3,OlfactoryEnsheathing_Alx4_Prss56,Macosko,Nuclei
Zeng|5241,4,5241,Zeng,Cells
Macosko|OlfactoryEnsheathing_Alx4_Dhh,5,OlfactoryEnsheathing_Alx4_Dhh,Macosko,Nuclei
Macosko|OlfactoryEnsheathing_Alx4_Bhmt_2,6,OlfactoryEnsheathing_Alx4_Bhmt_2,Macosko,Nuclei
Macosko|OlfactoryEnsheathing_Alx4_Bhmt_1,7,OlfactoryEnsheathing_Alx4_Bhmt_1,Macosko,Nuclei
Macosko|OlfactoryEnsheathing_Alx4_Olfr1271_2,8,OlfactoryEnsheathing_Alx4_Olfr1271_2,Macosko,Nuclei
Macosko|OlfactoryEnsheathing_Alx4_Olfr1271_1,9,OlfactoryEnsheathing_Alx4_Olfr1271_1,Macosko,Nuclei
Macosko|OlfactoryEnsheathing_Alx4_Olfr1271_4,10,OlfactoryEnsheathing_Alx4_Olfr1271_4,Macosko,Nuclei
Macosko|OlfactoryEnsheathing_Alx4_Olfr1271_3,11,OlfactoryEnsheathing_Alx4_Olfr1271_3,Macosko,Nuclei
Macosko|OlfactoryEnsheathing_Alx4_Gprc5c,12,OlfactoryEnsheathing_Alx4_Gprc5c,Macosko,Nuclei
Zeng|5239,13,5239,Zeng,Cells
Macosko|Micro_Selplg_Siglech,14,Micro_Selplg_Siglech,Macosko,Nuclei
Zeng|5283,15,5283,Zeng,Cells
Macosko|Macro_Mrc1_H2-Aa,16,Macro_Mrc1_H2-Aa,Macosko,Nuclei
Macosko|Macro_Mrc1_Ms4a4a,17,Macro_Mrc1_Ms4a4a,Macosko,Nuclei
Zeng|5267,18,5267,Zeng,Cells
Zeng|5268,19,5268,Zeng,Cells
Macosko|Lymphocyte_Itgal_Il1rl1,20,Lymphocyte_Itgal_Il1rl1,Macosko,Nuclei
Zeng|5272,21,5272,Zeng,Cells
Zeng|5273,22,5273,Zeng,Cells
Macosko|Lymphocyte_Itgal_Cd3e,23,Lymphocyte_Itgal_Cd3e,Macosko,Nuclei
Zeng|5274,24,5274,Zeng,Cells
Macosko|Myeloid_Sell_Cd300c,25,Myeloid_Sell_Cd300c,Macosko,Nuclei
Zeng|5275,26,5275,Zeng,Cells
Macosko|Lymphocyte_Pou2af1_Fcrl5,27,Lymphocyte_Pou2af1_Fcrl5,Macosko,Nuclei
Macosko|Lymphocyte_Pou2af1_Ms4a4c,28,Lymphocyte_Pou2af1_Ms4a4c,Macosko,Nuclei
Macosko|Lymphocyte_Pou2af1_Il7r,29,Lymphocyte_Pou2af1_Il7r,Macosko,Nuclei
Macosko|Lymphocyte_Pou2af1_Spib,30,Lymphocyte_Pou2af1_Spib,Macosko,Nuclei
Zeng|5276,31,5276,Zeng,Cells
Macosko|Granulocyte_Ly6g_Ltf_1,32,Granulocyte_Ly6g_Ltf_1,Macosko,Nuclei
Macosko|Granulocyte_Ly6g_Ltf_2,33,Granulocyte_Ly6g_Ltf_2,Macosko,Nuclei
Macosko|Granulocyte_Ly6g_Retnlg,34,Granulocyte_Ly6g_Retnlg,Macosko,Nuclei
Macosko|DC_Slamf7_Ccr7,35,DC_Slamf7_Ccr7,Macosko,Nuclei
Macosko|Lymphocyte_Itgal_Ly6c2,36,Lymphocyte_Itgal_Ly6c2,Macosko,Nuclei
Macosko|Lymphocyte_Itgal_Spn,37,Lymphocyte_Itgal_Spn,Macosko,Nuclei
Macosko|DC_Slamf7_Gcsam,38,DC_Slamf7_Gcsam,Macosko,Nuclei
Zeng|5277,39,5277,Zeng,Cells
Zeng|5278,40,5278,Zeng,Cells
Macosko|Macro_Mrc1_Cd209a,41,Macro_Mrc1_Cd209a,Macosko,Nuclei
Zeng|5279,42,5279,Zeng,Cells
Macosko|Pit_Six1_Hmgcs2_1,43,Pit_Six1_Hmgcs2_1,Macosko,Nuclei
Macosko|Pit_Six1_Hmgcs2_2,44,Pit_Six1_Hmgcs2_2,Macosko,Nuclei
Zeng|5250,45,5250,Zeng,Cells
Zeng|5249,46,5249,Zeng,Cells
Macosko|Endo_Flt1_Acta2_Olfr558_3,47,Endo_Flt1_Acta2_Olfr558_3,Macosko,Nuclei
Macosko|Endo_Flt1_Actg2,48,Endo_Flt1_Actg2,Macosko,Nuclei
Zeng|5248,49,5248,Zeng,Cells
Macosko|Endo_Flt1_Kcnj8_Ccl19_1,50,Endo_Flt1_Kcnj8_Ccl19_1,Macosko,Nuclei
Macosko|Endo_Flt1_Kcnj8_Ccl19_2,51,Endo_Flt1_Kcnj8_Ccl19_2,Macosko,Nuclei
Macosko|Endo_Flt1_Kcnj8_Slc47a2_1,52,Endo_Flt1_Kcnj8_Slc47a2_1,Macosko,Nuclei
Macosko|Endo_Flt1_Kcnj8_Slc47a2_2,53,Endo_Flt1_Kcnj8_Slc47a2_2,Macosko,Nuclei
Macosko|Endo_Flt1_Kcnj8,54,Endo_Flt1_Kcnj8,Macosko,Nuclei
Zeng|5243,55,5243,Zeng,Cells
Zeng|5244,56,5244,Zeng,Cells
Macosko|Endo_Flt1_Acta2_Olfr558_1,57,Endo_Flt1_Acta2_Olfr558_1,Macosko,Nuclei
Macosko|Endo_Flt1_Acta2_Olfr558_2,58,Endo_Flt1_Acta2_Olfr558_2,Macosko,Nuclei
Zeng|5252,59,5252,Zeng,Cells
Zeng|5254,60,5254,Zeng,Cells
Macosko|Endo_Flt1_Exoc3l2_1,61,Endo_Flt1_Exoc3l2_1,Macosko,Nuclei
Macosko|Endo_Flt1_Exoc3l2_2,62,Endo_Flt1_Exoc3l2_2,Macosko,Nuclei
Macosko|Endo_Flt1_Ssu2_3,63,Endo_Flt1_Ssu2_3,Macosko,Nuclei
Macosko|Endo_Flt1_Cytl1,64,Endo_Flt1_Cytl1,Macosko,Nuclei
Macosko|Endo_Flt1_Ssu2_1,65,Endo_Flt1_Ssu2_1,Macosko,Nuclei
Macosko|Endo_Flt1_Ssu2_2,66,Endo_Flt1_Ssu2_2,Macosko,Nuclei
Macosko|Endo_Flt1_Lrg1_1,67,Endo_Flt1_Lrg1_1,Macosko,Nuclei
Macosko|Endo_Flt1_Lrg1_2,68,Endo_Flt1_Lrg1_2,Macosko,Nuclei
Macosko|Endo_Flt1_Lrg1_5,69,Endo_Flt1_Lrg1_5,Macosko,Nuclei
Macosko|Endo_Flt1_Lrg1_3,70,Endo_Flt1_Lrg1_3,Macosko,Nuclei
Macosko|Endo_Flt1_Lrg1_4,71,Endo_Flt1_Lrg1_4,Macosko,Nuclei
Macosko|Endo_Flt1_Cysltr1_Slc19a3,72,Endo_Flt1_Cysltr1_Slc19a3,Macosko,Nuclei
Macosko|Endo_Flt1_Rgs5_Slc19a3_1,73,Endo_Flt1_Rgs5_Slc19a3_1,Macosko,Nuclei
Zeng|5255,74,5255,Zeng,Cells
Macosko|Fibro_Vdr_Bglap,75,Fibro_Vdr_Bglap,Macosko,Nuclei
Macosko|Fibro_Vdr_Mmp13_1,76,Fibro_Vdr_Mmp13_1,Macosko,Nuclei
Macosko|Fibro_Vdr_Mmp13_w,77,Fibro_Vdr_Mmp13_w,Macosko,Nuclei
Zeng|5265,78,5265,Zeng,Cells
Macosko|Fibro_Eya2_Inmt,79,Fibro_Eya2_Inmt,Macosko,Nuclei
Macosko|Fibro_Eya2_Ccl11,80,Fibro_Eya2_Ccl11,Macosko,Nuclei
Macosko|Fibro_Eya2_Meox2,81,Fibro_Eya2_Meox2,Macosko,Nuclei
Macosko|Fibro_Eya2_Srpx2,82,Fibro_Eya2_Srpx2,Macosko,Nuclei
Zeng|5264,83,5264,Zeng,Cells
Macosko|Fibro_Eya2_Aox3,84,Fibro_Eya2_Aox3,Macosko,Nuclei
Zeng|5259,85,5259,Zeng,Cells
Zeng|5263,86,5263,Zeng,Cells
Zeng|5266,87,5266,Zeng,Cells
Zeng|5261,88,5261,Zeng,Cells
Zeng|5262,89,5262,Zeng,Cells
Macosko|Fibro_Eya2_Unc5c_3,90,Fibro_Eya2_Unc5c_3,Macosko,Nuclei
Macosko|Fibro_Eya2_Ccdc192_5,91,Fibro_Eya2_Ccdc192_5,Macosko,Nuclei
Macosko|Fibro_Eya2_Ccdc192_4,92,Fibro_Eya2_Ccdc192_4,Macosko,Nuclei
Macosko|Fibro_Eya2_Unc5c_2,93,Fibro_Eya2_Unc5c_2,Macosko,Nuclei
Macosko|Fibro_Eya2_Sh3gl3,94,Fibro_Eya2_Sh3gl3,Macosko,Nuclei
Macosko|Fibro_Eya2_Ccdc192_3,95,Fibro_Eya2_Ccdc192_3,Macosko,Nuclei
Macosko|Fibro_Eya2_Rbp4_5,96,Fibro_Eya2_Rbp4_5,Macosko,Nuclei
Macosko|Fibro_Eya2_Rbp4_3,97,Fibro_Eya2_Rbp4_3,Macosko,Nuclei
Macosko|Fibro_Eya2_Rbp4_2,98,Fibro_Eya2_Rbp4_2,Macosko,Nuclei
Macosko|Fibro_Eya2_Rbp4_4,99,Fibro_Eya2_Rbp4_4,Macosko,Nuclei
Macosko|Fibro_Eya2_Ccdc192_2,100,Fibro_Eya2_Ccdc192_2,Macosko,Nuclei
Macosko|Fibro_Eya2_Unc5c_1,101,Fibro_Eya2_Unc5c_1,Macosko,Nuclei
Macosko|Fibro_Eya2_Ccdc192_1,102,Fibro_Eya2_Ccdc192_1,Macosko,Nuclei
Macosko|Fibro_Eya2_Syt9_1,103,Fibro_Eya2_Syt9_1,Macosko,Nuclei
Macosko|Fibro_Eya2_Syt9_2,104,Fibro_Eya2_Syt9_2,Macosko,Nuclei
Macosko|Fibro_Eya2_Rbp4_1,105,Fibro_Eya2_Rbp4_1,Macosko,Nuclei
Zeng|5260,106,5260,Zeng,Cells
Macosko|Fibro_Eya2_Rspo2,107,Fibro_Eya2_Rspo2,Macosko,Nuclei
Macosko|Fibro_Eya2_Unc5c_4,108,Fibro_Eya2_Unc5c_4,Macosko,Nuclei
Macosko|Fibro_Eya2_Obp1a,109,Fibro_Eya2_Obp1a,Macosko,Nuclei
Macosko|Fibro_Eya2_Slc47a1_2,110,Fibro_Eya2_Slc47a1_2,Macosko,Nuclei
Macosko|Fibro_Eya2_Slc47a1_3,111,Fibro_Eya2_Slc47a1_3,Macosko,Nuclei
Macosko|Fibro_Eya2_Slc47a1_4,112,Fibro_Eya2_Slc47a1_4,Macosko,Nuclei
Macosko|Fibro_Eya2_Ptgs2,113,Fibro_Eya2_Ptgs2,Macosko,Nuclei
Macosko|Fibro_Eya2_Slc47a1_5,114,Fibro_Eya2_Slc47a1_5,Macosko,Nuclei
Macosko|Fibro_Eya2_Slc47a1_1,115,Fibro_Eya2_Slc47a1_1,Macosko,Nuclei
Zeng|5258,116,5258,Zeng,Cells
Zeng|5256,117,5256,Zeng,Cells
Zeng|5257,118,5257,Zeng,Cells
Macosko|Fibro_Eya2_Dapl1,119,Fibro_Eya2_Dapl1,Macosko,Nuclei
Macosko|Fibro_Eya2_Lypd2_3,120,Fibro_Eya2_Lypd2_3,Macosko,Nuclei
Macosko|Fibro_Eya2_Lypd2_1,121,Fibro_Eya2_Lypd2_1,Macosko,Nuclei
Macosko|Fibro_Eya2_Lypd2_2,122,Fibro_Eya2_Lypd2_2,Macosko,Nuclei
Zeng|1364,123,1364,Zeng,Cells
Macosko|NG_Draxin_10,124,NG_Draxin_10,Macosko,Nuclei
Macosko|NG_Draxin_9,125,NG_Draxin_9,Macosko,Nuclei
Zeng|1365,126,1365,Zeng,Cells
Zeng|1367,127,1367,Zeng,Cells
Zeng|1366,128,1366,Zeng,Cells
Zeng|1357,129,1357,Zeng,Cells
Zeng|1360,130,1360,Zeng,Cells
Zeng|1368,131,1368,Zeng,Cells
Zeng|14925,132,14925,Zeng,Cells
Macosko|Astro_Fabp7_Siah3,133,Astro_Fabp7_Siah3,Macosko,Nuclei
Zeng|14920,134,14920,Zeng,Cells
Macosko|Astro_Fabp7_Wt1,135,Astro_Fabp7_Wt1,Macosko,Nuclei
Zeng|14886,136,14886,Zeng,Cells
Zeng|14884,137,14884,Zeng,Cells
Zeng|14885,138,14885,Zeng,Cells
Zeng|14984,139,14984,Zeng,Cells
Zeng|14985,140,14985,Zeng,Cells
Zeng|14883,141,14883,Zeng,Cells
Zeng|14877,142,14877,Zeng,Cells
Zeng|14879,143,14879,Zeng,Cells
Zeng|14876,144,14876,Zeng,Cells
Zeng|14989,145,14989,Zeng,Cells
Zeng|14991,146,14991,Zeng,Cells
Zeng|14997,147,14997,Zeng,Cells
Zeng|14987,148,14987,Zeng,Cells
Zeng|14986,149,14986,Zeng,Cells
Macosko|Ependymal_Tmem212_1700012P22Rik,150,Ependymal_Tmem212_1700012P22Rik,Macosko,Nuclei
Macosko|Ependymal_Tmem212_Cuzd1,151,Ependymal_Tmem212_Cuzd1,Macosko,Nuclei
Zeng|14878,152,14878,Zeng,Cells
Zeng|14881,153,14881,Zeng,Cells
Zeng|14990,154,14990,Zeng,Cells
Macosko|Ependymal_Tmem212_1700012P22Rik_Sntn,155,Ependymal_Tmem212_1700012P22Rik_Sntn,Macosko,Nuclei
Macosko|Ependymal_Tmem212_Dnase2b,156,Ependymal_Tmem212_Dnase2b,Macosko,Nuclei
Zeng|14993,157,14993,Zeng,Cells
Macosko|Ependymal_Tmem212_Tfr2,158,Ependymal_Tmem212_Tfr2,Macosko,Nuclei
Macosko|Ependymal_Tmem212_Col6a5,159,Ependymal_Tmem212_Col6a5,Macosko,Nuclei
Macosko|Ependymal_Tmem212_Rspo2,160,Ependymal_Tmem212_Rspo2,Macosko,Nuclei
Macosko|Ependymal_Tmem212_Lgi1,161,Ependymal_Tmem212_Lgi1,Macosko,Nuclei
Macosko|Ependymal_Tmem212_Krt15,162,Ependymal_Tmem212_Krt15,Macosko,Nuclei
Macosko|Ependymal_Tmem212_Sbpl,163,Ependymal_Tmem212_Sbpl,Macosko,Nuclei
Macosko|Ependymal_Tmem212_Ttr,164,Ependymal_Tmem212_Ttr,Macosko,Nuclei
Zeng|14913,165,14913,Zeng,Cells
Macosko|Tanycyte_Rax_Ccdc170,166,Tanycyte_Rax_Ccdc170,Macosko,Nuclei
Macosko|Tanycyte_Rax_Fndc3c1_1,167,Tanycyte_Rax_Fndc3c1_1,Macosko,Nuclei
Macosko|Tanycyte_Rax_Fndc3c1_2,168,Tanycyte_Rax_Fndc3c1_2,Macosko,Nuclei
Zeng|14917,169,14917,Zeng,Cells
Zeng|14918,170,14918,Zeng,Cells
Zeng|14919,171,14919,Zeng,Cells
Zeng|14915,172,14915,Zeng,Cells
Zeng|15001,173,15001,Zeng,Cells
Zeng|14914,174,14914,Zeng,Cells
Zeng|14998,175,14998,Zeng,Cells
Macosko|Astro_Emid1_Gdf10,176,Astro_Emid1_Gdf10,Macosko,Nuclei
Zeng|14873,177,14873,Zeng,Cells
Zeng|14962,178,14962,Zeng,Cells
Zeng|14956,179,14956,Zeng,Cells
Macosko|Astro_Agt_Sntg1,180,Astro_Agt_Sntg1,Macosko,Nuclei
Zeng|14965,181,14965,Zeng,Cells
Zeng|14977,182,14977,Zeng,Cells
Macosko|Astro_Emid1_Cd38,183,Astro_Emid1_Cd38,Macosko,Nuclei
Zeng|14862,184,14862,Zeng,Cells
Zeng|14975,185,14975,Zeng,Cells
Zeng|14979,186,14979,Zeng,Cells
Zeng|14852,187,14852,Zeng,Cells
Zeng|14865,188,14865,Zeng,Cells
Zeng|14983,189,14983,Zeng,Cells
Zeng|14869,190,14869,Zeng,Cells
Zeng|14980,191,14980,Zeng,Cells
Zeng|14871,192,14871,Zeng,Cells
Zeng|14872,193,14872,Zeng,Cells
Zeng|14932,194,14932,Zeng,Cells
Macosko|Astro_Ephb1_Gfap,195,Astro_Ephb1_Gfap,Macosko,Nuclei
Zeng|14930,196,14930,Zeng,Cells
Zeng|14926,197,14926,Zeng,Cells
Zeng|14933,198,14933,Zeng,Cells
Zeng|14851,199,14851,Zeng,Cells
Macosko|Astro_Fabp7_Hs3st3a1_2,200,Astro_Fabp7_Hs3st3a1_2,Macosko,Nuclei
Zeng|14953,201,14953,Zeng,Cells
Macosko|Astro_Fabp7_Hs3st3a1_1,202,Astro_Fabp7_Hs3st3a1_1,Macosko,Nuclei
Zeng|14951,203,14951,Zeng,Cells
Zeng|14948,204,14948,Zeng,Cells
Zeng|14949,205,14949,Zeng,Cells
Zeng|14945,206,14945,Zeng,Cells
Zeng|14947,207,14947,Zeng,Cells
Macosko|Astro_Ephb1_Fzd2,208,Astro_Ephb1_Fzd2,Macosko,Nuclei
Zeng|14939,209,14939,Zeng,Cells
Macosko|Astro_Fabp7_Hs3st3a1_4,210,Astro_Fabp7_Hs3st3a1_4,Macosko,Nuclei
Macosko|Astro_Fabp7_Hs3st3a1_5,211,Astro_Fabp7_Hs3st3a1_5,Macosko,Nuclei
Zeng|14857,212,14857,Zeng,Cells
Macosko|Astro_Fabp7_Hs3st3a1_3,213,Astro_Fabp7_Hs3st3a1_3,Macosko,Nuclei
Zeng|14858,214,14858,Zeng,Cells
Zeng|14859,215,14859,Zeng,Cells
Zeng|14954,216,14954,Zeng,Cells
Zeng|14955,217,14955,Zeng,Cells
Zeng|5204,218,5204,Zeng,Cells
Zeng|5205,219,5205,Zeng,Cells
Zeng|5206,220,5206,Zeng,Cells
Zeng|5208,221,5208,Zeng,Cells
Zeng|5207,222,5207,Zeng,Cells
Macosko|OPC_Cspg5,223,OPC_Cspg5,Macosko,Nuclei
Zeng|5203,224,5203,Zeng,Cells
Zeng|5216,225,5216,Zeng,Cells
Zeng|5217,226,5217,Zeng,Cells
Zeng|5234,227,5234,Zeng,Cells
Zeng|5236,228,5236,Zeng,Cells
Zeng|5218,229,5218,Zeng,Cells
Zeng|5222,230,5222,Zeng,Cells
Zeng|5220,231,5220,Zeng,Cells
Zeng|5214,232,5214,Zeng,Cells
Zeng|5215,233,5215,Zeng,Cells
Zeng|5211,234,5211,Zeng,Cells
Zeng|5212,235,5212,Zeng,Cells
Zeng|5213,236,5213,Zeng,Cells
Macosko|Oligo_Klk6_2,237,Oligo_Klk6_2,Macosko,Nuclei
Macosko|Oligo_Opalin_Enpp6_2,238,Oligo_Opalin_Enpp6_2,Macosko,Nuclei
Zeng|5230,239,5230,Zeng,Cells
Macosko|Oligo_Klk6_1,240,Oligo_Klk6_1,Macosko,Nuclei
Zeng|5232,241,5232,Zeng,Cells
Macosko|Oligo_Opalin_Enpp6_1,242,Oligo_Opalin_Enpp6_1,Macosko,Nuclei
Zeng|5233,243,5233,Zeng,Cells
Zeng|5237,244,5237,Zeng,Cells
Macosko|Oligo_Opalin_Synpr,245,Oligo_Opalin_Synpr,Macosko,Nuclei
Zeng|5231,246,5231,Zeng,Cells
Zeng|57,247,57,Zeng,Cells
Zeng|56,248,56,Zeng,Cells
Macosko|Ex_Fezf2_Kl_1,249,Ex_Fezf2_Kl_1,Macosko,Nuclei
Zeng|92,250,92,Zeng,Cells
Zeng|91,251,91,Zeng,Cells
Macosko|Ex_Fezf2_Abca12,252,Ex_Fezf2_Abca12,Macosko,Nuclei
Macosko|Ex_Fezf2_Kl_2,253,Ex_Fezf2_Kl_2,Macosko,Nuclei
Zeng|94,254,94,Zeng,Cells
Zeng|95,255,95,Zeng,Cells
Macosko|Ex_Fezf2_Pirt_Stum,256,Ex_Fezf2_Pirt_Stum,Macosko,Nuclei
Zeng|96,257,96,Zeng,Cells
Macosko|Ex_Fezf2_Pirt_Cadps2,258,Ex_Fezf2_Pirt_Cadps2,Macosko,Nuclei
Macosko|Ex_Fezf2_Pirt_Gli2,259,Ex_Fezf2_Pirt_Gli2,Macosko,Nuclei
Zeng|93,260,93,Zeng,Cells
Macosko|Ex_Rorb_Pirt_Fn1,261,Ex_Rorb_Pirt_Fn1,Macosko,Nuclei
Macosko|Ex_Vwc2l_Gli2,262,Ex_Vwc2l_Gli2,Macosko,Nuclei
Zeng|90,263,90,Zeng,Cells
Zeng|79,264,79,Zeng,Cells
Macosko|Ex_Fezf2_Hmga2_Cdh6,265,Ex_Fezf2_Hmga2_Cdh6,Macosko,Nuclei
Macosko|Ex_Fezf2_Hmga2_Gfra2,266,Ex_Fezf2_Hmga2_Gfra2,Macosko,Nuclei
Macosko|Ex_Fezf2_Hmga2_Ttc6,267,Ex_Fezf2_Hmga2_Ttc6,Macosko,Nuclei
Zeng|86,268,86,Zeng,Cells
Zeng|76,269,76,Zeng,Cells
Macosko|Ex_Fezf2_Myzap,270,Ex_Fezf2_Myzap,Macosko,Nuclei
Zeng|77,271,77,Zeng,Cells
Zeng|78,272,78,Zeng,Cells
Zeng|89,273,89,Zeng,Cells
Macosko|Ex_Fezf2_Slc17a8_Rxfp1,274,Ex_Fezf2_Slc17a8_Rxfp1,Macosko,Nuclei
Macosko|Ex_Fezf2_Slc17a8_Rxfp2,275,Ex_Fezf2_Slc17a8_Rxfp2,Macosko,Nuclei
Zeng|80,276,80,Zeng,Cells
Zeng|81,277,81,Zeng,Cells
Zeng|82,278,82,Zeng,Cells
Zeng|88,279,88,Zeng,Cells
Zeng|83,280,83,Zeng,Cells
Macosko|Ex_Fezf2_Pvalb_Chn2,281,Ex_Fezf2_Pvalb_Chn2,Macosko,Nuclei
Macosko|Ex_Fezf2_Pvalb_Pirt,282,Ex_Fezf2_Pvalb_Pirt,Macosko,Nuclei
Zeng|87,283,87,Zeng,Cells
Zeng|84,284,84,Zeng,Cells
Zeng|85,285,85,Zeng,Cells
Zeng|68,286,68,Zeng,Cells
Zeng|69,287,69,Zeng,Cells
Zeng|72,288,72,Zeng,Cells
Zeng|66,289,66,Zeng,Cells
Zeng|64,290,64,Zeng,Cells
Macosko|Ex_Fezf2_Col6a1_Gp139_Fos,291,Ex_Fezf2_Col6a1_Gp139_Fos,Macosko,Nuclei
Macosko|Ex_Fezf2_Cnksr3_Fos,292,Ex_Fezf2_Cnksr3_Fos,Macosko,Nuclei
Macosko|Ex_Fezf2_Cnksr3_Areg,293,Ex_Fezf2_Cnksr3_Areg,Macosko,Nuclei
Macosko|Ex_Fezf2_Cnksr3_C7,294,Ex_Fezf2_Cnksr3_C7,Macosko,Nuclei
Macosko|Ex_Fezf2_Cpa6,295,Ex_Fezf2_Cpa6,Macosko,Nuclei
Macosko|Ex_Fezf2_Cknsr3,296,Ex_Fezf2_Cknsr3,Macosko,Nuclei
Macosko|Ex_Foxp2_Col5a1,297,Ex_Foxp2_Col5a1,Macosko,Nuclei
Zeng|70,298,70,Zeng,Cells
Zeng|75,299,75,Zeng,Cells
Macosko|Ex_Fezf2_Urah_Shisa9_3,300,Ex_Fezf2_Urah_Shisa9_3,Macosko,Nuclei
Macosko|Ex_Fezf2_Urah_Shisa9_2,301,Ex_Fezf2_Urah_Shisa9_2,Macosko,Nuclei
Macosko|Ex_Fezf2_Urah_Sntb1,302,Ex_Fezf2_Urah_Sntb1,Macosko,Nuclei
Macosko|Ex_Fezf2_Urah_Alcam,303,Ex_Fezf2_Urah_Alcam,Macosko,Nuclei
Macosko|Ex_Fezf2_Sebox,304,Ex_Fezf2_Sebox,Macosko,Nuclei
Macosko|Ex_Fezf2_Urah_Shisa9_1,305,Ex_Fezf2_Urah_Shisa9_1,Macosko,Nuclei
Macosko|Ex_Foxp2_Col12a1_Ddo,306,Ex_Foxp2_Col12a1_Ddo,Macosko,Nuclei
Macosko|Ex_Foxp2_Col12a1_Nxph1,307,Ex_Foxp2_Col12a1_Nxph1,Macosko,Nuclei
Macosko|Ex_Fezf2_Col6a1_Gpr139,308,Ex_Fezf2_Col6a1_Gpr139,Macosko,Nuclei
Zeng|71,309,71,Zeng,Cells
Zeng|65,310,65,Zeng,Cells
Zeng|59,311,59,Zeng,Cells
Zeng|67,312,67,Zeng,Cells
Zeng|58,313,58,Zeng,Cells
Zeng|63,314,63,Zeng,Cells
Zeng|61,315,61,Zeng,Cells
Zeng|62,316,62,Zeng,Cells
Macosko|Ex_Fezf2_Kit_Sostdc1,317,Ex_Fezf2_Kit_Sostdc1,Macosko,Nuclei
Zeng|60,318,60,Zeng,Cells
Zeng|47,319,47,Zeng,Cells
Zeng|40,320,40,Zeng,Cells
Zeng|41,321,41,Zeng,Cells
Macosko|Ex_Fezf2_Tmem255b_2,322,Ex_Fezf2_Tmem255b_2,Macosko,Nuclei
Zeng|42,323,42,Zeng,Cells
Macosko|Ex_Fezf2_Tmem255b_1,324,Ex_Fezf2_Tmem255b_1,Macosko,Nuclei
Macosko|Ex_Fezf2_Tmem255b_3,325,Ex_Fezf2_Tmem255b_3,Macosko,Nuclei
Zeng|50,326,50,Zeng,Cells
Zeng|51,327,51,Zeng,Cells
Macosko|Ex_Nxph4_Megf6,328,Ex_Nxph4_Megf6,Macosko,Nuclei
Zeng|43,329,43,Zeng,Cells
Zeng|21,330,21,Zeng,Cells
Zeng|22,331,22,Zeng,Cells
Zeng|16,332,16,Zeng,Cells
Zeng|23,333,23,Zeng,Cells
Zeng|17,334,17,Zeng,Cells
Zeng|18,335,18,Zeng,Cells
Macosko|Ex_Ccn2_Nmbr_1,336,Ex_Ccn2_Nmbr_1,Macosko,Nuclei
Zeng|20,337,20,Zeng,Cells
Zeng|49,338,49,Zeng,Cells
Macosko|Ex_Cplx3_Samd9l,339,Ex_Cplx3_Samd9l,Macosko,Nuclei
Zeng|19,340,19,Zeng,Cells
Zeng|52,341,52,Zeng,Cells
Macosko|Ex_Ccn2_Prph,342,Ex_Ccn2_Prph,Macosko,Nuclei
Macosko|Ex_Ccn2_Nmbr_4,343,Ex_Ccn2_Nmbr_4,Macosko,Nuclei
Macosko|Ex_Nxph4_Nmbr,344,Ex_Nxph4_Nmbr,Macosko,Nuclei
Macosko|Ex_Ccn2_Nmbr_2,345,Ex_Ccn2_Nmbr_2,Macosko,Nuclei
Macosko|Ex_Ccn2_Nmbr_3,346,Ex_Ccn2_Nmbr_3,Macosko,Nuclei
Zeng|25,347,25,Zeng,Cells
Zeng|14,348,14,Zeng,Cells
Macosko|Ex_Nxph4_Pmfbp1,349,Ex_Nxph4_Pmfbp1,Macosko,Nuclei
Zeng|33,350,33,Zeng,Cells
Macosko|Ex_Nxph4_Olfr110_Cplx3,351,Ex_Nxph4_Olfr110_Cplx3,Macosko,Nuclei
Macosko|Ex_Nxph4_Olfr110_Crhr1,352,Ex_Nxph4_Olfr110_Crhr1,Macosko,Nuclei
Zeng|38,353,38,Zeng,Cells
Macosko|Ex_Nxph4_Ror1,354,Ex_Nxph4_Ror1,Macosko,Nuclei
Zeng|34,355,34,Zeng,Cells
Zeng|35,356,35,Zeng,Cells
Zeng|24,357,24,Zeng,Cells
Zeng|37,358,37,Zeng,Cells
Macosko|Ex_Nxph4_Kcnj5,359,Ex_Nxph4_Kcnj5,Macosko,Nuclei
Zeng|29,360,29,Zeng,Cells
Macosko|Ex_Nxph4_Lman1l_Pdgfc,361,Ex_Nxph4_Lman1l_Pdgfc,Macosko,Nuclei
Zeng|36,362,36,Zeng,Cells
Macosko|Ex_Nxph4_Kynu,363,Ex_Nxph4_Kynu,Macosko,Nuclei
Macosko|Ex_Nxph4_Lman1l_Chrm2,364,Ex_Nxph4_Lman1l_Chrm2,Macosko,Nuclei
Macosko|Ex_Nxph4_Sema5a,365,Ex_Nxph4_Sema5a,Macosko,Nuclei
Zeng|32,366,32,Zeng,Cells
Zeng|28,367,28,Zeng,Cells
Macosko|Ex_Nxph4_Moxd1_Igfbp4,368,Ex_Nxph4_Moxd1_Igfbp4,Macosko,Nuclei
Zeng|30,369,30,Zeng,Cells
Macosko|Ex_Nxph4_Lman1l,370,Ex_Nxph4_Lman1l,Macosko,Nuclei
