gene_id,ranked_cor,cor_abs,is_HVG,is_same_gene_best
ENSMUSG00000026155,20984,0.5502708274203912,FALSE,TRUE
ENSMUSG00000026153,20984,0.5729212678885739,FALSE,TRUE
ENSMUSG00000026147,20984,0.2949835064780981,FALSE,TRUE
ENSMUSG00000026141,20984,0.8619787057580964,TRUE,TRUE
ENSMUSG00000073725,20984,0.6443248987216442,FALSE,TRUE
ENSMUSG00000033569,20984,0.791569044419292,TRUE,TRUE
ENSMUSG00000050217,20984,0.330581037289862,FALSE,TRUE
ENSMUSG00000026058,20984,0.8998832831469394,TRUE,TRUE
ENSMUSG00000026134,20984,0.6472720650007845,FALSE,TRUE
ENSMUSG00000042215,20984,0.7014791884770015,FALSE,TRUE
ENSMUSG00000042182,20984,0.8952397644596156,TRUE,TRUE
ENSMUSG00000026131,20984,0.7404337731797561,FALSE,TRUE
ENSMUSG00000045216,20984,0.7136246281173075,FALSE,TRUE
ENSMUSG00000037447,20984,0.2888921077661594,FALSE,TRUE
ENSMUSG00000001143,20984,0.6680111482037794,TRUE,TRUE
ENSMUSG00000037408,20984,0.43720107078545134,FALSE,TRUE
ENSMUSG00000102416,20984,0.7143085411322866,FALSE,TRUE
ENSMUSG00000026117,20984,0.6665481893817391,FALSE,TRUE
ENSMUSG00000026116,20984,0.4891397982433393,FALSE,TRUE
ENSMUSG00000050122,20984,0.48130926535796725,FALSE,TRUE
ENSMUSG00000026114,20984,0.40356100995707206,FALSE,TRUE
ENSMUSG00000026113,20984,0.6136794264070587,TRUE,TRUE
ENSMUSG00000026110,20984,0.6679957357068298,TRUE,TRUE
ENSMUSG00000026090,20984,0.8564021358814005,TRUE,TRUE
ENSMUSG00000060771,20984,0.5715101378399096,TRUE,TRUE
ENSMUSG00000037138,20984,0.8082146115211521,TRUE,TRUE
ENSMUSG00000026080,20984,0.6005154197360467,TRUE,TRUE
ENSMUSG00000067604,20984,0.3157967131956987,FALSE,TRUE
ENSMUSG00000026077,20984,0.7869007780316344,TRUE,TRUE
ENSMUSG00000003134,20984,0.7054230633262227,TRUE,TRUE
ENSMUSG00000048234,20984,0.654772014665645,FALSE,TRUE
ENSMUSG00000050967,20984,0.8292041091019663,TRUE,TRUE
ENSMUSG00000057173,20984,0.2416635216458483,FALSE,TRUE
ENSMUSG00000091937,20984,0.41970320151163093,FALSE,TRUE
ENSMUSG00000026074,20984,0.5300054612423318,FALSE,TRUE
ENSMUSG00000026072,20984,0.5278970516611056,FALSE,TRUE
ENSMUSG00000070942,20984,0.36420740897491405,FALSE,TRUE
ENSMUSG00000026065,20984,0.4414321839718265,FALSE,TRUE
ENSMUSG00000026062,20984,0.6067124156985815,FALSE,TRUE
ENSMUSG00000079588,20984,0.2858095774356016,FALSE,TRUE
ENSMUSG00000045515,20984,0.8798095502697565,TRUE,TRUE
ENSMUSG00000041907,20984,0.6857554484635608,TRUE,TRUE
ENSMUSG00000008136,20984,0.7169372900908078,TRUE,TRUE
ENSMUSG00000066877,20984,0.638299997931056,TRUE,TRUE
ENSMUSG00000056870,20984,0.8401032200022599,TRUE,TRUE
ENSMUSG00000026042,20984,0.33918470401863143,FALSE,TRUE
ENSMUSG00000025993,20984,0.6125703181942964,FALSE,TRUE
ENSMUSG00000041144,20984,0.8503207017737134,FALSE,TRUE
ENSMUSG00000101337,20984,0.6395551862251703,FALSE,TRUE
ENSMUSG00000025986,20984,0.6569199868949128,TRUE,TRUE
ENSMUSG00000026109,20984,0.8702342225046459,TRUE,TRUE
ENSMUSG00000045954,20984,0.6380341488765038,FALSE,TRUE
ENSMUSG00000026107,20984,0.601252625908923,FALSE,TRUE
ENSMUSG00000018417,20984,0.8643623262241763,TRUE,TRUE
ENSMUSG00000062939,20984,0.2950335797140654,FALSE,TRUE
ENSMUSG00000026104,20984,0.6402427286268957,FALSE,TRUE
ENSMUSG00000026103,20984,0.629140370384764,FALSE,TRUE
ENSMUSG00000002881,20984,0.6760882044580225,FALSE,TRUE
ENSMUSG00000041439,20984,0.7724915246556695,FALSE,TRUE
ENSMUSG00000026102,20984,0.532535797391254,FALSE,TRUE
ENSMUSG00000041426,20984,0.6821234059187289,TRUE,TRUE
ENSMUSG00000043629,20984,0.8362440151008768,TRUE,TRUE
ENSMUSG00000026100,20984,0.545951574410543,FALSE,TRUE
ENSMUSG00000026098,20984,0.49140473793797923,FALSE,TRUE
ENSMUSG00000096141,20984,0.78857202277414,FALSE,TRUE
ENSMUSG00000042807,20984,0.7192067339346828,FALSE,TRUE
ENSMUSG00000073678,20984,0.7944146228080017,TRUE,TRUE
ENSMUSG00000052331,20984,0.7990719158615267,TRUE,TRUE
ENSMUSG00000025981,20984,0.5245400004027485,TRUE,TRUE
ENSMUSG00000038349,20984,0.9030031415559009,TRUE,TRUE
ENSMUSG00000038331,20984,0.3784277523852371,TRUE,TRUE
ENSMUSG00000038323,20984,0.47821276963137566,FALSE,TRUE
ENSMUSG00000038305,20984,0.8382537349759189,TRUE,TRUE
ENSMUSG00000054770,20984,0.46716260389049447,FALSE,TRUE
ENSMUSG00000063558,20984,0.32535052696322087,FALSE,TRUE
ENSMUSG00000064294,20984,0.26949411721948413,FALSE,TRUE
ENSMUSG00000038242,20984,0.5186464615094414,FALSE,TRUE
ENSMUSG00000038174,20984,0.6975105839503883,FALSE,TRUE
ENSMUSG00000026031,20984,0.6006488323127493,FALSE,TRUE
ENSMUSG00000038079,20984,0.5505158759181826,FALSE,TRUE
ENSMUSG00000079550,20984,0.45058952964381727,FALSE,TRUE
ENSMUSG00000026024,20984,0.6075060317586095,TRUE,TRUE
ENSMUSG00000026023,20984,0.26062068307722625,FALSE,TRUE
ENSMUSG00000041075,20984,0.4590805784297388,FALSE,TRUE
ENSMUSG00000047361,20984,0.41597650295542915,FALSE,TRUE
ENSMUSG00000067336,20984,0.7123475755899309,FALSE,TRUE
ENSMUSG00000026018,20984,0.5587803784357018,TRUE,TRUE
ENSMUSG00000073664,20984,0.7345347775410249,FALSE,TRUE
ENSMUSG00000049439,20984,0.6283703426513669,FALSE,TRUE
ENSMUSG00000026782,20984,0.5603201334021877,FALSE,TRUE
ENSMUSG00000026014,20984,0.6905055246869847,TRUE,TRUE
ENSMUSG00000026009,20984,0.3466329636747171,FALSE,TRUE
ENSMUSG00000052062,20984,0.8791182959512247,TRUE,TRUE
ENSMUSG00000025969,20984,0.9075319296429484,TRUE,TRUE
ENSMUSG00000046856,20984,0.6470958439018784,FALSE,TRUE
ENSMUSG00000027520,20984,0.8188806557773999,TRUE,TRUE
ENSMUSG00000025964,20984,0.8026219909595471,TRUE,TRUE
ENSMUSG00000025959,20984,0.7287716958292547,FALSE,TRUE
ENSMUSG00000045005,20984,0.38109327325144504,FALSE,TRUE
ENSMUSG00000051344,20984,0.4861907703021485,FALSE,TRUE
ENSMUSG00000025952,20984,0.28890049547832763,FALSE,TRUE
ENSMUSG00000044816,20984,0.7016639778777117,FALSE,TRUE
ENSMUSG00000025950,20984,0.6801773263277012,FALSE,TRUE
ENSMUSG00000025946,20984,0.47776995525175103,FALSE,TRUE
ENSMUSG00000015222,20984,0.6514686763817444,TRUE,TRUE
ENSMUSG00000055567,20984,0.6796102396008556,FALSE,TRUE
ENSMUSG00000026003,20984,0.6015038921365942,FALSE,TRUE
ENSMUSG00000026000,20984,0.5868617385764773,FALSE,TRUE
ENSMUSG00000025991,20984,0.2772289794993265,FALSE,TRUE
ENSMUSG00000062209,20984,0.9343411375946906,TRUE,TRUE
ENSMUSG00000025997,20984,0.7275621410847789,TRUE,TRUE
ENSMUSG00000053153,20984,0.5864431146815491,FALSE,TRUE
ENSMUSG00000045648,20984,0.9159872601536584,TRUE,TRUE
ENSMUSG00000026196,20984,0.6289818196470753,FALSE,TRUE
ENSMUSG00000050296,20984,0.33204854477582935,FALSE,TRUE
ENSMUSG00000026192,20984,0.6416179303901838,FALSE,TRUE
ENSMUSG00000026193,20984,0.2719947750393882,TRUE,TRUE
ENSMUSG00000039395,20984,0.8200547713445582,FALSE,TRUE
ENSMUSG00000026188,20984,0.6757856660271351,FALSE,TRUE
ENSMUSG00000026187,20984,0.632373554241232,TRUE,TRUE
ENSMUSG00000039372,20984,0.7804380909472856,TRUE,TRUE
ENSMUSG00000039323,20984,0.308387543454084,TRUE,TRUE
ENSMUSG00000026185,20984,0.8103656138686576,TRUE,TRUE
ENSMUSG00000026182,20984,0.3519922862115684,FALSE,TRUE
ENSMUSG00000055322,20984,0.6544395908710786,TRUE,TRUE
ENSMUSG00000061815,20984,0.28533437201566036,FALSE,TRUE
ENSMUSG00000006304,20984,0.5550666541799933,FALSE,TRUE
ENSMUSG00000026179,20984,0.8151456771814698,FALSE,TRUE
ENSMUSG00000026173,20984,0.6778358114840042,FALSE,TRUE
ENSMUSG00000033276,20984,0.5012353372844326,FALSE,TRUE
ENSMUSG00000026167,20984,0.4412646280057579,FALSE,TRUE
ENSMUSG00000090071,20984,0.4818660487624627,FALSE,TRUE
ENSMUSG00000055197,20984,0.25553296609648407,FALSE,TRUE
ENSMUSG00000006546,20984,0.30043435237743277,FALSE,TRUE
ENSMUSG00000047021,20984,0.6577824411024839,FALSE,TRUE
ENSMUSG00000026162,20984,0.4741777200838399,FALSE,TRUE
ENSMUSG00000026202,20984,0.6144356381330383,TRUE,TRUE
ENSMUSG00000026203,20984,0.6753267370034581,TRUE,TRUE
ENSMUSG00000026204,20984,0.7157311146973178,FALSE,TRUE
ENSMUSG00000033061,20984,0.7433830156419812,TRUE,TRUE
ENSMUSG00000026207,20984,0.5623557642341513,TRUE,TRUE
ENSMUSG00000033021,20984,0.44121592920073993,FALSE,TRUE
ENSMUSG00000033007,20984,0.7090796241836762,FALSE,TRUE
ENSMUSG00000026235,20984,0.9129057180658272,TRUE,TRUE
ENSMUSG00000004872,20984,0.33839374044230675,FALSE,TRUE
ENSMUSG00000032908,20984,0.9099278870497423,TRUE,TRUE
ENSMUSG00000090486,20984,0.8454635229278186,FALSE,TRUE
ENSMUSG00000032883,20984,0.6828155191985119,TRUE,TRUE
ENSMUSG00000047330,20984,0.348757939644668,FALSE,TRUE
ENSMUSG00000050711,20984,0.7810510107668001,TRUE,TRUE
ENSMUSG00000054702,20984,0.8038609404391741,FALSE,TRUE
ENSMUSG00000073643,20984,0.42697332924122466,FALSE,TRUE
ENSMUSG00000026249,20984,0.8838052224368681,TRUE,TRUE
ENSMUSG00000038608,20984,0.8944857823797512,TRUE,TRUE
ENSMUSG00000054976,20984,0.7957036635666518,TRUE,TRUE
ENSMUSG00000055980,20984,0.6602644168080267,TRUE,TRUE
ENSMUSG00000026142,20984,0.566115869687113,FALSE,TRUE
ENSMUSG00000067158,20984,0.46183915596630637,FALSE,TRUE
ENSMUSG00000053161,20984,0.2546412067498395,FALSE,TRUE
ENSMUSG00000026163,20984,0.8948889631389375,TRUE,TRUE
ENSMUSG00000045658,20984,0.8775504563731368,TRUE,TRUE
ENSMUSG00000036766,20984,0.8642853370512291,TRUE,TRUE
ENSMUSG00000026220,20984,0.6273250484994283,FALSE,TRUE
ENSMUSG00000070034,20984,0.30783270879872027,FALSE,TRUE
ENSMUSG00000026223,20984,0.47494320837790277,FALSE,TRUE
ENSMUSG00000026224,20984,0.5712213825987267,FALSE,TRUE
ENSMUSG00000026227,20984,0.5050352535627741,FALSE,TRUE
ENSMUSG00000062590,20984,0.6177544422874611,TRUE,TRUE
ENSMUSG00000079445,20984,0.3518659982520595,FALSE,TRUE
ENSMUSG00000026238,20984,0.3580930810460972,FALSE,TRUE
ENSMUSG00000026241,20984,0.7725450207864257,FALSE,TRUE
ENSMUSG00000026247,20984,0.8002092608416559,FALSE,TRUE
ENSMUSG00000036480,20984,0.22851440811798285,FALSE,TRUE
ENSMUSG00000026259,20984,0.8594810007950561,TRUE,TRUE
ENSMUSG00000070738,20984,0.6276377014619325,FALSE,TRUE
ENSMUSG00000089943,20984,0.420375607988492,FALSE,TRUE
ENSMUSG00000044783,20984,0.7395985147765067,TRUE,TRUE
ENSMUSG00000049866,20984,0.7004779427909437,FALSE,TRUE
ENSMUSG00000036206,20984,0.786388629522189,FALSE,TRUE
ENSMUSG00000055013,20984,0.7349121466926808,FALSE,TRUE
ENSMUSG00000034486,20984,0.4783450624259247,FALSE,TRUE
ENSMUSG00000067081,20984,0.6747737099888291,FALSE,TRUE
ENSMUSG00000026301,20984,0.27820459398157943,FALSE,TRUE
ENSMUSG00000044337,20984,0.6193894528393166,FALSE,TRUE
ENSMUSG00000048126,20984,0.4047282628658408,FALSE,TRUE
ENSMUSG00000026305,20984,0.6358154493753551,FALSE,TRUE
ENSMUSG00000034353,20984,0.5292979421492539,TRUE,TRUE
ENSMUSG00000026307,20984,0.6174712677467284,FALSE,TRUE
ENSMUSG00000067071,20984,0.47338474980962464,FALSE,TRUE
ENSMUSG00000055866,20984,0.4494656766639959,FALSE,TRUE
ENSMUSG00000026311,20984,0.48116833772791767,FALSE,TRUE
ENSMUSG00000007805,20984,0.6926240038853797,FALSE,TRUE
ENSMUSG00000026313,20984,0.6040353507627994,FALSE,TRUE
ENSMUSG00000044055,20984,0.2800645141082746,FALSE,TRUE
ENSMUSG00000084989,20984,0.4408490217853865,FALSE,TRUE
ENSMUSG00000047793,20984,0.6847026849030251,FALSE,TRUE
ENSMUSG00000034107,20984,0.43117468797540126,FALSE,TRUE
ENSMUSG00000026278,20984,0.6277191422975359,FALSE,TRUE
ENSMUSG00000040710,20984,0.8529131294359821,TRUE,TRUE
ENSMUSG00000040693,20984,0.7263264802614526,FALSE,TRUE
ENSMUSG00000044768,20984,0.4952655496545022,TRUE,TRUE
ENSMUSG00000040648,20984,0.6753254701823005,TRUE,TRUE
ENSMUSG00000026335,20984,0.9052600101588402,FALSE,TRUE
ENSMUSG00000067028,20984,0.9117318995375654,TRUE,TRUE
ENSMUSG00000050840,20984,0.8746917871739375,TRUE,TRUE
ENSMUSG00000047496,20984,0.9010717328283359,TRUE,TRUE
ENSMUSG00000026321,20984,0.7640359659451409,FALSE,TRUE
ENSMUSG00000038866,20984,0.5232226352883056,FALSE,TRUE
ENSMUSG00000044340,20984,0.650934256924887,FALSE,TRUE
ENSMUSG00000057329,20984,0.8566935426129777,TRUE,TRUE
ENSMUSG00000073601,20984,0.3067112449141699,FALSE,TRUE
ENSMUSG00000026327,20984,0.3805576161113668,FALSE,TRUE
ENSMUSG00000067001,20984,0.35226668367624736,FALSE,TRUE
ENSMUSG00000026315,20984,0.5074161867543607,FALSE,TRUE
ENSMUSG00000026312,20984,0.9048067529554528,TRUE,TRUE
ENSMUSG00000038702,20984,0.7217228344278989,FALSE,TRUE
ENSMUSG00000070695,20984,0.9008615862495307,TRUE,TRUE
ENSMUSG00000101303,20984,0.2708409237479563,FALSE,TRUE
ENSMUSG00000064302,20984,0.6688101201724902,FALSE,TRUE
ENSMUSG00000026380,20984,0.26142645010964377,FALSE,TRUE
ENSMUSG00000048402,20984,0.21697455321303907,FALSE,TRUE
ENSMUSG00000037035,20984,0.5960192921562351,FALSE,TRUE
ENSMUSG00000004451,20984,0.6768910819342319,FALSE,TRUE
ENSMUSG00000026383,20984,0.8126987606044282,FALSE,TRUE
ENSMUSG00000026384,20984,0.5470030533645748,FALSE,TRUE
ENSMUSG00000036975,20984,0.28282303646765455,FALSE,TRUE
ENSMUSG00000036962,20984,0.32479668583482724,FALSE,TRUE
ENSMUSG00000026387,20984,0.34565338159013675,FALSE,TRUE
ENSMUSG00000026389,20984,0.45538917056807926,FALSE,TRUE
ENSMUSG00000036907,20984,0.48263165810562964,FALSE,TRUE
ENSMUSG00000026390,20984,0.2693541421024612,FALSE,TRUE
ENSMUSG00000058665,20984,0.7370012295670673,FALSE,TRUE
ENSMUSG00000050534,20984,0.455182942825231,FALSE,TRUE
ENSMUSG00000036815,20984,0.8889990614704848,TRUE,TRUE
ENSMUSG00000026341,20984,0.5641759196655427,TRUE,TRUE
ENSMUSG00000026344,20984,0.8547910982781488,TRUE,TRUE
ENSMUSG00000049690,20984,0.8908315441483785,TRUE,TRUE
ENSMUSG00000036155,20984,0.7944244359382598,FALSE,TRUE
ENSMUSG00000026347,20984,0.9418441763466268,TRUE,TRUE
ENSMUSG00000051590,20984,0.4275854599980127,FALSE,TRUE
ENSMUSG00000036086,20984,0.5201650546533301,FALSE,TRUE
ENSMUSG00000056211,20984,0.6696937012912076,TRUE,TRUE
ENSMUSG00000026355,20984,0.4226864768013361,FALSE,TRUE
ENSMUSG00000026356,20984,0.5300844022556165,TRUE,TRUE
ENSMUSG00000045382,20984,0.48618557975500715,FALSE,TRUE
ENSMUSG00000042581,20984,0.9101316386345844,TRUE,TRUE
ENSMUSG00000026399,20984,0.6314663355601202,FALSE,TRUE
ENSMUSG00000016528,20984,0.6502662512141474,FALSE,TRUE
ENSMUSG00000016526,20984,0.5503882747938118,FALSE,TRUE
ENSMUSG00000026430,20984,0.7733664822260075,FALSE,TRUE
ENSMUSG00000026425,20984,0.6183683769709317,FALSE,TRUE
ENSMUSG00000042251,20984,0.3291134918626108,FALSE,TRUE
ENSMUSG00000013275,20984,0.4462724739577581,FALSE,TRUE
ENSMUSG00000026436,20984,0.37103581817715364,FALSE,TRUE
ENSMUSG00000059149,20984,0.7711291971594649,TRUE,TRUE
ENSMUSG00000026437,20984,0.8294436208131665,FALSE,TRUE
ENSMUSG00000079330,20984,0.8805062917451407,FALSE,TRUE
ENSMUSG00000042115,20984,0.7979063799505504,FALSE,TRUE
ENSMUSG00000009772,20984,0.6679544192801803,FALSE,TRUE
ENSMUSG00000042066,20984,0.6035626783253695,FALSE,TRUE
ENSMUSG00000042046,20984,0.5494522892805056,FALSE,TRUE
ENSMUSG00000053024,20984,0.7585786302488604,TRUE,TRUE
ENSMUSG00000026442,20984,0.6597769996065705,TRUE,TRUE
ENSMUSG00000026443,20984,0.7203412777470042,TRUE,TRUE
ENSMUSG00000026447,20984,0.670229052392471,TRUE,TRUE
ENSMUSG00000041757,20984,0.7300037379512988,TRUE,TRUE
ENSMUSG00000070644,20984,0.800574911389336,FALSE,TRUE
ENSMUSG00000070643,20984,0.6211122180082219,FALSE,TRUE
ENSMUSG00000026463,20984,0.8965220883601757,TRUE,TRUE
ENSMUSG00000010311,20984,0.4268223025659084,FALSE,TRUE
ENSMUSG00000041559,20984,0.24749773382473428,FALSE,TRUE
ENSMUSG00000020423,20984,0.5617955578369416,TRUE,TRUE
ENSMUSG00000064246,20984,0.38505872008352277,FALSE,TRUE
ENSMUSG00000042429,20984,0.8671649260248138,TRUE,TRUE
ENSMUSG00000026458,20984,0.6242525152103887,FALSE,TRUE
ENSMUSG00000026456,20984,0.5111320644677535,FALSE,TRUE
ENSMUSG00000026452,20984,0.8966938746456691,TRUE,TRUE
ENSMUSG00000073557,20984,0.6315649698850268,FALSE,TRUE
ENSMUSG00000026429,20984,0.2903272994266718,FALSE,TRUE
ENSMUSG00000042793,20984,0.30435406466551074,FALSE,TRUE
ENSMUSG00000041926,20984,0.5253043841217229,TRUE,TRUE
ENSMUSG00000041889,20984,0.6184193799100581,TRUE,TRUE
ENSMUSG00000009418,20984,0.6748304805339758,FALSE,TRUE
ENSMUSG00000026421,20984,0.26799603483764406,TRUE,TRUE
ENSMUSG00000041801,20984,0.7746761935026135,FALSE,TRUE
ENSMUSG00000026414,20984,0.5601146793454767,FALSE,TRUE
ENSMUSG00000026407,20984,0.31327376065122375,FALSE,TRUE
ENSMUSG00000041642,20984,0.4955265814118221,FALSE,TRUE
ENSMUSG00000041605,20984,0.26284051693388816,FALSE,TRUE
ENSMUSG00000026398,20984,0.17793965418385613,FALSE,TRUE
ENSMUSG00000026393,20984,0.8165668517176216,TRUE,TRUE
ENSMUSG00000019230,20984,0.6957244604940519,FALSE,TRUE
ENSMUSG00000079283,20984,0.6881722567574793,FALSE,TRUE
ENSMUSG00000056268,20984,0.6154563680302527,FALSE,TRUE
ENSMUSG00000063681,20984,0.7906045759532399,FALSE,TRUE
ENSMUSG00000052726,20984,0.901094631314865,TRUE,TRUE
ENSMUSG00000033849,20984,0.7017726582607746,TRUE,TRUE
ENSMUSG00000018196,20984,0.5955027789705201,FALSE,TRUE
ENSMUSG00000026360,20984,0.6580292352680175,FALSE,TRUE
ENSMUSG00000051079,20984,0.3494451678691445,FALSE,TRUE
ENSMUSG00000035131,20984,0.9102089288607823,TRUE,TRUE
ENSMUSG00000032487,20984,0.5022358431243936,FALSE,TRUE
ENSMUSG00000066842,20984,0.5324811563701296,TRUE,TRUE
ENSMUSG00000023150,20984,0.6490654026909237,FALSE,TRUE
ENSMUSG00000026484,20984,0.4837373461807547,TRUE,TRUE
ENSMUSG00000026483,20984,0.34796806140246245,FALSE,TRUE
ENSMUSG00000032666,20984,0.7661197960548171,FALSE,TRUE
ENSMUSG00000032649,20984,0.7279397770177767,FALSE,TRUE
ENSMUSG00000026482,20984,0.8099264080502576,TRUE,TRUE
ENSMUSG00000008475,20984,0.551564942950278,FALSE,TRUE
ENSMUSG00000042751,20984,0.7228294473093556,FALSE,TRUE
ENSMUSG00000026479,20984,0.4322599828969881,FALSE,TRUE
ENSMUSG00000026478,20984,0.572706020820185,TRUE,TRUE
ENSMUSG00000042708,20984,0.5426333872941973,FALSE,TRUE
ENSMUSG00000042684,20984,0.4646137480706731,FALSE,TRUE
ENSMUSG00000042671,20984,0.8552554941600646,TRUE,TRUE
ENSMUSG00000026475,20984,0.6952412792319547,FALSE,TRUE
ENSMUSG00000066800,20984,0.6909866392810734,FALSE,TRUE
ENSMUSG00000045968,20984,0.7019702949153854,FALSE,TRUE
ENSMUSG00000026473,20984,0.3281862461273268,TRUE,TRUE
ENSMUSG00000066797,20984,0.34851906656991316,FALSE,TRUE
ENSMUSG00000004110,20984,0.8714985838263976,FALSE,TRUE
ENSMUSG00000056708,20984,0.6763014633072367,TRUE,TRUE
ENSMUSG00000026471,20984,0.2853937105096949,FALSE,TRUE
ENSMUSG00000026470,20984,0.5691175462929156,FALSE,TRUE
ENSMUSG00000033722,20984,0.5808769326005755,FALSE,TRUE
ENSMUSG00000026469,20984,0.7368707099197691,TRUE,TRUE
ENSMUSG00000026468,20984,0.18905161135520923,FALSE,TRUE
ENSMUSG00000033684,20984,0.670706041130849,FALSE,TRUE
ENSMUSG00000026466,20984,0.5511948654199351,TRUE,TRUE
ENSMUSG00000015484,20984,0.7222252417224321,TRUE,TRUE
ENSMUSG00000060985,20984,0.783402399419177,FALSE,TRUE
ENSMUSG00000026600,20984,0.7178572531754684,TRUE,TRUE
ENSMUSG00000026596,20984,0.5294781513752423,FALSE,TRUE
ENSMUSG00000060519,20984,0.4579320650114834,FALSE,TRUE
ENSMUSG00000033557,20984,0.711049177138981,TRUE,TRUE
ENSMUSG00000026594,20984,0.6742170667863084,FALSE,TRUE
ENSMUSG00000070565,20984,0.7209653869829331,FALSE,TRUE
ENSMUSG00000026589,20984,0.4233098219195459,FALSE,TRUE
ENSMUSG00000004031,20984,0.8566036015764011,TRUE,TRUE
ENSMUSG00000026587,20984,0.5699892744201109,FALSE,TRUE
ENSMUSG00000073530,20984,0.3251540039903196,FALSE,TRUE
ENSMUSG00000015829,20984,0.8547939002742542,TRUE,TRUE
ENSMUSG00000026725,20984,0.2696369348841328,FALSE,TRUE
ENSMUSG00000026721,20984,0.5993349470109134,FALSE,TRUE
ENSMUSG00000118401,20984,0.23660952426185955,FALSE,TRUE
ENSMUSG00000044835,20984,0.7027088691369584,TRUE,TRUE
ENSMUSG00000026701,20984,0.5209694324060629,TRUE,TRUE
ENSMUSG00000026700,20984,0.30982917689361944,FALSE,TRUE
ENSMUSG00000066755,20984,0.3095583292243004,FALSE,TRUE
ENSMUSG00000040265,20984,0.8228287565916508,FALSE,TRUE
ENSMUSG00000026696,20984,0.6900939217654466,FALSE,TRUE
ENSMUSG00000040225,20984,0.41729553632309235,FALSE,TRUE
ENSMUSG00000040170,20984,0.28062592926250096,FALSE,TRUE
ENSMUSG00000026586,20984,0.29825686240165655,FALSE,TRUE
ENSMUSG00000040113,20984,0.440999043103098,FALSE,TRUE
ENSMUSG00000026585,20984,0.5245716671955446,FALSE,TRUE
ENSMUSG00000040918,20984,0.6482349261720994,FALSE,TRUE
ENSMUSG00000040848,20984,0.5260483330397223,FALSE,TRUE
ENSMUSG00000040836,20984,0.5883955176397178,FALSE,TRUE
ENSMUSG00000026571,20984,0.585886848658944,FALSE,TRUE
ENSMUSG00000026567,20984,0.40387008152712,FALSE,TRUE
ENSMUSG00000026566,20984,0.6187924262534155,TRUE,TRUE
ENSMUSG00000040713,20984,0.5065911251045355,FALSE,TRUE
ENSMUSG00000026565,20984,0.5889563030464712,FALSE,TRUE
ENSMUSG00000026564,20984,0.31583660164897104,FALSE,TRUE
ENSMUSG00000040612,20984,0.8721133070374087,TRUE,TRUE
ENSMUSG00000060568,20984,0.685120507033944,TRUE,TRUE
ENSMUSG00000026558,20984,0.5553698275528224,FALSE,TRUE
ENSMUSG00000026687,20984,0.651015566821704,FALSE,TRUE
ENSMUSG00000026688,20984,0.6685236753673134,TRUE,TRUE
ENSMUSG00000040485,20984,0.3633630505485739,FALSE,TRUE
