...1,Study_ID|Celltype_1,Study_ID|Celltype_2,Mean_AUROC,Match_type
3333,Zeng|4994,Macosko|Ex_Sall1_Lrrc38_2,1,Reciprocal_top_hit
4182,Zeng|24523,Macosko|Ex_Tlx1_Crocc2_6,1,Reciprocal_top_hit
1557,Zeng|3814,Macosko|Ex_Hoxc6_Slc7a13_2,1,Reciprocal_top_hit
7866,Zeng|24742,Macosko|Inh_Pax8_Qrfpr_2,1,Reciprocal_top_hit
6817,Zeng|3409,Macosko|Inh_Nkx2-2_Trh_2,1,Reciprocal_top_hit
8738,Zeng|3271,Macosko|Inh_Tfap2b_Ntrk1,1,Reciprocal_top_hit
7506,Zeng|2929,Macosko|Inh_Pax3_Vmn1r207_12,1,Reciprocal_top_hit
7600,Zeng|3445,Macosko|Inh_Pax5_Padi1_1,1,Reciprocal_top_hit
8557,Zeng|918,Macosko|Inh_Sp8_Ctsc_2,1,Reciprocal_top_hit
1382,Zeng|4683,Macosko|Ex_Fn1_Nts,1,Reciprocal_top_hit
7445,Zeng|24741,Macosko|Inh_Pax2_Tnnt2,1,Reciprocal_top_hit
2923,Zeng|3876,Macosko|Ex_Phox2b_Zar1l,1,Reciprocal_top_hit
1742,Zeng|4178,Macosko|Ex_Lhx2_Thbs2,1,Reciprocal_top_hit
6585,Zeng|546,Macosko|Inh_Lhx6_Sst_Th_Elfn1,1,Reciprocal_top_hit
2731,Zeng|4311,Macosko|Ex_Phox2b_Bmp3_1,1,Reciprocal_top_hit
6725,Zeng|3175,Macosko|Inh_Nkx2-2_Gata2_4,1,Reciprocal_top_hit
2947,Zeng|5003,Macosko|Ex_Pitx2_Gm7271,1,Reciprocal_top_hit
8650,Zeng|4170,Macosko|Inh_Tfap2a_Cdh1,1,Reciprocal_top_hit
4897,Zeng|3345,Macosko|Inh_Foxa2_Upp1_3,1,Reciprocal_top_hit
1062,Zeng|4258,Macosko|Ex_Ebf3_Adam33_7,1,Reciprocal_top_hit
7428,Zeng|4430,Macosko|Inh_Pax2_Tfap2c_2,1,Reciprocal_top_hit
7964,Zeng|4017,Macosko|Inh_Pou6f2_Pi15_2,1,Reciprocal_top_hit
1458,Zeng|3216,Macosko|Ex_Gata3_Tgm6_2,1,Reciprocal_top_hit
7299,Zeng|4453,Macosko|Inh_Pax2_Met_3,1,Reciprocal_top_hit
8249,Zeng|3162,Macosko|Inh_Six3_Gchfr_1,1,Reciprocal_top_hit
7356,Zeng|4031,Macosko|Inh_Pax2_Pkhd1l1_4,1,Reciprocal_top_hit
3136,Zeng|24580,Macosko|Ex_Pou4f1_Crabp1_1,1,Reciprocal_top_hit
7151,Zeng|34332,Macosko|Inh_Pax2_Dmrt3_5,1,Reciprocal_top_hit
4181,Zeng|3800,Macosko|Ex_Tlx1_Crocc2_5,1,Reciprocal_top_hit
7665,Zeng|1277,Macosko|Inh_Pax6_Adra2a,1,Reciprocal_top_hit
3382,Zeng|2749,Macosko|Ex_Samd3_Emx2_1,1,Reciprocal_top_hit
7874,Zeng|34328,Macosko|Inh_Pax8_Sfrp1_5,1,Reciprocal_top_hit
4805,Zeng|3310,Macosko|Inh_Emx2_Qrfprl,1,Reciprocal_top_hit
1938,Zeng|3823,Macosko|Ex_Lhx9_Prdm6_1,1,Reciprocal_top_hit
1882,Zeng|3835,Macosko|Ex_Lhx9_Igfbpl1_2,1,Reciprocal_top_hit
3602,Zeng|2516,Macosko|Ex_Sim1_Ucn3_3,1,Reciprocal_top_hit
5545,Zeng|34164,Macosko|Inh_Gata3_Msx1_4,1,Reciprocal_top_hit
5341,Zeng|1308,Macosko|Inh_Frmd7_Trhr_4,1,Reciprocal_top_hit
3567,Zeng|2463,Macosko|Ex_Sim1_Serpina3i,1,Reciprocal_top_hit
7411,Zeng|3785,Macosko|Inh_Pax2_Sp8,1,Reciprocal_top_hit
961,Zeng|4828,Macosko|Ex_Ebf2_Nr1h4,1,Reciprocal_top_hit
7638,Zeng|3115,Macosko|Inh_Pax5_Slc38a11_2,1,Reciprocal_top_hit
8393,Zeng|1466,Macosko|Inh_Six6_Vipr2_11,1,Reciprocal_top_hit
3847,Zeng|4876,Macosko|Ex_Sox6_Ttc29_2,1,Reciprocal_top_hit
4710,Zeng|3571,Macosko|Inh_Dmbx1_Tacr3_3,1,Reciprocal_top_hit
3321,Zeng|261,Macosko|Ex_Rorb_Ptpn20,1,Reciprocal_top_hit
7873,Zeng|34330,Macosko|Inh_Pax8_Sfrp1_4,1,Reciprocal_top_hit
8793,Zeng|649,Macosko|Inh_Vip_Crh_1,1,Reciprocal_top_hit
8010,Zeng|1255,Macosko|Inh_Ppp1r1b_Drd1_Shisa8_3,1,Reciprocal_top_hit
7435,Zeng|4143,Macosko|Inh_Pax2_Tnc,1,Reciprocal_top_hit
7777,Zeng|3566,Macosko|Inh_Pax7_Slc9a3,1,Reciprocal_top_hit
3127,Zeng|3683,Macosko|Ex_Pou4f1_Abcc9_3,1,Reciprocal_top_hit
6710,Zeng|3348,Macosko|Inh_Nkx2-2_Clic5,1,Reciprocal_top_hit
1943,Zeng|2605,Macosko|Ex_Lhx9_Prok2,1,Reciprocal_top_hit
6683,Zeng|563,Macosko|Inh_Nkx2-1_Sst_2,1,Reciprocal_top_hit
2613,Zeng|24597,Macosko|Ex_Pax2_Mafb_2,1,Reciprocal_top_hit
5361,Zeng|3203,Macosko|Inh_Gata3_Areg_1,1,Reciprocal_top_hit
1013,Zeng|4818,Macosko|Ex_Ebf2_Sp5_8,1,Reciprocal_top_hit
5336,Zeng|1312,Macosko|Inh_Frmd7_Trhr_1,1,Reciprocal_top_hit
1518,Zeng|4218,Macosko|Ex_Hoxb3_Ldlrap1_9,1,Reciprocal_top_hit
5558,Zeng|24710,Macosko|Inh_Gata3_Nptx2_2,1,Reciprocal_top_hit
4881,Zeng|4053,Macosko|Inh_Fbxl7_Pkhd1l1,1,Reciprocal_top_hit
4110,Zeng|4594,Macosko|Ex_Tfap2d_Hspg2,1,Reciprocal_top_hit
8459,Zeng|3366,Macosko|Inh_Sox1_Sostdc1,1,Reciprocal_top_hit
936,Zeng|4823,Macosko|Ex_Ebf2_Mybpc1,1,Reciprocal_top_hit
6976,Zeng|3123,Macosko|Inh_Otx1_Sox14_3,1,Reciprocal_top_hit
8264,Zeng|3184,Macosko|Inh_Six3_Met_4,1,Reciprocal_top_hit
564,Zeng|433,Macosko|Ex_Crym_Nuak2,1,Reciprocal_top_hit
2938,Zeng|5005,Macosko|Ex_Pitx2_Col6a5,1,Reciprocal_top_hit
2134,Zeng|2240,Macosko|Ex_Lmx1a_Pkd1l1,1,Reciprocal_top_hit
8494,Zeng|3465,Macosko|Inh_Sox2_Ikzf1_8,1,Reciprocal_top_hit
2591,Zeng|1607,Macosko|Ex_Otx2_Six6_1,1,Reciprocal_top_hit
2222,Zeng|2772,Macosko|Ex_Lmx1b_Itih5_1,1,Reciprocal_top_hit
6621,Zeng|1555,Macosko|Inh_Lhx8_Efhb_1,1,Reciprocal_top_hit
3396,Zeng|2691,Macosko|Ex_Samd3_Emx2_7,1,Reciprocal_top_hit
1123,Zeng|3107,Macosko|Ex_Evx2_Pdyn,1,Reciprocal_top_hit
2787,Zeng|3882,Macosko|Ex_Phox2b_Ddit4l,1,Reciprocal_top_hit
2893,Zeng|4300,Macosko|Ex_Phox2b_Six2_5,1,Reciprocal_top_hit
2527,Zeng|4575,Macosko|Ex_Nxph4_Zar1l_4,1,Reciprocal_top_hit
2699,Zeng|3063,Macosko|Ex_Pax8_Tnfrsf8,1,Reciprocal_top_hit
4868,Zeng|4081,Macosko|Inh_Fbxl7_Hgf,1,Reciprocal_top_hit
239,Zeng|5243,Macosko|Endo_Flt1_Kcnj8,1,Reciprocal_top_hit
8241,Zeng|3347,Macosko|Inh_Six3_Fgf16,1,Reciprocal_top_hit
7776,Zeng|2923,Macosko|Inh_Pax7_Slc38a11,1,Reciprocal_top_hit
2235,Zeng|15081,Macosko|Ex_Lmx1b_Meox2,1,Reciprocal_top_hit
1054,Zeng|4265,Macosko|Ex_Ebf3_Adam33_11,1,Reciprocal_top_hit
7030,Zeng|1596,Macosko|Inh_Otx2_Prdm16_4,1,Reciprocal_top_hit
2651,Zeng|24561,Macosko|Ex_Pax6_Avpr1a_6,1,Reciprocal_top_hit
7692,Zeng|1745,Macosko|Inh_Pax6_Pdgfd_1,1,Reciprocal_top_hit
6900,Zeng|34363,Macosko|Inh_Onecut3_Crabp1_1,1,Reciprocal_top_hit
6947,Zeng|3151,Macosko|Inh_Otx1_Cd36_1,1,Reciprocal_top_hit
7285,Zeng|4198,Macosko|Inh_Pax2_Lama4_2,1,Reciprocal_top_hit
2922,Zeng|4318,Macosko|Ex_Phox2b_Vmn1r196,1,Reciprocal_top_hit
1125,Zeng|24666,Macosko|Ex_Evx2_Prdm6_1,1,Reciprocal_top_hit
2807,Zeng|3793,Macosko|Ex_Phox2b_Ghrh_1,1,Reciprocal_top_hit
5438,Zeng|3337,Macosko|Inh_Gata3_Lrrc38,1,Reciprocal_top_hit
1100,Zeng|4982,Macosko|Ex_Evx2_Clec9a,1,Reciprocal_top_hit
1894,Zeng|3815,Macosko|Ex_Lhx9_Lrrk1,1,Reciprocal_top_hit
4266,Zeng|3095,Macosko|Ex_Vsx2_Drd3_3,1,Reciprocal_top_hit
4234,Zeng|3049,Macosko|Ex_Vsx2_Apbb1ip,1,Reciprocal_top_hit
2385,Zeng|2456,Macosko|Ex_Nkx2-4_Calcr_6,1,Reciprocal_top_hit
4252,Zeng|3023,Macosko|Ex_Vsx2_Col15a1,1,Reciprocal_top_hit
6382,Zeng|566,Macosko|Inh_Lhx6_Mc3r_1,1,Reciprocal_top_hit
2630,Zeng|2621,Macosko|Ex_Pax5_Gng8,1,Reciprocal_top_hit
7798,Zeng|2965,Macosko|Inh_Pax7_Zic2,1,Reciprocal_top_hit
6601,Zeng|837,Macosko|Inh_Lhx6_Vip,1,Reciprocal_top_hit
8449,Zeng|3364,Macosko|Inh_Sox1_Cd40,1,Reciprocal_top_hit
8071,Zeng|1057,Macosko|Inh_Ppp1r1b_Drd2_Pde1a_Myo3b,1,Reciprocal_top_hit
2696,Zeng|3093,Macosko|Ex_Pax8_Rassf10,1,Reciprocal_top_hit
7973,Zeng|1273,Macosko|Inh_Ppp1r1b_Drd1_Adamtsl5,1,Reciprocal_top_hit
2909,Zeng|3913,Macosko|Ex_Phox2b_Susd5_2,1,Reciprocal_top_hit
1122,Zeng|3733,Macosko|Ex_Evx2_Npsr1,1,Reciprocal_top_hit
7930,Zeng|1835,Macosko|Inh_Pde11a_Pgm5_3,1,Reciprocal_top_hit
4678,Zeng|3564,Macosko|Inh_Dmbx1_Car8,1,Reciprocal_top_hit
2332,Zeng|4733,Macosko|Ex_Neurod6_Dnah11_8,1,Reciprocal_top_hit
5302,Zeng|1337,Macosko|Inh_Frmd7_Mgam,1,Reciprocal_top_hit
1261,Zeng|92,Macosko|Ex_Fezf2_Kl_1,1,Reciprocal_top_hit
15,Zeng|14886,Macosko|Astro_Fabp7_Wt1,1,Reciprocal_top_hit
8448,Zeng|2032,Macosko|Inh_Sox14_Skor1,1,Reciprocal_top_hit
1961,Zeng|4856,Macosko|Ex_Lhx9_Slc26a7_2,1,Reciprocal_top_hit
7101,Zeng|34200,Macosko|Inh_Pax2_Cd40,1,Reciprocal_top_hit
6969,Zeng|3407,Macosko|Inh_Otx1_Ppp1r3a,1,Reciprocal_top_hit
916,Zeng|4811,Macosko|Ex_Ebf2_Ltbp1_1,1,Reciprocal_top_hit
6490,Zeng|535,Macosko|Inh_Lhx6_Sst_Ccna1_3,1,Reciprocal_top_hit
1257,Zeng|413,Macosko|Ex_Fezf2_Il22,1,Reciprocal_top_hit
1368,Zeng|359,Macosko|Ex_Fibcd1_Psrc1_5,1,Reciprocal_top_hit
638,Zeng|2356,Macosko|Ex_Dmrta2_Chat_2,1,Reciprocal_top_hit
91,Zeng|2052,Macosko|CholInh_Ecel1_Ghrh_2,1,Reciprocal_top_hit
2161,Zeng|3797,Macosko|Ex_Lmx1b_Adam33_2,1,Reciprocal_top_hit
4952,Zeng|3717,Macosko|Inh_Foxp2_Npy_2,1,Reciprocal_top_hit
4842,Zeng|3836,Macosko|Inh_Fbxl7_Crabp1_2,1,Reciprocal_top_hit
849,Zeng|4829,Macosko|Ex_Ebf2_Fgfr4,1,Reciprocal_top_hit
5257,Zeng|1329,Macosko|Inh_Frmd7_Ano2_2,1,Reciprocal_top_hit
6660,Zeng|2026,Macosko|Inh_Meox2_Chodl,1,Reciprocal_top_hit
3572,Zeng|2426,Macosko|Ex_Sim1_Slc10a6_1,1,Reciprocal_top_hit
227,Zeng|2405,Macosko|DopEx_Sox6_Aldh1a1,1,Reciprocal_top_hit
7306,Zeng|24715,Macosko|Inh_Pax2_Nkx6-1_1,1,Reciprocal_top_hit
6671,Zeng|2029,Macosko|Inh_Meox2_Sox14,1,Reciprocal_top_hit
4551,Zeng|5258,Macosko|Fibro_Eya2_Dapl1,1,Reciprocal_top_hit
486,Zeng|23,Macosko|Ex_Ccn2_Prph,1,Reciprocal_top_hit
2039,Zeng|2359,Macosko|Ex_Lmx1a_Csf2rb2_4,1,Reciprocal_top_hit
4915,Zeng|24713,Macosko|Inh_Foxd3_Sp9,1,Reciprocal_top_hit
2348,Zeng|2826,Macosko|Ex_Nkx2-1_Nppb,1,Reciprocal_top_hit
6807,Zeng|3183,Macosko|Inh_Nkx2-2_Svep1_2,1,Reciprocal_top_hit
6146,Zeng|709,Macosko|Inh_Lamp5_Ndnf_Tgfbi,1,Reciprocal_top_hit
2259,Zeng|4838,Macosko|Ex_Lmx1b_Scn5a_2,1,Reciprocal_top_hit
8759,Zeng|3553,Macosko|Inh_Tfap2b_Tspo2,1,Reciprocal_top_hit
4301,Zeng|3038,Macosko|Ex_Vsx2_Igfbp4_2,1,Reciprocal_top_hit
7739,Zeng|2915,Macosko|Inh_Pax7_Erfl_3,1,Reciprocal_top_hit
8855,Zeng|5272,Macosko|Lymphocyte_Itgal_Il1rl1,1,Reciprocal_top_hit
8758,Zeng|3261,Macosko|Inh_Tfap2b_Tnc,1,Reciprocal_top_hit
3971,Zeng|4510,Macosko|Ex_Tfap2b_Ghrh_2,1,Reciprocal_top_hit
4095,Zeng|4882,Macosko|Ex_Tfap2d_Emid1_2,1,Reciprocal_top_hit
2827,Zeng|4320,Macosko|Ex_Phox2b_Igfbpl1_5,1,Reciprocal_top_hit
8025,Zeng|1078,Macosko|Inh_Ppp1r1b_Drd2_Atf3,1,Reciprocal_top_hit
6477,Zeng|770,Macosko|Inh_Lhx6_Spag17,1,Reciprocal_top_hit
6658,Zeng|3980,Macosko|Inh_Lmo7_Fbln1_3,1,Reciprocal_top_hit
8385,Zeng|1966,Macosko|Inh_Six6_Th,1,Reciprocal_top_hit
2482,Zeng|4757,Macosko|Ex_Nxph4_Krt73,1,Reciprocal_top_hit
6509,Zeng|557,Macosko|Inh_Lhx6_Sst_Crh_Baiap3,1,Reciprocal_top_hit
4056,Zeng|4944,Macosko|Ex_Tfap2b_Tstd1_1,1,Reciprocal_top_hit
7763,Zeng|3264,Macosko|Inh_Pax7_Qrfpr_1,1,Reciprocal_top_hit
8016,Zeng|1266,Macosko|Inh_Ppp1r1b_Drd1_Tacr1_3,1,Reciprocal_top_hit
7043,Zeng|3577,Macosko|Inh_Otx2_Samsn1_2,1,Reciprocal_top_hit
6531,Zeng|513,Macosko|Inh_Lhx6_Sst_Crhr2_Stac,1,Reciprocal_top_hit
6631,Zeng|1559,Macosko|Inh_Lhx8_Pde11a_2,1,Reciprocal_top_hit
307,Zeng|296,Macosko|Ex_Abi3bp_Pnmt,1,Reciprocal_top_hit
2284,Zeng|4185,Macosko|Ex_Lmx1b_Vmn1r196,1,Reciprocal_top_hit
7383,Zeng|4425,Macosko|Inh_Pax2_Robo3,1,Reciprocal_top_hit
325,Zeng|4695,Macosko|Ex_C1ql4_Cox6a2_1,1,Reciprocal_top_hit
2308,Zeng|5107,Macosko|Ex_Lypd6b_Dipk1c_2,1,Reciprocal_top_hit
2208,Zeng|24688,Macosko|Ex_Lmx1b_Dytn,1,Reciprocal_top_hit
6216,Zeng|2061,Macosko|Inh_Lhx1_Nkx2-4_3,1,Reciprocal_top_hit
4734,Zeng|2975,Macosko|Inh_Ebf2_Chrna5_1,1,Reciprocal_top_hit
7187,Zeng|3992,Macosko|Inh_Pax2_Fst_1,1,Reciprocal_top_hit
3171,Zeng|4685,Macosko|Ex_Pou4f1_Phex,1,Reciprocal_top_hit
2156,Zeng|2370,Macosko|Ex_Lmx1a_Wnt11,1,Reciprocal_top_hit
773,Zeng|4614,Macosko|Ex_Ebf2_Atp8b1,1,Reciprocal_top_hit
4893,Zeng|3149,Macosko|Inh_Foxa2_Ano1,1,Reciprocal_top_hit
2457,Zeng|3086,Macosko|Ex_Nkx6-1_Vsx2_2,1,Reciprocal_top_hit
5332,Zeng|1306,Macosko|Inh_Frmd7_Tpbg,1,Reciprocal_top_hit
3188,Zeng|4686,Macosko|Ex_Pou4f1_Trim21,1,Reciprocal_top_hit
6728,Zeng|3272,Macosko|Inh_Nkx2-2_Gata2_6,1,Reciprocal_top_hit
6105,Zeng|2959,Macosko|Inh_Irx5_Erfl_1,1,Reciprocal_top_hit
6361,Zeng|831,Macosko|Inh_Lhx6_Gpr174_2,1,Reciprocal_top_hit
2961,Zeng|2226,Macosko|Ex_Pitx2_Odad2_1,1,Reciprocal_top_hit
1095,Zeng|4975,Macosko|Ex_Evx2_Adamts19,1,Reciprocal_top_hit
3211,Zeng|4826,Macosko|Ex_Pou4f2_Plac9a,1,Reciprocal_top_hit
7644,Zeng|3450,Macosko|Inh_Pax5_Sox21_3,1,Reciprocal_top_hit
1756,Zeng|3786,Macosko|Ex_Lhx3_Slc5a7_1,1,Reciprocal_top_hit
4090,Zeng|4581,Macosko|Ex_Tfap2d_Crhr2_3,1,Reciprocal_top_hit
1126,Zeng|24665,Macosko|Ex_Evx2_Prdm6_2,1,Reciprocal_top_hit
6439,Zeng|785,Macosko|Inh_Lhx6_Ntrk1,1,Reciprocal_top_hit
6514,Zeng|554,Macosko|Inh_Lhx6_Sst_Crh_Pdzrn3,1,Reciprocal_top_hit
1669,Zeng|2631,Macosko|Ex_Irx4_Slc17a8,1,Reciprocal_top_hit
2660,Zeng|2311,Macosko|Ex_Pax6_Otx1_1,1,Reciprocal_top_hit
341,Zeng|2660,Macosko|Ex_C1ql4_Crispld2_2,1,Reciprocal_top_hit
3228,Zeng|4909,Macosko|Ex_Pou4f2_Sult3a2_11,1,Reciprocal_top_hit
6387,Zeng|743,Macosko|Inh_Lhx6_Moxd1_3,1,Reciprocal_top_hit
6140,Zeng|703,Macosko|Inh_Lamp5_Ndnf_Prom1,1,Reciprocal_top_hit
8688,Zeng|34312,Macosko|Inh_Tfap2b_Aym1_1,1,Reciprocal_top_hit
1002,Zeng|4821,Macosko|Ex_Ebf2_Slc5a7,1,Reciprocal_top_hit
3441,Zeng|2490,Macosko|Ex_Sim1_Adgb_2,1,Reciprocal_top_hit
2479,Zeng|4572,Macosko|Ex_Nxph4_Hpgd,1,Reciprocal_top_hit
8014,Zeng|1268,Macosko|Inh_Ppp1r1b_Drd1_Tacr1_2,1,Reciprocal_top_hit
1084,Zeng|3756,Macosko|Ex_Evx1_Nptx2,1,Reciprocal_top_hit
456,Zeng|4742,Macosko|Ex_C1ql4_Trhr_2,1,Reciprocal_top_hit
1774,Zeng|3782,Macosko|Ex_Lhx3_Tspo2_3,1,Reciprocal_top_hit
3458,Zeng|298,Macosko|Ex_Sim1_C1ql1,1,Reciprocal_top_hit
3997,Zeng|4953,Macosko|Ex_Tfap2b_Megf11,1,Reciprocal_top_hit
3621,Zeng|2682,Macosko|Ex_Skor1_Hpgd_1,1,Reciprocal_top_hit
2437,Zeng|2149,Macosko|Ex_Nkx6-1_Atp6v1c2,1,Reciprocal_top_hit
664,Zeng|2354,Macosko|Ex_Dmrta2_Crhbp_4,1,Reciprocal_top_hit
5911,Zeng|817,Macosko|Inh_Gbx1_Htr1a_2,1,Reciprocal_top_hit
1778,Zeng|3032,Macosko|Ex_Lhx4_Gpr101_2,1,Reciprocal_top_hit
6972,Zeng|3132,Macosko|Inh_Otx1_Sox14,1,Reciprocal_top_hit
4666,Zeng|1533,Macosko|Inh_Dlx1_Dock5_1,1,Reciprocal_top_hit
2680,Zeng|2308,Macosko|Ex_Pax6_Slc5a7_1,1,Reciprocal_top_hit
6430,Zeng|1218,Macosko|Inh_Lhx6_Npy_2,1,Reciprocal_top_hit
4089,Zeng|4580,Macosko|Ex_Tfap2d_Crhr2_2,1,Reciprocal_top_hit
6268,Zeng|784,Macosko|Inh_Lhx6_Ccdc172_2,1,Reciprocal_top_hit
4817,Zeng|3840,Macosko|Inh_Etv3l_Erfl_2,1,Reciprocal_top_hit
4299,Zeng|3059,Macosko|Ex_Vsx2_Igfbp4_1,1,Reciprocal_top_hit
3493,Zeng|2476,Macosko|Ex_Sim1_Ghrh,1,Reciprocal_top_hit
2845,Zeng|3912,Macosko|Ex_Phox2b_Npffr2_2,1,Reciprocal_top_hit
1014,Zeng|4599,Macosko|Ex_Ebf2_Spef2_1,1,Reciprocal_top_hit
6274,Zeng|612,Macosko|Inh_Lhx6_Cox6a2_Nxph2_1,1,Reciprocal_top_hit
8510,Zeng|1066,Macosko|Inh_Sox8_Calcrl_10,1,Reciprocal_top_hit
1070,Zeng|2158,Macosko|Ex_Emx2_Foxa2_3,1,Reciprocal_top_hit
3860,Zeng|149,Macosko|Ex_Sulf1_Agtr1b,1,Reciprocal_top_hit
3236,Zeng|4884,Macosko|Ex_Pou4f2_Sult3a2_4,1,Reciprocal_top_hit
4060,Zeng|4526,Macosko|Ex_Tfap2b_Wfdc10,1,Reciprocal_top_hit
6360,Zeng|832,Macosko|Inh_Lhx6_Gpr174_1,1,Reciprocal_top_hit
6677,Zeng|736,Macosko|Inh_Nkx2-1_Gm8113_2,1,Reciprocal_top_hit
4327,Zeng|3101,Macosko|Ex_Vsx2_Pgm5_1,1,Reciprocal_top_hit
4320,Zeng|3641,Macosko|Ex_Vsx2_Nkx6-3_3,1,Reciprocal_top_hit
4317,Zeng|3045,Macosko|Ex_Vsx2_Lhx4_5,1,Reciprocal_top_hit
860,Zeng|4507,Macosko|Ex_Ebf2_Ghrh_3,1,Reciprocal_top_hit
3945,Zeng|4485,Macosko|Ex_Tfap2b_Calcr,1,Reciprocal_top_hit
2877,Zeng|4305,Macosko|Ex_Phox2b_Plscr4,1,Reciprocal_top_hit
1452,Zeng|2857,Macosko|Ex_Gata3_Slc17a8_1,1,Reciprocal_top_hit
5272,Zeng|1300,Macosko|Inh_Frmd7_Crhbp_3,1,Reciprocal_top_hit
6036,Zeng|4357,Macosko|Inh_Hoxc4_Tfap2b,1,Reciprocal_top_hit
1140,Zeng|3726,Macosko|Ex_Fam163a_Kcne4_1,1,Reciprocal_top_hit
6720,Zeng|3387,Macosko|Inh_Nkx2-2_Gata2_1,1,Reciprocal_top_hit
912,Zeng|4630,Macosko|Ex_Ebf2_Layn,1,Reciprocal_top_hit
3330,Zeng|4998,Macosko|Ex_Sall1_Fgf7_1,1,Reciprocal_top_hit
873,Zeng|4815,Macosko|Ex_Ebf2_Gpsm3_1,1,Reciprocal_top_hit
4709,Zeng|3565,Macosko|Inh_Dmbx1_Tacr3_2,1,Reciprocal_top_hit
4307,Zeng|3109,Macosko|Ex_Vsx2_Lhx3_2,1,Reciprocal_top_hit
5312,Zeng|1316,Macosko|Inh_Frmd7_Ror1,1,Reciprocal_top_hit
561,Zeng|416,Macosko|Ex_Crym_Mndal_4,1,Reciprocal_top_hit
7438,Zeng|4441,Macosko|Inh_Pax2_Tnfaip8l3_1,1,Reciprocal_top_hit
3754,Zeng|314,Macosko|Ex_Slc30a3_Shisa8_1,1,Reciprocal_top_hit
1254,Zeng|84,Macosko|Ex_Fezf2_Hmga2_Ttc6,1,Reciprocal_top_hit
3245,Zeng|4676,Macosko|Ex_Pou4f2_Trim21,1,Reciprocal_top_hit
1250,Zeng|332,Macosko|Ex_Fezf2_Gpr101_4,1,Reciprocal_top_hit
684,Zeng|2148,Macosko|Ex_Dmrta2_Fn1_1,1,Reciprocal_top_hit
6714,Zeng|3400,Macosko|Inh_Nkx2-2_Ecel1_1,1,Reciprocal_top_hit
2237,Zeng|4294,Macosko|Ex_Lmx1b_Morc1_2,1,Reciprocal_top_hit
596,Zeng|4843,Macosko|Ex_Defb1_Bhlhe23_1,1,Reciprocal_top_hit
380,Zeng|4513,Macosko|Ex_C1ql4_Ebf2,1,Reciprocal_top_hit
5233,Zeng|4188,Macosko|Inh_Foxp2_Sox2_1,1,Reciprocal_top_hit
6371,Zeng|1221,Macosko|Inh_Lhx6_Itgad,1,Reciprocal_top_hit
957,Zeng|4640,Macosko|Ex_Ebf2_Npffr2_2,1,Reciprocal_top_hit
3200,Zeng|4892,Macosko|Ex_Pou4f2_Grpr,1,Reciprocal_top_hit
3869,Zeng|120,Macosko|Ex_Sulf1_Drd2,1,Reciprocal_top_hit
6624,Zeng|1567,Macosko|Inh_Lhx8_Lypd6,1,Reciprocal_top_hit
1781,Zeng|3036,Macosko|Ex_Lhx4_Gpr101_5,1,Reciprocal_top_hit
8088,Zeng|1075,Macosko|Inh_Ppp1r1b_Drd2_Stard8_1,1,Reciprocal_top_hit
5841,Zeng|3224,Macosko|Inh_Gata3_Sp9_1,1,Reciprocal_top_hit
4809,Zeng|1524,Macosko|Inh_Esr2_Avp_1,1,Reciprocal_top_hit
7800,Zeng|4431,Macosko|Inh_Pax8_A830031A19Rik_2,1,Reciprocal_top_hit
4945,Zeng|2949,Macosko|Inh_Foxp2_Lbhd2_1,1,Reciprocal_top_hit
593,Zeng|4862,Macosko|Ex_Dach2_Arhgap36_3,1,Reciprocal_top_hit
5359,Zeng|3193,Macosko|Inh_Gata3_Aldh1a2,1,Reciprocal_top_hit
2255,Zeng|2770,Macosko|Ex_Lmx1b_Ptgfr,1,Reciprocal_top_hit
1187,Zeng|318,Macosko|Ex_Fezf2_C1qtnf7,1,Reciprocal_top_hit
1700,Zeng|4553,Macosko|Ex_Lhx2_Mafa,1,Reciprocal_top_hit
2436,Zeng|2451,Macosko|Ex_Nkx2-4_Svep1_2,1,Reciprocal_top_hit
1779,Zeng|3033,Macosko|Ex_Lhx4_Gpr101_3,1,Reciprocal_top_hit
8286,Zeng|3288,Macosko|Inh_Six3_Nkx2-2_Yap1,1,Reciprocal_top_hit
2573,Zeng|128,Macosko|Ex_Oprk1_Col11a1,1,Reciprocal_top_hit
315,Zeng|4968,Macosko|Ex_C1ql4_Asb4,1,Reciprocal_top_hit
2891,Zeng|4304,Macosko|Ex_Phox2b_Six2_3,1,Reciprocal_top_hit
2178,Zeng|15073,Macosko|Ex_Lmx1b_Ccdc172,1,Reciprocal_top_hit
253,Zeng|5255,Macosko|Endo_Flt1_Rgs5_Slc19a3_1,1,Reciprocal_top_hit
2867,Zeng|4249,Macosko|Ex_Phox2b_Olig3_7,1,Reciprocal_top_hit
5818,Zeng|3198,Macosko|Inh_Gata3_Qrfprl_2,1,Reciprocal_top_hit
7714,Zeng|3546,Macosko|Inh_Pax7_Bmp3_1,1,Reciprocal_top_hit
3957,Zeng|4530,Macosko|Ex_Tfap2b_Clec12a,1,Reciprocal_top_hit
1861,Zeng|2625,Macosko|Ex_Lhx9_Cyp19a1,1,Reciprocal_top_hit
1322,Zeng|75,Macosko|Ex_Fezf2_Sebox,1,Reciprocal_top_hit
5842,Zeng|3222,Macosko|Inh_Gata3_Sp9_2,1,Reciprocal_top_hit
3079,Zeng|5127,Macosko|Ex_Plekhg1_Nox4_Kcp_2,1,Reciprocal_top_hit
