,Study_ID|Celltype_1,Study_ID|Celltype_2,Mean_AUROC,Match_type
1501,Macosko|Ex_Hoxb3_Ldlrap1_10,Zeng|4218,1.0,Above_0.99
4000,Zeng|4806,Macosko|Ex_Tfap2b_Met_2,1.0,Above_0.99
1475,Zeng|3649,Macosko|Ex_Hmx2_Abcc9_3,1.0,Above_0.99
219,Macosko|DopEx_Calb1_Npw_1,Zeng|2398,1.0,Above_0.99
7737,Macosko|Inh_Pax7_Erfl_1,Zeng|2947,1.0,Above_0.99
5813,Macosko|Inh_Gata3_Qrfpr_1,Zeng|34316,1.0,Above_0.99
1864,Macosko|Ex_Lhx9_Dnah5,Zeng|3833,1.0,Reciprocal_top_hit
220,Macosko|DopEx_Calb1_Npw_2,Zeng|2397,1.0,Reciprocal_top_hit
3795,Macosko|Ex_Sln_Pde1a,Zeng|2866,1.0,Above_0.99
3511,Zeng|2117,Macosko|Ex_Sim1_Nkx2-2_Asb4_1,1.0,Above_0.99
7677,Macosko|Inh_Pax6_Fbln2_1,Zeng|982,1.0,Above_0.99
6011,Zeng|4354,Macosko|Inh_Hoxc4_Esm1,1.0,Above_0.99
5394,Macosko|Inh_Gata3_Cryba2_1,Zeng|8789,1.0,Above_0.99
811,Zeng|4334,Macosko|Ex_Ebf2_C1qtnf7_2,1.0,Above_0.99
7823,Macosko|Inh_Pax8_Hhip,Zeng|4101,1.0,Reciprocal_top_hit
4600,Macosko|Inh_Bhlhe22_Crh,Zeng|3851,1.0,Above_0.99
7929,Macosko|Inh_Pde11a_Pgm5_2,Zeng|1821,1.0,Above_0.99
853,Zeng|8176,Macosko|Ex_Ebf2_Fzd9_3,1.0,Above_0.99
7791,Macosko|Inh_Pax7_Vmn1r207_4,Zeng|3014,1.0,Reciprocal_top_hit
6028,Zeng|4395,Macosko|Inh_Hoxc4_Fbln2_2,1.0,Above_0.99
3297,Zeng|284,Macosko|Ex_Rorb_E130114P18Rik_1,1.0,Above_0.99
264,Macosko|Ependymal_Tmem212_Cuzd1,Zeng|14878,1.0,Reciprocal_top_hit
8507,Macosko|Inh_Sox6_Postn_2,Zeng|2997,1.0,Reciprocal_top_hit
7899,Macosko|Inh_Pax8_Sox6_1,Zeng|4002,1.0,Above_0.99
3484,Macosko|Ex_Sim1_Crh_5,Zeng|2471,1.0,Above_0.99
943,Macosko|Ex_Ebf2_Nek11_2,Zeng|4916,1.0,Reciprocal_top_hit
268,Zeng|14987,Macosko|Ependymal_Tmem212_Cuzd1,1.0,Above_0.99
8200,Macosko|Inh_Six3_Cdc42ep5,Zeng|3308,1.0,Above_0.99
5976,Macosko|Inh_Hoxb5_Gpnmb,Zeng|3740,1.0,Above_0.99
8839,Macosko|Inh_Vip_Trim55_5,Zeng|1374,1.0,Above_0.99
110,Macosko|Chol_Ecel1_Crabp2_2,Zeng|584,1.0,Above_0.99
3606,Macosko|Ex_Skor1_Col24a1,Zeng|2731,1.0,Above_0.99
7910,Macosko|Inh_Pax8_Sp9_4,Zeng|3377,1.0,Above_0.99
4166,Macosko|Ex_Tfap2d_Snorc_3,Zeng|4995,1.0,Above_0.99
4593,Zeng|8861,Macosko|Inh_Arhgap28_Slc26a7,1.0,Above_0.99
682,Zeng|2339,Macosko|Ex_Dmrta2_Fgfr4_Csf2rb2,1.0,Above_0.99
7754,Macosko|Inh_Pax7_P2ry10b_2,Zeng|3005,1.0,Above_0.99
2907,Macosko|Ex_Phox2b_Slitrk6,Zeng|3927,1.0,Above_0.99
1159,Macosko|Ex_Fbxl7_Lsp1_1,Zeng|4048,1.0,Above_0.99
6302,Macosko|Inh_Lhx6_Cyp26a1,Zeng|740,1.0,Above_0.99
6818,Macosko|Inh_Nkx2-2_Tspo2_1,Zeng|3409,1.0,Above_0.99
2794,Zeng|3955,Macosko|Ex_Phox2b_Dkk2_2,1.0,Above_0.99
7103,Macosko|Inh_Pax2_Cd44_2,Zeng|3740,1.0,Above_0.99
63,Macosko|CholEx_Onecut1_Ppp1r1c,Zeng|3682,1.0,Above_0.99
7569,Macosko|Inh_Pax5_Krt25_2,Zeng|3360,1.0,Above_0.99
3798,Macosko|Ex_Sln_Sost_2,Zeng|2866,1.0,Above_0.99
149,Macosko|Chol_Tbx20_Fst_1,Zeng|3879,1.0,Above_0.99
971,Macosko|Ex_Ebf2_Olfr273_1,Zeng|4237,1.0,Reciprocal_top_hit
6313,Macosko|Inh_Lhx6_Esr2_12,Zeng|1225,1.0,Reciprocal_top_hit
2853,Macosko|Ex_Phox2b_Olfr560,Zeng|3960,1.0,Reciprocal_top_hit
7861,Macosko|Inh_Pax8_Pkhd1l1_9,Zeng|24730,1.0,Above_0.99
8224,Macosko|Inh_Six3_Dpy19l2_2,Zeng|3301,1.0,Above_0.99
5826,Macosko|Inh_Gata3_Sall1_2,Zeng|3248,1.0,Above_0.99
4585,Zeng|5276,Macosko|Granulocyte_Ly6g_Retnlg,1.0,Above_0.99
876,Macosko|Ex_Ebf2_Grp_1,Zeng|4229,1.0,Reciprocal_top_hit
825,Macosko|Ex_Ebf2_Cox8b_1,Zeng|8173,1.0,Reciprocal_top_hit
6362,Zeng|1216,Macosko|Inh_Lhx6_Gpr179,1.0,Above_0.99
2600,Zeng|1608,Macosko|Ex_Otx2_Six6_3,1.0,Above_0.99
5323,Macosko|Inh_Frmd7_Slc17a8,Zeng|1378,1.0,Reciprocal_top_hit
4906,Macosko|Inh_Foxd3_Gm525_2,Zeng|3707,1.0,Reciprocal_top_hit
3372,Macosko|Ex_Samd3_Brs3,Zeng|2277,1.0,Above_0.99
942,Macosko|Ex_Ebf2_Nek11_1,Zeng|4917,1.0,Above_0.99
2874,Macosko|Ex_Phox2b_Pdyn_5,Zeng|3905,1.0,Reciprocal_top_hit
185,Macosko|Chol_Tbx3_Ptgr1,Zeng|3879,1.0,Above_0.99
841,Macosko|Ex_Ebf2_Fam83f,Zeng|4913,1.0,Above_0.99
7509,Zeng|2990,Macosko|Inh_Pax3_Vmn1r207_2,1.0,Above_0.99
8904,Macosko|Ng_Lhx1_Mab21l3_2,Zeng|2762,1.0,Reciprocal_top_hit
4832,Macosko|Inh_Fbxl7_Adad2_3,Zeng|3698,1.0,Above_0.99
7771,Macosko|Inh_Pax7_Rxfp3_2,Zeng|2930,1.0,Reciprocal_top_hit
1503,Macosko|Ex_Hoxb3_Ldlrap1_12,Zeng|4218,1.0,Above_0.99
6808,Macosko|Inh_Nkx2-2_Tecrl_1,Zeng|3406,1.0,Above_0.99
2214,Macosko|Ex_Lmx1b_Hmx2_1,Zeng|2865,1.0,Above_0.99
8477,Macosko|Inh_Sox2_Ikzf1_3,Zeng|3460,1.0,Above_0.99
2643,Macosko|Ex_Pax5_Ucn3_2,Zeng|4269,1.0,Above_0.99
293,Macosko|ExInh_Lmx1b_Ngf,Zeng|2420,1.0,Above_0.99
7565,Macosko|Inh_Pax5_Irs4_4,Zeng|3438,1.0,Above_0.99
8173,Macosko|Inh_Six3_9130008F23Rik,Zeng|3314,1.0,Above_0.99
112,Zeng|586,Macosko|Chol_Ecel1_Crabp2_2,1.0,Above_0.99
8872,Macosko|NG_Draxin_1,Zeng|1406,1.0,Reciprocal_top_hit
7040,Macosko|Inh_Otx2_Prdm16_7,Zeng|1420,1.0,Above_0.99
4820,Macosko|Inh_Etv3l_Sulf1_2,Zeng|3839,1.0,Above_0.99
5375,Macosko|Inh_Gata3_Cd200r1_1,Zeng|3740,1.0,Above_0.99
1828,Macosko|Ex_Lhx9_Acp7,Zeng|3822,1.0,Above_0.99
5377,Macosko|Inh_Gata3_Cd200r1_3,Zeng|8175,1.0,Above_0.99
72,Macosko|CholEx_Pax2_Muc16,Zeng|3669,1.0,Above_0.99
6607,Macosko|Inh_Lhx8_Arhgef38_1,Zeng|1572,1.0,Above_0.99
1880,Macosko|Ex_Lhx9_Igfbp2_2,Zeng|8175,1.0,Above_0.99
7743,Macosko|Inh_Pax7_Hpse_1,Zeng|9281,1.0,Above_0.99
4587,Macosko|Inh_Aqp9_4930523C07Rik,Zeng|1258,1.0,Reciprocal_top_hit
1952,Macosko|Ex_Lhx9_Ripk4,Zeng|8175,1.0,Above_0.99
266,Zeng|14881,Macosko|Ependymal_Tmem212_Cuzd1,1.0,Above_0.99
6067,Macosko|Inh_Htr3a_Ibsp_6,Zeng|672,1.0,Reciprocal_top_hit
8116,Macosko|Inh_Sall3_Cytip_1,Zeng|910,1.0,Above_0.99
8398,Macosko|Inh_Six6_Vipr2_6,Zeng|1427,1.0,Reciprocal_top_hit
8423,Zeng|698,Macosko|Inh_Sncg_Edn3,1.0,Above_0.99
2418,Macosko|Ex_Nkx2-4_Grpr_5,Zeng|2428,1.0,Reciprocal_top_hit
6035,Macosko|Inh_Hoxc4_Tekt1_Chrdl2,Zeng|4371,1.0,Above_0.99
5383,Macosko|Inh_Gata3_Chrna5,Zeng|3240,1.0,Reciprocal_top_hit
8958,Macosko|OlfactoryEnsheathing_Alx4_Olfr1271_3,Zeng|5240,1.0,Above_0.99
4736,Macosko|Inh_Ebf2_Chrna5_2,Zeng|2975,1.0,Above_0.99
821,Zeng|4626,Macosko|Ex_Ebf2_Clec9a_2,1.0,Above_0.99
3202,Zeng|4813,Macosko|Ex_Pou4f2_Hpse2_2,1.0,Above_0.99
7610,Macosko|Inh_Pax5_Rab38_4,Zeng|3320,1.0,Above_0.99
2579,Zeng|2260,Macosko|Ex_Otx2_Dynlrb2,1.0,Above_0.99
3732,Zeng|273,Macosko|Ex_Slc30a3_Lrmp_Il1rl2_Slc17a6,1.0,Above_0.99
3620,Macosko|Ex_Skor1_Galr1,Zeng|2727,1.0,Above_0.99
5274,Zeng|1389,Macosko|Inh_Frmd7_Drd2,1.0,Above_0.99
761,Macosko|Ex_Ebf2_Abcc9_4,Zeng|4233,1.0,Reciprocal_top_hit
3638,Macosko|Ex_Skor1_Pon2_1,Zeng|2714,1.0,Above_0.99
8990,Macosko|SerInh_Fev_Itgb6_1,Zeng|2844,1.0,Above_0.99
8124,Macosko|Inh_Sall3_Cytip_2,Zeng|914,1.0,Above_0.99
8976,Macosko|SerEx_Fev_A2m,Zeng|2850,1.0,Above_0.99
2726,Macosko|Ex_Phox2b_Afp,Zeng|15002,1.0,Above_0.99
8235,Macosko|Inh_Six3_Drd3_3,Zeng|3335,1.0,Above_0.99
7183,Macosko|Inh_Pax2_Fbln2,Zeng|4200,1.0,Above_0.99
8114,Macosko|Inh_Sall3_Chrne,Zeng|916,1.0,Above_0.99
269,Zeng|14990,Macosko|Ependymal_Tmem212_Cuzd1,1.0,Above_0.99
8664,Zeng|4161,Macosko|Inh_Tfap2a_Pthlh_2,1.0,Above_0.99
263,Zeng|14877,Macosko|Ependymal_Tmem212_Cuzd1,1.0,Above_0.99
1698,Macosko|Ex_Lhx2_Il31ra_2,Zeng|2734,1.0,Above_0.99
6786,Macosko|Inh_Nkx2-2_Npy_1,Zeng|3406,1.0,Above_0.99
1604,Macosko|Ex_Irx1_Padi1_1,Zeng|4048,1.0,Reciprocal_top_hit
2175,Macosko|Ex_Lmx1b_Arsj_2,Zeng|2815,1.0,Reciprocal_top_hit
207,Zeng|2395,Macosko|DopEx_Calb1_Lpl_2,1.0,Above_0.99
1870,Macosko|Ex_Lhx9_Frk_1,Zeng|8175,1.0,Above_0.99
7826,Macosko|Inh_Pax8_Krt19,Zeng|4438,1.0,Reciprocal_top_hit
1170,Macosko|Ex_Fbxo40_Kcnk5_1,Zeng|3740,1.0,Above_0.99
5311,Macosko|Inh_Frmd7_Olfr142_9,Zeng|5240,1.0,Above_0.99
8881,Macosko|NG_Draxin_12,Zeng|1360,1.0,Above_0.99
7050,Macosko|Inh_Otx2_Tnnt1_1,Zeng|3592,1.0,Reciprocal_top_hit
5862,Macosko|Inh_Gata3_Tnmd,Zeng|3166,1.0,Above_0.99
8260,Macosko|Inh_Six3_Lrrc38_2,Zeng|3740,1.0,Above_0.99
2889,Macosko|Ex_Phox2b_Six2_1,Zeng|4836,1.0,Above_0.99
7475,Macosko|Inh_Pax2_Zbbx,Zeng|4442,1.0,Above_0.99
3487,Zeng|2461,Macosko|Ex_Sim1_Cxcl1,1.0,Above_0.99
1474,Macosko|Ex_Hmx2_Abcc9_3,Zeng|3629,1.0,Above_0.99
6609,Macosko|Inh_Lhx8_Arhgef38_3,Zeng|1572,1.0,Above_0.99
1860,Macosko|Ex_Lhx9_Chrm1_2,Zeng|2637,1.0,Reciprocal_top_hit
270,Zeng|14997,Macosko|Ependymal_Tmem212_Cuzd1,1.0,Above_0.99
3296,Zeng|283,Macosko|Ex_Rorb_E130114P18Rik_1,1.0,Above_0.99
4747,Macosko|Inh_Ebf3_Erfl,Zeng|3730,1.0,Above_0.99
7958,Macosko|Inh_Pou6f2_Kcnj5,Zeng|3845,1.0,Above_0.99
2002,Zeng|2196,Macosko|Ex_Lmx1a_Cckar_1,1.0,Above_0.99
283,Zeng|14989,Macosko|Ependymal_Tmem212_Sbpl,1.0,Above_0.99
3792,Macosko|Ex_Sln_A730046J19Rik,Zeng|2866,1.0,Above_0.99
2663,Zeng|2310,Macosko|Ex_Pax6_Otx1_2,1.0,Above_0.99
1522,Macosko|Ex_Hoxb5_Klc3,Zeng|3682,1.0,Above_0.99
2838,Macosko|Ex_Phox2b_Npb,Zeng|3873,1.0,Reciprocal_top_hit
8892,Macosko|NG_Draxin_8,Zeng|1357,1.0,Above_0.99
6023,Macosko|Inh_Hoxc4_Fbln2,Zeng|4379,1.0,Above_0.99
2534,Zeng|3837,Macosko|Ex_Onecut2_Hmx3_Adamtsl3_2,1.0,Above_0.99
3398,Macosko|Ex_Samd3_Emx2_8,Zeng|2691,1.0,Above_0.99
8890,Zeng|1363,Macosko|NG_Draxin_7,1.0,Above_0.99
6010,Macosko|Inh_Hoxc4_Esm1,Zeng|4353,1.0,Reciprocal_top_hit
7225,Macosko|Inh_Pax2_Hoxb5_Lrrc52_2,Zeng|3740,1.0,Above_0.99
8879,Macosko|NG_Draxin_11,Zeng|1357,1.0,Above_0.99
7258,Macosko|Inh_Pax2_Igfbpl1_1,Zeng|34340,1.0,Above_0.99
4309,Macosko|Ex_Vsx2_Lhx4_1,Zeng|3039,1.0,Above_0.99
3828,Macosko|Ex_Sox6_Prom1,Zeng|4874,1.0,Reciprocal_top_hit
267,Zeng|14986,Macosko|Ependymal_Tmem212_Cuzd1,1.0,Above_0.99
5400,Macosko|Inh_Gata3_Crybb1,Zeng|8789,1.0,Reciprocal_top_hit
1590,Macosko|Ex_Iqcj_Ms4a15_2,Zeng|2873,1.0,Reciprocal_top_hit
875,Macosko|Ex_Ebf2_Grp,Zeng|3988,1.0,Above_0.99
5914,Macosko|Inh_Gbx1_Htr1a_5,Zeng|818,1.0,Above_0.99
7568,Macosko|Inh_Pax5_Krt25_1,Zeng|3740,1.0,Above_0.99
8781,Zeng|1350,Macosko|Inh_Vcan_St8sia2_1,1.0,Above_0.99
8888,Macosko|NG_Draxin_7,Zeng|1357,1.0,Above_0.99
8741,Macosko|Inh_Tfap2b_Postn_1,Zeng|34308,1.0,Above_0.99
6470,Macosko|Inh_Lhx6_Sfrp1_3,Zeng|772,1.0,Above_0.99
6354,Macosko|Inh_Lhx6_Esr2_9,Zeng|1235,1.0,Above_0.99
234,Zeng|5250,Macosko|Endo_Flt1_Actg2,1.0,Above_0.99
8844,Macosko|Inh_Vwc2l_Otogl1_1,Zeng|1343,1.0,Reciprocal_top_hit
2150,Zeng|5155,Macosko|Ex_Lmx1a_Smd3,1.0,Above_0.99
5244,Zeng|3976,Macosko|Inh_Foxp2_Tmem233_3,1.0,Above_0.99
1502,Macosko|Ex_Hoxb3_Ldlrap1_11,Zeng|4218,1.0,Above_0.99
2422,Macosko|Ex_Nkx2-4_Mettl11b_3,Zeng|2324,1.0,Above_0.99
8254,Macosko|Inh_Six3_Ikzf1_1,Zeng|3311,1.0,Reciprocal_top_hit
4646,Zeng|1380,Macosko|Inh_Creb5_Ror1_2,1.0,Above_0.99
7466,Macosko|Inh_Pax2_Vgll3_4,Zeng|4463,1.0,Above_0.99
752,Macosko|Ex_Ebf2_6430628N08Rik_1,Zeng|4332,1.0,Above_0.99
4874,Macosko|Inh_Fbxl7_Mab21l3,Zeng|3974,1.0,Above_0.99
4845,Macosko|Inh_Fbxl7_Cyp26b1,Zeng|4009,1.0,Above_0.99
6897,Macosko|Inh_Onecut3_Colq_2,Zeng|3740,1.0,Above_0.99
3479,Zeng|2469,Macosko|Ex_Sim1_Crh_2,1.0,Above_0.99
8246,Macosko|Inh_Six3_Foxa2_3,Zeng|3139,1.0,Above_0.99
3815,Zeng|4652,Macosko|Ex_Sox6_Edn1_1,1.0,Above_0.99
3646,Macosko|Ex_Skor1_Samd3_1,Zeng|2712,1.0,Above_0.99
7203,Macosko|Inh_Pax2_Glp1r_6,Zeng|4461,1.0,Above_0.99
2793,Macosko|Ex_Phox2b_Dkk2_2,Zeng|3946,1.0,Reciprocal_top_hit
4643,Macosko|Inh_Cobll1_Heg1,Zeng|1356,1.0,Reciprocal_top_hit
1881,Macosko|Ex_Lhx9_Igfbpl1_1,Zeng|3815,1.0,Above_0.99
8611,Macosko|Inh_Sp8_Vip_2,Zeng|3994,1.0,Above_0.99
1885,Zeng|4845,Macosko|Ex_Lhx9_Kif19a_2,1.0,Above_0.99
8778,Zeng|1346,Macosko|Inh_Vcan_St8sia2_1,1.0,Above_0.99
7478,Macosko|Inh_Pax3_Chrna5_1,Zeng|2981,1.0,Above_0.99
6463,Macosko|Inh_Lhx6_Serpinb1b_1,Zeng|803,1.0,Above_0.99
7911,Macosko|Inh_Pax8_Sp9_5,Zeng|3379,1.0,Above_0.99
5796,Zeng|3136,Macosko|Inh_Gata3_Otx1_Pdlim3_2,1.0,Above_0.99
909,Macosko|Ex_Ebf2_Il15_3,Zeng|4504,1.0,Above_0.99
8366,Macosko|Inh_Six3_Sox2_8,Zeng|3309,1.0,Above_0.99
8900,Macosko|NG_Myoz1_7,Zeng|5240,1.0,Above_0.99
6650,Macosko|Inh_Lmo2_Chrna2_2,Zeng|1282,1.0,Above_0.99
886,Zeng|2373,Macosko|Ex_Ebf2_Gzmk_3,1.0,Above_0.99
7408,Macosko|Inh_Pax2_Smpdl3b_4,Zeng|4463,1.0,Above_0.99
2268,Macosko|Ex_Lmx1b_Tll2_1,Zeng|2858,1.0,Above_0.99
302,Zeng|295,Macosko|Ex_Abi3bp_Calcrl,1.0,Above_0.99
8395,Macosko|Inh_Six6_Vipr2_3,Zeng|1431,1.0,Above_0.99
4849,Macosko|Inh_Fbxl7_Cyp26b1_3,Zeng|3985,1.0,Reciprocal_top_hit
6358,Macosko|Inh_Lhx6_Gm8113_Pthlh,Zeng|744,1.0,Above_0.99
7932,Macosko|Inh_Pde11a_Pgm5_5,Zeng|1835,1.0,Above_0.99
1539,Macosko|Ex_Hoxc6_Epsti1_2,Zeng|8175,1.0,Above_0.99
4919,Macosko|Inh_Foxl3_Qrfpr,Zeng|34197,1.0,Above_0.99
2372,Zeng|2331,Macosko|Ex_Nkx2-4_Calcr_11,1.0,Above_0.99
624,Zeng|2418,Macosko|Ex_Dmrta2_Agtr1b_2,1.0,Above_0.99
8920,Zeng|3936,Macosko|NorEx_Phox2b_Ndufa4l2_2,1.0,Above_0.99
3370,Macosko|Ex_Sall3_Efemp1_2,Zeng|4986,1.0,Reciprocal_top_hit
4572,Macosko|Fibro_Eya2_Slc47a1_5,Zeng|5257,1.0,Above_0.99
7375,Macosko|Inh_Pax2_Ppp1r1c_3,Zeng|34234,1.0,Above_0.99
6841,Macosko|Inh_Onecut1_Met_1,Zeng|34363,1.0,Above_0.99
3840,Zeng|4648,Macosko|Ex_Sox6_Trpa1,1.0,Above_0.99
7542,Macosko|Inh_Pax5_Ceacam10,Zeng|3371,1.0,Above_0.99
6442,Macosko|Inh_Lhx6_Pthlh,Zeng|577,1.0,Above_0.99
3766,Zeng|276,Macosko|Ex_Slc30a3_Ssmem1_2,1.0,Above_0.99
1982,Macosko|Ex_Lhx9_Tyrp1_4,Zeng|3740,1.0,Above_0.99
2105,Macosko|Ex_Lmx1a_Ngfr,Zeng|2184,1.0,Above_0.99
5901,Macosko|Inh_Gbx1_Atp8b1_6,Zeng|836,1.0,Reciprocal_top_hit
1038,Macosko|Ex_Ebf2_Tnfaip8_5,Zeng|8163,1.0,Reciprocal_top_hit
3392,Macosko|Ex_Samd3_Emx2_6,Zeng|2691,1.0,Above_0.99
1874,Macosko|Ex_Lhx9_Hsd17b14_1,Zeng|3740,1.0,Above_0.99
36,Zeng|2892,Macosko|CholEx_Irx2_Gm5741,1.0,Above_0.99
1972,Macosko|Ex_Lhx9_Slc6a2_2,Zeng|3690,1.0,Above_0.99
7469,Macosko|Inh_Pax2_Vgll3_7,Zeng|4465,1.0,Above_0.99
1856,Macosko|Ex_Lhx9_Cav1,Zeng|2595,1.0,Above_0.99
4838,Macosko|Inh_Fbxl7_C7,Zeng|4013,1.0,Reciprocal_top_hit
8422,Zeng|685,Macosko|Inh_Sncg_Edn3,1.0,Above_0.99
8605,Macosko|Inh_Sp8_Spp1_4,Zeng|949,1.0,Above_0.99
7857,Macosko|Inh_Pax8_Pkhd1l1_5,Zeng|4029,1.0,Above_0.99
104,Zeng|2663,Macosko|Chol_C1ql4_Olfr1033,1.0,Above_0.99
1592,Macosko|Ex_Iqcj_Ms4a15_3,Zeng|2693,1.0,Reciprocal_top_hit
6318,Macosko|Inh_Lhx6_Esr2_13,Zeng|1225,1.0,Above_0.99
1512,Macosko|Ex_Hoxb3_Ldlrap1_3,Zeng|4218,1.0,Above_0.99
8908,Macosko|Ng_Lhx1_Trp73,Zeng|2762,1.0,Above_0.99
1979,Macosko|Ex_Lhx9_Tyrp1_1,Zeng|3740,1.0,Above_0.99
7430,Macosko|Inh_Pax2_Tgm6_2,Zeng|3740,1.0,Above_0.99
4852,Macosko|Inh_Fbxl7_Cyp26b1_6,Zeng|3983,1.0,Above_0.99
8158,Macosko|Inh_Sall3_Trhr_5,Zeng|911,1.0,Above_0.99
2706,Macosko|Ex_Phox2a_Cyp26b1_2,Zeng|3938,1.0,Reciprocal_top_hit
8840,Macosko|Inh_Vip_Trim55_6,Zeng|1374,1.0,Above_0.99
3641,Macosko|Ex_Skor1_Pon2_3,Zeng|2729,1.0,Above_0.99
6787,Macosko|Inh_Nkx2-2_Npy_2,Zeng|3406,1.0,Above_0.99
8258,Macosko|Inh_Six3_Krt18,Zeng|3150,1.0,Above_0.99
4569,Macosko|Fibro_Eya2_Slc47a1_2,Zeng|5257,1.0,Above_0.99
962,Zeng|4830,Macosko|Ex_Ebf2_Nr1h4,1.0,Above_0.99
39,Zeng|2895,Macosko|CholEx_Irx2_Gm5741,1.0,Above_0.99
1757,Macosko|Ex_Lhx3_Slc5a7_2,Zeng|3786,1.0,Above_0.99
8905,Zeng|2763,Macosko|Ng_Lhx1_Mab21l3_2,1.0,Above_0.99
6407,Zeng|1677,Macosko|Inh_Lhx6_Nkx2-4_2,1.0,Above_0.99
7648,Macosko|Inh_Pax5_Tmem176b_1,Zeng|3439,1.0,Above_0.99
757,Zeng|4222,Macosko|Ex_Ebf2_Abcc9_1,1.0,Above_0.99
3630,Macosko|Ex_Skor1_Kdr_1,Zeng|2680,1.0,Above_0.99
2449,Macosko|Ex_Nkx6-1_Pax8_2,Zeng|3030,1.0,Reciprocal_top_hit
3676,Macosko|Ex_Slc12a7_Sp110,Zeng|2255,1.0,Reciprocal_top_hit
7025,Macosko|Inh_Otx2_Pla2g5,Zeng|3556,1.0,Above_0.99
265,Zeng|14879,Macosko|Ependymal_Tmem212_Cuzd1,1.0,Above_0.99
1872,Macosko|Ex_Lhx9_Frk_3,Zeng|8175,1.0,Above_0.99
176,Zeng|3892,Macosko|Chol_Tbx20_S100a11_4,1.0,Above_0.99
8396,Macosko|Inh_Six6_Vipr2_4,Zeng|1430,1.0,Reciprocal_top_hit
8559,Macosko|Inh_Sp8_Ctsc_3,Zeng|872,1.0,Above_0.99
711,Zeng|2382,Macosko|Ex_Dmrta2_Lrrc31_Th,1.0,Above_0.99
6030,Macosko|Inh_Hoxc4_Hhip,Zeng|4370,1.0,Reciprocal_top_hit
7520,Macosko|Inh_Pax5_Asb4_1,Zeng|3118,1.0,Above_0.99
5240,Zeng|3978,Macosko|Inh_Foxp2_Ssc5d_1,1.0,Above_0.99
1949,Zeng|4786,Macosko|Ex_Lhx9_Pthlh_2,1.0,Above_0.99
2810,Macosko|Ex_Phox2b_Ghsr_1,Zeng|3958,1.0,Above_0.99
983,Macosko|Ex_Ebf2_Pla2g5_6,Zeng|4341,1.0,Above_0.99
7947,Macosko|Inh_Plpp4_Fn1,Zeng|1299,1.0,Reciprocal_top_hit
1504,Macosko|Ex_Hoxb3_Ldlrap1_13,Zeng|4218,1.0,Above_0.99
3794,Zeng|2869,Macosko|Ex_Sln_Niban1,1.0,Above_0.99
1151,Macosko|Ex_Fbxl7_Bnc2,Zeng|4043,1.0,Above_0.99
1878,Macosko|Ex_Lhx9_Igfbp2_1,Zeng|8175,1.0,Above_0.99
2217,Macosko|Ex_Lmx1b_Hmx2_2,Zeng|2865,1.0,Above_0.99
320,Macosko|Ex_C1ql4_Calcr_2,Zeng|24535,1.0,Above_0.99
8635,Zeng|1983,Macosko|Inh_Tbx3_Serpina3n_2,1.0,Above_0.99
2710,Macosko|Ex_Phox2a_Nms,Zeng|15016,1.0,Above_0.99
7678,Macosko|Inh_Pax6_Fbln2_2,Zeng|994,1.0,Above_0.99
3568,Zeng|2464,Macosko|Ex_Sim1_Serpina3i,1.0,Above_0.99
5867,Macosko|Inh_Gata3_Tnnt1_1,Zeng|3226,1.0,Above_0.99
7344,Macosko|Inh_Pax2_Olfr920_6,Zeng|4200,1.0,Above_0.99
731,Macosko|Ex_Dmrta2_Tll2_1,Zeng|2355,1.0,Above_0.99
7945,Macosko|Inh_Plpp4_Fbln5,Zeng|1387,1.0,Reciprocal_top_hit
3340,Zeng|4990,Macosko|Ex_Sall1_Pmfbp1_3,1.0,Above_0.99
2001,Zeng|2186,Macosko|Ex_Lmx1a_Cckar_1,1.0,Above_0.99
7011,Macosko|Inh_Otx2_Gsc2_2,Zeng|3145,1.0,Above_0.99
3720,Zeng|305,Macosko|Ex_Slc30a3_Gsta2_2,1.0,Above_0.99
107,Macosko|Chol_Ecel1_1700025C18Rik_2,Zeng|587,1.0,Reciprocal_top_hit
2383,Zeng|2440,Macosko|Ex_Nkx2-4_Calcr_5,1.0,Above_0.99
6077,Macosko|Inh_Htr3a_Pdzph1_2,Zeng|668,1.0,Reciprocal_top_hit
7042,Macosko|Inh_Otx2_Samsn1_1,Zeng|3576,1.0,Reciprocal_top_hit
1937,Macosko|Ex_Lhx9_Ppp1r1c,Zeng|8175,1.0,Above_0.99
1676,Macosko|Ex_Lhx1_Edn1,Zeng|2695,1.0,Reciprocal_top_hit
29,Macosko|CholEx_Hmx3_Wnt10a,Zeng|3646,1.0,Above_0.99
49,Zeng|2881,Macosko|CholEx_Irx2_Slc43a3_4,1.0,Above_0.99
2918,Macosko|Ex_Phox2b_Tmem114,Zeng|15002,1.0,Above_0.99
7368,Macosko|Inh_Pax2_Postn_1,Zeng|4442,1.0,Above_0.99
8501,Zeng|2977,Macosko|Inh_Sox6_Chrna5_2,1.0,Above_0.99
223,Macosko|DopEx_Calb1_Trpv1,Zeng|2402,1.0,Reciprocal_top_hit
1116,Macosko|Ex_Evx2_Lmcd1_1,Zeng|24588,1.0,Above_0.99
8953,Macosko|OlfactoryEnsheathing_Alx4_Dhh,Zeng|5239,1.0,Above_0.99
7883,Macosko|Inh_Pax8_Slc16a12_3,Zeng|4442,1.0,Above_0.99
