cluster,class,region,study,is_reciprocal,recip_cluster
Zeng|340,IT-ET Glut,RHP,Cells,FALSE,NA
Zeng|341,IT-ET Glut,RHP,Cells,TRUE,Macosko|Ex_Fezf2_Nts
Zeng|372,IT-ET Glut,RHP,Cells,TRUE,Macosko|Ex_Fezf2_Fn1_Mctp2
Zeng|333,IT-ET Glut,HIP,Cells,TRUE,Macosko|Ex_Fezf2_Rab38_Met
Zeng|335,IT-ET Glut,HIP,Cells,TRUE,Macosko|Ex_Fezf2_Rab38_Vwc2l
Zeng|336,IT-ET Glut,HIP,Cells,FALSE,NA
Zeng|365,IT-ET Glut,CTXsp,Cells,TRUE,Macosko|Ex_Fezf2_Lhx9_1
Zeng|373,IT-ET Glut,RHP,Cells,TRUE,Macosko|Ex_Fezf2_Ror1_Clspn
Zeng|374,IT-ET Glut,RHP,Cells,FALSE,NA
Zeng|334,IT-ET Glut,RHP,Cells,FALSE,NA
Zeng|339,IT-ET Glut,RHP,Cells,FALSE,NA
Zeng|371,IT-ET Glut,RHP,Cells,FALSE,NA
Zeng|375,IT-ET Glut,RHP,Cells,TRUE,Macosko|Ex_Fezf2_9130008F23Rik
Zeng|326,IT-ET Glut,RHP,Cells,TRUE,Macosko|Ex_Fezf2_Lipm
Zeng|433,IT-ET Glut,HIP,Cells,FALSE,NA
Zeng|278,IT-ET Glut,HIP,Cells,FALSE,NA
Zeng|297,IT-ET Glut,HIP,Cells,TRUE,Macosko|Ex_Crym_Nuak2
Zeng|298,IT-ET Glut,OLF,Cells,TRUE,Macosko|Ex_Sim1_C1ql1
Zeng|18,NP-CT-L6b Glut,OLF,Cells,FALSE,NA
Zeng|37,NP-CT-L6b Glut,CTXsp,Cells,FALSE,NA
Zeng|22,NP-CT-L6b Glut,CTXsp,Cells,FALSE,NA
Zeng|21,NP-CT-L6b Glut,CTXsp,Cells,FALSE,NA
Zeng|23,NP-CT-L6b Glut,CTXsp,Cells,TRUE,Macosko|Ex_Ccn2_Prph
Zeng|16,NP-CT-L6b Glut,CTXsp,Cells,FALSE,NA
Zeng|17,NP-CT-L6b Glut,CTXsp,Cells,FALSE,NA
Zeng|19,NP-CT-L6b Glut,RHP,Cells,TRUE,Macosko|Ex_Cplx3_Samd9l
Zeng|20,NP-CT-L6b Glut,RHP,Cells,TRUE,Macosko|Ex_Ccn2_Nmbr_1
Zeng|46,NP-CT-L6b Glut,RHP,Cells,TRUE,Macosko|Ex_Nmbr_Cobll1
Zeng|49,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|24,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|43,NP-CT-L6b Glut,RHP,Cells,TRUE,Macosko|Ex_Nxph4_Megf6
Zeng|50,NP-CT-L6b Glut,CTXsp,Cells,FALSE,NA
Zeng|51,NP-CT-L6b Glut,OLF,Cells,FALSE,NA
Zeng|25,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|26,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|52,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|44,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|45,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|47,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|14,NP-CT-L6b Glut,OLF,Cells,FALSE,NA
Zeng|31,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|32,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|28,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|29,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|30,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Nxph4_Moxd1_Igfbp4
Zeng|27,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|33,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|34,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|35,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|36,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Nxph4_Lman1l_Chrm2
Zeng|38,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Nxph4_Olfr110_Crhr1
Zeng|64,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Fezf2_Cknsr3
Zeng|66,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|68,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Fezf2_Col6a1_Gp139_Fos
Zeng|72,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Foxp2_Col5a1
Zeng|58,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|57,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|65,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Fezf2_Cpa6
Zeng|69,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|70,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Foxp2_Col12a1_Ddo
Zeng|75,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Fezf2_Sebox
Zeng|60,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Fezf2_Kit_Sostdc1
Zeng|61,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|62,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|63,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|73,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Fezf2_Urah_Alcam
Zeng|12,NP-CT-L6b Glut,OLF,Cells,FALSE,NA
Zeng|13,NP-CT-L6b Glut,OLF,Cells,FALSE,NA
Zeng|15,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|39,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|59,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|67,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|71,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Fezf2_Col6a1_Gpr139
Zeng|53,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|54,NP-CT-L6b Glut,RHP,Cells,TRUE,Macosko|Ex_Fezf2_Slc9a4_Fos
Zeng|55,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|84,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Fezf2_Hmga2_Ttc6
Zeng|85,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|87,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Fezf2_Pvalb_Pirt
Zeng|76,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|77,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Fezf2_Myzap
Zeng|78,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|86,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|80,NP-CT-L6b Glut,Isocortex,Cells,TRUE,Macosko|Ex_Fezf2_Slc17a8_Rxfp2
Zeng|81,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|82,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|89,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|56,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|79,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|88,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|83,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|90,NP-CT-L6b Glut,Isocortex,Cells,FALSE,NA
Zeng|91,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|92,NP-CT-L6b Glut,HIP,Cells,TRUE,Macosko|Ex_Fezf2_Kl_1
Zeng|93,NP-CT-L6b Glut,RHP,Cells,TRUE,Macosko|Ex_Fezf2_Pirt_Gli2
Zeng|94,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|95,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|96,NP-CT-L6b Glut,RHP,Cells,TRUE,Macosko|Ex_Fezf2_Pirt_Stum
Zeng|40,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|41,NP-CT-L6b Glut,RHP,Cells,FALSE,NA
Zeng|42,NP-CT-L6b Glut,RHP,Cells,TRUE,Macosko|Ex_Fezf2_Tmem255b_2
Zeng|2871,OB-CR Glut,OLF,Cells,FALSE,NA
Zeng|2872,OB-CR Glut,OLF,Cells,TRUE,Macosko|Ex_Iqcj_Ms4a15_7
Zeng|2874,OB-CR Glut,OLF,Cells,FALSE,NA
Zeng|2875,OB-CR Glut,OLF,Cells,FALSE,NA
Zeng|2876,OB-CR Glut,OLF,Cells,FALSE,NA
Zeng|2877,OB-CR Glut,OLF,Cells,TRUE,Macosko|Ex_Iqcj_Ms4a15_8
Zeng|2695,OB-CR Glut,OLF,Cells,FALSE,NA
Zeng|2764,OB-CR Glut,OLF,Cells,TRUE,Macosko|Ex_Lhx1_Edn1
Zeng|2873,OB-CR Glut,OLF,Cells,TRUE,Macosko|Ex_Iqcj_Ms4a15_2
Zeng|2693,OB-CR Glut,OLF,Cells,TRUE,Macosko|Ex_Iqcj_Ms4a15_3
Zeng|2694,OB-CR Glut,OLF,Cells,TRUE,Macosko|Ex_Iqcj_Ms4a15_6
Zeng|2762,OB-CR Glut,HIP,Cells,TRUE,Macosko|Ng_Lhx1_Mab21l3_2
Zeng|2765,OB-CR Glut,OLF,Cells,FALSE,NA
Zeng|2766,OB-CR Glut,OLF,Cells,TRUE,Macosko|Ng_Lhx1_Gcgr
Zeng|2767,OB-CR Glut,OLF,Cells,TRUE,Macosko|Ng_Lhx1_Trp73
Zeng|2763,OB-CR Glut,OLF,Cells,FALSE,NA
Zeng|1398,DG-IMN Glut,sAMY,Cells,FALSE,NA
Zeng|1399,DG-IMN Glut,HIP,Cells,FALSE,NA
Zeng|1400,DG-IMN Glut,HIP,Cells,FALSE,NA
Zeng|1403,DG-IMN Glut,HIP,Cells,TRUE,Macosko|Ex_Dsp_Gsg1l
Zeng|1404,DG-IMN Glut,HIP,Cells,FALSE,NA
Zeng|1405,DG-IMN Glut,HIP,Cells,TRUE,Macosko|Ex_Dsp_Moxd1_1
Zeng|1401,DG-IMN Glut,HIP,Cells,TRUE,Macosko|Ex_Dsp_Atf3_3
Zeng|1402,DG-IMN Glut,HIP,Cells,TRUE,Macosko|Ex_Dsp_Atf3_2
Zeng|1407,DG-IMN Glut,HIP,Cells,TRUE,Macosko|Ex_Crlf1_Ntn5_1
Zeng|1363,DG-IMN Glut,CTXsp,Cells,FALSE,NA
Zeng|1371,DG-IMN Glut,HIP,Cells,TRUE,Macosko|NG_Draxin_5
Zeng|1372,DG-IMN Glut,HIP,Cells,TRUE,Macosko|NG_Draxin_7
Zeng|1406,DG-IMN Glut,HIP,Cells,TRUE,Macosko|NG_Draxin_1
Zeng|1408,DG-IMN Glut,HIP,Cells,TRUE,Macosko|NG_Draxin_2
Zeng|1339,DG-IMN Glut,OLF,Cells,FALSE,NA
Zeng|1340,DG-IMN Glut,CTXsp,Cells,FALSE,NA
Zeng|1258,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Aqp9_4930523C07Rik
Zeng|1290,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Etv4_1
Zeng|1289,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Vwc2l_Colq
Zeng|1282,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Lmo2_Chrna2_2
Zeng|1286,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frm7_Otop1_2
Zeng|1287,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frm7_Epcam_1
Zeng|1314,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frm7_Epcam_2
Zeng|1285,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Vwc2l_Otogl1_3
Zeng|1288,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Tmem200a_Esr2
Zeng|1284,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Zim1
Zeng|1283,OB-IMN GABA,Isocortex,Cells,FALSE,NA
Zeng|1299,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Plpp4_Fn1
Zeng|1322,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Plpp4_Cartpt
Zeng|1321,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Plpp4_Pdgfd
Zeng|1304,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1305,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1306,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Tpbg
Zeng|1307,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Crhbp_2
Zeng|1328,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1334,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Sema3c
Zeng|1302,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Crhbp_1
Zeng|1310,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1335,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1309,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1327,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1318,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1319,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Lamp5
Zeng|1331,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1332,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Ano2_1
Zeng|1336,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Fos
Zeng|1333,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1316,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Ror1
Zeng|1323,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Ltbp2_2
Zeng|1324,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Ltbp2_3
Zeng|1325,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Ltbp2_1
Zeng|1326,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1337,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Mgam
Zeng|1315,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Slc26a7_1
Zeng|1317,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1338,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1320,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1313,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1301,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1303,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1308,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Trhr_4
Zeng|1311,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Trhr_6
Zeng|1312,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Trhr_1
Zeng|1329,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Ano2_2
Zeng|1330,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1300,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Crhbp_3
Zeng|1383,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Plpp4_Ret
Zeng|1384,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Plpp4_Aox3_1
Zeng|1390,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Plpp4_Aox3_5
Zeng|1385,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Sel1l3_Zfp385c_2
Zeng|1386,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1387,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Plpp4_Fbln5
Zeng|1388,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1379,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Creb5_Ror1_2
Zeng|1380,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1381,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Creb5_Ror1_1
Zeng|1382,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Plpp4_Aox3_2
Zeng|1374,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Vip_Trim55_1
Zeng|1375,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Vip_Trim55_6
Zeng|1376,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Vip_Trim55_7
Zeng|1395,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Hgf_1
Zeng|1396,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Hgf_3
Zeng|1397,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1377,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1393,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1391,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Hgf_2
Zeng|1394,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1392,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1373,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1378,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Slc17a8
Zeng|1389,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Emp2_1
Zeng|1357,OB-IMN GABA,OLF,Cells,TRUE,Macosko|NG_Draxin_10
Zeng|1360,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1364,OB-IMN GABA,CTXsp,Cells,FALSE,NA
Zeng|1365,OB-IMN GABA,HIP,Cells,FALSE,NA
Zeng|1366,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1367,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1368,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1369,OB-IMN GABA,OLF,Cells,TRUE,Macosko|NG_Draxin_12
Zeng|1355,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1356,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Cobll1_Heg1
Zeng|1353,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Edaradd
Zeng|1354,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Frmd7_Col12a1
Zeng|1350,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Vcan_St8sia2_1
Zeng|1351,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1370,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1345,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Vcan_St8sia2_2
Zeng|1359,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1361,OB-IMN GABA,NA,Cells,TRUE,Macosko|Inh_Prox1_Draxin
Zeng|1344,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Vcan_Htr3a
Zeng|1347,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Vcan_St8sia2_5
Zeng|1348,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1349,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1352,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1341,OB-IMN GABA,STRv,Cells,FALSE,NA
Zeng|1281,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Vwc2l_Otogl1_2
Zeng|1342,OB-IMN GABA,STRd,Cells,TRUE,Macosko|Inh_Vcan_St8sia2_6
Zeng|1343,OB-IMN GABA,OLF,Cells,TRUE,Macosko|Inh_Vwc2l_Otogl1_1
Zeng|1346,OB-IMN GABA,OLF,Cells,FALSE,NA
Zeng|1358,OB-IMN GABA,LSX,Cells,FALSE,NA
Zeng|1362,OB-IMN GABA,CTXsp,Cells,FALSE,NA
Zeng|649,CTX-CGE GABA,Isocortex,Cells,TRUE,Macosko|Inh_Vip_Crh_1
Zeng|667,CTX-CGE GABA,Isocortex,Cells,TRUE,Macosko|Inh_Vip_Glp1r_Kcnh5
Zeng|686,CTX-CGE GABA,Isocortex,Cells,TRUE,Macosko|Inh_Htr3a_Nr2e1_1
Zeng|688,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|633,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|634,CTX-CGE GABA,RHP,Cells,FALSE,NA
Zeng|635,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|652,CTX-CGE GABA,RHP,Cells,FALSE,NA
Zeng|662,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|636,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|637,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|653,CTX-CGE GABA,OLF,Cells,FALSE,NA
Zeng|655,CTX-CGE GABA,OLF,Cells,FALSE,NA
Zeng|656,CTX-CGE GABA,CTXsp,Cells,FALSE,NA
Zeng|660,CTX-CGE GABA,RHP,Cells,FALSE,NA
Zeng|615,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|617,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|628,CTX-CGE GABA,Isocortex,Cells,TRUE,Macosko|Inh_Vip_Grpr
Zeng|630,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|631,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|632,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|651,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|626,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|627,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|629,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|640,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|646,CTX-CGE GABA,HIP,Cells,FALSE,NA
Zeng|647,CTX-CGE GABA,HIP,Cells,FALSE,NA
Zeng|650,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Vip_Slc17a8
Zeng|663,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|698,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Vip_Crh_Sema5b
Zeng|644,CTX-CGE GABA,HIP,Cells,FALSE,NA
Zeng|648,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Vip_Crh_2
Zeng|654,CTX-CGE GABA,CTXsp,Cells,FALSE,NA
Zeng|657,CTX-CGE GABA,CTXsp,Cells,TRUE,Macosko|Inh_Htr3a_Cxcl14_1
Zeng|687,CTX-CGE GABA,sAMY,Cells,TRUE,Macosko|Inh_Htr3a_Nr2e1_2
Zeng|691,CTX-CGE GABA,HIP,Cells,FALSE,NA
Zeng|643,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|616,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|618,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|638,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|666,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|680,CTX-CGE GABA,Isocortex,Cells,TRUE,Macosko|Inh_Sncg_Sln_Plch2_2
Zeng|689,CTX-CGE GABA,RHP,Cells,TRUE,Macosko|Inh_Sncg_Sln_Plch2_1
Zeng|692,CTX-CGE GABA,Isocortex,Cells,TRUE,Macosko|Inh_Sncg_Sln_Npy
Zeng|699,CTX-CGE GABA,OLF,Cells,FALSE,NA
Zeng|642,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|693,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|664,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|622,CTX-CGE GABA,Isocortex,Cells,TRUE,Macosko|Inh_Vip_Sncg_Slit1
Zeng|639,CTX-CGE GABA,Isocortex,Cells,TRUE,Macosko|Inh_Vip_Sncg_Yjefn3
Zeng|641,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|645,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Htr3a_Grpr_3
Zeng|625,CTX-CGE GABA,Isocortex,Cells,TRUE,Macosko|Inh_Vip_Sncg_Tac2
Zeng|5343,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|684,CTX-CGE GABA,Isocortex,Cells,TRUE,Macosko|Inh_Sncg_Slc17a8
Zeng|665,CTX-CGE GABA,RHP,Cells,TRUE,Macosko|Inh_Sncg_Calcb_5
Zeng|685,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|677,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Sncg_Edn3
Zeng|624,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|661,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|5339,CTX-CGE GABA,Isocortex,Cells,FALSE,NA
Zeng|659,CTX-CGE GABA,Isocortex,Cells,TRUE,Macosko|Inh_Lamp5_Ndnf_Tac2_Htr2c
Zeng|670,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Htr3a_Grpr_2
Zeng|678,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Htr3a_Bmp3_2
Zeng|679,CTX-CGE GABA,HIP,Cells,FALSE,NA
Zeng|681,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Htr3a_Col5a2
Zeng|694,CTX-CGE GABA,OLF,Cells,TRUE,Macosko|Inh_Htr3a_Tcim_1
Zeng|695,CTX-CGE GABA,OLF,Cells,TRUE,Macosko|Inh_Htr3a_Prom1_4
Zeng|696,CTX-CGE GABA,OLF,Cells,FALSE,NA
Zeng|700,CTX-CGE GABA,OLF,Cells,FALSE,NA
Zeng|671,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Htr3a_Prok2
Zeng|682,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Htr3a_Prom1_2
Zeng|697,CTX-CGE GABA,RHP,Cells,TRUE,Macosko|Inh_Htr3a_Prom1_3
Zeng|668,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Htr3a_Pdzph1_2
Zeng|669,CTX-CGE GABA,HIP,Cells,FALSE,NA
Zeng|675,CTX-CGE GABA,HIP,Cells,FALSE,NA
Zeng|683,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Htr3a_Ibsp_1
Zeng|673,CTX-CGE GABA,HIP,Cells,FALSE,NA
Zeng|674,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Htr3a_Ibsp_3
Zeng|676,CTX-CGE GABA,HIP,Cells,TRUE,Macosko|Inh_Htr3a_Ibsp_2
