cluster	class	subclass	level1_anno	level2_anno	dataset
Macosko|Ex_Lhx3_Robo3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx3_Tspo2_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx3_Tspo2_3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Tac2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Prok1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Calcr	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Dsg1b	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Ctxn3_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Ctxn3_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Col5a2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Nkx6-3_3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_A630023A22Rik	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Nkx6-3_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Nkx6-3_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Nkx6-3_5	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Nkx6-3_4	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx3_Tlcd1_3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx3_Arsj	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx3_Tlcd1_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx3_Tlcd1_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx3_Nkx6-3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Npr3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Glyat_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Glyat_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Onecut3_Mup6	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx3_Sp8	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx3_Il1f9	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Slc26a7	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Sox14_Sp8_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Sox14_Sp8_3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Sox14_Sp8_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx4_Dsc3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx4_Hgf	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx4_Meox2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Fbxl7_Hmga2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Lhx3_3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Lhx3_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Lhx3_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Evx2_Pdyn	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Hmga2_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Hmga2_3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx3_Gxylt2_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Hmga2_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Sp8	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Chol_Pitx2_Antxrl	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Tfap2b_Ccdc172_Calcr	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Adgrl4_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Adgrl4_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Csta2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_C1ql2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Pgr15l	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Erfl_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_C1ql4	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Sall1_Vmn1r196	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Erfl_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Sall1_Mtnr1a	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Wnt2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pou4f1_Vill	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Txnrd3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Shox2_Prdm6	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Prdm6_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Prdm6_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Pgm5_8	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Pgm5_7	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Pgm5_5	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Pgm5_4	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Pgm5_6	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Pgm5_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Pgm5_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Pgm5_3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx9_Slc6a2_2	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Lhx9_Slc6a2_1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Lhx9_Slc6a2_3	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|CholEx_Lhx9_Crabp1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|CholEx_Lhx9_Evx2_Crabp1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Lhx9_Pi4k2b	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|CholEx_Lhx9_Lacc1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Lhx9_Lacc1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Lhx3_Col5a2	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Vsx2_Erfl	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Pou4f1_Crabp1_2	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Pou4f1_Crabp1_1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Tfap2b_Defb1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Tfap2b_Klk12	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Pou4f1_Ppp1r1c_1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Pou4f1_Col9a1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Pou4f1_Ppp1r1c_2	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Sox6_Evx1_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Sox6_Evx1_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Evx1_Hsd17b2_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Evx1_Hsd17b2_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Evx1_Papln	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Sox6_Evx2_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Mafb_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Sox6_Calcr	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Evx1_Evx2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Mafb_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Evx1_Hgf	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Evx1_Nptx2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Chat	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Vcan	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Sprr2b	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Crabp1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|CholEx_Pax2_Shisal2b	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|CholEx_Pax2_Bmp4	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Erfl_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Erfl_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Erfl_3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Erfl_4	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|CholEx_Pax2_Crabp1_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|CholEx_Pax2_Crabp1_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Gm11639_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Gm11639_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Ebf2_Lhfpl1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Ebf2_Bmp4	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Ebf2_Dsc3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Ebf2_Ptpn14	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Ebf2_Grp	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Ebf2_Sytl3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Ebf2_C1qtnf7	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Ebf2_Grpr	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Hgf_Tacr3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Hgf_Slc38a11	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Onecut3_Tnfaip8l3	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Onecut3_Erfl_1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Onecut3_Erfl_2	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Onecut3_Acp7	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Onecut3_Bmpr1b	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Onecut3_Frem3_3	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Onecut3_Frem3_4	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Onecut3_Frem3_2	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Evx2_Lmcd1_2	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Evx2_Lmcd1_1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Evx2_Erfl_2	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Evx2_Erfl_1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|CholEx_Evx2_Erfl	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Evx2_Tnnt2	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Evx2_Pkhd1l1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Evx2_Ctxn3	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Evx2_Lmcd1_3	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Pou6f2_Evx2_1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|CholEx_Pax2_Muc16	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Nr5a2_1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|CholEx_Foxb1_Ctxn3	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Pax2_Nr5a2_2	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Foxb1_Ctxn3_2	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Foxb1_Ctxn3_1	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Foxb1_Ctxn3_3	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Pax2_C1ql4	neuron	Medullary neurons, primarily vestibular nuclei	Neuron	ExN	Macosko
Macosko|Ex_Nkx6-1_Atp6v1c2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Nkx6-1_Shisal2b	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Tcf7l2_C1ql4_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Tcf7l2_C1ql4_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Tcf7l2_Irak3_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Nostrin	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Cpne7_3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Cpne7_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Cpne7_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Cpne7_4	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Slc38a11_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Tcf7l2_Slc38a11	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Slc38a11_3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Slc38a11_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Dnajc22	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Sim1_Dlk1_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Sim1_Dlk1_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Fam163a_Adad2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Fam163a_Prdm6_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Fam163a_Prdm6_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Fam163a_Prdm6_4	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Fam163a_Prdm6_3	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Fam163a_Prdm6_5	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Sall1_C1ql1_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Sall1_C1ql1_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Fam163a_Vip	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Fam163a_Kcne4_2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Fam163a_Npy2r	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Fam163a_Kcne4_1	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Ex_Fam163a_C1ql2	neuron	Pontine and medullary reticular neurons	Neuron	ExN	Macosko
Macosko|Inh_Hmcn1_Sycp2l_5	neuron	Pontine and medullary reticular neurons	Neuron	InN	Macosko
Macosko|Inh_Hmcn1_Sycp2l_3	neuron	Pontine and medullary reticular neurons	Neuron	InN	Macosko
Macosko|Inh_Hmcn1_Sycp2l_4	neuron	Pontine and medullary reticular neurons	Neuron	InN	Macosko
Macosko|Inh_Pax8_Tac2	neuron	Pontine and medullary reticular neurons	Neuron	InN	Macosko
Macosko|Inh_Hmcn1_Sycp2l_7	neuron	Pontine and medullary reticular neurons	Neuron	InN	Macosko
Macosko|Inh_Hmcn1_Sycp2l_1	neuron	Pontine and medullary reticular neurons	Neuron	InN	Macosko
Macosko|Inh_Hmcn1_Sycp2l_2	neuron	Pontine and medullary reticular neurons	Neuron	InN	Macosko
Macosko|Inh_Hmcn1_Sycp2l_6	neuron	Pontine and medullary reticular neurons	Neuron	InN	Macosko
Macosko|Ex_Irx4_Tafa3	neuron	Pedunculopontine cholinergic neurons	Neuron	Cholinergic	Macosko
Macosko|CholEx_Irx4_Matn1	neuron	Pedunculopontine cholinergic neurons	Neuron	Cholinergic	Macosko
Macosko|Chol_Irx4_Matn1_4	neuron	Pedunculopontine cholinergic neurons	Neuron	Cholinergic	Macosko
Macosko|Chol_Irx4_Matn1_3	neuron	Pedunculopontine cholinergic neurons	Neuron	Cholinergic	Macosko
Macosko|Chol_Irx4_Matn1_1	neuron	Pedunculopontine cholinergic neurons	Neuron	Cholinergic	Macosko
Macosko|Chol_Irx4_Matn1_2	neuron	Pedunculopontine cholinergic neurons	Neuron	Cholinergic	Macosko
Macosko|Chol_Irx4_Matn1_5	neuron	Pedunculopontine cholinergic neurons	Neuron	Cholinergic	Macosko
Macosko|Chol_Irx4_Crispld2	neuron	Pedunculopontine cholinergic neurons	Neuron	Cholinergic	Macosko
Macosko|Ex_Lhx9_Cd44	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_Lhx9_Hs3st6	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Drd1_6	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Drd1_2	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Drd1_1	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Drd1_5	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Drd1_3	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Drd1_7	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Drd1_4	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Tgm6_5	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Tgm6_4	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Tgm6_3	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Tgm6_2	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Tgm6_1	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Islr2_1	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Calcr_1	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Calcr_2	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Calcr_4	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Calcr_3	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Islr2_4	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Islr2_3	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Islr2_2	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|CholEx_Tcf24_Oxtr	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_Tcf24_Dnajc22	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_Tcf24_Serpina12_1	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_Tcf24_Serpina12_3	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_Tcf24_Serpina12_2	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Kcne4_3	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_Evx2_Tafa3	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_Ebf2_St14	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Kcne4_2	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Kcne4_1	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_C1ql4_Kcne4_4	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Chol_C1ql4_Olfr1033	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_Lmx1b_Arsj_2	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_Lmx1b_Arsj_1	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_Lmx1b_Dkkl1	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_Lmx1b_Wdr95	neuron	Pontine and medullary neurons	Neuron	ExN	Macosko
Macosko|Ex_Phox2b_Sall1	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|Nor_Phox2b_Pla2g4d_2	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|Nor_Phox2b_Pla2g4d_1	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|NorEx_Phox2b_Mtnr1a	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|NorEx_Phox2b_Myom3	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|NorEx_Phox2b_Pmnt_1	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|NorEx_Phox2b_Pmnt_3	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|NorEx_Phox2b_Pmnt_2	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|NorEx_Phox2b_Ndufa4l2_1	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|NorEx_Phox2b_Ndufa4l2_2	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|NorEx_Phox2b_Rrad	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|Nor_Phox2b_Prlh	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|NorEx_Phox2b_Prlh	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|Ex_Phox2b_Dbh_3	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|Ex_Phox2b_Dbh_2	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
Macosko|Ex_Phox2b_Dbh_1	neuron	Pontine and medullary noradrenergic neurons	Neuron	ExN	Macosko
